cnic,canonical_name,father_name,declared_income,tax_paid,ntn,filing_status,phone
13302-7592357-6,Saira Abbasi,S/O Usman Syed,631280.0,0.0,NTN-496800,Filer,0331-4018677
21301-5392248-2,Tahir Chattha,S/O Khalid Abbasi,7047530.0,354820.0,NTN-541671,Filer,0303-8106167
35202-3515332-6,Hassan Virk,S/O Mohammad Mirza,7728880.0,1802380.0,NTN-278938,Filer,0313-1606142
42101-7529877-6,Shazia Bukhri,S/O Mirza Qureshi,12435220.0,2395090.0,NTN-880452,Filer,0321-9202607
35202-2285251-4,Fatima Naqvi,S/O Shazia Gilani,12502990.0,3002380.0,NTN-224728,Filer,0322-7576929
13302-4950370-5,Baig Hashmi,S/O Bilal Naqvi,14162980.0,3282750.0,NTN-495812,Filer,0321-6321470
42101-6412759-2,Shoaib Hameed,S/O Waseem Akhtar,9067060.0,2036070.0,NTN-526662,Filer,0333-4384915
61101-6412383-3,Mehwish Hameed,S/O Sajid Gondal,8111050.0,1483320.0,NTN-630342,Filer,0345-9173859
21301-6749973-9,Noor Tarar,S/O Arif Bukhari,6185040.0,314400.0,NTN-965496,Non-Filer,0311-3483192
21301-1971581-3,Naeem Raja,S/O Arif Aslam,24720580.0,1499020.0,NTN-591671,Filer,
61101-2780987-1,Hasssan Ahmed,,6689840.0,1639190.0,NTN-236212,Filer,0311-3447911
44000-9978714-5,Aamir Tarar,S/O Iqra Butt,1521040.0,0.0,,Filer,0300-2698935
42101-7792633-5,Imran Bhatti,S/O Asif Syed,11031760.0,1473790.0,NTN-314999,Filer,
54000-7723485-3,Chaudhry Nawaz,S/O S/O Hassan Malik,4008100.0,0.0,NTN-742598,Filer,0322-7968920
21301-7713657-2,Ayesha Raja,S/O علی حسین,517440.0,0.0,NTN-797935,Filer,0333-7456854
44000-6711121-7,Sana Aslam,S/O Ahmed Zaidi,0.0,4685920.0,NTN-959758,Filer,0333-6811609
42101-7045102-5,Fatima Qureshi,S/O Raja Ahmed,4177250.0,0.0,NTN-754958,Non-Filer,0311-3089926
35202-7900204-8,محمد حسن,S/O Ali Hashmi,18733950.0,978020.0,NTN-705885,Filer,0332-6272037
61101-3769025-3,Faisal Gujjar,S/O Shazia Tarar,4891490.0,0.0,NTN-546017,Filer,0332-5801139
35202-8095426-5,Imran Chaudhry,S/O Ahmed Sandhu,3344530.0,0.0,NTN-844224,Non-Filer,0302-2161974
35202-5216748-7,Shoaib Nawaz,S/O Rukhsar Qureshi,3045990.0,0.0,NTN-399346,Filer,0312-8283053
54000-1701806-9,Hashmi Khan,S/O Saira Gondal,39678870.0,2119210.0,NTN-776660,Filer,0346-7722708
13302-5312275-6,Mirza Gilani,S/O Hina Akhtar,18600670.0,2988350.0,NTN-154129,Filer,0333-6111749
21301-1437371-3,Raja Nawaz,S/O Shazia Hashmi,27929670.0,1508680.0,NTN-261641,Filer,0345-2088084
42101-1653993-8,عائشہ احمد,S/O Chaudhry Mirza,36690990.0,7820330.0,NTN-615621,Filer,0333-1296835
54000-2180495-2,Adnan Tarar,S/O Ali Virk,2133440.0,0.0,NTN-318558,Non-Filer,0313-7844809
42101-4603654-8,Amna Tarar,S/O Sajid Ahmed,18054430.0,2555010.0,NTN-178714,Filer,0331-9812447
21301-4702106-2,Fatima Sheikh,S/O Tahir Gilani,58234290.0,9785270.0,,Filer,0313-3431711
54000-3277572-8,Arif Gondal,S/O Malik Jafri,5269360.0,0.0,NTN-561988,Filer,0312-8758960
21301-8072959-7,Iqra Hashmi,S/O Mehwish Sandhu,51284510.0,11290720.0,NTN-158100,,0333-1715141
35202-4669507-9,Ali Sandhu,S/O Fatima Karim,10182530.0,1386430.0,NTN-657559,Filer,0332-9106820
13302-9120779-3,Maryam Cheema,S/O Saira Rana,2009640.0,0.0,NTN-201991,Filer,0303-2279911
21301-1887034-1,Ali Abbasi,S/O Noor Virk,11782680.0,1730590.0,NTN-115018,Filer,0301-8494748
,Sheikh Chattha,S/O Mohammad Khan,873320.0,0.0,NTN-474129,Non-Filer,
13302-2714223-2,Hina Karim,S/O Zubair Qureshi,24680770.0,4295020.0,NTN-420080,Filer,0322-8825732
13302-9221239-5,Mohammad Rizvi,S/O Imran Raja,53397740.0,5156450.0,NTN-475190,,0321-6845789
54000-9492781-1,Zubair Aslam,S/O Tahir Iqbal,7775720.0,1419280.0,NTN-903884,Filer,0303-4649622
42101-6688883-4,Naveed Nawaz,S/O Rabia Rafiq,1676100.0,0.0,NTN-640192,Non-Filer,0321-3528906
44000-3169230-8,Ali Sandhu,S/O Baig Gilani,7717410.0,986770.0,NTN-499791,Non-Filer,0300-4173279
54000-9332195-5,Rizwan Cheema,S/O Omar Cheema,21862200.0,2198450.0,NTN-140835,,0321-5005695
21301-7621123-6,Waseem Tarar,S/O Rizwan Nawaz,1096390.0,0.0,NTN-975147,Non-Filer,0301-7858317
35202-7289874-9,عائشہ احمد,S/O Bushra Aslam,8436130.0,557790.0,NTN-805069,Non-Filer,0345-6468795
44000-2227162-5,Faisal Raja,S/O Ayesha Hashmi,56595090.0,5570950.0,NTN-124989,Filer,0303-9173698
54000-6944909-6,Mehwish Virk,S/O Waseem Chattha,9469200.0,1841340.0,NTN-203616,Filer,0301-3907503
42101-1486416-8,Ali Raja,,7052990.0,359410.0,NTN-641352,Filer,0313-1902612
13302-5198676-5,Iqra Syed,S/O Iqra Chattha,12384270.0,0.0,NTN-807986,Filer,0322-1275536
35202-6480002-4,Baig Ali,S/O Ayesha Baig,23924040.0,4667040.0,NTN-870802,Filer,0300-4485172
44000-6546545-6,Shazia Tarar,,12747740.0,1954030.0,NTN-606932,Filer,0322-5680249
35202-9762731-8,صنا ملک,S/O Faisal Bhatti,11594420.0,2813890.0,NTN-768386,Filer,0301-8906784
13302-3258833-9,Aamir Tarar,S/O Faisal Tarar,2699110.0,0.0,NTN-972640,Non-Filer,0301-9657187
42101-6122649-8,Tariq Latif,S/O Faisal Iqbal,9976060.0,726610.0,NTN-374915,Non-Filer,0321-3281447
35202-1456832-2,Salman Rana,S/O Ibrahim Sheikh,11818310.0,1777800.0,NTN-610999,,0331-3873929
61101-1896729-9,Shazia Butt,S/O Hussain Qureshi,31582300.0,4038370.0,NTN-605810,Filer,0313-7017434
13302-4408703-1,Fatima Virk,S/O Faisal Jafri,4991750.0,0.0,NTN-381030,Non-Filer,0322-1508100
35202-9816957-5,Hassan Abbasi,,21528450.0,1619530.0,NTN-201737,Filer,0312-9079008
13302-9557535-6,Sana Gilani,S/O Usman Gondal,4087370.0,0.0,NTN-940830,Non-Filer,0300-8667844
54000-5769200-4,Iqra Butt,S/O Hashmi Aslam,2314310.0,0.0,NTN-977074,Filer,
42101-7857886-2,Mohammad Latif,S/O Raja Raza,2183360.0,0.0,NTN-225017,Non-Filer,0300-6834790
42101-8376368-2,Adnan Nawaz,S/O احمد خان,86419710.0,19415510.0,NTN-774774,Filer,0313-4594921
44000-3151610-1,Tahir Butt,S/O Bilal Gilani,1928460.0,0.0,NTN-794431,Filer,0322-1546310
13302-7175825-9,Arif Khan,S/O Faisal Sheikh,45974420.0,10002000.0,NTN-728128,Filer,
21301-4902235-7,Shazia Qureshi,S/O Shoaib Tarar,24761260.0,3522170.0,NTN-550021,Filer,0332-7855263
35202-4585510-7,Rukhsar Rana,,38126710.0,4740220.0,NTN-932200,Filer,0313-5144669
35202-3740885-3,Amna Naqvi,S/O Sana Raza,19370860.0,1099970.0,NTN-687424,,0313-7557264
54000-1987737-4,Ahmed Hussain,S/O Usman Zaidi,4813380.0,0.0,NTN-462619,Filer,0301-9626108
21301-6047028-2,Ayesha Syed,S/O Mehwish Latif,18913790.0,1637560.0,NTN-274458,Filer,0301-5161346
21301-4797132-2,Bilal Chaudhry,S/O Sheikh Latif,5134520.0,0.0,NTN-216180,Filer,0333-2030206
54000-7175387-5,Muhammad Raza,S/O Salman Bukhari,107695020.0,19727490.0,NTN-736762,Filer,
13302-2075775-9,Sobia Sheikh,S/O Waseem Zaidi,1585620.0,0.0,NTN-223429,Non-Filer,0300-8199045
54000-5298752-2,Noor Hameed,,717620.0,0.0,NTN-292179,Filer,0331-1763562
61101-4134570-8,Mehwish Malik,S/O Mehwish Rizvi,5774720.0,0.0,NTN-886957,Non-Filer,0322-9000563
13302-1536023-2,Usman Mirza,S/O Maryam Cheema,9416880.0,960400.0,NTN-128883,Filer,0301-8464319
35202-1937277-1,Uzma Ahmed,S/O Hamid Bhatti,11362080.0,2779490.0,NTN-133453,Filer,0312-8103463
21301-1909393-4,Amna Cheema,S/O Rizwan Aslam,85538640.0,9926800.0,NTN-835182,Filer,0332-8416216
42101-7598523-2,Waseem Ali,S/O Nadia Syed,34007580.0,6409870.0,NTN-804474,Filer,0312-5729687
61101-7966165-9,Asif Mirza,S/O Raja Mirza,0.0,1818330.0,NTN-845921,Filer,0332-1696128
42101-3134406-8,Iqra Cheema,S/O Zubair Chattha,14295590.0,3187800.0,NTN-295501,,0302-2459729
35202-2986786-1,Ibrahim  Rizvi,S/O Naeem Chattha,8985660.0,527860.0,NTN-370557,Filer,0321-3461797
61101-9787997-3,Naveed Syed,S/O S/O Tariq Akhtar,21925730.0,4181960.0,NTN-496388,Filer,0301-9941610
35202-4109974-7,Kamran Karim,,18925570.0,3076390.0,NTN-193900,Filer,0313-6101916
54000-8293482-5,Khalid Tarar,S/O Kamran Raza,0.0,2070110.0,,Filer,0302-9292319
21301-1573489-2,Noor Akhtar,S/O Baig Malik,26304920.0,5052000.0,NTN-873827,Filer,0322-7732424
42101-4726486-8,Faisal Qureshi,S/O Nadia Ali,3714180.0,0.0,NTN-157987,Filer,0332-2870007
13302-8618003-5,Maryam Rizvi,S/O Asma Hussain,13622370.0,1697490.0,NTN-432922,Filer,0331-8129463
13302-3610866-3,Nadia Bukhari,S/O Fatima Rizvi,7624110.0,1056420.0,NTN-157851,Non-Filer,0313-2266948
61101-7231899-2,Hamid Aslam,S/O Imran Syed,0.0,5850620.0,NTN-379708,Filer,0331-7779519
44000-8241266-1,Waseem Naqvi,S/O Syed Ansari,9867040.0,2105660.0,NTN-984130,Filer,0321-2900675
44000-7974007-7,Asma Gilani,S/O Waseem Nawaz,77347890.0,4301840.0,NTN-531998,Filer,0313-3015051
54000-5336203-1,Waseem Tarar,S/O Faisal Hussain,8486700.0,1420110.0,NTN-626330,Non-Filer,0332-9559183
44000-7974007-7,Asma Gilani,S/O Waseem Nawaz,77321700.0,12741800.0,NTN-414766,Filer,0313-3015051
21301-1333528-4,Ahmed Sandhu,S/O Mehwish Malik,30163710.0,0.0,NTN-594404,Filer,0311-5492622
21301-3119933-5,Muhammad Hussain,S/O Qureshi Cheema,33866890.0,6131090.0,NTN-849028,Filer,0333-5087844
35202-2884180-1,Noor Rizvi,S/O Mohammad Hussain,12980060.0,1803820.0,NTN-269520,Filer,0312-9694175
13302-4505894-2,Raja Abbasi,S/O Hassan Nawaz,2848690.0,0.0,NTN-123004,Non-Filer,0332-9346046
54000-8304686-4,Sobia Qureshi,S/O Hussain Aslam,28873460.0,4913730.0,NTN-340466,Filer,0346-5326615
54000-1933660-8,نادیہ رضا,S/O Sobia Tarar,11553550.0,1790920.0,NTN-966149,Filer,0332-7469859
42101-5967937-2,Aamir Gujjar,S/O نادیہ رضا,11878630.0,1084150.0,NTN-543513,,0346-4745704
42101-1534232-4,Zainab Raza,S/O Syed Latif,8220840.0,981600.0,NTN-429136,Non-Filer,0332-1875893
44000-9762770-9,Muhammad Aslam,S/O Adnan Raja,8469710.0,1075560.0,NTN-725455,Filer,0333-1265468
54000-1930920-4,Hassan Gilani,S/O Iqra Ali,3191770.0,0.0,NTN-861224,Non-Filer,0346-7462239
44000-1989886-2,Hamid Khan,S/O Ali Iqbal,41188260.0,10022080.0,,Filer,0331-3986348
54000-8795645-5,Arif Ahmed,S/O Imran Bhatti,7211250.0,887840.0,NTN-844490,Non-Filer,0313-5707367
42101-6991880-9,Rizwan Hussain,S/O Asma Gondal,4795750.0,0.0,NTN-553275,Non-Filer,0311-1542512
13302-9387348-7,Asif Sheikh,S/O Adnan Hussain,11395130.0,1766120.0,NTN-543134,Filer,0322-9768152
13302-4423305-7,Rukhsar Mirza,S/O مریم چودھری,2473710.0,0.0,NTN-765392,Non-Filer,0300-4874298
61101-4658789-5,Fatima Ansari,S/O Ayesha Rana,2270590.0,0.0,NTN-755178,Filer,0300-8429903
13302-1907396-2,Tariq Ansari,S/O Amna Sandhu,28009900.0,2973770.0,NTN-743654,Filer,0346-1633577
42101-2884472-4,Khalid Butt,S/O Waseem Ahmed,15704780.0,1863930.0,NTN-147401,Filer,0313-1343352
54000-3304005-6,Malik Ansari,S/O Mehwish Tarar,5294530.0,0.0,NTN-929235,Filer,0345-1764815
61101-5978765-1,Arif Tarar,S/O Hussain Zaidi,12292600.0,1978790.0,NTN-607907,Filer,0331-9181291
35202-6655803-5,Iqra Abbasi,S/O Asma Chaudhry,24002780.0,2048090.0,NTN-663085,Filer,0302-7802999
44000-1433843-8,Bilal Abbasi,S/O Omar Chattha,2775400.0,0.0,NTN-662846,Filer,0313-8436040
42101-5639260-9,Shoaib Hameed,S/O Bilal Nawaz,10382080.0,1644170.0,NTN-919857,Filer,
54000-3299522-1,Sidra Bhatti,S/O Faisal Naqvi,5727720.0,0.0,NTN-910733,Non-Filer,0331-5723052
,Hina Zaidi,S/O Rabia Bhatti,103322730.0,21807980.0,NTN-103814,Filer,0312-2738129
13302-1462791-9,Shoaib Raja,S/O Nadia Raza,2167730.0,0.0,NTN-375462,Filer,0302-4635481
21301-8180834-6,Imran Butt,S/O Fatima Hameed,10160580.0,2336000.0,NTN-496874,Filer,0332-8014394
21301-2151309-7,Ahmed Hashmi,S/O Imran Raza,44129710.0,2243140.0,NTN-486527,Filer,0322-1061494
61101-9532750-9,Amna Hashmi,S/O Kamran Jafri,35069220.0,8446320.0,NTN-270075,Filer,0312-3615179
44000-8365917-3,Raja Tarar,S/O Omar Tarar,4753540.0,0.0,NTN-360734,Non-Filer,0322-2327669
21301-3305936-3,Syed Karim,S/O Imran Jafri,2798980.0,0.0,NTN-247925,Non-Filer,0302-1730932
61101-6076086-9,Tahir Butt,S/O S/O Asma Nawaz,607650.0,0.0,,Filer,0333-8960419
42101-6218479-2,Waseem Rizvi,S/O Raja Virk,0.0,4169390.0,NTN-892132,Filer,0300-5597456
44000-2017386-4,Naveed Ahmed,S/O Zainab Mirza,49927760.0,2926220.0,,Filer,0321-2755534
61101-1329689-4,Zubair Zaidi,S/O Rizwan Raja,11070250.0,1895870.0,NTN-167943,Filer,0322-8464392
54000-5333808-8,Mohammad Ansari,S/O Imran Rizvi,40984380.0,4390860.0,NTN-263663,Filer,0311-3211404
42101-8490504-7,Nadia Khan,S/O Saira Jafri,8000890.0,1147670.0,NTN-427873,Non-Filer,0346-9827228
44000-3749013-2,Imran Nawaz,S/O Raja Iqbal,9754580.0,0.0,NTN-731582,Non-Filer,0303-5164045
54000-1140408-6,Maram Latif,S/O Hamid Virk,6816600.0,547180.0,NTN-547412,Non-Filer,0321-8308778
61101-9153687-1,Zubair Chattha,S/O Rizwan Akhtar,72790930.0,9767180.0,NTN-810840,Filer,0333-4981854
61101-7083430-7,Adnan Chaudhry,S/O Qureshi Zaidi,5960340.0,0.0,NTN-567181,Non-Filer,0333-5505483
,Bilal Rizvi,S/O Hussain Cheema,29423330.0,2497220.0,NTN-200669,Filer,0300-1124054
44000-4897938-3,Maryam Qureshi,S/O Usman Gilani,3255320.0,0.0,NTN-841078,Non-Filer,0345-3622039
54000-4859714-8,Fatima Hashmi,S/O Naeem Cheema,72932040.0,13800720.0,NTN-859467,Filer,0312-1476798
54000-1485989-3,Rukhsar Baig,S/O Noor Chaudhry,11877720.0,1092700.0,NTN-100822,Filer,0331-7766484
13302-8015606-2,Raja Hussain,S/O Sobia Ahmed,10548080.0,1200370.0,NTN-598056,Filer,0303-8765436
42101-7419877-2,Hashmi Gilani,S/O Ahmed Naqvi,7893940.0,432970.0,NTN-206931,Non-Filer,0321-2469071
61101-3011982-6,Rizwan BBukhari,S/O Amna Gujjar,9617250.0,1125770.0,NTN-722217,Filer,0313-1906610
44000-3974790-9,Hussain Gujjar,S/O Sheikh Tarar,4756260.0,0.0,NTN-249271,Filer,0346-3679963
21301-5988757-7,Amna Sheikh,S/O Mehwish Tarar,21863370.0,1607990.0,NTN-887427,Filer,0331-2664863
35202-6779299-5,Ibrahim Malik,S/O Khalid Ahmed,10979310.0,2075540.0,NTN-762360,Filer,0311-2526016
42101-6744174-1,,S/O Amna Jafri,8049670.0,1191160.0,NTN-271797,Filer,0331-3280721
54000-1886716-2,Mohammad Baig,S/O Fatima Raja,3112620.0,0.0,NTN-717676,Filer,0313-6485409
13302-6046430-3,Mohammad Tarar,S/O Baig Jafri,20999800.0,4240390.0,NTN-324125,Filer,0312-5697955
54000-8481497-1,,S/O Tahir Chaudhry,133487480.0,15137250.0,NTN-193280,Filer,0312-7064624
44000-1111220-8,عمر شیخ,,3097500.0,0.0,NTN-385264,Non-Filer,0301-1693359
42101-6842624-1,Naveed Butt,S/O Uzma Gujjar,12289140.0,2003450.0,NTN-514664,Filer,0311-9579549
44000-5937075-2,Adnan Sheikh,S/O Rabia Sheikh,20438760.0,3159390.0,NTN-508751,Filer,0331-6916218
35202-9829517-8,Naveed Hussain,S/O Salman Virk,21496890.0,2053820.0,NTN-279502,Filer,0303-9695105
21301-4204501-5,Qureshi Raja,S/O Usman Qureshi,83361960.0,5189720.0,NTN-236046,Filer,0332-7027401
61101-3981877-4,Fatima Akhtar,S/O Malik Ahmed,116562570.0,8646210.0,NTN-993475,Filer,0322-2541699
13302-4371081-5,Maryam Aslam,S/O S/O Sobia Hameed,717880.0,0.0,NTN-226344,Non-Filer,0313-8300418
21301-7807650-2,Muhammad Aslam,S/O Naeem Malik,10390690.0,642550.0,NTN-719199,Filer,0303-6500890
35202-3191822-9,Kamran Sheikh,S/O Noor Abbasi,14575130.0,1326970.0,NTN-340122,Filer,0313-5252448
,Asif Bukhari,S/O Zubair Khan,35103420.0,5003850.0,NTN-272510,Filer,0346-9071084
35202-6727019-4,Khalid Mriza,S/O Muhammad Rafiq,3540520.0,0.0,NTN-368361,Non-Filer,0346-7186712
21301-5242818-7,Nadia Nawaz,S/O Asma Khan,8326560.0,517590.0,NTN-657871,Filer,0333-4427937
21301-3989387-3,Imran Akhtar,S/O احمد خان,24348500.0,4619880.0,NTN-992998,Filer,0321-4269335
61101-2258998-5,Amna Nawaz,S/O Ahmed Naqvi,71696680.0,4931870.0,NTN-463944,Filer,0311-3857807
54000-2969909-5,Asma Zaidi,S/O S/O Ayesha Qureshi,754440.0,0.0,NTN-699249,,0321-7268384
42101-7241224-7,Tariq Rana,S/O Sobia Rana,5627420.0,0.0,NTN-310891,Non-Filer,0321-7602626
42101-7631585-5,Khalid Latif,S/O Nadia Butt,13585540.0,2487290.0,NTN-847080,Filer,0301-8007232
13302-8255354-3,Zainab Naqvi,S/O Ayesha Raja,7025290.0,1702770.0,NTN-991164,Filer,0321-7270144
35202-4819276-4,Rabia Rafiq,S/O Ayesha Bukhari,7576860.0,973190.0,NTN-708871,Non-Filer,0333-8569691
61101-4324357-9,Iqra  Karim,S/O Shoaib Latif,9111590.0,1775070.0,NTN-155441,Filer,0331-3211157
42101-1602601-4,Rukhsar Bukhari,S/O Syed Jafri,8445720.0,1379230.0,NTN-528054,,0345-6697928
42101-2275374-6,Usman Hameed,S/O S/O Sobia Naqvi,13727300.0,3040100.0,NTN-896866,Filer,0345-8558977
54000-5536395-6,Bushra Gilani,S/O Hashmi Rizvi,19314700.0,3168930.0,NTN-966243,Filer,0313-3453442
44000-5201372-3,,S/O Hashmi Butt,15025510.0,3659970.0,NTN-902334,Filer,0321-8328302
42101-2498890-3,Aamir Gilani,S/O Shoaib Bhatti,13848690.0,2012930.0,NTN-459694,Filer,0303-7220664
42101-4192727-2,فاطمہ خان,S/O Ali Bhatti,18926590.0,2566550.0,NTN-334928,Filer,0301-8530924
42101-7857886-2,Mohammad Latif,S/O Raja Raza,2131530.0,0.0,NTN-468922,Filer,0300-6834790
35202-2884180-1,Noor Rizvi,S/O Mohammad Hussain,12844800.0,708500.0,NTN-287167,Filer,0312-9694175
61101-8152994-9,Aamir Butt,S/O Waseem Naqvi,4918150.0,0.0,NTN-717929,Filer,0331-5923181
35202-5044009-9,Omar Mirza,S/O Malik Baig,3867630.0,0.0,NTN-645083,Non-Filer,0312-6685312
35202-7065502-6,Hassan Baig,S/O Malik Butt,77116800.0,18682460.0,NTN-776705,Filer,0332-2128985
21301-6749973-9,Noor Tarar,S/O Arif Bukhari,6624710.0,357890.0,NTN-692237,Non-Filer,0311-3483192
54000-7917981-5,Faisal Sandhu,S/O محمد حسن,25383730.0,3885550.0,NTN-204100,Filer,0321-7459965
35202-6719439-5,Ali Karim,S/O Adnan Nawaz,98538320.0,9229590.0,NTN-697686,Filer,0331-7037761
54000-8442372-9,Asif Gujjar,S/O Mehwish Aslam,29361840.0,4559540.0,NTN-494433,Filer,0333-7116865
61101-9929109-4,Mirza Ansari,S/O Rukhsar Iqbal,25522290.0,2755840.0,NTN-381792,Filer,0313-1608719
13302-1552761-2,Mirza Butt,S/O Omar Bhatti,19690550.0,0.0,NTN-948254,Filer,0311-8762027
21301-2477917-9,Ayesha Abbasi,S/O Asma Mirza,15161620.0,2180000.0,NTN-634058,Filer,0345-6215275
44000-4953366-4,Maryam Raja,S/O Tariq Raza,3164190.0,0.0,NTN-882613,Non-Filer,0331-7071696
44000-3265137-5,نادیہ رضا,S/O Chaudhry Jafri,59403460.0,12705970.0,NTN-843753,Filer,0312-3437737
21301-8987722-6,Ali Ali,S/O Syed Latif,2966320.0,0.0,NTN-568821,Filer,0303-3951202
54000-6617954-2,Sobia Aslam,S/O زینب علی,27547290.0,3837050.0,,Filer,0300-8496999
44000-9148679-4,Ali Akhtar,S/O Arif Aslam,24758450.0,3049930.0,NTN-271061,Filer,0345-8631876
44000-6311858-7,Ibrahim Akhtar,S/O Amna Cheema,3484460.0,0.0,NTN-681670,Non-Filer,0312-6044884
35202-5890606-5,Tahir Hameed,S/O Chaudhry Rana,18293190.0,2362630.0,NTN-372274,Filer,0346-7521962
44000-7118266-3,Ali Mirza,S/O Omar Bukhari,7056220.0,1717310.0,NTN-495981,Non-Filer,0346-7821151
13302-4341962-1,Rukhsar Syed,S/O Qureshi Latif,3523680.0,0.0,NTN-861570,Non-Filer,0332-5227238
35202-5703878-9,Ahmed Baig,S/O Khalid Bukhari,4850650.0,0.0,NTN-835357,Non-Filer,0346-6276177
54000-2065686-5,Mehwish Chattha,S/O Baig Rizvi,3531820.0,0.0,NTN-804802,Non-Filer,0322-9398169
21301-5166084-6,Uzma Karim,S/O Shoaib Latif,9455510.0,1712210.0,NTN-572796,Non-Filer,0301-1173144
21301-9266290-3,Sidra Sheikh,S/O Bilal Mirza,29165970.0,0.0,NTN-746960,Filer,0333-8262318
13302-2906592-6,Zainab Ansari,S/O Bilal Syed,4054940.0,0.0,,Non-Filer,0332-7780983
61101-6200679-9,Rizwan Karim,S/O Zubair Hussain,11036810.0,1848780.0,NTN-601404,Filer,0301-4015276
54000-5788942-8,Muhammad Syed,S/O Rizwan Sandhu,15183960.0,2005980.0,NTN-425148,Filer,0312-2947653
42101-3811450-6,Amna Gujjar,S/O Hamid Aslam,2164090.0,0.0,NTN-932564,Non-Filer,0313-2196955
54000-5502839-2,Salman Hussain,S/O Rukhsar Butt,33661670.0,2733450.0,NTN-949413,Filer,0313-6779911
21301-1057864-4,Ali Bukhari,S/O نادیہ رضا,17337260.0,3006530.0,NTN-574602,Filer,0313-1579706
42101-5296176-3,Uzma Bukhari,S/O Asma Mirza,3388290.0,0.0,NTN-523879,Filer,0303-8651518
13302-9540127-5,Ahmed Ahmed,S/O Asma Zaidi,20171570.0,4578950.0,NTN-915703,Filer,0346-3755581
54000-3372774-6,Uzma Aslam,S/O Sidra Ali,12605720.0,1796250.0,NTN-632405,Filer,0302-2421349
42101-5408072-7,Kashif Raza,S/O Sajid Malik,130025830.0,9605450.0,,Filer,0303-3320821
54000-9126460-3,Khalid Raja,S/O Zubair Syed,3894730.0,0.0,NTN-933489,Filer,0345-6291094
54000-6214228-2,Mehwish Syed,S/O Syed Aslam,0.0,3801040.0,NTN-798817,Filer,0303-5969315
61101-8824531-6,Amna Raja,S/O Kashif Karim,4014070.0,0.0,NTN-477708,Non-Filer,0311-5187803
44000-7945843-9,Muhammad Qureshi,,10188500.0,1096870.0,NTN-741750,Filer,0301-2482875
21301-3055639-2,Imran Baig,S/O Sajid Karim,20924700.0,3017320.0,NTN-775199,Filer,0301-6671189
21301-8981337-8,Tahir Mirza,S/O Bushra Tarar,23585160.0,3200140.0,NTN-427370,Filer,0331-3965641
54000-6816998-7,Aami Sheikh,S/O Usman Abbasi,15927790.0,975910.0,NTN-843659,Filer,0332-7372736
13302-7403346-9,Ali Qureshi,S/O Zubair Zaidi,17392270.0,3461400.0,NTN-292514,Filer,0302-4360419
42101-4336533-8,Raja Baig,S/O Qureshi Sandhu,25662520.0,2186140.0,,Filer,0312-7394508
61101-8513116-5,Fatim aTarar,S/O Mehwish Malik,9414700.0,1085210.0,NTN-245261,Non-Filer,0303-2753004
54000-2318832-8,Adnan Chaudhry,S/O Aamir Ansari,19749830.0,2267570.0,NTN-209484,Filer,0303-9885075
21301-9433651-2,Mehwish Jafri,S/O Ibrahim Sheikh,19965340.0,4581600.0,NTN-609681,Filer,0301-6089455
13302-9196287-2,Shoaib Hashmi,S/O Rukhsar Mirza,15552500.0,2929020.0,NTN-355177,Filer,0333-5303341
54000-3468450-8,Maryam Jafri,S/O Sajid Zaidi,102538820.0,20988470.0,NTN-565478,Filer,0331-3728089
54000-5245272-5,Saira Ahmed,S/O Tahir Butt,52509920.0,0.0,NTN-832370,Filer,0346-8898869
35202-4012314-7,Maryam Gondal,S/O Rabia Aslam,15248770.0,1965770.0,NTN-996013,Filer,0333-9159424
13302-6238773-4,Ayesha Bukhari,S/O Adnan Butt,21358470.0,2534160.0,NTN-988375,Filer,0322-5532049
42101-8508497-8,Hussain Raja,S/O Hina Ali,3244390.0,0.0,NTN-205421,Filer,0300-3852151
61101-8345111-9,Rizwan Sandhu,S/O Imran Hameed,21899190.0,3112170.0,NTN-536014,,0313-4724835
61101-5819564-9,Kamran Bukhari,S/O Baig Bhatti,1679380.0,0.0,NTN-547053,Non-Filer,
35202-3148748-3,فاطمہ خان,S/O Shazia Syed,3434530.0,0.0,NTN-244865,Non-Filer,0303-3935142
54000-9449836-5,Zainab Ahmed,S/O Salman Ahmed,12526580.0,1272730.0,NTN-769835,Filer,0346-2184628
42101-7243355-4,محمد احمد,S/O Hashmi Ansari,75376310.0,12785270.0,NTN-891384,Filer,0331-1727920
42101-6372126-9,Sajid Rafiq,S/O Mirza Gondal,25721420.0,4132260.0,NTN-929867,Filer,0301-9205790
35202-9756341-9,Naveed Baig,S/O Ibrahim Aslam,16992150.0,2831770.0,NTN-135271,,0331-8851546
61101-9863756-7,Waseem Gilani,S/O Iqra Syed,17787040.0,2760270.0,NTN-252709,Filer,0301-8750491
54000-5737371-1,Mirza Butt,S/O Hashmi Cheema,11843240.0,1475630.0,NTN-132168,Filer,0321-3172292
13302-3101870-9,Hashmi Rafiq,S/O Saira Virk,7002340.0,1111180.0,,Non-Filer,0332-3317607
61101-2729907-3,Faisal Ahmed,S/O Hussain Virk,13851320.0,1747510.0,NTN-806030,Filer,0312-5144036
42101-4833000-5,Aamir Raja,S/O Mohammad Cheema,2191870.0,0.0,NTN-350882,Non-Filer,0312-1700537
54000-5406317-5,Aamir Karim,S/O Zainab Raja,17519990.0,4192120.0,NTN-478502,Filer,0311-3162462
