canonical_name,father_name,cnic,consumer_id,meter_no,address,city,province
Hamid Aslam,S/O Nadia Sheikh,42101-1463921-7,CON-80166388,MTR-1844431,"House 371, Block A, PAF Colony, Lahore",Lahore,Punjab
Maryam Chaudhry,S/O فاطمہ خان,35202-1295982-6,CON-58692701,MTR-9943821,,Rawalakot,Azad Kashmir
Maryam Abbasi,S/O Malik Latif,21301-3929390-3,CON-50851182,MTR-3744638,"House 55, Block C, PAF Colony, Hub",Hub,Balochistan
Tahir Jafri,S/O Uzma Rana,44000-3202043-1,CON-31885852,MTR-7782664,"House 21, Block H, Defence, Hub",Hub,Balochistan
Zubair Iqbal,S/O Syed Jafri,44000-2116368-7,CON-37168496,MTR-2191574,"House 282, Block H, G-9, Hyderabad",Hyderabad,Sindh
Zainab Gondal,S/O Ibrahim Chaudhry,13302-7046175-4,CON-58663783,MTR-3606279,"House 314, Block F, I-8, Rawalakot",Rawalakot,Azad Kashmir
Ahmed Butt,S/O Waseem Syed,54000-5826200-2,CON-68428681,MTR-8005906,"House 68, Block H, Saddar, Gilgit",Gilgit,Gilgit-Baltistan
Waseem Raza,S/O Ahmed Gujjar,21301-8697738-9,CON-62921819,MTR-9713995,"House 295, Block H, Township, Mirpur",Mirpur,Azad Kashmir
Khalid Iqbal,S/O Aamir Raja,54000-1244233-9,CON-64845470,MTR-2896280,"House 436, Block G, Cavalry Ground, Muzaffarabad",Muzaffarabad,Azad Kashmir
Malik Sheikh,S/O صنا ملک,,CON-19818338,MTR-6810918,"House 215, Block A, Model Town, Multan",Multan,Punjab
Muhammad Rizvi,S/O Tahir Butt,54000-5588720-1,CON-31465875,MTR-5853906,"House 128, Block E, I-8, Nawabshah",Nawabshah,Sindh
Saira Ahmed,S/O Tahir Butt,54000-5245272-5,CON-99665875,MTR-5075828,"House 324, Block H, Clifton, Muzaffarabad",Muzaffarabad,Azad Kashmir
Omar Bhatti,S/O Sheikh Ahmed,44000-2790897-6,CON-77205941,MTR-9291579,"House 353, Block G, G-9, Gujranwala",Gujranwala,Punjab
Omar Rafiq,S/O Saira Mirza,44000-3859854-4,CON-33568685,MTR-6633011,"House 307, Block G, North Nazimabad, Gwadar",Gwadar,Balochistan
Sidra Gujjar,S/O Faisal Gujjar,54000-7208876-7,CON-47679751,MTR-9997698,"House 386, Block F, Defence, Quetta",Quetta,Balochistan
Muhammad Nawaz,S/O Saira Ahmed,54000-4374399-9,CON-10341457,MTR-1838308,"House 286, Block E, Saddar, Faisalabad",Faisalabad,Punjab
Hamid Tarar,S/O Hina Tarar,21301-5698471-6,CON-91978697,MTR-2938501,"House 71, Block F, Cantt, Kohat",Kohat,KPK
Hina Sheikh,S/O Sajid Aslam,21301-9741022-5,CON-56006140,MTR-1894954,"House 225, Block A, Askari, Islamabad",Islamabad,ICT
Baig Raza,S/O Raja Sheikh,35202-5045019-4,CON-62535268,MTR-8076219,"House 495, Block C, F-10, Sargodha",Sargodha,Punjab
Fatima Ansari,S/O Zainab Naqvi,44000-7645925-6,CON-16316715,MTR-8247674,"House 307, Block G, E-11, Mirpur",Mirpur,Azad Kashmir
Sobia Rana,S/O Khalid Bhatti,61101-2004736-1,CON-29658292,MTR-2440547,"House 172, Block H, I-8, Khuzdar",Khuzdar,Balochistan
Sidra Cheema,S/O Rukhsar Zaidi,44000-9769089-9,CON-40095537,MTR-5187443,"House 152, Block C, Johar Town, Mardan",Mardan,KPK
Tahir Malik,S/O Aamir Jafri,13302-7549171-1,CON-79903400,MTR-9250273,"House 4, Block A, Scheme 33, Islamabad",Islamabad,ICT
Kamran Abbassi,S/O Adnan Chattha,13302-6215397-7,CON-85688984,MTR-7068408,"House 176, Block C, G-9, Abbottabad",Abbottabad,KPK
Mehwish Rafiq,S/O Naeem Chattha,42101-9445000-2,CON-10908820,MTR-4638670,"House 86, Block H, Gulberg, Gwadar",Gwadar,Balochistan
Amna Latif,S/O Noor Cheema,42101-4882500-6,CON-63705779,MTR-1885653,"House 450, Block E, Johar Town, Bannu",Bannu,KPK
Hina Karim,S/O Zubair Qureshi,13302-2714223-2,CON-69137045,MTR-2670212,"House 279, Block A, Scheme 33, Gilgit",Gilgit,Gilgit-Baltistan
Malik Latif,S/O Noor Cheema,13302-7605946-1,CON-48320392,MTR-9706295,"House 268, Block A, E-11, Rawalakot",Rawalakot,Azad Kashmir
Fatima Chaudhry,S/O Hashmi Baig,44000-2556423-8,CON-24802316,MTR-5137566,"House 388, Block E, Township, Mirpurkhas",Mirpurkhas,Sindh
Tariq Aslam,S/O Imran Ahmed,54000-8601889-5,CON-67968770,MTR-3596400,"House 294, Block G, F-10, Rawalakot",Rawalakot,Azad Kashmir
Faisal Bukhari,S/O Arif Karim,13302-4837220-5,CON-41478217,MTR-2124778,"House 135, Block H, Johar Town, Rawalakot",Rawalakot,Azad Kashmir
Salman Akhtar,S/O Hina Chaudhry,61101-4887595-9,CON-88553200,MTR-5876243,"House 25, Block A, Township, Abbottabad",Abbottabad,KPK
Sheikh Karim,S/O Tariq Tarar,,CON-44924497,MTR-4432330,"House 289, Block H, Gulshan-e-Iqbal, Abbottabad",Abbottabad,KPK
Rabia Gilani,S/O Sobia Rafiq,54000-8490505-4,CON-48877524,MTR-2479457,"House 336, Block E, Gulshan-e-Iqbal, Rawalakot",Nawabshah,Sindh
Noro Hussain,,54000-5016918-5,CON-59614050,MTR-2123385,"House 229, Block H, Saddar, Muzaffarabad",Muzaffarabad,Azad Kashmir
Ahmed Cheema,S/O Tahir Sandhu,44000-9026882-1,CON-61066674,MTR-3852775,"House 359, Block H, E-11, Multan",Multan,Punjab
Adnan Qureshi,S/O Imran Cheema,61101-9981436-1,CON-26709166,MTR-3950455,"House 443, Block G, Scheme 33, Khuzdar",Khuzdar,Balochistan
Maryam Ahmed,S/O Mirza Ahmed,35202-6481627-5,CON-28341953,MTR-9052811,"House 109, Block D, Cantt, Multan",Multan,Punjab
,S/O محمد احمد,21301-9672148-1,CON-17990825,MTR-2624962,"House 376, Block C, Defence, Skardu",Skardu,Gilgit-Baltistan
Shoaib Gondal,S/O Amna Sheikh,21301-9934326-9,CON-70423253,MTR-9138335,,Islamabad,ICT
Mehwish Iqbal,S/O Imran Syed,42101-8447546-6,CON-96588340,MTR-6129019,,Abbottabad,KPK
Ali Bukhari,S/O Ali Aslam,61101-3617098-2,CON-63157916,MTR-2160432,"House 420, Block E, DHA, Larkana",Larkana,Sindh
Raja Bhatti,S/O Ali Jafri,42101-7240267-2,CON-94216538,MTR-5555086,"House 90, Block B, Cantt, Sialkot",Sialkot,Punjab
Muhammad Cheema,S/O Qureshi Tarar,42101-3753664-4,CON-25052003,MTR-8454303,"House 366, Block D, Johar Town, Islamabad",Islamabad,ICT
Shoaib Aslam,S/O Rabia Sandhu,54000-9006818-5,CON-98568437,MTR-2548458,"House 162, Block D, Scheme 33, Turbat",Turbat,Balochistan
Asif Gondal,S/O Imran Aslam,61101-9352857-1,CON-77975764,MTR-2062061,"House 341, Block B, Askari, Hyderabad",Hyderabad,Sindh
Asif  Ahmed,S/O Faisal Iqbal,44000-9108772-1,CON-59104191,MTR-4924173,"House 282, Block C, Clifton, Sialkot",Sialkot,Punjab
Hamid Mirza,S/O Asif Naqvi,61101-9144052-3,CON-88939231,MTR-5000960,"House 416, Block G, Cantt, Gilgit",Gilgit,Gilgit-Baltistan
Muhammad Khan,S/O Asma Bhatti,44000-1226632-1,CON-93043460,MTR-1610873,"House 79, Block G, Defence, Hub",Hub,Balochistan
Hussain  Naqvi,S/O Omar Chaudhry,44000-5123196-8,CON-42958944,MTR-5253582,"House 378, Block C, Model Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Faisal Baig,S/O Mehwish Baig,44000-3058301-2,CON-75715805,MTR-2539073,"House 186, Block D, E-11, Larkana",Larkana,Sindh
Arif Ansari,S/O Maryam Ali,54000-5642193-1,CON-69174771,MTR-6830076,"House 1, Block G, Askari, Sialkot",Sialkot,Punjab
,S/O Chaudhry Ali,44000-8665564-6,CON-25428207,MTR-8071302,"House 134, Block F, Bahria Town, Mingora",Mingora,KPK
Muhammad Ali,S/O Arif Karim,13302-5937298-8,CON-93140021,MTR-6696859,"House 444, Block E, Saddar, Skardu",Skardu,Gilgit-Baltistan
Hina Chaudhry,S/O Omar Karim,21301-8827457-3,CON-79987586,MTR-8713529,"House 54, Block C, Cavalry Ground, Khuzdar",Khuzdar,Balochistan
Mirza Malik,S/O Usman Qureshi,54000-9232235-8,CON-71310077,MTR-2139530,"House 63, Block F, G-9, Skardu",Skardu,Gilgit-Baltistan
Ibrahim Ansari,S/O Asif Baig,13302-9220307-1,CON-86723870,MTR-3447763,"House 21, Block B, Clifton, Bahawalpur",Bahawalpur,Punjab
Muhammad Nawaz,S/O احمد خان,21301-9682767-4,CON-79381642,MTR-4337108,"House 56, Block E, Township, Islamabad",Islamabad,ICT
Rabia Khan,S/O Rukhsar Rizvi,42101-6282522-2,CON-85036007,MTR-6063521,"House 258, Block F, Cantt, Quetta",Quetta,Balochistan
Hussain Baig,S/O Uzma Gondal,13302-9414204-3,CON-84005408,MTR-3543020,"House 102, Block G, Cavalry Ground, Peshawar",Peshawar,KPK
Ali Aslam,S/O Qureshi Chaudhry,54000-5723173-5,CON-29571431,MTR-1991591,"House 219, Block B, F-10, Peshawar",Peshawar,KPK
Rabai Abbasi,S/O Asif Abbasi,54000-9953630-6,CON-36860604,MTR-7825787,"House 308, Block G, F-10, Larkana",Larkana,Sindh
Aamir Zaidi,S/O Usman Hameed,42101-2061446-3,CON-72676048,MTR-7154795,"House 484, Block D, Clifton, Islamabad",Islamabad,ICT
Kamran Virk,S/O فاطمہ خان,13302-9406675-4,CON-50139292,MTR-2251704,"House 303, Block D, Cantt, Hub",Hub,Balochistan
Hashmi Abbasi,S/O Noor Latif,54000-5481292-3,CON-81643749,MTR-8228908,"House 113, Block A, Bahria Town, Mingora",Mingora,KPK
Hashmi Rafiq,S/O Rukhsar Cheema,61101-5758843-2,CON-86666270,MTR-8129944,"House 313, Block F, Johar Town, Turbat",Turbat,Balochistan
Raja Ahmed,S/O Naveed Jafri,61101-6067422-8,CON-55891566,MTR-4340328,"House 256, Block F, DHA, Rawalakot",Rawalakot,Azad Kashmir
Kamran Chattha,S/O Khalid Sandhu,35202-7255618-3,CON-56420004,MTR-9015633,"House 142, Block C, PAF Colony, Rawalpindi",Rawalpindi,Punjab
Amna Hashmi,S/O Kamran Jafri,61101-9532750-9,CON-72804492,MTR-2091688,"House 257, Block F, Defence, Mirpur",Mirpur,Azad Kashmir
Imran Iqbal,S/O Hassan Mirza,35202-9244074-9,CON-95472581,MTR-1037421,"House 92, Block B, E-11, Skardu",Skardu,Gilgit-Baltistan
Sobia Aslam,S/O Noor Rizvi,21301-5847450-2,CON-56604674,MTR-2766335,"House 9, Block D, Cavalry Ground, Bahawalpur",Bahawalpur,Punjab
Naveed Bhatti,S/O Mirza Nawaz,54000-5748621-5,CON-11575158,MTR-4644394,"House 444, Block A, F-10, Rawalakot",Rawalakot,Azad Kashmir
Hina Amhed,S/O Tariq Virk,13302-2318723-8,CON-83748063,MTR-5647023,"House 218, Block G, E-11, Skardu",Skardu,Gilgit-Baltistan
Khalid Tarar,S/O Sajid Chattha,35202-7859479-7,CON-75810082,MTR-4975560,"House 484, Block F, Clifton, Gwadar",Gwadar,Balochistan
Arif Ahhmed,S/O Rabia Gilani,21301-1275165-7,CON-79439138,MTR-9385063,"House 44, Block E, Scheme 33, Islamabad",Islamabad,ICT
Muhammad Ansari,S/O Kamran Mirza,21301-6483970-9,CON-88725728,MTR-3896124,"House 104, Block C, Clifton, Abbottabad",Abbottabad,KPK
Ali Raja,S/O Shoaib Latif,42101-1486416-8,CON-21514934,MTR-2360529,"House 361, Block H, Scheme 33, Gwadar",Gwadar,Balochistan
Saira Gujjar,S/O Naveed Jafri,44000-3362680-7,CON-85007145,MTR-8880730,,Larkana,Sindh
Rizwan Malik,S/O Maryam Ansari,21301-5771981-8,CON-38631276,MTR-3193981,"House 151, Block A, G-9, Mirpurkhas",Mirpurkhas,Sindh
Uzma Bukhari,S/O Uzma Sandhu,61101-9055771-3,CON-18139228,MTR-3793147,"House 298, Block E, G-9, Mirpur",Mirpur,Azad Kashmir
Ali Qureshi,S/O Sana Syed,54000-3982357-9,CON-34181593,MTR-7581853,"House 111, Block C, Askari, Quetta",Quetta,Balochistan
Sheikh Gujjar,S/O Zubair Abbasi,54000-6165151-8,CON-17219971,MTR-1650265,"House 99, Block F, Cantt, Hub",Hub,Balochistan
Hashmi Rizvi,S/O Zubair Syed,44000-3472100-7,CON-27049483,MTR-8226126,"House 477, Block A, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Muhammad Gilani,S/O Syed Chaudhry,21301-4991669-5,CON-35010407,MTR-2443099,"House 187, Block E, G-9, Turbat",Turbat,Balochistan
Ahmed Cheema,S/O Bilal Raza,54000-6973457-9,CON-68242467,MTR-9543632,"House 274, Block D, Saddar, Hyderabad",Hyderabad,Sindh
Muhammad Hussain,S/O Qureshi Sheikh,35202-3260300-6,CON-84393286,MTR-9041738,"House 176, Block A, Bahria Town, Islamabad",Islamabad,ICT
Nadiia Bhatti,S/O Muhammad Bukhari,44000-7159085-1,CON-83280302,MTR-4382628,"House 405, Block D, I-8, Abbottabad",Abbottabad,KPK
Ibrahim Khan,S/O Hina Gilani,54000-7626953-5,CON-71717681,MTR-4534612,"House 357, Block D, DHA, Islamabad",Islamabad,ICT
Hashmi Rana,S/O عائشہ احمد,61101-1767428-8,CON-40483078,MTR-9731294,"House 246, Block C, F-10, Hyderabad",Rawalakot,Azad Kashmir
Aamir Baig,S/O Ahmed Ansari,44000-3608479-2,CON-68591177,MTR-9110067,"House 345, Block C, I-8, Muzaffarabad",Muzaffarabad,Azad Kashmir
Hassan Ali,S/O Imran Malik,42101-4070595-1,CON-20515776,MTR-1963647,"House 273, Block D, Model Town, Islamabad",Islamabad,ICT
Muhammad Khan,S/O Hassan Sandhu,35202-9569985-8,CON-47595473,MTR-4889429,"House 294, Block C, Bahria Town, Chilas",Chilas,Gilgit-Baltistan
Muhammad Ceema,S/O Faisal Jafri,21301-6473913-2,CON-97096883,MTR-8238908,,Quetta,Balochistan
,S/O Khalid Gondal,54000-5035718-5,CON-61628237,MTR-4135407,"House 96, Block G, Scheme 33, Turbat",Turbat,Balochistan
Nadia Qureshi,S/O Hussain Chaudhry,13302-8139475-4,CON-30068134,MTR-7596055,"House 291, Block G, Saddar, Peshawar",Peshawar,KPK
Malik Iqbal,S/O Syed Khan,35202-8105699-9,CON-83824211,MTR-2255110,"House 26, Block E, Johar Town, Hyderabad",Hyderabad,Sindh
Zainab Syed,S/O Hussain Naqvi,54000-8787075-3,CON-69540782,MTR-3943676,"House 219, Block G, F-10, Islamabad",Islamabad,ICT
Ibrahim Akhtar,S/O Salman Sandhu,54000-3552325-7,CON-46338025,MTR-1190573,"House 452, Block B, Scheme 33, Turbat",Turbat,Balochistan
,S/O Omar Hameed,13302-4117269-3,CON-80431900,MTR-3353154,"House 191, Block B, Scheme 33, Quetta",Quetta,Balochistan
Hamid Rafiq,S/O ابراہیم ملک,54000-6675656-9,CON-55827920,MTR-4555515,"House 427, Block F, F-10, Skardu",Sargodha,Punjab
Muhammad Ahmed,S/O Hussain Tarar,44000-5517084-8,CON-36678202,MTR-6083037,"House 137, Block E, Bahria Town, Bahawalpur",Bahawalpur,Punjab
Tahir Hashmi,S/O Rizwan Bhatti,54000-4835957-6,CON-15643036,MTR-1504932,"House 111, Block G, E-11, Mirpur",Mirpur,Azad Kashmir
Hussain Jafri,S/O Tahir Ahmed,44000-1705194-1,CON-10431474,MTR-6529538,"House 435, Block A, Askari, Gilgit",Gilgit,Gilgit-Baltistan
Kamran Ansari,S/O Zainab Hameed,44000-3088963-1,CON-28358485,MTR-1837070,"House 217, Block G, Johar Town, Islamabad",Islamabad,ICT
زینب علی,S/O Tariq Iqbal,61101-7472835-4,CON-89055230,MTR-4281997,"House 218, Block H, Model Town, Skardu",Skardu,Gilgit-Baltistan
Chaudhry Ansari,S/O Malik Aslam,54000-3600200-9,CON-71715448,MTR-4845063,"House 117, Block D, Bahria Town, Multan",Multan,Punjab
Sidra Qureshi,S/O Mehwish Ahmed,54000-8421655-4,CON-36598868,MTR-5795204,"House 397, Block D, Clifton, Mingora",Mingora,KPK
Usman Gondal,S/O Rizwan Gilani,35202-8120323-8,CON-50969342,MTR-8498376,,Karachi,Sindh
Waseem Rana,S/O احمد خان,42101-5539341-2,CON-64883272,MTR-1883140,"House 138, Block C, Saddar, Bahawalpur",Bahawalpur,Punjab
Noor Mirza,S/O Maryam Akhtar,13302-9976003-2,CON-22557379,MTR-1412272,"House 451, Block C, F-10, Peshawar",Peshawar,KPK
Asma Qureshi,S/O Mohammad Ahmed,54000-8070308-2,CON-61262402,MTR-5417192,"House 305, Block H, G-9, Islamabad",Islamabad,ICT
Naveed Ansari,S/O Kamran Sandhu,54000-2190891-4,CON-99644977,MTR-5085692,"House 375, Block C, F-10, Sukkur",Sukkur,Sindh
Muhammad Abbasi,S/O Raja Syed,35202-4035706-4,CON-37092285,MTR-8271035,"House 167, Block G, Saddar, Islamabad",Islamabad,ICT
Aamir Baig,S/O Adnan Sheikh,61101-7663542-1,CON-85485949,MTR-4659745,"House 283, Block C, Johar Town, Mingora",Mingora,KPK
Maryam Hameeed,S/O Mohammad Khan,61101-4286239-8,CON-93871540,MTR-1966587,"House 278, Block A, Askari, Khuzdar",Khuzdar,Balochistan
Naveed Qureshi,S/O Aamir Hussain,21301-1940615-8,CON-57927685,MTR-6356508,"House 117, Block A, Johar Town, Chilas",Chilas,Gilgit-Baltistan
Ali Iqbal,S/O ابراہیم ملک,54000-6121679-5,CON-16734165,MTR-4464707,"House 310, Block D, Scheme 33, Peshawar",Peshawar,KPK
Hassan Gilani,S/O Asma Iqbal,35202-7562960-4,CON-49677597,MTR-1643518,"House 1, Block C, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Muhammad Abbasi,S/O Muhammad Raja,54000-8194073-3,CON-84097218,MTR-8285027,"House 133, Block E, North Nazimabad, Quetta",Quetta,Balochistan
Muhammad Rizvi,S/O Hina Qureshi,61101-1298621-8,CON-25747502,MTR-7350896,"House 434, Block D, I-8, Turbat",Turbat,Balochistan
Hussain Cheema,S/O Syed Chattha,21301-2677155-8,CON-21914630,MTR-3007128,"House 177, Block G, Defence, Karachi",Karachi,Sindh
Tariq Hameed,S/O Omar Jafri,35202-8809495-9,CON-17834719,MTR-3738894,"House 447, Block G, Cavalry Ground, Rawalpindi",Rawalpindi,Punjab
Bushra Nawaz,S/O Chaudhry Hussain,35202-6103316-8,CON-89886359,MTR-9369745,"House 101, Block C, Defence, Bahawalpur",Bahawalpur,Punjab
Kashif Gilani,S/O Asif Ahmed,44000-7908210-1,CON-55984686,MTR-5859689,"House 89, Block E, Scheme 33, Islamabad",Islamabad,ICT
Maryam Gondal,S/O Sobia Zaidi,13302-9052430-7,CON-43218597,MTR-1872706,"House 214, Block B, E-11, Chilas",Chilas,Gilgit-Baltistan
Hamid Gondal,S/O Aamir Raja,44000-4068162-5,CON-40479276,MTR-4575330,"House 241, Block C, G-9, Mirpurkhas",Mirpurkhas,Sindh
Sheikh Ahmed,S/O Uzma Bukhari,13302-3148182-1,CON-20587403,MTR-8446780,"House 480, Block H, Model Town, Mirpur",Mirpur,Azad Kashmir
Shazia Hameed,S/O Shoaib Tarar,35202-9080319-1,CON-48223116,MTR-9768045,"House 7, Block G, Askari, Gilgit",Gilgit,Gilgit-Baltistan
Nadiaa Bukhari,S/O Fatima Rizvi,13302-3610866-3,CON-81681617,MTR-2475260,"House 227, Block D, Township, Mirpur",Mirpur,Azad Kashmir
Ali Raja,S/O Shoaib Latif,42101-1486416-8,CON-95739280,MTR-5520008,"House 361, Block H, Scheme 33, Gwadar",Gwadar,Balochistan
HussainNawaz,S/O Tariq Sheikh,35202-8398616-4,CON-21360399,MTR-2050479,"House 223, Block F, Askari, Khuzdar",Khuzdar,Balochistan
Baig Rizvi,S/O نادیہ رضا,61101-7249573-4,CON-10373624,MTR-4605316,"House 450, Block B, G-9, Mirpurkhas",Mirpurkhas,Sindh
Muhamma ملک,S/O Rabia Hashmi,21301-7455879-5,CON-68248572,MTR-4714242,"House 2, Block F, Gulshan-e-Iqbal, Turbat",Turbat,Balochistan
Raja QQureshi,S/O Ali Hameed,61101-6051370-8,CON-31557295,MTR-4653186,"House 336, Block G, Cantt, Peshawar",Peshawar,KPK
Naveed Zaidi,S/O Syed Gilani,44000-3516968-6,CON-84673913,MTR-5718152,"House 77, Block G, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Usman Chaudhry,S/O Noor Cheema,13302-4818006-6,CON-11035380,MTR-3406927,"House 255, Block C, E-11, Rawalakot",Rawalakot,Azad Kashmir
Hassan Khan,S/O Ahmed Syed,35202-7146400-4,CON-34041579,MTR-8920491,"House 427, Block B, Township, Sargodha",Sargodha,Punjab
زینب علی,S/O Mirza Malik,44000-8624752-7,CON-65225305,MTR-8923342,"House 68, Block G, I-8, Rawalpindi",Rawalpindi,Punjab
عائشہ احمد,S/O Adnan Tarar,54000-7473815-9,CON-50253951,MTR-6294261,"House 486, Block C, F-10, Mardan",Mardan,KPK
Malik Virk,S/O Sidra Gilani,13302-3160312-2,CON-60854405,MTR-9409769,"House 54, Block D, I-8, Turbat",Turbat,Balochistan
,S/O Mohammad Mirza,35202-2399154-5,CON-67247957,MTR-2123500,"House 96, Block A, Cantt, Sukkur",Sukkur,Sindh
Ayesha Abbasi,S/O Fatima Ali,54000-5374038-4,CON-72765613,MTR-3656320,"House 42, Block E, PAF Colony, Skardu",Skardu,Gilgit-Baltistan
Hamid Rana,S/O Hamid Cheema,42101-3682290-5,CON-63616383,MTR-6694069,"House 224, Block G, DHA, Muzaffarabad",Muzaffarabad,Azad Kashmir
Arif Iqbal,S/O Sajid Cheema,61101-3951804-5,CON-94370493,MTR-3956188,"House 84, Block F, Cantt, Peshawar",Peshawar,KPK
Tahir Sandhu,S/O Aamir Syed,21301-8502046-7,CON-65223390,MTR-5392742,"House 441, Block B, Gulshan-e-Iqbal, Rawalakot",Rawalakot,Azad Kashmir
Bushra Bhatti,S/O Tahir Rafiq,42101-8421289-6,CON-29877310,MTR-5715387,"House 140, Block C, F-10, Mirpur",Mirpur,Azad Kashmir
Muhammad Gujjar,S/O Raja Mirza,13302-3528267-9,CON-66860982,MTR-9117452,"House 397, Block D, Model Town, Larkana",Larkana,Sindh
Bushra Ahmed,S/O Rizwan Bukhari,21301-9021674-9,CON-43665829,MTR-3211162,"House 466, Block C, Johar Town, Bannu",Bannu,KPK
Hina Khan,S/O نادیہ رضا,35202-7072992-1,CON-67759616,MTR-9739382,"House 409, Block D, I-8, Khuzdar",Khuzdar,Balochistan
Omar Sheikh,S/O Sajid Zaidi,35202-4646113-5,CON-33424189,MTR-5987908,"House 428, Block A, Bahria Town, Bannu",Bannu,KPK
Uzma Ansari,S/O Mirza Bhatti,21301-3199828-4,CON-23954911,MTR-2828289,"House 500, Block D, Township, Hub",Hub,Balochistan
Hussain Rana,S/O Qureshi Abbasi,35202-1086666-2,CON-13787365,MTR-4151643,"House 82, Block A, Bahria Town, Sialkot",Sialkot,Punjab
Sana Bukhari,S/O Bilal Sandhu,35202-2568840-5,CON-60835935,MTR-2296227,"House 278, Block C, DHA, Skardu",Skardu,Gilgit-Baltistan
Ali Aslam,S/O Sheikh Rana,13302-7314480-8,CON-59726750,MTR-3837403,"House 12, Block C, F-10, Skardu",Skardu,Gilgit-Baltistan
ابراہیم ملک,S/O Rabia Naqvi,42101-8075720-5,CON-17034212,MTR-1810395,"House 44, Block C, Bahria Town, Karachi",Karachi,Sindh
Iqra Cheema,S/O Mehwish Tarar,44000-5901239-3,CON-47675582,MTR-3568423,"House 241, Block H, Township, Gujranwala",Gujranwala,Punjab
Ibrahim Sheikh,S/O Bilal Hussain,61101-6602886-8,CON-81024928,MTR-2610851,"House 351, Block C, PAF Colony, Muzaffarabad",Muzaffarabad,Azad Kashmir
Waseem Virk,S/O Noor Cheema,21301-3892889-7,CON-28406850,MTR-4417954,"House 390, Block D, Defence, Skardu",Skardu,Gilgit-Baltistan
,S/O Sidra Cheema,44000-7174675-5,CON-97377736,MTR-5567632,"House 134, Block G, F-10, Faisalabad",Faisalabad,Punjab
Ayesha Syed,S/O Faisal Gilani,61101-4863824-3,CON-93248329,MTR-9196893,"House 39, Block B, DHA, Islamabad",Islamabad,ICT
Uzma Hameed,S/O Uzma Gujjar,13302-8882386-8,CON-25635737,MTR-9296809,"House 452, Block E, F-10, Gwadar",Gwadar,Balochistan
Qureshi Karim,S/O Qureshi Butt,35202-1361950-4,CON-14471796,MTR-1206468,"House 182, Block G, Clifton, Gilgit",Gilgit,Gilgit-Baltistan
Chaudhry Rana,S/O Asma Zaidi,13302-9211989-4,CON-63878287,MTR-6839070,,Gilgit,Gilgit-Baltistan
Hamid Naqvi,S/O Raja Raza,13302-9875180-8,CON-75207356,MTR-1444974,"House 200, Block E, Clifton, Rawalakot",Rawalakot,Azad Kashmir
Asif Raja,S/O Naveed Zaidi,21301-5911615-3,CON-77968881,MTR-7620824,"House 231, Block G, Defence, Mirpurkhas",Mirpurkhas,Sindh
Bilal Hussain,S/O Ali Virk,61101-4928098-6,CON-26438774,MTR-7970332,"House 241, Block H, Gulshan-e-Iqbal, Gilgit",Gilgit,Gilgit-Baltistan
Fatima Jafri,S/O Qureshi Hussain,42101-9821945-4,CON-25866848,MTR-9246716,"House 27, Block B, Cavalry Ground, Turbat",Turbat,Balochistan
Rizwan Ahmed,S/O Tariq Nawaz,35202-4055989-4,CON-54098771,MTR-8141397,"House 261, Block B, Scheme 33, Bahawalpur",Bahawalpur,Punjab
Salman Raja,S/O Qureshi Malik,42101-3719532-5,CON-88698297,MTR-3681605,"House 25, Block C, PAF Colony, Rawalpindi",Rawalpindi,Punjab
Chaudhry Ali,S/O Hamid Cheema,42101-8998464-9,CON-53816299,MTR-1228875,"House 414, Block D, Cavalry Ground, Karachi",Karachi,Sindh
Sajid Jafri,S/O Baig Iqbal,44000-1764201-3,CON-79542619,MTR-5630878,"House 53, Block G, Cavalry Ground, Nawabshah",Nawabshah,Sindh
Malik Akhtar,,54000-6517512-4,CON-72850535,MTR-8244373,"House 309, Block D, Defence, Mirpur",Mirpur,Azad Kashmir
Sidra Raaza,S/O نادیہ رضا,44000-5042661-6,CON-21666212,MTR-8044427,"House 219, Block E, G-9, Gilgit",Gilgit,Gilgit-Baltistan
Naveed Karim,S/O Ibrahim Ahmed,44000-5400534-6,CON-73483157,MTR-5696544,"House 357, Block F, PAF Colony, Islamabad",Islamabad,ICT
عمر شیخ,S/O Rabia Bhatti,13302-1534594-3,CON-24573864,MTR-6985108,"House 205, Block A, Township, Multan",Multan,Punjab
Ahmed Rana,S/O Raja Rafiq,35202-3027802-6,CON-18321725,MTR-2545111,"House 192, Block E, F-10, Gwadar",Gwadar,Balochistan
Uzma Khan,S/O عمر شیخ,42101-8426997-8,CON-57156773,MTR-3456488,"House 269, Block G, G-9, Chilas",Chilas,Gilgit-Baltistan
Salman Rafiq,S/O Asma Baig,13302-9754480-4,CON-66204336,MTR-9182789,"House 113, Block E, Saddar, Sialkot",Sialkot,Punjab
Ayesha Zaidi,S/O Syed Tarar,13302-3513725-5,CON-96161382,MTR-4464229,"House 324, Block G, Cantt, Kohat",Kohat,KPK
Tahir Zaidi,S/O Kashif Rafiq,35202-5580445-2,CON-51365931,MTR-4806692,"House 434, Block H, Bahria Town, Nawabshah",Nawabshah,Sindh
