canonical_name,father_name,cnic,passport_no,nationality,city,travelling_from,destination,travel_date,visa_type,reason_to_travel
Mohd Gondal,S/O Malik Tarar,44000-4343740-3,AB1306968,Pakistani,Hub,Pakistan,USA,2015-01-03,Tourist,Family Visit
Sana Naqvi,S/O Tahir Bukhari,61101-5875582-8,AB7198842,Pakistani,Bannu,Pakistan,UAE,2017-10-09,Student,Family Visit
Hina Khan,S/O نادیہ رضا,35202-7072992-1,AB3726282,Pakistani,Khuzdar,Pakistan,UK,2016-12-27,Business,Education
Ibrahim Virk,S/O Kamran Akhtar,35202-3114588-5,AB2016214,Pakistani,Kohat,Pakistan,Malaysia,2017-06-15,Student,Medical Treatment
Shoaib Bhatti,S/O S/O Adnan Malik,44000-1314043-4,AB6390457,Pakistani,Islamabad,Pakistan,Malaysia,2022-07-07,Work,Education
Qureshi Bukhari,S/O Hussain Hashmi,61101-4998924-9,AB7397437,Pakistani,Bahawalpur,Pakistan,Turkey,2016-12-08,Visit,Medical Treatment
Mohd Jafri,S/O Arif Cheema,21301-4697893-2,AB1901288,Pakistani,Islamabad,Pakistan,Germany,2019-05-11,Work,Family Visit
Rukhsar Rizvi,S/O Sheikh Malik,54000-8077313-9,AB7675908,Pakistani,Gujranwala,Pakistan,France,2020-05-13,Tourist,Medical Treatment
Iqra Raja,S/O Hina Rizvi,21301-7848323-6,AB8508660,Pakistani,Khuzdar,Pakistan,China,2015-12-14,Tourist,Family Visit
Arif Sheikh,S/O Naveed Hameed,21301-7842439-7,AB8730975,Pakistani,Gilgit,Pakistan,Saudi Arabia,2015-08-31,Visit,Medical Treatment
Salman Ansari,S/O Muhammad Khan,35202-7960967-2,AB4725570,Pakistani,Hub,Pakistan,Turkey,2019-11-02,Visit,Tourism
Nadia Latif,S/O Hashmi Hameed,44000-4016499-8,AB7487595,Pakistani,Hub,Pakistan,France,2018-03-06,Tourist,Tourism
عائشہ احمد,S/O Malik Baig,21301-8972832-4,AB3826563,Pakistani,Bannu,Pakistan,UAE,2023-01-31,Visit,Education
Zubair Jafri,S/O Rukhsar Butt,54000-2204445-3,AB8621565,Pakistani,Sialkot,Pakistan,Turkey,2017-02-01,Business,Employment
محمد احمد,S/O Adnan Tarar,21301-3231294-3,AB3875364,Pakistani,Quetta,Pakistan,Canada,2018-06-18,Tourist,Tourism
Asma Iqbal,S/O Tariq Mirza,44000-2161873-6,AB8038193,Pakistani,Mardan,Pakistan,Turkey,2019-08-30,Business,Medical Treatment
Aamir Virk,S/O Rizwan Aslam,35202-8942167-5,AB2321048,Pakistani,Turbat,Pakistan,Canada,2023-09-03,Tourist,Tourism
Naveed Mirza,S/O Noor Virk,35202-2495511-6,AB7417380,Pakistani,Mingora,Pakistan,UAE,2023-05-01,Tourist,Business Meeting
Faisal Bhatti,S/O Uzma Baig,61101-3805539-4,AB8401873,Pakistani,Gilgit,Pakistan,USA,2017-06-17,Visit,Employment
Hashmi Rafiq,S/O محمد علی,13302-3045000-2,AB5605431,Pakistani,Gilgit,Pakistan,UAE,2023-06-04,Business,Employment
Adnan Sheikh,S/O Rabia Sheikh,44000-5937075-2,,Pakistani,Gwadar,Pakistan,Canada,2022-11-23,Student,Business Meeting
Ali Raja,S/O Noor Sheikh,35202-6007018-6,AB5912710,Pakistani,Kohat,Pakistan,USA,2018-02-08,Work,Employment
Hassan Nawaz,S/O Sana Nawaz,44000-1692168-9,AB9773981,Pakistani,Karachi,Pakistan,UK,2018-04-05,Student,Family Visit
Ahmed Jaafri,S/O Muhammad Nawaz,42101-9509707-3,AB7889408,Pakistani,Larkana,Pakistan,Saudi Arabia,2015-08-31,Business,Education
Tariq Baig,S/O Shoaib Bukhari,42101-3782393-9,AB2769099,Pakistani,Mardan,Pakistan,USA,2018-05-22,Visit,Family Visit
Chaudhry Gilani,,54000-1553774-8,AB4149136,Pakistani,Skardu,Pakistan,France,2023-01-24,Work,Tourism
Hashmi Karim,S/O Syed Ali,13302-8896868-4,AB7521532,Pakistani,Gilgit,Pakistan,France,2023-02-13,Student,Tourism
Amna Raja,S/O Tahir Bukhari,42101-8107342-1,AB1329777,Pakistani,Bannu,Pakistan,China,2023-02-03,Tourist,Employment
Sobia Naqvi,S/O Ibrahim Mirza,13302-7129228-2,AB4923143,Pakistani,Sukkur,Pakistan,USA,2020-12-09,Student,Medical Treatment
Faisal Gondal,S/O Sajid Virk,44000-6014103-7,AB9668940,Pakistani,Hyderabad,Pakistan,Canada,2020-08-12,Student,Medical Treatment
Syed Raza,,44000-3376537-2,AB2397746,Pakistani,Islamabad,Pakistan,France,2020-12-10,Student,Medical Treatment
Mohammad Ansari,S/O Bilal Rana,54000-9308847-4,AB5915363,Pakistani,Khuzdar,Pakistan,UK,2019-10-11,Student,Family Visit
Kashif Gondal,S/O Ayesha Hashmi,35202-1700837-1,AB6668505,Pakistani,Skardu,Pakistan,Turkey,2018-07-08,Work,Business Meeting
Mohd Qureshi,S/O Hamid Sandhu,42101-2832879-9,AB9562154,Pakistani,Quetta,Pakistan,France,2022-07-01,Business,Tourism
Moh Bukhari,S/O Adnan Sheikh,44000-6849505-1,AB5054165,Pakistani,Turbat,Pakistan,Malaysia,2017-05-17,Student,Education
Rizwan Hussain,,35202-7735271-9,AB7778213,Pakistani,Mirpur,Pakistan,Canada,2023-06-28,Tourist,Medical Treatment
Tariq Nawaz,S/O Waseem Bhatti,13302-8847442-4,,Pakistani,Islamabad,Pakistan,UK,2018-08-12,Business,Tourism
Salman Chattha,S/O Maryam Abbasi,44000-9133946-9,AB5398115,Pakistani,Turbat,Pakistan,Saudi Arabia,2016-02-08,Work,Employment
Shazia Zaidi,S/O Naveed Cheema,42101-4155778-3,AB7196632,Pakistani,Islamabad,Pakistan,UK,2023-03-19,Student,Business Meeting
Iqra Bukhari,S/O علی حسین,13302-9902483-5,AB7922359,Pakistani,Islamabad,Pakistan,UK,2022-10-04,Visit,Business Meeting
Ali Akhtar,S/O Salman Qureshi,54000-5926979-7,AB1818820,Pakistani,Lahore,Pakistan,France,2018-11-06,Tourist,Family Visit
Nadia Rizvi,S/O Tariq Karim,42101-9036116-7,AB8329485,Pakistani,Sialkot,Pakistan,Turkey,2021-04-06,Student,Tourism
Tariq Hameed,S/O Rukhsar Gondal,13302-4732223-8,AB1274567,Pakistani,Abbottabad,Pakistan,USA,2022-09-05,Business,Employment
Mohd Nawaz,S/O Ahmed Akhtar,44000-7543842-4,AB6215826,Pakistani,Hub,Pakistan,USA,2017-04-13,Business,Business Meeting
Usman Akhtar,S/O Ibrahim Latif,21301-8275548-5,AB7845101,Pakistani,Hyderabad,Pakistan,UK,2015-03-24,Work,Medical Treatment
Rabia Akhtar,S/O S/O Hassan Sandhu,13302-1113671-1,AB3865203,Pakistani,Skardu,Pakistan,Germany,2015-09-12,Visit,Tourism
Mohd چودھری,S/O Chaudhry Raja,21301-5657119-7,AB2415254,Pakistani,Islamabad,Pakistan,China,2021-08-07,Business,Business Meeting
Tariq Iqbal,S/O Fatima Sandhu,61101-9396350-7,AB2704762,Pakistani,Mirpurkhas,Pakistan,Canada,2018-09-23,Student,Family Visit
Tariq Ali,S/O احمد خان,54000-3202126-9,AB3107175,Pakistani,Chilas,Pakistan,UAE,2016-10-07,Business,Business Meeting
Syed Aslam,S/O Rukhsar Rafiq,61101-7294914-3,AB5776925,Pakistani,Turbat,Pakistan,Germany,2018-09-08,Work,Education
Salman Baig,S/O Sobia Tarar,13302-3534113-2,AB9128309,Pakistani,Islamabad,Pakistan,Canada,2017-09-06,Business,Medical Treatment
Mohd Mirza,S/O Rabia Tarar,44000-6020258-9,AB5939587,Pakistani,Turbat,Pakistan,China,2023-09-19,Work,Employment
Faisal Gondal,S/O Zainab Sandhu,54000-2608578-5,AB9548001,Pakistani,Islamabad,Pakistan,UK,2016-01-18,Visit,Tourism
Mohd احمد,S/O Shoaib Qureshi,13302-9472758-9,AB3811653,Pakistani,Sialkot,Pakistan,Turkey,2023-11-07,Student,Medical Treatment
Naeem Bukhari,S/O Rizwan Tarar,54000-9451057-2,AB7903598,Pakistani,Gilgit,Pakistan,France,2018-05-19,Student,Education
Uzma Gondal,S/O Mohammad Naqvi,44000-1445199-9,AB7068383,Pakistani,Gilgit,Pakistan,France,2023-09-17,Work,Tourism
Hussain Latif,S/O عائشہ احمد,13302-6319782-2,AB1243303,Pakistani,Gwadar,Pakistan,Germany,2023-04-11,Student,Employment
Shazia Khan,S/O Malik Tarar,61101-2197846-6,AB4292350,Pakistani,Quetta,Pakistan,Turkey,2020-07-27,Work,Education
Hina Ahmed,S/O Tariq Virk,13302-2318723-8,AB5608101,Pakistani,Skardu,Pakistan,Malaysia,2023-03-29,Business,Business Meeting
Omar Akhtar,S/O Ibrahim Cheema,13302-9274547-6,AB2534919,Pakistani,Islamabad,Pakistan,France,2017-01-03,Tourist,Business Meeting
Kashif Ali,S/O صنا ملک,13302-1711620-4,AB2159524,Pakistani,Hub,Pakistan,Germany,2017-11-13,Tourist,Medical Treatment
Maryam Bukhari,S/O Hashmi Qureshi,54000-7312844-5,AB6621825,Pakistani,Rawalakot,Pakistan,Germany,2019-12-08,Visit,Employment
Zubair Sheikh,S/O Syed Hameed,13302-9073341-3,AB3343542,Pakistani,Sialkot,Pakistan,Saudi Arabia,2015-11-18,Tourist,Family Visit
Waseem Chattha,S/O Imran Ali,61101-9419411-1,AB3851783,Pakistani,Hub,Pakistan,Malaysia,2019-03-03,Work,Medical Treatment
Syed Karim,S/O Noor Rizvi,44000-5560942-1,AB8134545,Pakistani,Turbat,Pakistan,Saudi Arabia,2022-01-14,Student,Family Visit
Naeem Hussain,S/O Fatima Baig,42101-5607228-2,AB5116853,Pakistani,Gilgit,Pakistan,Canada,2017-10-09,Tourist,Tourism
Imran Cheema,S/O Noor Tarar,61101-5472285-8,AB3894166,Pakistani,Mardan,Pakistan,Germany,2017-06-24,Work,Tourism
Hina Sheikh,S/O Faisal Rana,42101-9921884-3,AB5749158,Pakistani,Mirpur,Pakistan,Malaysia,2017-10-25,Student,Medical Treatment
Hina Bukhari,S/O Nadia Malik,44000-5560414-5,AB8601440,Pakistani,Mardan,Pakistan,Canada,2017-09-27,Work,Education
Mohd Aslam,S/O Asma Rafiq,42101-2197870-8,AB3403728,Pakistani,Gilgit,Pakistan,USA,2016-08-23,Student,Family Visit
Mohd Ahmed,S/O Hassan Gilani,21301-5305217-7,AB7848396,Pakistani,Sialkot,Pakistan,China,2023-01-27,Student,Education
Mohd Mirza,S/O Amna Malik,44000-9046882-9,AB8994379,Pakistani,Chilas,Pakistan,Turkey,2020-11-16,Visit,Education
Hassan Gilani,,35202-7562960-4,AB4304166,Pakistani,Gilgit,Pakistan,Turkey,2020-05-31,Visit,Education
Shoaib Khan,S/O Sidra Karim,35202-8366515-7,AB6950098,Pakistani,Mirpurkhas,Pakistan,China,2023-03-06,Work,Medical Treatment
Raja Sheikh,S/O Sidra Gilani,54000-4757489-8,AB3104232,Pakistani,Turbat,Pakistan,UAE,2021-12-13,Student,Employment
Iqra Hashmi,S/O Asma Ali,21301-3663564-8,AB4081392,Pakistani,Turbat,Pakistan,UAE,2023-02-19,Work,Medical Treatment
Mohd Gondal,S/O Ahmed Mirza,21301-8733733-5,AB2553184,Pakistani,Islamabad,Pakistan,Canada,2015-04-25,Work,Employment
Sobia Bukhari,S/O Naeem Tarar,61101-2226670-5,AB3955594,Pakistani,Lahore,Pakistan,UAE,2020-08-19,Work,Tourism
Amna Karim,S/O Raja Gondal,21301-9191751-1,AB8583946,Pakistani,Mingora,Pakistan,France,2020-05-13,Work,Family Visit
Bilal Latif,S/O Bilal Naqvi,61101-7087698-2,AB6628181,Pakistani,Turbat,Pakistan,UAE,2022-10-07,Tourist,Employment
Bushra Ali,,61101-5759359-6,AB7306909,Pakistani,Islamabad,Pakistan,Turkey,2021-02-13,Visit,Education
Muhammad Baig,S/O Sheikh Hameed,21301-7902725-3,AB2238581,Pakistani,Abbottabad,Pakistan,China,2016-10-11,Visit,Family Visit
Waseem Tarar,S/O Faisal Hussain,54000-5336203-1,AB4840023,Pakistani,Rawalakot,Pakistan,Malaysia,2017-12-12,Work,Employment
Mohd Akhtar,S/O Hina Virk,35202-9172494-9,AB3680774,Pakistani,Islamabad,Pakistan,Saudi Arabia,2021-02-20,Work,Business Meeting
Asif Gondal,S/O Sheikh Raza,21301-3145028-4,,Pakistani,Bahawalpur,Pakistan,France,2016-02-01,Tourist,Tourism
فاطمہ خان,S/O Usman Ahmed,42101-2947361-3,AB8314426,Pakistani,Islamabad,Pakistan,Malaysia,2022-06-12,Student,Family Visit
Naveed Bhatti,S/O Aamir Akhtar,13302-5930580-6,AB9943205,Pakistani,Hyderabad,Pakistan,Saudi Arabia,2020-04-14,Business,Education
,S/O Kashif Jafri,42101-1328167-6,AB3044998,Pakistani,Islamabad,Pakistan,UK,2017-09-28,Tourist,Medical Treatment
Adnan Iqbal,S/O Omar Bhatti,35202-3026278-9,AB6131545,Pakistani,Mardan,Pakistan,UK,2022-03-20,Student,Business Meeting
Sidra Zaidi,S/O Shoaib Bhatti,35202-2729778-9,AB1753034,Pakistani,Islamabad,Pakistan,USA,2019-04-27,Tourist,Family Visit
Mirza Abbasi,S/O Fatima Ali,42101-3831272-2,AB1435672,Pakistani,Lahore,Pakistan,France,2021-01-10,Tourist,Medical Treatment
Mirza Rafiq,S/O Sidra Sandhu,61101-9158040-2,AB6733637,Pakistani,Hub,Pakistan,UAE,2015-08-18,Visit,Employment
Chaudhry Cheema,S/O Usman Jafri,54000-9691499-7,AB2090122,Pakistani,Mirpurkhas,Pakistan,Turkey,2015-07-23,Student,Business Meeting
Qureshi Sheikh,S/O Kamran Hussain,42101-8062979-8,AB5685306,Pakistani,Khuzdar,Pakistan,Saudi Arabia,2023-04-17,Student,Business Meeting
Adnan Nawaz,S/O احمد خان,42101-8376368-2,AB5975396,Pakistani,Abbottabad,Pakistan,Canada,2018-04-09,Business,Family Visit
Uza Malik,S/O Ali Gondal,21301-7863494-7,AB9971753,Pakistani,Islamabad,Pakistan,UAE,2023-09-27,Student,Family Visit
Mohd Bukhari,,42101-3479259-7,AB3843547,Pakistani,Gilgit,Pakistan,UK,2017-04-12,Work,Tourism
Ibrahim Karim,S/O Saira Sheikh,13302-3446751-1,AB7919264,Pakistani,Islamabad,Pakistan,Malaysia,2019-07-06,Business,Family Visit
Kamran Raja,S/O Muhammad Ahmed,61101-8295267-1,,Pakistani,Sialkot,Pakistan,UAE,2015-06-11,Student,Education
Naveed Khan,S/O Fatima Qureshi,35202-4214462-2,AB6664284,Pakistani,Abbottabad,Pakistan,UK,2023-03-21,Business,Tourism
Mriza Bukhari,S/O Zainab Ali,21301-9671681-2,AB5709847,Pakistani,Sialkot,Pakistan,Canada,2023-05-09,Business,Tourism
Syed Chaudhry,S/O Adnan Virk,42101-3333028-2,AB5956853,Pakistani,Rawalpindi,Pakistan,Canada,2015-05-10,Tourist,Education
Noor Qureshi,S/O Shazia Abbasi,44000-5663288-1,AB3123777,Pakistani,Quetta,Pakistan,UAE,2016-11-02,Work,Tourism
Naeem Sheikh,S/O Sana Hashmi,13302-6205896-7,AB9822303,Pakistani,Islamabad,Pakistan,Germany,2022-08-07,Tourist,Medical Treatment
Ayesha Abbasi,S/O Fatima Ali,54000-5374038-4,AB3022004,Pakistani,Skardu,Pakistan,UAE,2015-06-19,Visit,Education
Ayesha Abbasi,S/O Fatima Ali,54000-5374038-4,AB8591763,Pakistani,Skardu,Pakistan,Malaysia,2018-07-03,Visit,Employment
Saira Bhatti,S/O Mohammad Baig,21301-9735785-6,AB2234122,Pakistani,Multan,Pakistan,USA,2016-12-09,Business,Family Visit
Arif Kan,S/O Faisal Sheikh,13302-7175825-9,AB8145326,Pakistani,Islamabad,Pakistan,Germany,2023-05-26,Tourist,Family Visit
Amna Gujjar,S/O Tahir Latif,42101-1264081-3,AB1509293,Pakistani,Turbat,Pakistan,UAE,2023-11-28,Student,Family Visit
Bushra Latif,S/O عمر شیخ,35202-6728769-4,AB9978045,Pakistani,Skardu,Pakistan,France,2023-10-07,Tourist,Education
Muhammad Naqvi,S/O Waseem Naqvi,13302-8525486-5,AB6515219,Pakistani,Sargodha,Pakistan,USA,2022-12-21,Visit,Tourism
Amna Rafiq,S/O Sajid Sheikh,54000-5604366-7,AB2642336,Pakistani,Bahawalpur,Pakistan,France,2019-12-23,Tourist,Family Visit
Malik Bhatti,S/O Iqra Chaudhry,42101-1868100-6,AB9197558,Pakistani,Islamabad,Pakistan,Malaysia,2019-09-17,Tourist,Education
Sidra Jafri,S/O Fatima Iqbal,42101-7463257-2,AB1311784,Pakistani,Muzaffarabad,Pakistan,China,2023-07-08,Student,Medical Treatment
Malik Ali,S/O Rabia Rizvi,42101-1613785-8,AB7010833,Pakistani,Sukkur,Pakistan,Malaysia,2022-11-20,Student,Education
Tariq Bukhari,S/O Hussain Chaudhry,44000-8951537-5,AB9120507,Pakistani,Islamabad,Pakistan,China,2022-02-02,Visit,Business Meeting
Ayesha Gujjar,S/O Arif Rafiq,44000-1537411-8,AB7369708,Pakistani,Rawalakot,Pakistan,China,2015-12-21,Tourist,Employment
,S/O Kashif Syed,54000-9904849-9,AB7909620,Pakistani,Islamabad,Pakistan,Malaysia,2022-06-29,Student,Medical Treatment
,S/O Kamran Sheikh,13302-5186332-1,AB4607027,Pakistani,Quetta,Pakistan,China,2016-08-10,Work,Tourism
Raja Mirza,S/O محمد علی,35202-6031481-2,AB9674519,Pakistani,Bannu,Pakistan,Canada,2023-07-14,Business,Education
Sana Nawaz,S/O Qureshi Chaudhry,21301-9205682-5,AB9086812,Pakistani,Gwadar,Pakistan,Germany,2016-11-02,Visit,Employment
Muhammad Raja,S/O Waseem Naqvi,61101-1726143-2,AB7344109,Pakistani,Islamabad,Pakistan,USA,2020-11-03,Business,Business Meeting
Aamir Zaidi,S/O Malik Malik,44000-2493479-4,AB4821472,Pakistani,Gilgit,Pakistan,Saudi Arabia,2016-09-24,Work,Business Meeting
Rizwan Cheema,S/O Omar Cheema,54000-9332195-5,AB3829461,Pakistani,Kohat,Pakistan,Saudi Arabia,2020-11-17,Student,Tourism
Mohd Butt,S/O Usman Cheema,42101-5470969-1,AB1837146,Pakistani,Larkana,Pakistan,UK,2023-04-15,Work,Family Visit
Amna Gilani,S/O Maryam Rafiq,42101-6910964-4,AB1088566,Pakistani,Karachi,Pakistan,UK,2018-01-22,Visit,Family Visit
Mohd Iqbal,S/O Shoaib Hussain,35202-7094266-1,AB6511588,Pakistani,Mingora,Pakistan,Malaysia,2021-01-26,Business,Business Meeting
Sajid Bukhari,S/O Tahir Syed,21301-7690449-3,AB3780933,Pakistani,Gilgit,Pakistan,USA,2020-07-14,Tourist,Education
Baig Iqbal,S/O Nadia Syed,42101-2327617-3,AB6715450,Pakistani,Mirpur,Pakistan,China,2019-06-01,Work,Tourism
Amna Hussain,S/O Salman Naqvi,54000-1840890-7,AB6976027,Pakistani,Mingora,Pakistan,Canada,2021-09-18,Visit,Education
Shazia Tarar,S/O Faisal Gujjar,44000-6546545-6,AB6073822,Pakistani,Rawalakot,Pakistan,UK,2015-07-31,Work,Business Meeting
Ahmed Zaidi,S/O Tariq Hashmi,61101-9484757-2,AB7703084,Pakistani,Mardan,Pakistan,Saudi Arabia,2019-11-29,Work,Tourism
Bushra Sandhu,S/O Baig Mirza,35202-7372504-5,AB1914359,Pakistani,Rawalakot,Pakistan,Germany,2020-12-16,Visit,Family Visit
Hussain Malik,S/O Khalid Virk,21301-5848501-8,AB3078781,Pakistani,Islamabad,Pakistan,Canada,2020-11-16,Work,Employment
Tariq Cheema,S/O Ali Qureshi,35202-1342156-1,AB2320628,Pakistani,Bannu,Pakistan,China,2016-08-08,Visit,Medical Treatment
Faisal Bhatti,S/O Khalid Karim,54000-3087945-4,AB6978360,Pakistani,Khuzdar,Pakistan,UK,2018-07-26,Student,Tourism
Ibrahim Syed,S/O Zainab Rana,21301-8200180-2,AB8354623,Pakistani,Multan,Pakistan,UK,2018-12-26,Business,Employment
Waseem Rafiq,S/O Hassan Rana,61101-2260164-8,AB5509518,Pakistani,Mardan,Pakistan,USA,2020-07-20,Tourist,Tourism
Sobia Chattha,S/O Hamid Sheikh,54000-4877872-5,AB2300422,Pakistani,Mardan,Pakistan,Malaysia,2023-06-04,Work,Family Visit
,S/O Bushra Qureshi,44000-8078650-1,AB5577333,Pakistani,Hub,Pakistan,Turkey,2018-10-16,Tourist,Education
Saira Hussain,S/O Sana Gujjar,21301-8617439-9,AB9500060,Pakistani,Islamabad,Pakistan,UK,2015-02-05,Work,Family Visit
Waseem Rafiq,S/O Faisal Iqbal,35202-7296879-2,AB3278381,Pakistani,Mirpur,Pakistan,Turkey,2019-02-26,Business,Medical Treatment
Syed Butt,S/O Rizwan Iqbal,13302-9599355-9,AB8836175,Pakistani,Abbottabad,Pakistan,Turkey,2021-05-26,Work,Business Meeting
Mehwish Hameed,S/O Nadia Gilani,54000-7634775-3,AB1741075,Pakistani,Islamabad,Pakistan,USA,2015-12-02,Work,Employment
Sheikh Khan,S/O Mirza Khan,35202-1051325-4,AB5762715,Pakistani,Muzaffarabad,Pakistan,Malaysia,2018-07-29,Business,Tourism
Malik Ahmed,S/O Hamid Hashmi,54000-9135032-8,AB4002999,Pakistani,Mingora,Pakistan,China,2020-08-10,Work,Medical Treatment
Faaisal Gujjar,S/O Kashif Jafri,42101-1328167-6,AB8375706,Pakistani,Islamabad,Pakistan,UK,2021-01-20,Work,Education
Tariq Nawaz,S/O Waseem Bhatti,,AB8018832,Pakistani,Islamabad,Pakistan,UAE,2022-05-06,Student,Education
,S/O Tariq Baig,54000-1860177-6,AB4765515,Pakistani,Larkana,Pakistan,Germany,2018-04-06,Work,Family Visit
Arif Ahmed,S/O Omar Tarar,13302-5777764-2,AB7257197,Pakistani,Sialkot,Pakistan,UK,2018-02-13,Business,Business Meeting
Khalid Nawaz,S/O Saira Cheema,44000-2651924-6,AB7754791,Pakistani,Rawalakot,Pakistan,Saudi Arabia,2019-09-13,Business,Education
Mohd Karim,S/O Asma Gondal,35202-9190921-1,AB6552684,Pakistani,Islamabad,Pakistan,UK,2020-12-11,Tourist,Business Meeting
Kashif Butt,S/O Hassan Ansari,61101-4493785-9,AB5866168,Pakistani,Kohat,Pakistan,France,2020-04-27,Business,Education
Mohd Akhtar,S/O Usman Cheema,35202-6824363-1,AB4208026,Pakistani,Quetta,Pakistan,China,2022-09-30,Work,Family Visit
Mehwish Sheikh,S/O Hassan Raja,44000-1502716-9,AB9941535,Pakistani,Islamabad,Pakistan,Canada,2016-09-24,Business,Tourism
Adnan Sheikh,S/O Iqra Aslam,21301-9424230-6,AB4566564,Pakistani,Islamabad,Pakistan,France,2017-05-06,Visit,Medical Treatment
مریم چودھری,S/O Asif Naqvi,13302-9818090-7,AB6400000,Pakistani,Rawalakot,Pakistan,Turkey,2019-11-04,Visit,Education
Rukhsar Raja,S/O Shoaib Khan,42101-2671507-3,AB8883585,Pakistani,Islamabad,Pakistan,Turkey,2018-09-15,Student,Family Visit
Tariq Gilani,S/O Iqra Gujjar,13302-4086368-1,AB8166751,Pakistani,Turbat,Pakistan,France,2020-06-25,Tourist,Business Meeting
Asma Baig,S/O Noor Cheema,13302-6400269-7,AB9317541,Pakistani,Rawalakot,Pakistan,France,2022-09-30,Student,Business Meeting
Rabia Gilani,S/O Mehwish Iqbal,44000-2353223-2,AB9025743,Pakistani,Turbat,Pakistan,Malaysia,2022-03-29,Student,Business Meeting
Mohd Bhatti,S/O Kamran Naqvi,42101-6598537-3,AB9769435,Pakistani,Gilgit,Pakistan,UK,2019-05-11,Work,Family Visit
,S/O Fatima Ansari,35202-2471018-5,AB4424855,Pakistani,Islamabad,Pakistan,USA,2016-05-09,Work,Business Meeting
Ayyesha Ali,S/O Sidra Rana,42101-4342125-3,AB5554383,Pakistani,Muzaffarabad,Pakistan,France,2018-12-12,Tourist,Education
Sidra Abbasi,S/O Kamran Malik,61101-2528960-4,AB6584048,Pakistani,Kohat,Pakistan,Malaysia,2019-09-08,Student,Medical Treatment
Ali Tarar,S/O Kamran Bukhari,21301-6006299-3,AB6493563,Pakistani,Sialkot,Pakistan,China,2023-03-07,Visit,Education
Amna Syed,S/O Hussain Khan,42101-7769867-4,AB2369093,Pakistani,Mirpur,Pakistan,Turkey,2016-04-05,Visit,Education
Imran Bhatti,S/O Rizwan Ahmed,61101-2602069-2,AB9591859,Pakistani,Rawalpindi,Pakistan,UK,2020-10-15,Tourist,Education
,S/O Ali Hashmi,42101-9482016-8,AB3796454,Pakistani,Rawalakot,Pakistan,Turkey,2020-08-13,Business,Medical Treatment
Zubair Abbasi,S/O Rabia Gilani,21301-4112254-3,AB9138103,Pakistani,Gilgit,Pakistan,Malaysia,2021-01-04,Work,Business Meeting
Khalid Latif,S/O Shazia Bukhari,42101-2301665-1,AB2824986,Pakistani,Gujranwala,Pakistan,UAE,2017-05-16,Visit,Family Visit
Mohd Raza,S/O Shoaib Aslam,35202-2663361-6,AB9696083,Pakistani,Sargodha,Pakistan,China,2016-09-14,Tourist,Business Meeting
Rabia Ali,S/O Naveed Bukhari,54000-4642895-7,AB3194910,Pakistani,Chilas,Pakistan,UAE,2016-01-27,Business,Education
Syed Hashmi,S/O Syed Akhtar,61101-7063281-4,AB8286428,Pakistani,Chilas,Pakistan,Malaysia,2016-09-25,Student,Employment
,S/O Sobia Rizvi,54000-3946501-1,AB9620603,Pakistani,Kohat,Pakistan,Canada,2023-05-28,Tourist,Employment
Sana Gondal,S/O Aamir Ahmed,42101-2079421-4,AB9344436,Pakistani,Mingora,Pakistan,China,2023-10-28,Work,Employment
Rukhsar Hashmi,S/O Saira Ali,35202-3502367-8,AB8036113,Pakistani,Multan,Pakistan,China,2021-10-03,Visit,Family Visit
Hina Ansari,S/O Fatima Virk,44000-9402643-9,AB3414097,Pakistani,Mirpur,Pakistan,Saudi Arabia,2017-01-20,Work,Employment
Ayesha Syed,S/O Asif Sandhu,21301-4223062-7,AB4710787,Pakistani,Gilgit,Pakistan,UAE,2023-08-15,Business,Medical Treatment
Kamran Karim,S/O Imran Raza,42101-5063867-7,AB4811953,Pakistani,Hub,Pakistan,Malaysia,2022-03-23,Work,Business Meeting
Waseem Aslam,S/O Amna Ahmed,35202-8353482-9,AB6707169,Pakistani,Hub,Pakistan,USA,2016-04-13,Business,Family Visit
عمر شیخ,S/O علی حسین,42101-1052497-6,AB7213217,Pakistani,Islamabad,Pakistan,Turkey,2021-10-22,Visit,Employment
Sidra Tarar,S/O Nadia Zaidi,61101-4446190-8,AB9119309,Pakistani,Quetta,Pakistan,Malaysia,2022-12-29,Work,Tourism
Imran Gujjar,S/O Qureshi Gilani,54000-4633270-7,AB6869511,Pakistani,Mardan,Pakistan,Turkey,2017-01-21,Student,Education
Zainab Mirza,S/O Adnan Zaidi,61101-1975973-4,AB3735061,Pakistani,Rawalakot,Pakistan,USA,2022-09-01,Work,Education
Naveed Bukhari,S/O نادیہ رضا,13302-7146970-2,AB3943034,Pakistani,Mirpur,Pakistan,UK,2016-11-07,Tourist,Medical Treatment
Syed Mirza,S/O Rizwan Zaidi,44000-2150745-2,AB8913610,Pakistani,Karachi,Pakistan,UK,2016-07-02,Work,Tourism
Rizwan Hameed,S/O احمد خان,61101-8448343-4,,Pakistani,Abbottabad,Pakistan,UK,2020-04-22,Student,Employment
Imran Malik,S/O Khalid Karim,54000-9382875-9,AB4967801,Pakistani,Gilgit,Pakistan,Germany,2023-04-23,Visit,Family Visit
Haassan Akhtar,S/O Mirza Hashmi,21301-2002613-6,AB7777425,Pakistani,Islamabad,Pakistan,Turkey,2018-11-08,Tourist,Employment
