company_name,canonical_name,father_name,entity_type,cnic,incorporation_date,status,registered_office_address,province,city
Royal Group,Iqra Raja,S/O Adnan Karim,LLP,54000-7313125-8,1990-03-06,Active,"House 160, Block H, DHA, Faisalabad",Punjab,Faisalabad
National Services,Usman Virk,S/O Saira Raza,Public Limited,54000-9260937-6,2004-11-13,Active,"House 112, Block G, Askari, Sukkur",Sindh,Sukkur
Prime Services,Hina Butt,S/O Hassan Hussain,Private Limited,54000-8115841-8,2008-07-31,Dissolved,"House 57, Block A, PAF Colony, Islamabad",ICT,Islamabad
Star Group,Ahmed Akhtar,S/O Shazia Ansari,Private Limited,35202-6417440-6,2006-07-13,Active,"House 309, Block B, Gulshan-e-Iqbal, Abbottabad",KPK,Abbottabad
United Industries,Sana Aslam,S/O Adnan Abbasi,Private Limited,54000-3706058-9,2015-06-15,Active,"House 386, Block B, Cantt, Sialkot",Punjab,Sialkot
United Services,Hamid Bhatti,S/O Maryam Sandhu,LLP,44000-3873429-4,2020-07-23,Active,"House 236, Block D, Cavalry Ground, Gilgit",Gilgit-Baltistan,Gilgit
Prime Corp,Bilal Naqvi,S/O S/O زینب علی,Private Limited,13302-3431212-6,1991-01-04,Active,"House 266, Block F, F-10, Turbat",Balochistan,Turbat
Global Solutions,Bilal Hashmi,S/O Omar Jafri,LLP,35202-5442135-9,2015-02-09,Active,"House 63, Block A, F-10, Mardan",KPK,Mardan
Star Group,Arif Bhatti,S/O Mirza Iqbal,Private Limited,54000-5336549-5,2015-09-22,Dissolved,"House 414, Block A, Defence, Mirpur",Azad Kashmir,Mirpur
Meezan Group,Syed Ansari,S/O Amna Chaudhry,Public Limited,44000-2179598-7,2008-10-20,Suspended,"House 207, Block F, DHA, Muzaffarabad",Azad Kashmir,Muzaffarabad
Global Traders,Arif Abbasi,S/O Aamir Mirza,Public Limited,44000-4517253-1,2022-12-25,Active,"House 281, Block A, Cantt, Chilas",Gilgit-Baltistan,Chilas
Al Services,Raja Karim,S/O نادیہ رضا,Sole Proprietorship,21301-8254796-1,2015-03-16,Active,"House 25, Block G, Saddar, Chilas",Gilgit-Baltistan,Chilas
Global Corp,Sheikh Hussain,S/O Baig Iqbal,Partnership,35202-7776989-1,1997-01-30,Active,"House 91, Block A, Township, Bahawalpur",Punjab,Bahawalpur
Royal Brothers,Hamid Baig,,Public Limited,61101-2902200-3,1993-06-09,Active,"House 123, Block E, G-9, Bannu",KPK,Bannu
United Industries,Zubaiir Khan,S/O Ayesha Ahmed,LLP,42101-7331796-9,1994-08-03,Suspended,,ICT,Islamabad
Prime Group,Salman Nawaz,S/O S/O Sana Aslam,LLP,21301-2346371-9,2018-05-10,Active,"House 181, Block C, North Nazimabad, Mirpurkhas",Sindh,Mirpurkhas
,Bushraa Bhatti,S/O Tahir Rafiq,Private Limited,42101-8421289-6,2013-09-11,Active,"House 252, Block B, PAF Colony, Mirpur",Azad Kashmir,Mirpur
Al Brothers,Khalid Malik,S/O Naeem Karim,LLP,35202-3418526-7,1995-05-15,Suspended,"House 495, Block G, Scheme 33, Islamabad",ICT,Islamabad
Royal Traders,Baig Gujjar,S/O Sidra Bhatti,Partnership,54000-8427453-6,2016-04-06,Active,"House 461, Block H, Gulberg, Hub",Balochistan,Hub
Pak Solutions,Malik Nawaz,S/O Rizwan Nawaz,Private Limited,,1992-08-07,Active,"House 499, Block D, G-9, Quetta",Balochistan,Quetta
Prime Associates,Mehwish Mirza,S/O علی حسین,Partnership,61101-7849994-8,2020-06-16,Suspended,"House 178, Block E, E-11, Mirpur",Azad Kashmir,Mirpur
Atlas Industries,Malik Virk,S/O Omar Latif,Private Limited,13302-1547794-2,2009-01-05,Active,"House 325, Block A, Bahria Town, Faisalabad",Punjab,Faisalabad
Prime Solutions,Malik Abbasi,S/O Usman Jafri,Partnership,35202-9395962-5,2000-08-05,Active,"House 30, Block D, Saddar, Faisalabad",Punjab,Faisalabad
Pak Corp,Kashif Cheema,S/O Usman Aslam,Private Limited,54000-6202894-6,2001-11-25,Active,"House 464, Block F, Cavalry Ground, Mirpur",Azad Kashmir,Mirpur
Royal Group,Sajid Zaidi,S/O Hamid Jafri,Partnership,35202-6410982-2,2004-12-18,Active,"House 191, Block E, Township, Gwadar",Balochistan,Gwadar
Meezan Group,Hamid Sheikh,S/O Adnan Ansari,Public Limited,44000-2943460-6,1993-12-25,Active,"House 50, Block H, I-8, Abbottabad",KPK,Abbottabad
Atlas Associates,,S/O Qureshi Zaidi,LLP,54000-5038121-1,1990-07-07,Active,"House 110, Block D, F-10, Mirpur",Azad Kashmir,Mirpur
,Bilal Gujjar,,Private Limited,35202-7895412-3,2017-01-14,Active,"House 294, Block F, Cantt, Chilas",Gilgit-Baltistan,Chilas
Global Enterprises,Kashif Syed,S/O Mohammad Hussain,LLP,42101-2100870-5,1991-09-21,Active,"House 251, Block E, Bahria Town, Mingora",KPK,Mingora
Star Associates,Baig Noor,S/O Muhammad Jafri,Private Limited,54000-5026938-8,2015-11-21,Active,"House 281, Block G, Defence, Lahore",Punjab,Lahore
Atlas Brothers,Sana Rizvi,S/O Sheikh Hussain,LLP,54000-1813885-9,2003-04-16,Active,"House 399, Block B, F-10, Gilgit",Gilgit-Baltistan,Gilgit
Star Associates,نادیہ رضا,S/O Sheikh Nawaz,Public Limited,35202-5832444-9,1992-05-22,Active,"House 438, Block F, E-11, Peshawar",KPK,Peshawar
National Brothers,Noor Khan,S/O Rizwan Butt,Public Limited,21301-1233615-5,1996-09-21,Suspended,"House 159, Block D, Clifton, Islamabad",ICT,Islamabad
Prime Group,Rukhsar Nawaz,S/O Mehwish Mirza,LLP,42101-3021010-9,2019-03-12,Active,"House 344, Block A, Model Town, Bannu",KPK,Bannu
Pak Group,Rizwan Syed,S/O Tariq Sandhu,Sole Proprietorship,13302-3604828-5,1995-01-20,Active,"House 481, Block E, Askari, Muzaffarabad",Azad Kashmir,Muzaffarabad
Al Enterprises,Sobia Naqvi,S/O Bilal Zaidi,Partnership,35202-9691909-4,1990-10-07,Active,"House 341, Block A, F-10, Chilas",Gilgit-Baltistan,Chilas
National Solutions,Qureshi Rafiq,S/O Qureshi Raza,Private Limited,35202-4954730-4,2018-11-11,Suspended,"House 498, Block H, Township, Abbottabad",KPK,Abbottabad
Prime Group,Hassan Ahmed,S/O S/O Sheikh Hussain,Public Limited,35202-4317700-8,2010-08-31,Active,"House 464, Block A, North Nazimabad, Muzaffarabad",Azad Kashmir,Muzaffarabad
Atlas Brothers,Saira Chaudhry,S/O Tariq Virk,Partnership,54000-1114848-2,1990-02-14,Dissolved,"House 116, Block E, F-10, Gilgit",Gilgit-Baltistan,Gilgit
United Enterprises,Chaudhry Salman,S/O Ali Syed,LLP,42101-5908190-3,2018-03-08,Suspended,"House 74, Block C, Defence, Abbottabad",KPK,Abbottabad
Apex Corp,Hashmi Hussain,S/O عمر شیخ,Public Limited,13302-4640933-8,1992-09-28,Active,"House 306, Block F, Saddar, Mirpurkhas",Sindh,Mirpurkhas
Royal Industries,Aamir Ali,S/O احمد خان,Partnership,42101-7456436-6,2022-11-09,Active,"House 401, Block G, North Nazimabad, Kohat",KPK,Kohat
,Baig Cheema,S/O Khalid Ahmed,LLP,42101-3671115-1,2012-11-01,Active,"House 8, Block C, Gulshan-e-Iqbal, Mardan",KPK,Mardan
Al Traders,Hussain Iqbal,S/O Bushra Rafiq,Public Limited,54000-9074865-8,1997-10-20,Suspended,"House 263, Block D, Cavalry Ground, Muzaffarabad",Azad Kashmir,Muzaffarabad
Star Corp,عائشہ احمد,S/O Shazia Bukhari,Partnership,13302-3816607-3,2011-12-20,Active,"House 362, Block G, I-8, Turbat",Balochistan,Turbat
Al Brothers,Usman Baig,S/O Bilal Ansari,LLP,35202-4033127-4,2006-09-14,Active,"House 394, Block A, Cantt, Mirpur",Azad Kashmir,Mirpur
Global Group,Ali Syed,S/O Naeem Mirza,Private Limited,35202-1075943-7,2017-01-22,Active,"House 483, Block H, Scheme 33, Turbat",Balochistan,Turbat
Prime Corp,Noor Rizvi,S/O Asma Gilani,Public Limited,35202-4819578-9,2007-11-02,Active,"House 441, Block H, Johar Town, Chilas",Gilgit-Baltistan,Chilas
Apex Brothers,Latif Sidra,S/O Syed Jafri,Partnership,21301-6780008-9,2003-07-18,Active,"House 174, Block B, G-9, Turbat",Balochistan,Turbat
Pak Industries,Mehwish Raja,S/O Iqra Cheema,Private Limited,44000-6546744-4,2006-07-18,Active,"House 485, Block F, F-10, Mirpurkhas",Sindh,Mirpurkhas
Pak Solutions,Chaudhry Hussain,S/O Baig Akhtar,Public Limited,35202-8927249-5,2010-11-05,Active,"House 241, Block H, North Nazimabad, Islamabad",ICT,Islamabad
National Industries,NadiaButt,S/O Chaudhry Syed,LLP,42101-4827675-3,1990-12-22,Active,"House 218, Block D, Gulberg, Islamabad",ICT,Islamabad
Star Traders,Arif Akhtar,S/O Ibrahim Virk,Public Limited,35202-9164301-2,2012-11-18,Active,"House 190, Block B, Askari, Kohat",KPK,Kohat
Meezan Services,Kamra Ahmed,S/O Fatima Mirza,Private Limited,42101-6534671-6,2018-08-19,Active,"House 59, Block D, G-9, Khuzdar",Balochistan,Khuzdar
United Enterprises,Saira Gilani,S/O Asma Hussain,LLP,13302-4294552-9,1998-03-07,Suspended,,Sindh,Sukkur
Meezan Brothers,Ahmed Asif,S/O Ayesha Malik,Public Limited,35202-4087165-1,2006-11-03,Active,"House 107, Block D, I-8, Nawabshah",Sindh,Nawabshah
Prime Corp,Mirza Ansari,S/O Sidra Qureshi,Partnership,21301-1426542-8,1991-12-10,Active,"House 357, Block B, Gulberg, Mirpurkhas",Sindh,Mirpurkhas
National Enterprises,زینب علی,S/O Rabia Hussain,LLP,42101-3381549-2,2008-01-14,Active,"House 61, Block D, Defence, Skardu",Gilgit-Baltistan,Skardu
Royal Group,Hamid Ansari,S/O Nadia Hameed,LLP,21301-7040944-7,2009-10-14,Active,"House 441, Block E, DHA, Sialkot",Punjab,Sialkot
Meezan Corp,Khalid Iqbal,S/O Asif Raja,Partnership,61101-4230999-1,2011-08-04,Active,"House 23, Block B, Askari, Faisalabad",Punjab,Faisalabad
Royal Corp,Waseem Gilani,S/O Iqra Syed,Private Limited,61101-9863756-7,1993-12-16,Suspended,"House 458, Block G, Cantt, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Brothers,Muhammad Hussain,S/O Shazia Bukhari,Public Limited,42101-2533209-1,1999-04-21,Active,"House 17, Block A, Bahria Town, Turbat",Balochistan,Turbat
Star Industries,Faisal Aslam,S/O Saira Nawaz,Partnership,61101-4954168-3,2020-05-01,Active,"House 83, Block H, E-11, Karachi",Sindh,Karachi
Star Solutions,Qureshi Fatima,S/O Adnan Bhatti,Sole Proprietorship,13302-2308844-3,2006-11-16,Active,"House 85, Block C, F-10, Mirpurkhas",Sindh,Mirpurkhas
,Omar Latif,,Sole Proprietorship,44000-4230948-1,2017-10-31,Active,"House 144, Block A, Model Town, Gilgit",Gilgit-Baltistan,Gilgit
Royal Solutions,Usman Hameed,S/O Noor Butt,Sole Proprietorship,21301-6069937-2,2001-02-25,Suspended,"House 16, Block C, Gulshan-e-Iqbal, Quetta",Balochistan,Quetta
Royal Enterprises,Kamran Mirza,S/O Iqra Cheema,Partnership,54000-1259473-4,2007-01-03,Active,,Gilgit-Baltistan,Gilgit
Pak Traders,Sobia Aslam,S/O Noor Rizvi,Private Limited,21301-5847450-2,2012-12-18,Active,"House 302, Block A, Gulberg, Bahawalpur",Punjab,Bahawalpur
Apex Corp,Rukhsar Sandhu,S/O Hassan Gujjar,Partnership,61101-5584349-6,2001-02-23,Active,"House 182, Block B, Clifton, Peshawar",KPK,Peshawar
Prime Solutions,Maryam Aslam,S/O Baig Syed,LLP,35202-7889743-4,2015-01-31,Active,"House 31, Block E, Scheme 33, Sargodha",Punjab,Sargodha
Al Associates,Saira Bhatti,S/O Adnan Tarar,Private Limited,54000-4063287-9,2010-11-25,Active,"House 29, Block C, G-9, Bannu",KPK,Bannu
Meezan Enterprises,Salman Ansari,S/O S/O Tahir Akhtar,LLP,35202-2685524-3,2008-02-14,Active,"House 248, Block A, Johar Town, Muzaffarabad",Azad Kashmir,Muzaffarabad
Meezan Brothers,Usman Hashmi,S/O Raja Karim,Private Limited,61101-1912429-9,2014-11-05,Active,"House 251, Block A, Cavalry Ground, Kohat",KPK,Kohat
Meezan Associates,Hussain Bukhari,S/O Mehwish Gilani,Sole Proprietorship,21301-3921842-7,2019-09-02,Active,"House 285, Block F, Gulshan-e-Iqbal, Faisalabad",Punjab,Faisalabad
Atlas Solutions,Sajid Baig,S/O Hassan Khan,Private Limited,42101-6258777-7,1993-04-29,Dissolved,"House 13, Block H, E-11, Hyderabad",Sindh,Hyderabad
Prime Services,Arif Virk,S/O Tariq Syed,Private Limited,42101-4708239-2,2003-08-13,Suspended,"House 378, Block H, E-11, Gujranwala",Punjab,Gujranwala
Atlas Associates,Malik Chattha,S/O Sobia Sandhu,Partnership,44000-5247408-5,2021-09-29,Active,"House 374, Block C, F-10, Gwadar",Balochistan,Gwadar
Apex Solutions,Malik Kashif,S/O Raja Bukhari,LLP,21301-8650185-4,2015-12-31,Suspended,"House 11, Block A, DHA, Mingora",KPK,Mingora
Apex Corp,Chaudhry Hashmi,S/O Usman Qureshi,Public Limited,35202-9388090-1,2010-06-27,Active,"House 225, Block F, Clifton, Nawabshah",Sindh,Nawabshah
National Traders,Bushra Sandhu,S/O S/O Usman Syed,LLP,61101-2007511-1,2020-07-11,Active,"House 152, Block F, F-10, Bannu",KPK,Bannu
Apex Associates,Bushra Butt,S/O Mehwish Iqbal,LLP,21301-2229774-2,2005-10-08,Active,"House 385, Block B, Clifton, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Services,Ahmed Rizvi,S/O Nadia Abbasi,Partnership,21301-9314364-6,2009-07-09,Active,"House 216, Block B, Gulshan-e-Iqbal, Islamabad",ICT,Islamabad
Pak Services,Salman Malik,S/O Syed Tarar,Public Limited,21301-1045098-3,2013-01-30,Active,"House 494, Block H, Johar Town, Abbottabad",KPK,Abbottabad
United Brothers,Hussain Akhtar,S/O Malik Ali,Public Limited,35202-7110659-4,2014-04-16,Dissolved,"House 298, Block F, I-8, Sialkot",Punjab,Sialkot
Al Brothers,Saira Nawaz,S/O Muhammad Hameed,Public Limited,54000-6827975-1,2004-12-14,Suspended,"House 260, Block H, F-10, Chilas",Gilgit-Baltistan,Chilas
Star Services,Shazia Hussain,S/O Ayesha Mirza,Partnership,13302-1576938-5,2013-12-21,Active,"House 17, Block D, DHA, Faisalabad",Punjab,Faisalabad
Global Corp,,S/O Ibrahim Raja,Public Limited,35202-1809249-2,2016-02-28,Active,"House 96, Block C, Askari, Karachi",Sindh,Karachi
Meezan Enterprises,Asma Chattha,S/O Shoaib Malik,LLP,35202-8892606-7,1996-06-27,Active,"House 4, Block H, Township, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Corp,Tahir Naqvi,,Public Limited,61101-9818405-9,2006-07-28,Dissolved,"House 358, Block D, Township, Chilas",Gilgit-Baltistan,Chilas
Atlas Corp,Zubair Chaudhry,S/O Bushra Abbasi,Public Limited,42101-4266322-5,2022-05-02,Suspended,"House 31, Block B, Scheme 33, Gilgit",Gilgit-Baltistan,Gilgit
Star Industries,Sajid Iqbal,S/O Rabia Chattha,Partnership,61101-3218427-7,2009-04-19,Active,"House 125, Block C, Johar Town, Chilas",Gilgit-Baltistan,Chilas
Meezan Traders,Zainba Gondal,S/O Ibrahim Chaudhry,Partnership,13302-7046175-4,2004-05-25,Active,"House 16, Block G, Cantt, Rawalakot",Azad Kashmir,Rawalakot
Global Enterprises,Rizwan Akhtar,S/O Noor Aslam,Sole Proprietorship,54000-2112667-9,2002-12-07,Active,"House 85, Block H, Gulshan-e-Iqbal, Khuzdar",Balochistan,Khuzdar
Pak Enterprises,Asma Syed,S/O Chaudhry Naqvi,LLP,44000-6441761-7,2016-01-24,Active,"House 173, Block E, Cavalry Ground, Gujranwala",Punjab,Gujranwala
Royal Group,Shazia Butt,S/O Noor Virk,Private Limited,13302-5703624-4,2008-06-14,Active,"House 184, Block H, G-9, Muzaffarabad",Azad Kashmir,Muzaffarabad
Global Enterprises,Tahir Gondal,S/O Asif Cheema,Private Limited,42101-4451578-7,2002-01-04,Active,"House 84, Block E, Bahria Town, Mirpur",Azad Kashmir,Mirpur
Royal Traders,Ansari Hamid,S/O Noor Akhtar,Private Limited,44000-3061416-4,2004-10-22,Active,"House 205, Block E, DHA, Sukkur",Sindh,Sukkur
Star Enterprises,Asif Gujjar,S/O Mehwish Mirza,Partnership,35202-1847616-3,2007-04-29,Active,"House 49, Block H, Township, Hyderabad",Sindh,Hyderabad
Atlas Brothers,Malik Aslam,S/O Rukhsar Akhtar,Public Limited,44000-4327978-9,1992-11-13,Active,,ICT,Islamabad
Pak Traders,احمد  خان,S/O Ali Rana,LLP,13302-3933311-4,2020-01-23,Suspended,"House 438, Block E, North Nazimabad, Islamabad",ICT,Islamabad
Atlas Traders,Ahmed Rizvi,S/O Arif Butt,Sole Proprietorship,61101-5659538-8,2004-12-07,Active,"House 408, Block F, Gulshan-e-Iqbal, Hub",Balochistan,Hub
Prime Corp,Hashmi Syed,S/O Sheikh Hussain,Private Limited,35202-4830452-1,1999-06-01,Suspended,"House 84, Block B, Scheme 33, Multan",Punjab,Multan
Meezan Corp,Mehwish Ansari,S/O Shazia Ansari,Sole Proprietorship,42101-6384369-7,2003-11-24,Dissolved,"House 6, Block D, Defence, Hyderabad",Sindh,Hyderabad
Royal Traders,Adnan Khan,S/O Shazia Tarar,Public Limited,21301-6129133-2,1995-03-18,Dissolved,"House 242, Block B, Scheme 33, Skardu",Gilgit-Baltistan,Skardu
,Asma Chaudhry,S/O زینب علی,LLP,61101-3511322-2,2016-04-07,Suspended,"House 335, Block C, Askari, Larkana",Sindh,Larkana
Star Brothers,Ahmed Ahmed,S/O Maryam Rana,Public Limited,35202-4897766-5,2002-12-12,Suspended,"House 34, Block B, North Nazimabad, Mirpur",Azad Kashmir,Mirpur
Pak Industries,Rukhsar Nawaz,S/O Arif Gondal,Private Limited,13302-4879140-2,2018-07-01,Active,"House 103, Block C, Scheme 33, Peshawar",KPK,Peshawar
Apex Enterprises,Kamran Karim,S/O Sajid Rana,Sole Proprietorship,54000-7028175-8,2009-03-08,Suspended,"House 251, Block E, Defence, Gilgit",Gilgit-Baltistan,Gilgit
Meezan Solutions,Gondal Shoaib,S/O Zainab Bhatti,Public Limited,35202-7689438-1,1997-07-27,Active,"House 449, Block G, F-10, Muzaffarabad",Azad Kashmir,Muzaffarabad
Star Associates,Baig Ahmed,S/O Bushra Sandhu,Partnership,35202-9488562-7,1990-07-06,Suspended,"House 167, Block B, Saddar, Bannu",KPK,Bannu
Apex Enterprises,Zubair Naqvi,S/O مریم چودھری,Public Limited,42101-7787380-7,2009-10-15,Active,"House 124, Block G, Johar Town, Sukkur",Sindh,Sukkur
Royal Corp,Hashmi Rizvi,S/O Zubair Syed,LLP,44000-3472100-7,2009-09-26,Active,"House 52, Block H, PAF Colony, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Industries,Kashi fLatif,S/O Zainab Rafiq,Sole Proprietorship,35202-6723047-8,2019-01-14,Active,"House 302, Block H, Johar Town, Islamabad",ICT,Islamabad
Prime Solutions,Hussain Karim,S/O Tariq Abbasi,Partnership,61101-7732903-2,1998-05-14,Active,"House 481, Block A, Askari, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Brothers,Hussain Tarar,S/O Ali Raza,Sole Proprietorship,,2015-09-07,Active,"House 494, Block D, Johar Town, Multan",Punjab,Multan
Royal Traders,Sheikh Faisal,S/O Kashif Chattha,Sole Proprietorship,42101-4797091-5,2020-12-27,Active,"House 284, Block A, Bahria Town, Gwadar",Balochistan,Gwadar
Star Services,Omar Sheikh,S/O Mohammad Virk,Private Limited,21301-4104204-8,1990-07-10,Active,"House 69, Block F, F-10, Islamabad",ICT,Islamabad
Apex Services,Bilal Virk,S/O Sajid Ahmed,Sole Proprietorship,13302-8323144-2,2020-03-30,Active,"House 57, Block H, I-8, Gwadar",Balochistan,Gwadar
Atlas Traders,Naeem Iqbal,,Sole Proprietorship,61101-2493623-7,1996-06-28,Active,"House 486, Block H, Scheme 33, Mardan",KPK,Mardan
Atlas Group,Mirza Sidra,S/O Waseem Cheema,Private Limited,35202-2749316-5,1992-09-03,Dissolved,"House 295, Block G, Defence, Chilas",Gilgit-Baltistan,Chilas
Meezan Group,Rukhsar Latif,S/O محمد احمد,Sole Proprietorship,44000-8004579-7,1998-11-11,Active,"House 409, Block A, PAF Colony, Khuzdar",Balochistan,Khuzdar
Royal Industries,Sana Raza,S/O Adnan Aslam,Partnership,61101-8800576-7,2019-11-06,Active,"House 368, Block D, Bahria Town, Hub",Balochistan,Hub
Prime Enterprises,Nadia Sandhu,S/O Maryam Ahmed,Private Limited,21301-5062673-3,2005-03-28,Active,"House 64, Block C, Clifton, Quetta",Balochistan,Quetta
Pak Industries,Sajid Abbasi,S/O Saira Ansari,Public Limited,44000-8685611-9,1994-09-05,Active,"House 111, Block E, North Nazimabad, Turbat",Balochistan,Turbat
Star Corp,Ahmed Gilani,S/O Ali Chattha,Private Limited,21301-1434060-7,1995-02-17,Active,"House 224, Block C, Gulshan-e-Iqbal, Faisalabad",Punjab,Faisalabad
Global Services,Nadia Ansari,S/O Maryam Hashmi,Private Limited,13302-4946131-7,2017-09-07,Active,"House 348, Block D, F-10, Larkana",Sindh,Larkana
Atlas Brothers,Ayesha Raja,S/O Saira Raja,Private Limited,13302-1623751-7,1994-10-04,Active,"House 447, Block B, Model Town, Gwadar",Balochistan,Gwadar
Star Industries,Rabia Bhatti,S/O S/O Usman Mirza,Sole Proprietorship,54000-6455706-7,1997-06-26,Active,"House 303, Block H, North Nazimabad, Islamabad",ICT,Islamabad
Pak Services,Uzma Bukhari,S/O مریم چودھری,Sole Proprietorship,44000-8274019-2,2006-04-28,Suspended,"House 406, Block E, PAF Colony, Multan",Punjab,Multan
Pak Group,Naeem Virk,S/O Uzma Rafiq,LLP,13302-9099857-9,1993-04-27,Active,"House 242, Block H, Bahria Town, Hub",Balochistan,Hub
Global Associates,Muhammad Zaidi,S/O Zainab Khan,Sole Proprietorship,35202-9800708-5,2009-07-02,Active,"House 497, Block A, Gulberg, Abbottabad",KPK,Abbottabad
Apex Enterprises,Sobia Sheikh,S/O Khalid Butt,Private Limited,54000-5929391-5,2005-03-05,Active,"House 92, Block H, DHA, Chilas",Gilgit-Baltistan,Chilas
Pak Traders,Shazai Sheikh,S/O Arif Khan,Public Limited,35202-1429083-2,2003-07-21,Active,"House 382, Block G, G-9, Nawabshah",Sindh,Nawabshah
National Solutions,Iqra Hashmi,S/O Iqra Bhatti,Sole Proprietorship,13302-1516641-9,1997-05-01,Active,"House 294, Block B, Cantt, Islamabad",ICT,Islamabad
Star Group,Rana Maryam,S/O Chaudhry Akhtar,Private Limited,54000-2558797-5,2009-11-06,Active,"House 130, Block B, DHA, Gwadar",Balochistan,Gwadar
Royal Traders,Bushra Tarar,S/O Sajid Hashmi,LLP,13302-4681354-8,2006-09-19,Active,"House 132, Block G, Defence, Chilas",Gilgit-Baltistan,Chilas
Atlas Solutions,Hussain Gilani,S/O Adnan Jafri,Sole Proprietorship,44000-4429590-7,2003-01-13,Dissolved,"House 445, Block H, G-9, Kohat",KPK,Kohat
United Group,Hassan Khan,S/O S/O Raja Virk,Sole Proprietorship,42101-3030620-9,2018-09-13,Active,"House 253, Block C, Defence, Gujranwala",Punjab,Gujranwala
Pak Group,Malik Malik,,LLP,42101-4907882-2,1994-09-21,Active,"House 65, Block D, Cantt, Gilgit",Gilgit-Baltistan,Gilgit
Prime Brothers,Kamran Baig,S/O Mehwish Butt,LLP,61101-4894709-4,1996-09-29,Active,"House 159, Block C, Clifton, Faisalabad",Punjab,Faisalabad
Apex Corp,Noor Nawaz,S/O Naveed Malik,Sole Proprietorship,54000-4098023-5,2009-05-04,Active,"House 47, Block D, PAF Colony, Nawabshah",Sindh,Nawabshah
Prime Solutions,Sajid Ansari,S/O Fatima Jafri,Partnership,35202-7428774-7,2005-01-04,Active,"House 180, Block G, Model Town, Multan",Punjab,Multan
Meezan Services,Ayesha Malik,S/O Rizwan Hussain,Partnership,54000-7263852-3,2017-12-05,Active,"House 221, Block E, F-10, Mingora",KPK,Mingora
,Bilal Sandhu,S/O Rukhsar Baig,Public Limited,42101-2480480-2,2018-12-21,Active,"House 303, Block D, Scheme 33, Quetta",Balochistan,Quetta
Atlas Enterprises,Zubair Iqbal,S/O Sana Raza,Public Limited,42101-8694639-3,1998-05-31,Active,"House 64, Block H, PAF Colony, Bahawalpur",Punjab,Bahawalpur
Global Enterprises,Nadia Latif,S/O Sheikh Malik,Partnership,21301-6499467-6,2022-12-22,Dissolved,"House 447, Block F, G-9, Mirpur",Azad Kashmir,Mirpur
Meezan Corp,Naveed Rafiq,S/O Chaudhry Aslam,LLP,21301-3375327-9,2022-07-26,Suspended,"House 269, Block H, North Nazimabad, Chilas",Gilgit-Baltistan,Chilas
Star Enterprises,عمر شیخ,S/O Rabia Bhatti,LLP,13302-1534594-3,2005-09-30,Active,"House 368, Block H, PAF Colony, Multan",Punjab,Multan
Meezan Enterprises,Mohammad Mirza,S/O Naeem Nawaz,Public Limited,54000-6567970-8,1993-10-16,Active,"House 342, Block G, Askari, Islamabad",ICT,Islamabad
Global Traders,Rizvi Kamran,S/O Amna Virk,Public Limited,13302-4252017-3,1998-06-16,Active,"House 344, Block A, Bahria Town, Hyderabad",Sindh,Hyderabad
Global Services,Bushra Virk,S/O Hamid Baig,Sole Proprietorship,21301-5382810-5,2001-06-19,Active,"House 227, Block G, G-9, Islamabad",ICT,Islamabad
Apex Associates,Zubair Zaidi,S/O S/O Ayesha Sheikh,LLP,21301-6558579-6,2010-04-11,Active,"House 212, Block C, I-8, Kohat",KPK,Kohat
Prime Enterprises,Imran Baig,S/O Chaudhry Raja,Sole Proprietorship,35202-6802595-6,1996-01-15,Active,"House 107, Block E, DHA, Rawalakot",Azad Kashmir,Rawalakot
,Naeem Iqbal,S/O Naeem Hashmi,Sole Proprietorship,61101-8719958-2,1990-11-14,Active,"House 299, Block G, Saddar, Chilas",Gilgit-Baltistan,Chilas
Global Group,Iqra Sheikh,S/O Waseem Cheema,Public Limited,21301-2319117-7,2015-10-24,Active,"House 260, Block A, Gulberg, Islamabad",ICT,Islamabad
Star Group,Ayesha Chattha,S/O Hamid Abbasi,Private Limited,21301-1523067-1,2009-10-15,Active,"House 484, Block E, Defence, Rawalpindi",Punjab,Rawalpindi
Pak Group,Sidra Latif,S/O Iqra Syed,LLP,42101-3070986-3,1995-10-17,Suspended,,Gilgit-Baltistan,Gilgit
Global Associates,Hassan Ahmed,S/O Ali Syed,Partnership,61101-5213446-9,1996-04-11,Active,"House 459, Block C, I-8, Multan",Punjab,Multan
Star Brothers,Mirzaa Fatima,S/O Sobia Tarar,Sole Proprietorship,35202-4228973-4,2020-08-08,Suspended,"House 473, Block G, Clifton, Sialkot",Punjab,Sialkot
Global Brothers,Ibrahim Syed,S/O Zainab Rana,Public Limited,21301-8200180-2,1992-09-24,Suspended,"House 43, Block E, Defence, Multan",Punjab,Multan
Pak Associates,Amna Aslam,S/O Zainab Karim,LLP,42101-5609903-5,2012-06-17,Active,"House 101, Block H, E-11, Islamabad",ICT,Islamabad
Atlas Services,Omar Virk,S/O Bushra Bukhari,Sole Proprietorship,61101-4627106-3,2011-01-28,Dissolved,"House 115, Block A, Johar Town, Skardu",Gilgit-Baltistan,Skardu
