canonical_name,father_name,cnic,car_registration_number,model_year,car_brand,car_model,engine_size_cc,province,city,market_value,phone
Aamir Raja,S/O Shazia Syed,61101-8120587-2,GIL-4723-O,2014,Kia,Picanto,2500,Gilgit-Baltistan,Chilas,5225000.0,0332-6245733
Assma Karim,S/O Naveed Nawaz,61101-4772246-9,QTA-9622-P,2007,Honda,BR-V,1800,Balochistan,Khuzdar,2682000.0,0331-9309978
Hashmi Chattha,S/O Rabia Ali,21301-2496053-3,PES-4899-V,2023,Kia,Picanto,1500,KPK,Mardan,1515000.0,0313-2612275
Salman Hussain,S/O Bushra Iqbal,54000-7115519-6,GIL-4658-V,2022,Kia,Picanto,1600,Gilgit-Baltistan,Chilas,4128000.0,0311-1080420
U. Zaidi,S/O Saira Bhatti,13302-9512372-9,KHI-7915-B,2022,Suzuki,Alto,1200,Sindh,Hyderabad,1620000.0,0333-8965353
Kamran Iqbal,S/O Sidra Ansari,35202-3944538-4,ISB-2802-J,2010,Toyota,Hilux,660,ICT,Islamabad,970200.0,0300-8210737
Naveed Chattha,S/O Rizwan Aslam,42101-8663605-9,LHR-7387-R,2020,Suzuki,Alto,660,Punjab,Sialkot,1089000.0,0322-3290229
Kashif Rizvi,S/O Imran Rafiq,21301-8375955-9,MZD-8089-E,2021,Kia,Picanto,2500,Azad Kashmir,Rawalakot,6475000.0,0345-4799416
علی حسین,S/O Hassan Zaidi,42101-2173238-5,ISB-4213-C,2018,Toyota,Fortuner,3000,KPK,Peshawar,7380000.0,0301-4849081
Bilal Nawaz,S/O S/O Uzma Hussain,35202-7289990-4,LHR-2385-K,2017,Toyota,Camry,3000,Punjab,Sialkot,4290000.0,0345-3450300
Tahir Butt,S/O S/O Asma Nawaz,61101-6076086-9,MZD-4553-O,2011,Suzuki,Bolan,1600,Azad Kashmir,Muzaffarabad,2400000.0,0333-8960419
Usman Nawaz,S/O Naeem Chattha,61101-8784988-3,QTA-4637-A,2017,Kia,Picanto,660,Balochistan,Gwadar,1663200.0,0331-8014552
Sidra Ansari,S/O Kashif Naqvi,42101-7239121-3,QTA-3043-T,2005,Honda,BR-V,800,Balochistan,Hub,816000.0,0301-8434815
Mirza Qureshi,S/O Kamran Zaidi,61101-7798093-4,QTA-5581-T,2014,Toyota,Fortuner,1200,Balochistan,Quetta,4164000.0,0311-7574379
Malik Syed,S/O Shoaib Mirza,13302-1113537-5,QTA-4835-V,2016,Hyundai,Tucson,2000,Balochistan,Turbat,5060000.0,0312-5358390
Rizwan Hussain,S/O Naveed Naqvi,44000-3124570-9,QTA-2261-U,2015,Honda,CR-V,1800,Balochistan,Turbat,3528000.0,0312-1692834
IbrahimRizvi,S/O Bushra Jafri,61101-5632933-5,ISB-8330-A,2016,BMW,X6,2500,ICT,Islamabad,6425000.0,0332-3927545
Sajid Zaidi,S/O S/O Malik Karim,42101-1689543-9,GIL-9032-W,2005,Suzuki,Wagon R,1300,Gilgit-Baltistan,Skardu,1456000.0,0331-6821657
HussainA hmed,S/O Arif Akhtar,54000-5689318-8,GIL-7821-U,2021,Hyundai,Sonata,2000,Gilgit-Baltistan,Skardu,0.0,0346-4648112
Sheikh Abbasi,S/O Hassan Chattha,54000-2082255-7,PES-7716-R,2014,Suzuki,Wagon R,2500,KPK,Mingora,7600000.0,0345-6842443
Rizwan Khan,S/O Hashmi Chattha,61101-9451978-2,KHI-7104-P,2008,Hyundai,Sonata,1300,Sindh,Nawabshah,4381000.0,0345-2410808
Omar Baig,S/O Tahir Zaidi,54000-1235148-7,KHI-5225-E,2015,Suzuki,Alto,1300,Sindh,Nawabshah,4849000.0,0312-3021237
Imran Abbasi,S/O Asif Chaudhry,54000-3474935-6,PES-3745-L,2013,Honda,BR-V,1200,KPK,Bannu,3744000.0,0312-3539593
Arif Baig,S/O S/O Baig Nawaz,35202-5364698-7,PES-2494-B,2005,Honda,BR-V,1200,KPK,Abbottabad,1920000.0,
Faisal Gondal,S/O Sajid Virk,44000-6014103-7,KHI-7419-C,2017,Kia,Carnival,1000,Punjab,Gujranwala,2350000.0,0302-3864291
Sheikh Nawaz,S/O Adnan Syed,44000-3793800-3,GIL-9545-W,2013,Honda,HR-V,3000,Gilgit-Baltistan,Skardu,8190000.0,0301-6499395
Omar Raja,S/O Baig Abbasi,35202-8127267-9,MZD-6121-O,2010,Hyundai,Sonata,1200,Azad Kashmir,Mirpur,3456000.0,0345-7438213
Omar Gilani,S/O Rizwan Tarar,13302-4321436-3,ISB-526-I,2005,Audi,A4,3500,ICT,Islamabad,5950000.0,0333-8683770
Usman Hashmi,S/O Raja Rafiq,35202-8830689-8,ISB-7818-I,2008,Kia,Sportage,1000,ICT,Islamabad,2900000.0,0346-7656130
Nadia Nawaz,S/O Asma Khan,21301-5242818-7,ISB-1904-A,2006,Honda,HR-V,2500,ICT,Islamabad,4875000.0,0333-4427937
Hashmi Baig,S/O احمد خان,21301-5598616-7,QTA-2390-Z,2009,Kia,Sportage,2500,Balochistan,Hub,9175000.0,0332-7847763
,S/O Kamran Sheikh,13302-5186332-1,QTA-1134-X,2019,Mercedes,S-Class,4000,Balochistan,Quetta,8960000.0,0322-2033269
محمد علی,S/O Asma Jafri,54000-4592670-7,QTA-9480-W,2006,BMW,X6,2000,Balochistan,Hub,7280000.0,0313-7592454
Arif Karim,S/O Ahmed Hashmi,42101-7060340-9,KHI-2805-Z,2018,Hyundai,Santa Fe,1800,Sindh,Sukkur,5256000.0,0345-2873287
Sobia Hashmi,S/O Faisal Butt,21301-9109645-5,KHI-8105-D,2021,Toyota,Fortuner,1200,Sindh,Nawabshah,4716000.0,0301-3375707
Hashmi Hashmi,S/O احمد خان,54000-7442318-3,QTA-4681-M,2011,Hyundai,Elantra,1500,Balochistan,Turbat,4035000.0,
Tariq Raja,S/O Hassan Khan,54000-6644283-3,ISB-6290-J,2017,Suzuki,Jimny,800,Azad Kashmir,Muzaffarabad,0.0,0301-9454823
Qureshi Rafiq,S/O Qureshi Raza,35202-4954730-4,PES-525-C,2007,Hyundai,Sonata,2500,KPK,Abbottabad,6600000.0,0346-7507752
Naeem Rana,S/O Usman Gondal,13302-1866001-1,GIL-5695-F,2023,Suzuki,Bolan,1200,Gilgit-Baltistan,Skardu,4584000.0,0313-2664581
Malik Naqi,S/O Sidra Hussain,61101-2066122-4,GIL-8411-B,2015,Toyota,Fortuner,2500,Gilgit-Baltistan,Skardu,6125000.0,0345-5841038
Hassan Baig,S/O Malik Butt,35202-7065502-6,PES-4319-J,2019,Audi,Q7,3500,KPK,Peshawar,4095000.0,0332-2128985
Rukhsar Karim,S/O Ayesha Sheikh,54000-1777145-2,LHR-7443-U,2013,Hyundai,Tucson,1600,Punjab,Sargodha,5568000.0,0311-4197033
Sobia Zaidi,S/O Bilal Naqvi,13302-3283248-1,KHI-2704-W,2016,Honda,HR-V,3000,Sindh,Nawabshah,6330000.0,0312-2379624
Naeem Ali,S/O Asma Raja,21301-6889724-8,QTA-3024-R,2021,Honda,HR-V,2500,Balochistan,Turbat,5375000.0,0321-2456742
Hina Mirza,S/O Hassan Gondal,42101-8773741-3,QTA-8502-H,2006,Honda,CR-V,1300,Balochistan,Turbat,4979000.0,0303-7469044
Ahmed Sandhu,S/O S/O Rizwan Nawaz,54000-1957285-4,GIL-9591-Q,2010,Suzuki,Alto,1000,Gilgit-Baltistan,Chilas,2490000.0,0302-7698813
Bushra Nawaz,S/O Raja Gilani,54000-5510178-3,ISB-9551-S,2017,Suzuki,Swift,800,ICT,Islamabad,1936000.0,0301-4518167
Rukhsar Bhatti,S/O Uzma Chattha,61101-4651835-1,QTA-1220-O,2022,Toyota,Fortuner,1300,Balochistan,Hub,3211000.0,0311-6517691
Noor Mirza,S/O Fatima Naqvi,61101-4018551-6,ISB-9395-U,2006,Kia,Carnival,2000,ICT,Islamabad,6300000.0,0302-4637721
H. Ansari,S/O Sobia Latif,42101-7990350-6,LHR-9386-E,2023,Hyundai,Sonata,660,Punjab,Gujranwala,2085600.0,0302-8291432
Tahir Sheikh,S/O Baig Qureshi,35202-4515327-6,ISB-7815-T,2015,Kia,Sportage,800,ICT,Islamabad,2032000.0,0333-9020438
Kashif Cheema,S/O Usman Aslam,54000-6202894-6,MZD-6702-Y,2008,Kia,Carnival,1600,Azad Kashmir,Mirpur,4016000.0,0345-8551752
Sajid Latif,S/O Ayesha Qureshi,13302-2619007-7,KHI-9194-A,2016,Hyundai,Santa Fe,1300,Sindh,Sukkur,1534000.0,0333-6009153
Sheikh Virk,S/O Rizwan Ali,21301-4370644-7,PES-4041-D,2016,Suzuki,Jimny,800,KPK,Mingora,2840000.0,0346-8500362
S. Naqvi,S/O Aamir Bukhari,44000-4326355-7,QTA-142-W,2022,Kia,Carnival,1600,Balochistan,Turbat,3952000.0,0332-4166270
Salman Sandhu,S/O Tariq Gujjar,61101-2057860-3,GIL-282-D,2017,Toyota,Camry,1500,Gilgit-Baltistan,Chilas,2145000.0,0331-1609875
Syed Hashmi,S/O Ali Hashmi,42101-9482016-8,MZD-4962-T,2015,Kia,Sportage,800,Azad Kashmir,Rawalakot,1616000.0,0301-9248484
Hashmi Bhatti,S/O Waseem Rafiq,42101-5113127-9,QTA-3534-Q,2008,Toyota,Corolla,2500,Balochistan,Hub,9275000.0,0321-1701154
Arif Rafiq,S/O Ayesha Gondal,13302-3092879-8,PES-1479-A,2009,Suzuki,Cultus,1800,KPK,Bannu,7146000.0,0313-6901033
Saira Sheikh,S/O محمد علی,54000-4920197-1,MZD-4557-X,2011,Toyota,Land Cruiser,1200,Azad Kashmir,Rawalakot,4464000.0,0346-7501628
,S/O Sidra Hussain,61101-4042807-7,KHI-5760-V,2008,Suzuki,Jimny,2000,Sindh,Larkana,0.0,0331-5815154
Asma Chaaudhry,S/O S/O احمد خان,54000-4896008-9,GIL-1120-K,2007,Hyundai,Santa Fe,1600,Gilgit-Baltistan,Chilas,3376000.0,0313-3949245
Asif Iqbal,S/O Sidra Qureshi,21301-5547933-4,KHI-7110-C,2009,Honda,City,1600,Sindh,Mirpurkhas,3024000.0,0300-3303715
Hashmi Jafri,S/O Nadia Gilani,42101-6771143-2,KHI-6172-C,2020,Hyundai,Sonata,800,Sindh,Larkana,2128000.0,0333-7787866
Nadia Abbasi,S/O S/O Saira Rizvi,54000-3944885-2,ISB-6514-P,2011,Toyota,Hilux,1000,ICT,Islamabad,3580000.0,0322-5602459
Hamid Raza,S/O Hashmi Butt,44000-5201372-3,LHR-217-F,2013,Suzuki,Wagon R,2000,Punjab,Bahawalpur,4720000.0,0321-8328302
Raja Gilani,S/O Sana Rafiq,42101-7973587-5,QTA-6663-I,2018,Hyundai,Elantra,1800,Balochistan,Hub,4392000.0,0313-6254518
Nadia Malik,S/O مریم چودھری,61101-4958617-9,ISB-5899-P,2023,Suzuki,Swift,660,ICT,Islamabad,1102200.0,0346-5522403
Iqra Bukhari,S/O Zubair Hussain,44000-3923638-9,KHI-1744-Q,2009,BMW,X5,4000,Sindh,Karachi,5240000.0,0312-6712098
S. Aslam,S/O Naveed Gujjar,35202-7579467-7,GIL-616-A,2014,Hyundai,Tucson,2500,Gilgit-Baltistan,Chilas,8125000.0,0322-9906237
Naveed Raza,S/O Fatima Bukhari,61101-7136272-8,KHI-3983-O,2009,Hyundai,Elantra,1200,Sindh,Karachi,3888000.0,0332-6102438
Imran Akhtar,S/O احمد خان,21301-3989387-3,LHR-8746-X,2009,Suzuki,Bolan,1000,Punjab,Bahawalpur,0.0,0321-4269335
Kashif Bhatti,S/O عمر شیخ,54000-1590299-7,QTA-7791-B,2019,Toyota,Land Cruiser,1000,Balochistan,Khuzdar,3210000.0,
Mehwish Gujjar,S/O Aamir Syed,44000-5133533-4,KHI-5912-B,2006,Toyota,Fortuner,1200,Sindh,Hyderabad,2556000.0,0346-9569129
S. Chaudhry,S/O Salman Aslam,35202-8326823-1,KHI-6095-Z,2019,Suzuki,Alto,1600,Sindh,Nawabshah,4928000.0,0301-8924691
Aamir Ali,S/O Hina Sheikh,21301-1859564-6,KHI-8306-D,2005,Hyundai,Tucson,1000,Sindh,Sukkur,2390000.0,0321-2358176
Sana Rafiq,S/O Malik Raza,35202-9799801-7,QTA-1387-M,2017,Kia,Stonic,2500,Balochistan,Turbat,7700000.0,0322-6263495
Sidra Khan,S/O Baig Ansari,13302-4915473-8,MZD-7133-Q,2006,Suzuki,Cultus,4000,Azad Kashmir,Mirpur,9520000.0,0322-8094894
Tarriq Raja,S/O Hassan Gilani,42101-8266785-8,QTA-7641-R,2017,Kia,Picanto,3000,Balochistan,Hub,11040000.0,0345-1248003
Naveed Abbasi,S/O Aamir Nawaz,21301-9545295-9,PES-4775-H,2019,Toyota,Fortuner,1200,KPK,Peshawar,1320000.0,0312-3669483
Kashif Cheema,S/O Usman Aslam,54000-6202894-6,MZD-7738-U,2008,Hyundai,Sonata,660,Azad Kashmir,Mirpur,2593800.0,0345-8551752
Naveed Ansari,S/O Qureshi Mirza,44000-8443229-1,PES-2792-J,2020,Honda,HR-V,1800,KPK,Mingora,7002000.0,0321-8647043
Hassan Virk,S/O Mohammad Mirza,35202-3515332-6,QTA-2245-E,2018,Suzuki,Alto,1500,Balochistan,Turbat,4530000.0,0313-1606142
Aamir Baig,S/O Rukhsar Hameed,21301-6108132-9,PES-8948-I,2016,Hyundai,Santa Fe,1200,KPK,Peshawar,2772000.0,0331-7876072
Saira Bhatti,S/O صنا ملک,61101-7114648-1,GIL-1152-I,2023,Honda,HR-V,1300,Gilgit-Baltistan,Gilgit,0.0,0300-8279717
Qureshi Bhatti,S/O Mehwish Cheema,35202-5363756-2,MZD-8494-O,2019,Toyota,Hilux,1300,Azad Kashmir,Mirpur,4615000.0,0332-8592909
Omar Chaudhry,S/O Khalid Tarar,44000-7610017-3,KHI-4267-M,2020,Hyundai,Elantra,800,Sindh,Hyderabad,2312000.0,0322-1299209
A. Gilani,S/O Iqra Karim,44000-5813958-4,QTA-2114-K,2023,Suzuki,Jimny,1200,Balochistan,Turbat,1608000.0,0322-6193838
Hussain Zaidi,S/O S/O Sobia Malik,35202-9578269-4,MZD-8772-A,2013,Suzuki,Bolan,1600,Azad Kashmir,Muzaffarabad,4688000.0,0311-8339797
Tahir Raja,S/O Ayesha Ahmed,54000-4023092-6,KHI-5723-C,2006,Suzuki,Wagon R,2500,Sindh,Sukkur,3975000.0,0301-5864248
Z. Hussain,S/O Sajid Sandhu,54000-8156247-6,LHR-1879-V,2014,Hyundai,Santa Fe,1500,Punjab,Sialkot,4395000.0,0301-5401887
Iqra Naqi,S/O Rabia Bhatti,35202-6873938-9,ISB-341-M,2017,Honda,BR-V,1800,ICT,Islamabad,6984000.0,0331-4794319
,S/O Hassan Khan,35202-4100561-3,LHR-773-I,2005,Honda,City,800,Punjab,Gujranwala,1392000.0,0302-9581797
Tariq Ansari,S/O Maryam Akhtar,13302-3552996-7,QTA-3638-T,2021,Honda,Civic,1200,ICT,Islamabad,1848000.0,0301-1771498
Iqra Raja,S/O Adnan Karim,54000-7313125-8,LHR-2438-K,2006,Honda,HR-V,660,Punjab,Faisalabad,818400.0,0313-3155912
N. Iqbal,S/O Kamran Latif,13302-4652860-8,LHR-6228-O,2011,Suzuki,Jimny,660,Punjab,Faisalabad,1914000.0,0331-1114757
Amna Hussain,S/O Adnan Aslam,35202-7325462-3,GIL-9509-Q,2014,Hyundai,Elantra,1300,Gilgit-Baltistan,Gilgit,2769000.0,0303-7234256
Naveed Syed,S/O Hashmi Jafri,44000-3106549-9,KHI-1605-X,2019,Toyota,Corolla,1300,Sindh,Hyderabad,3458000.0,0321-1917883
Hussain Hashmi,S/O Hashmi Virk,44000-7803814-4,MZD-8071-N,2017,Toyota,Land Cruiser,800,Azad Kashmir,Muzaffarabad,1120000.0,0345-5271754
Asif Bukhari,S/O Fatima Ansari,35202-2471018-5,ISB-7883-W,2021,Hyundai,Sonata,2000,ICT,Islamabad,2860000.0,0301-1270933
Kamran Raja,S/O Kashif Syed,21301-3986032-9,PES-7243-Z,2022,Kia,Sportage,1200,KPK,Bannu,4548000.0,0322-3094467
Kahif Rizvi,S/O صنا ملک,61101-6234672-4,PES-4198-J,2014,Hyundai,Sonata,660,KPK,Kohat,798600.0,0331-2119802
,S/O Hamid Rana,21301-7714998-8,QTA-2335-R,2017,Hyundai,Tucson,2500,Balochistan,Quetta,9750000.0,0311-5572892
,S/O Rukhsar Latif,61101-1260078-8,PES-7845-R,2015,Hyundai,Sonata,2000,KPK,Bannu,5520000.0,0303-6213542
Imran Butt,S/O Fatima Hameed,21301-8180834-6,LHR-6149-E,2005,Suzuki,Swift,1600,Punjab,Faisalabad,6192000.0,0332-8014394
Syed Akhtar,S/O Mirza Gondal,42101-8957610-5,KHI-4476-D,2010,Honda,City,660,Sindh,Mirpurkhas,2356200.0,0312-3034448
Ayesha Hameed,S/O Usman Malik,42101-1191370-7,KHI-2450-K,2013,Hyundai,Santa Fe,1200,Sindh,Karachi,3372000.0,0303-8430216
Mehwish Ahmed,,21301-7751546-4,ISB-7168-D,2023,Honda,Civic,1300,ICT,Islamabad,3341000.0,0300-9769167
Usman Raja,S/O Hamid Bukhari,61101-3438687-8,GIL-3313-W,2021,Hyundai,Sonata,2500,Gilgit-Baltistan,Gilgit,9575000.0,0301-2518827
Arif Raza,S/O Aamir Hussain,35202-2632871-9,GIL-1885-U,2011,Kia,Sportage,1000,Gilgit-Baltistan,Gilgit,1780000.0,0321-8062924
Muhammad Hashmi,S/O Zubair Cheema,,GIL-7589-D,2007,Honda,City,1300,Gilgit-Baltistan,Chilas,2431000.0,0303-4789433
,S/O S/O Malik Karim,42101-1689543-9,GIL-290-M,2005,Hyundai,Santa Fe,800,Gilgit-Baltistan,Skardu,1160000.0,
Kamran Gujjar,S/O Hassan Baig,13302-1847639-1,LHR-6098-K,2018,Honda,CR-V,1500,Punjab,Lahore,4875000.0,0300-6231345
,S/O Qureshi Gujjar,54000-3090865-5,GIL-4390-E,2015,Honda,City,2000,Gilgit-Baltistan,Skardu,7000000.0,0312-7751158
Mohammad Karim,S/O Sobia Gilani,44000-5151336-7,PES-918-Y,2006,Kia,Stonic,2000,KPK,Mingora,6900000.0,0303-6031337
Shazia Nawaz,S/O Saira Bukhari,13302-7831747-9,ISB-2049-D,2017,Kia,Carnival,800,ICT,Islamabad,2920000.0,0303-6420320
Arif Zaidi,S/O Qureshi Cheema,54000-1863083-6,LHR-4870-H,2023,Suzuki,Jimny,660,Punjab,Sialkot,2211000.0,0322-8917589
,S/O Zubair Malik,21301-3753830-4,LHR-9375-G,2021,Kia,Picanto,1600,Punjab,Lahore,4928000.0,0346-5162130
Uzma Nawaz,S/O Naeem Baig,21301-6377143-5,KHI-2720-G,2013,Kia,Stonic,3500,Sindh,Mirpurkhas,7840000.0,0346-4227225
Sheikh Sandhu,S/O Zainab Virk,54000-5285853-9,ISB-1470-X,2015,BMW,3 Series,3500,ICT,Islamabad,3710000.0,0331-8140130
Zubair Syed,S/O Asma Latif,35202-7634116-4,QTA-9820-B,2020,Toyota,Corolla,1200,Balochistan,Gwadar,2160000.0,0346-9727843
Bilal Raza,S/O Nadia Naqvi,42101-1517029-3,QTA-7492-M,2011,Hyundai,Santa Fe,1200,Balochistan,Khuzdar,1236000.0,0300-6161516
Sheikh Rana,S/O Faisal Hussain,42101-7972650-4,KHI-7693-O,2012,Suzuki,Swift,1800,Sindh,Hyderabad,5634000.0,0322-8039553
Asma Sheikh,S/O Ali Raja,21301-8115666-4,GIL-4349-S,2010,Hyundai,Sonata,1200,Gilgit-Baltistan,Gilgit,2904000.0,0301-5392329
Hussain Malik,S/O Khalid Virk,21301-5848501-8,ISB-3840-R,2009,Audi,A6,4000,ICT,Islamabad,7360000.0,0346-1260177
Kamran Rafiq,S/O Mohammad Cheema,54000-4688890-6,GIL-4304-R,2010,Kia,Sportage,2500,Gilgit-Baltistan,Chilas,7225000.0,0312-3267912
Sajid Rafiq,S/O Mirza Gondal,42101-6372126-9,GIL-4405-W,2021,Hyundai,Sonata,1800,Gilgit-Baltistan,Chilas,6354000.0,0301-9205790
Baig Nawaz,S/O Amna Gondal,42101-5287192-6,LHR-6384-S,2023,Honda,City,1800,Punjab,Sargodha,3582000.0,0333-9643277
Aamir Rafiq,,61101-1350268-2,GIL-4353-P,2009,Kia,Picanto,1800,Gilgit-Baltistan,Gilgit,3168000.0,0333-5892967
زینبعلی,S/O Mehwish Rafiq,21301-1898747-4,PES-2185-N,2018,Hyundai,Santa Fe,3000,KPK,Peshawar,6090000.0,
K. Sheikh,S/O Mohammad Hussain,35202-8626448-5,PES-4181-U,2021,Suzuki,Wagon R,2000,KPK,Abbottabad,3060000.0,0346-5735993
Bilal Rafiq,S/O Qureshi Jafri,13302-6937143-8,PES-4405-L,2020,Hyundai,Sonata,1200,KPK,Abbottabad,2364000.0,0345-3818163
Chaudhry Raza,S/O Ali Rana,13302-2299233-7,ISB-9886-J,2005,Hyundai,Elantra,1000,ICT,Islamabad,1190000.0,0303-6727763
Waseem Naqvi,S/O Arif Malik,35202-9350344-9,KHI-1448-T,2007,Kia,Carnival,1300,Sindh,Mirpurkhas,1547000.0,0300-2014128
Fatima Syed,S/O Asma Bhatti,35202-5995921-3,ISB-7526-Y,2009,Kia,Picanto,1800,ICT,Islamabad,4608000.0,0303-4363563
Moohammad Jafri,S/O Rizwan Baig,42101-9356912-2,MZD-6589-H,2016,Mercedes,S-Class,3000,Azad Kashmir,Mirpur,8070000.0,0332-3046668
Hussain Hussain,S/O Naveed Rafiq,42101-5932239-3,PES-6093-N,2010,Honda,City,1600,KPK,Abbottabad,6384000.0,0313-6184587
Sobia Gilani,S/O Ibrahim Raja,35202-7150383-1,KHI-1739-X,2010,Toyota,Camry,1200,Sindh,Karachi,2964000.0,0345-9971338
A. Sandhu,S/O Tahir Baig,13302-5009548-9,PES-2834-Y,2018,Kia,Stonic,3000,KPK,Peshawar,7590000.0,0302-5500547
نادیہ رضا,S/O Sidra Nawaz,54000-7384324-2,GIL-4590-Q,2022,Honda,CR-V,1600,Gilgit-Baltistan,Gilgit,3408000.0,0346-9832135
Bushra Ansari,S/O Fatima Tarar,61101-3784106-3,QTA-7606-T,2013,Hyundai,Santa Fe,2000,Balochistan,Hub,2360000.0,0345-7228596
Iqra Zaidi,S/O Shazia Ali,35202-9789345-2,KHI-590-W,2019,Toyota,Corolla,2500,Sindh,Hyderabad,5700000.0,
Asma Hashmi,S/O Ayesha Chaudhry,61101-6530256-8,ISB-887-Z,2016,Suzuki,Cultus,3000,ICT,Islamabad,0.0,0301-8663691
Omar Sheikh,S/O Sheikh Hameed,13302-3706790-8,LHR-4450-Y,2008,Honda,CR-V,1300,Punjab,Sialkot,2093000.0,0311-5686414
,S/O Saira Jafri,42101-8490504-7,KHI-9610-Q,2018,Honda,City,660,Sindh,Larkana,864600.0,0346-9827228
Kamran Butt,S/O Tariq Sandhu,44000-4190596-4,KHI-4281-G,2015,Suzuki,Jimny,800,Sindh,Mirpurkhas,920000.0,0332-1266695
Imran Syed,S/O Faisal Akhtar,61101-8317039-6,GIL-8545-U,2007,Kia,Carnival,800,Gilgit-Baltistan,Chilas,920000.0,0301-6095361
Ayesha Bhatti,S/O Bushra Ali,42101-2280131-4,PES-5592-I,2011,Suzuki,Swift,660,KPK,Bannu,1577400.0,0303-1664470
Saira Naqvi,S/O Fatima Rafiq,21301-2327639-3,GIL-2304-P,2023,Hyundai,Tucson,1800,Gilgit-Baltistan,Gilgit,2826000.0,0333-7042354
Iqra Virk,S/O Sheikh Raza,35202-2022366-9,GIL-7753-G,2013,Toyota,Corolla,1600,Gilgit-Baltistan,Chilas,5168000.0,0331-9655255
Naeem Baig,S/O Rabia Latif,44000-8240881-8,QTA-2432-Z,2012,Toyota,Fortuner,1200,Balochistan,Quetta,1728000.0,0313-7369764
Uzma Jafri,S/O Ibrahim Nawaz,42101-3294753-7,LHR-7137-L,2015,Suzuki,Jimny,660,Punjab,Faisalabad,904200.0,0301-9831475
Omar Qureshi,S/O Ayesha Chaudhry,42101-9386347-2,GIL-3291-Y,2014,Toyota,Yaris,1200,Gilgit-Baltistan,Gilgit,3972000.0,0313-1812293
Sobia Tarar,S/O Bushra Rizvi,42101-2353245-2,QTA-3311-U,2023,Kia,Carnival,1300,Balochistan,Khuzdar,2275000.0,0300-3193948
Asif Chattha,S/O Baig Karim,42101-3234621-8,LHR-1891-O,2013,Honda,HR-V,1600,Punjab,Sialkot,2080000.0,0313-4139132
Hina Hashmi,S/O Sobia Syed,61101-5681608-8,GIL-4257-V,2010,Kia,Sportage,800,Gilgit-Baltistan,Chilas,1312000.0,0345-8676557
Sajid Butt,S/O Omar Butt,54000-6674401-7,GIL-4772-W,2017,Kia,Carnival,2000,Gilgit-Baltistan,Skardu,7740000.0,0331-5622848
Kamran Virk,S/O فاطمہ خان,13302-9406675-4,QTA-7682-P,2008,Suzuki,Swift,1300,Balochistan,Hub,2119000.0,0311-9906505
A. Rizvi,S/O Shazia Hashmi,21301-3940815-6,ISB-2618-Z,2021,Kia,Picanto,1600,ICT,Islamabad,1888000.0,0300-2719287
Noor Hussain,S/O صنا ملک,35202-2063160-7,LHR-3614-E,2022,Suzuki,Swift,800,Punjab,Sargodha,1800000.0,0313-5615562
Hashmi Ali,S/O Khalid Bukhari,21301-6557798-2,MZD-4166-B,2005,Honda,City,2500,Azad Kashmir,Mirpur,6350000.0,0303-4546989
Sheikh Hameed,S/O Ibrahim Mirza,61101-3443584-5,LHR-7601-O,2013,Honda,BR-V,1800,Punjab,Multan,4338000.0,0301-2856948
AsifA hmed,S/O Arif Gujjar,44000-2335002-2,QTA-2797-H,2008,Toyota,Yaris,1800,Balochistan,Turbat,3222000.0,0300-5174825
Q. Aslam,S/O Khalid Rizvi,61101-5346047-3,ISB-2121-X,2010,Suzuki,Bolan,1800,ICT,Islamabad,3636000.0,0346-1971410
Ali Hashmi,S/O Ali Virk,21301-3877765-2,GIL-8189-B,2009,Honda,Civic,800,Gilgit-Baltistan,Chilas,2128000.0,0332-1460189
Tariq Rafiq,S/O Asma Sandhu,42101-1086930-9,ISB-7565-N,2007,Hyundai,Santa Fe,2500,ICT,Islamabad,5875000.0,
Mehwish Khan,S/O Syed Karim,35202-9753354-5,LHR-3362-I,2020,Toyota,Land Cruiser,1000,Punjab,Bahawalpur,1500000.0,0321-3027043
Qureshi Aslam,S/O Salman Jafri,13302-9241865-2,KHI-8371-H,2013,Kia,Sportage,1000,Sindh,Mirpurkhas,1340000.0,0345-4460803
Bilal Ahmed,S/O Baig Ansari,21301-4512095-2,QTA-1114-P,2022,Toyota,Camry,800,Balochistan,Quetta,2112000.0,0346-5924337
Omar Chaudhry,S/O S/O Fatima Chattha,42101-9501071-9,LHR-7401-L,2007,Honda,Civic,1200,Punjab,Faisalabad,1356000.0,0312-6316357
Hamid Sandhu,S/O Mehwish Baig,42101-5766182-4,ISB-5560-H,2012,Hyundai,Sonata,1000,ICT,Islamabad,1370000.0,0332-8297037
B. Ansari,S/O Saira Gilani,13302-5029961-8,MZD-1503-H,2012,Honda,City,1200,Azad Kashmir,Rawalakot,2412000.0,0301-3955611
Omar Cheema,S/O Syed Jafri,21301-9365931-3,LHR-7381-F,2010,Kia,Stonic,1500,Punjab,Faisalabad,5220000.0,0303-9023088
F. Khan,S/O Ahmed Zaidi,35202-6155614-8,MZD-4836-M,2017,Suzuki,Swift,1600,Azad Kashmir,Rawalakot,4352000.0,0332-9593837
Asif Gujjar,S/O Sajid Malik,13302-6292423-7,QTA-8340-I,2018,Toyota,Corolla,3500,Balochistan,Khuzdar,12040000.0,0333-6279418
Naveed Chaudhry,S/O Aamir Malik,54000-3123664-5,GIL-4840-H,2014,Kia,Sportage,1000,Gilgit-Baltistan,Skardu,1250000.0,0312-5937884
