canonical_name,father_name,cnic,annual_recharge_amount,phone,city,province
عمر شیخ,S/O Kashif Nawaz,44000-1752869-8,1086450.0,0301-6177530,Mardan,KPK
Mehwish Gujjar,S/O Rizwan Nawaz,21301-1356549-7,70200.0,0332-3544001,Skardu,Gilgit-Baltistan
Arif Chattha,,35202-8431337-4,176080.0,0322-1830765,Bannu,KPK
Asif Raja,S/O Shazia Bukhari,44000-7628072-7,580760.0,0312-6425211,Turbat,Balochistan
Saira Raja,S/O Sajid Gondal,21301-9957800-1,312270.0,0322-5767347,Peshawar,KPK
Sobia Sheikh,S/O Rukhsar Abbasi,61101-2731726-8,39850.0,0300-6687221,Mardan,KPK
Khalid Hussain,S/O Malik Iqbal,13302-8622446-4,227340.0,0303-1017764,Karachi,Sindh
Waseem Cheema,S/O Raja Akhtar,21301-7008131-8,346870.0,,Nawabshah,Sindh
Fatima Chaudhry,S/O Imran Bhatti,61101-4044882-7,959820.0,0321-6837817,Khuzdar,Balochistan
Rizwan Aslam,S/O S/O Asma Aslam,13302-1615675-8,36570.0,0346-9633492,Sialkot,Punjab
Sheikh Nawaz,S/O Adnan Syed,44000-3793800-3,91320.0,0301-6499395,Skardu,Gilgit-Baltistan
Kashif Abbasi,S/O Qureshi Raja,,8780.0,0331-7598776,Gilgit,Gilgit-Baltistan
Hassan Nawaz,,21301-6977685-4,556920.0,0332-2740079,Nawabshah,Sindh
Bushra Qureshi,S/O Fatima Jafri,13302-4528607-6,240610.0,0332-3161704,Mardan,KPK
Syed Hameed,S/O Usman Rana,54000-6031728-8,18990.0,0333-8077883,Sukkur,Sindh
Adnan Zaidi,S/O Sheikh Ahmed,42101-8595562-4,363540.0,0300-7131372,Gilgit,Gilgit-Baltistan
صنا ملک,S/O Bushra Cheema,35202-2362695-3,276580.0,0311-3392501,Abbottabad,KPK
Hussain yed,S/O Ayesha Naqvi,35202-7591681-4,38460.0,0300-7716334,Karachi,Sindh
KamranB ukhari,S/O Noor Qureshi,42101-6855180-9,434210.0,0346-3574192,Mirpur,Azad Kashmir
Syed Tarar,S/O Usman Rana,61101-7072490-5,182040.0,0322-4767003,Islamabad,ICT
Mohammad Ahmed,S/O Amna Akhtar,61101-6570319-2,235560.0,0312-2354996,Rawalpindi,Punjab
Fatima Tarar,S/O S/O Raja Gujjar,42101-2407420-3,1046910.0,0345-4899524,Hub,Balochistan
Mehwish Mirza,S/O Sajid Gujjar,35202-6257221-4,355080.0,0322-1426752,Rawalpindi,Punjab
محمد حسن,S/O Omar Aslam,35202-9252661-8,351460.0,0300-5124342,Muzaffarabad,Azad Kashmir
محمد حسن,S/O Waseem Latif,42101-2893169-4,593080.0,0302-5019776,Bannu,KPK
Faisal Malik,S/O Ibrahim Qureshi,42101-3382903-6,166360.0,0322-8433649,Mingora,KPK
مریم چودھری,S/O Tariq Aslam,,673900.0,0313-3641461,Mirpur,Azad Kashmir
Fatima Malik,S/O Rizwan Abbasi,35202-1305441-6,585510.0,0332-1758131,Mirpurkhas,Sindh
Arif Latif,S/O Amna Tarar,35202-7459816-3,235590.0,0332-1449848,Chilas,Gilgit-Baltistan
,S/O Syed Sandhu,35202-3783829-6,104410.0,0313-5612679,Sialkot,Punjab
Naveed Hussain,S/O Naeem Gujjar,61101-1642255-9,45070.0,0311-6078724,Islamabad,ICT
Ali Iqbal,S/O Khalid Hashmi,21301-7141336-5,715900.0,0346-4510092,Islamabad,ICT
Faisal Raza,S/O Shazia Bhatti,54000-4901721-9,2563180.0,0345-5502245,Lahore,Punjab
مریم چودھری,S/O Asma Hussain,61101-8185097-5,942540.0,0301-7307818,Islamabad,ICT
Tahir Hashmi,S/O Rizwan Bhatti,54000-4835957-6,6040390.0,,Mirpur,Azad Kashmir
Asma Rana,S/O Asma Chattha,13302-2869311-9,45750.0,0313-5474855,Islamabad,ICT
Bilal Raja,S/O Waseem Hussain,13302-9231596-9,658280.0,0311-7088410,Mirpur,Azad Kashmir
Imran Bukhari,S/O Ahmed Gondal,61101-9797750-1,356240.0,0312-1870268,Skardu,Gilgit-Baltistan
,S/O Sajid Malik,42101-5408072-7,6487810.0,0303-3320821,Gilgit,Gilgit-Baltistan
Hussain Cheema,S/O Mehwish Mirza,61101-6985046-9,205400.0,0311-2927778,Quetta,Balochistan
Aamir Tarar,S/O Saira Rafiq,13302-9667226-3,151500.0,0303-9822242,Mirpur,Azad Kashmir
Zainab Rizvi,S/O Faisal Khan,54000-5625498-2,406300.0,0345-9397114,Islamabad,ICT
Sobia Aslam,S/O Noor Rizvi,21301-5847450-2,2150020.0,0311-2187967,Bahawalpur,Punjab
Malik Naqvi,S/O Qureshi Naqvi,35202-8541105-7,601890.0,0333-3400540,Peshawar,KPK
Raja Virk,S/O Bushra Bukhari,61101-9218260-1,256320.0,0301-8115297,Chilas,Gilgit-Baltistan
Mehwish Rana,S/O Baig Bukhari,21301-6794047-6,593920.0,0311-9892515,Larkana,Sindh
Syed Sheikh,S/O علی حسین,21301-3357609-5,96250.0,,Mirpur,Azad Kashmir
Qureshi Ansari,S/O Kamran Mirza,21301-6483970-9,762950.0,,Abbottabad,KPK
Tahir Bhatti,S/O Zubair Gilani,61101-2100308-5,946120.0,0322-8026853,Kohat,KPK
Sana Aslam,S/O Adnan Abbasi,54000-3706058-9,238400.0,0303-2616672,Sialkot,Punjab
Syed Syed,S/O Zainab Aslam,44000-6630115-3,1020980.0,0322-5980279,Bahawalpur,Punjab
Asma Tarar,S/O Sana Nawaz,61101-8370767-5,691300.0,0345-5066680,Khuzdar,Balochistan
Naveed Chattha,S/O Rizwan Aslam,,15140.0,0322-3290229,Sialkot,Punjab
Uzma Tarar,S/O Sajid Latif,,85410.0,0331-5306508,Gilgit,Gilgit-Baltistan
Faisal Raza,S/O Kashif Ahmed,61101-7646550-3,92900.0,0300-7147324,Hub,Balochistan
Nadia Bukhari,S/O Usman Hameed,21301-7506196-2,115350.0,0331-9742683,Gwadar,Balochistan
Hamid Iqbal,S/O Fatima Rizvi,44000-6953373-6,756900.0,0300-6798417,Rawalpindi,Punjab
Chaudhry Nawaz,S/O Hassan Zaidi,13302-8468826-2,219750.0,0346-7005668,Muzaffarabad,Azad Kashmir
Hina Zaidi,S/O محمد حسن,21301-5875342-9,832630.0,0322-7351367,Rawalakot,Azad Kashmir
Sobia Gilani,S/O Fatima Baig,44000-2208201-7,109920.0,0302-8273871,Bahawalpur,Punjab
Tariq Gilani,S/O Hassan Sandhu,35202-1423117-1,330860.0,0302-1372186,Muzaffarabad,Azad Kashmir
Naveed Jafri,S/O Zubair Rizvi,21301-7519977-5,210770.0,0321-5730805,Karachi,Sindh
مریم چودھری,S/O Faisal Raja,21301-4918413-8,119190.0,0302-9331590,Bannu,KPK
Mehwish Hashmi,S/O Shazia Akhtar,13302-8979708-6,467000.0,0345-8137060,Peshawar,KPK
Mohammad Raja,S/O مریم چودھری,42101-6005569-1,390250.0,0302-2263661,Hub,Balochistan
Baig Hussain,S/O Sajid Abbasi,21301-2856383-4,202180.0,0303-5722003,Islamabad,ICT
Zubair Qureshi,S/O Hassan Gondal,13302-4664723-2,222930.0,0301-9835919,Skardu,Gilgit-Baltistan
Bushra Chaudhry,S/O Rabia Malik,13302-1170355-7,731380.0,0312-5731781,Sukkur,Sindh
Maryam Raza,S/O Bilal Gujjar,35202-4729514-7,546910.0,0321-5663234,Hyderabad,Sindh
Ayesha Raza,S/O Aamir Gilani,35202-5531376-5,21700.0,0321-9990857,Islamabad,ICT
Kamran Hameed,S/O Mirza Nawaz,61101-3670819-1,2068460.0,0332-8942696,Rawalakot,Azad Kashmir
Kamran Karim,S/O Sajid Rana,54000-7028175-8,1174800.0,0322-7217678,Gilgit,Gilgit-Baltistan
Rizwan Abbasi,S/O Uzma Hashmi,54000-3438855-9,167180.0,0333-8235722,Mingora,KPK
Noor Iqbal,S/O مریم چودھری,54000-7478733-5,179840.0,0311-6074298,Chilas,Gilgit-Baltistan
Muhammad Karim,S/O Usman Malik,61101-3719991-8,26890.0,0332-6289657,Mirpur,Azad Kashmir
Hamid Hussain,S/O Tariq Aslam,44000-2073954-5,409310.0,0332-1495353,Multan,Punjab
Sobia Chaudhry,S/O Rukhsar Mirza,13302-4651002-7,1086870.0,0321-3759489,Gujranwala,Punjab
نادیہ رضا,S/O Hamid Rafiq,13302-2599943-5,55500.0,0331-7401281,Sialkot,Punjab
Amna Akhtar,S/O Chaudhry Ahmed,35202-8247864-4,1167090.0,0321-4667999,Mirpur,Azad Kashmir
Tariq Butt,,44000-7896707-9,88640.0,0311-2869340,Nawabshah,Sindh
Ibrahim Qureshi,S/O Omar Aslam,44000-3372220-7,1634130.0,0332-2404566,Skardu,Gilgit-Baltistan
Rukhsar Aslam,S/O Sobia Naqvi,42101-7164148-4,250810.0,0322-6660977,Rawalakot,Azad Kashmir
Ibrahim Qureshi,S/O Bilal Akhtar,61101-5408070-7,299130.0,0332-9982950,Skardu,Gilgit-Baltistan
Rabia Sandhu,S/O Maryam Mirza,44000-8416795-7,232340.0,0300-8111802,Islamabad,ICT
Ibrahim Virk,S/O Kamran Akhtar,35202-3114588-5,80470.0,0313-4974417,Kohat,KPK
Rabia Mirza,S/O Hassan Hameed,54000-7567222-1,496550.0,0300-1174089,Kohat,KPK
Rabia Raza,S/O Uzma Gondal,13302-6309658-3,0.0,0322-1237753,Peshawar,KPK
Aamir Bhatti,S/O عائشہ احمد,13302-1121097-9,8388000.0,0313-7622840,Chilas,Gilgit-Baltistan
Hamid Cheema,S/O Faisal Hashmi,35202-6213387-6,80540.0,0345-8433918,Kohat,KPK
Uzma Rizvi,S/O Sana Tarar,,334130.0,0332-7548922,Mirpur,Azad Kashmir
Bushra Bhatti,S/O Naveed Akhtar,35202-2134281-8,169470.0,0345-4130061,Islamabad,ICT
Arif Gilani,S/O Iqra Karim,44000-5813958-4,19850.0,0322-6193838,Turbat,Balochistan
Bushra Hameed,S/O Sana Chattha,54000-8950885-1,155890.0,0300-1971271,Islamabad,ICT
Arif Gondal,S/O Malik Jafri,54000-3277572-8,233500.0,0312-8758960,Islamabad,ICT
Khalid Karim,S/O Fatima Raja,44000-7785437-8,1134510.0,0301-3050009,Chilas,Gilgit-Baltistan
Hashmi Iqbal,S/O Mirza Chaudhry,54000-3635195-2,73530.0,0345-2854857,Skardu,Gilgit-Baltistan
ندایہ رضا,S/O Bilal Gilani,13302-5641923-1,3986940.0,0302-5394880,Hub,Balochistan
Imran Hameed,S/O Naeem Qureshi,42101-5535270-5,0.0,0312-7103429,Quetta,Balochistan
Malik Nawaz,S/O Rizwan Chattha,13302-4375409-5,301270.0,0321-5301840,Sargodha,Punjab
صنا ملک,S/O Fatima Tarar,61101-6668492-3,10310.0,0331-7820513,Hub,Balochistan
Mehwish Aslam,S/O Adnan Khan,13302-2783242-9,593750.0,0302-6031079,Gwadar,Balochistan
Waseem Jafri,S/O Mehwish Iqbal,13302-8743298-1,55900.0,0345-2418894,Mirpur,Azad Kashmir
Waseem Chattha,S/O Salman Akhtar,54000-3099232-3,56470.0,0345-2451359,Abbottabad,KPK
Sheikh Sandhu,S/O Zainab Virk,,1609580.0,0331-8140130,Islamabad,ICT
Kamran Rafiq,S/O Syed Ali,21301-1415846-3,42860.0,0345-5163555,Gilgit,Gilgit-Baltistan
Rizwan Akhtar,S/O Sana Aslam,61101-7473833-6,81530.0,0313-7495256,Bahawalpur,Punjab
نادیہ رضا,,61101-7871605-4,1815030.0,0313-3018711,Skardu,Gilgit-Baltistan
Qureshi Hashmi,S/O Qureshi Gujjar,54000-4585314-9,19370.0,0332-2422633,Skardu,Gilgit-Baltistan
Salman Rafiq,S/O Khalid Latif,42101-9660305-5,1645010.0,0313-5205572,Karachi,Sindh
Sheikh Virk,S/O Rizwan Ali,21301-4370644-7,360190.0,0346-8500362,Mingora,KPK
Hamid Malik,S/O Asma Zaidi,21301-4986887-9,108330.0,0302-2866355,Bahawalpur,Punjab
Iqra Syed,S/O Iqra Chattha,13302-5198676-5,0.0,0322-1275536,Skardu,Gilgit-Baltistan
Kashif Sheikh,S/O Amna Tarar,35202-7360115-7,307870.0,0333-4083383,Hyderabad,Sindh
نادی رضا,S/O Sobia Tarar,54000-1933660-8,513010.0,0332-7469859,Bahawalpur,Punjab
Sidra Khan,S/O Waseem Akhtar,54000-1897661-9,46790.0,0303-5264203,Rawalpindi,Punjab
Ali Ali,S/O Syed Latif,21301-8987722-6,67490.0,0303-3951202,Mirpurkhas,Sindh
,S/O Waseem Akhtar,42101-6412759-2,439090.0,0333-4384915,Chilas,Gilgit-Baltistan
Nadia Ali,S/O Sheikh Latif,61101-4921553-2,482100.0,0312-9202555,Gwadar,Balochistan
Shazia Jafri,S/O Arif Rafiq,42101-4768255-6,257240.0,0313-6511711,Islamabad,ICT
Maryam Tarar,S/O Nadia Butt,54000-5485649-1,55090.0,0321-7240708,Skardu,Gilgit-Baltistan
Bilal Virk,S/O Arif Qureshi,21301-8740454-8,287350.0,0332-9833191,Islamabad,ICT
فاطمہ خان,S/O Arif Rizvi,13302-3873661-2,294720.0,0332-9752714,Islamabad,ICT
Qureshi Butt,S/O Hina Chaudhry,21301-4099254-1,99480.0,0312-3475088,Islamabad,ICT
Sidra Ali,S/O S/O Salman Raja,21301-4158134-6,19650.0,0345-6761929,Islamabad,ICT
Uzma Virk,S/O Kashif Ahmed,13302-5347237-4,208890.0,0303-9652424,Bannu,KPK
Maryam Rana,S/O Sidra Ali,35202-5156449-8,98770.0,0331-3663319,Islamabad,ICT
Hashmi Raza,S/O Rizwan Nawaz,54000-5140479-4,126880.0,0332-1474058,Abbottabad,KPK
Amna Latif,S/O Fatima Virk,44000-2877649-2,210810.0,0302-7815765,Islamabad,ICT
Baig Cheema,S/O Khalid Ahmed,42101-3671115-1,286950.0,0312-5992185,Mardan,KPK
Mehwish Butt,S/O Muhammad Gujjar,35202-2057136-5,39240.0,0303-5484288,Multan,Punjab
Waseem Virk,S/O Bilal Naqvi,,274800.0,0333-2555332,Sukkur,Sindh
Ahmed Baig,S/O Khalid Bukhari,35202-5703878-9,247630.0,0346-6276177,Nawabshah,Sindh
Mohammad Karim,S/O Mehwish Rizvi,44000-1227408-5,381000.0,0332-6574088,Gilgit,Gilgit-Baltistan
Sidra Akhtar,S/O Sheikh Gilani,21301-3286582-9,558330.0,0332-8557629,Bahawalpur,Punjab
Imran Cheema,S/O Zubair Naqvi,61101-9241081-8,1301680.0,0332-7980598,Islamabad,ICT
Baig Latif,S/O Uzma Qureshi,42101-3833703-8,66810.0,0302-8239828,Lahore,Punjab
Hussain Mirza,S/O Malik Akhtar,42101-4846483-6,201590.0,0322-9637783,Gilgit,Gilgit-Baltistan
Saira Gondal,S/O Iqra Gondal,21301-2490345-2,267490.0,0301-8961562,Mardan,KPK
Aamir Mirza,S/O Sidra Naqvi,42101-9436911-3,177370.0,0313-1557952,Muzaffarabad,Azad Kashmir
Hina Rana,S/O Adnan Tarar,44000-1166632-9,340700.0,0346-9342479,Hyderabad,Sindh
Saira Akhtar,S/O Qureshi Akhtar,54000-5067188-2,137930.0,0331-7819007,Faisalabad,Punjab
Shazia Tarar,S/O Faisal Gujjar,44000-6546545-6,526530.0,0322-5680249,Rawalakot,Azad Kashmir
ابراہیم ملک,S/O Asma Gujjar,44000-8022049-8,116780.0,0331-4013728,Sialkot,Punjab
Syed Ali,S/O Tahir Khan,42101-5210656-5,665190.0,0345-4913592,Sialkot,Punjab
Saira Iqbal,S/O Tariq Raja,13302-4488036-4,609660.0,0322-3970974,Chilas,Gilgit-Baltistan
Sidra Ali,S/O S/O Salman Raja,21301-4158134-6,16420.0,0345-6761929,Islamabad,ICT
Hashmi Ali,S/O زینب علی,13302-6983510-9,1202050.0,0345-2829215,Bannu,KPK
Aamir Naqvi,S/O S/O Imran Nawaz,21301-3934217-9,143270.0,0311-9230660,Hub,Balochistan
Zubair Virk,S/O Muhammad Bukhari,42101-3153664-3,123710.0,0321-7209351,Islamabad,ICT
Usman Virk,S/O Saira Raza,54000-9260937-6,2895820.0,0313-8524656,Sargodha,Punjab
Bushra Ahmed,S/O Hina Cheema,13302-9635947-5,71950.0,0311-3590809,Khuzdar,Balochistan
Muhammad Aslam,S/O Muhammad Latif,61101-2350417-7,0.0,0313-4036981,Khuzdar,Balochistan
,S/O Khalid Tarar,44000-9477185-4,192600.0,0346-1686830,Sialkot,Punjab
Hashmi Cheema,S/O Sobia Gujjar,44000-4813147-1,783620.0,0311-7550091,Rawalpindi,Punjab
Hussain Aslam,S/O Bushra Sandhu,13302-5327097-3,478970.0,0311-2895922,Bannu,KPK
احمد خان,S/O Ali Gilani,61101-6331732-1,770390.0,0300-3196676,Rawalakot,Azad Kashmir
Asma Khan,S/O Aamir Chaudhry,61101-8539211-7,1872100.0,0312-4218743,Chilas,Gilgit-Baltistan
Sheikh Rana,S/O Faisal Hussain,42101-7972650-4,242000.0,0322-8039553,Hyderabad,Sindh
Shoaib Ali,S/O Chaudhry Naqvi,44000-8444490-6,32280.0,0322-7960756,Gujranwala,Punjab
Mirza Ansari,S/O Sidra Qureshi,21301-1426542-8,84710.0,0313-1825678,Mirpurkhas,Sindh
Arif Ahmed,S/O Adnan Rana,42101-2304221-5,409510.0,0333-3115310,Sargodha,Punjab
احمد خان,S/O صنا ملک,54000-5560533-3,3439460.0,0303-5731598,Chilas,Gilgit-Baltistan
Naveed uGjjar,S/O Ayesha Gondal,44000-7334348-4,839560.0,0300-7211871,Bannu,KPK
Mirza Mirza,S/O Rukhsar Sheikh,35202-1318735-6,87150.0,0322-7395704,Mirpurkhas,Sindh
Chaudhry Gilani,S/O Muhammad Sandhu,54000-1553774-8,2145920.0,0345-1658042,Skardu,Gilgit-Baltistan
Nadia Rizvi,S/O Zubair Akhtar,54000-2972044-7,1280420.0,0346-3723046,Turbat,Balochistan
Naveed Cheema,S/O Ayesha Syed,13302-6662421-5,283060.0,0332-9147623,Islamabad,ICT
,S/O Sobia Baig,42101-8707031-9,75170.0,0333-1136909,Sukkur,Sindh
Sobia Butt,S/O Qureshi Rana,61101-1311394-2,559270.0,0321-7741889,Islamabad,ICT
Asif Rafiq,S/O Kashif Syed,54000-9904849-9,755190.0,0303-8255176,Islamabad,ICT
Mehwish Iqbal,S/O Ahmed Hashmi,13302-9693823-7,78560.0,0303-7118669,Chilas,Gilgit-Baltistan
محمد احمد,S/O Faisal Nawaz,13302-1134133-8,1269330.0,0301-5933512,Rawalakot,Azad Kashmir
Hashmi Abbasi,S/O Chaudhry Gondal,21301-6323608-9,694540.0,0345-2631588,Islamabad,ICT
Zainab Virk,S/O Iqra Sheikh,61101-4858531-8,99950.0,0300-4461031,Islamabad,ICT
Khalid Hameed,S/O Shoaib Iqbal,61101-7465727-2,217880.0,0333-3557449,Muzaffarabad,Azad Kashmir
Maryam Bhatti,S/O Salman Jafri,42101-5523795-7,238760.0,0302-3451220,Karachi,Sindh
Tariq Sandhu,,21301-4500144-8,0.0,0333-2868367,Khuzdar,Balochistan
Kamran Raja,S/O Fatima Bukhari,35202-7093251-2,78580.0,0303-4713450,Gilgit,Gilgit-Baltistan
Ali Chaudhry,S/O Ahmed Sandhu,44000-4592084-5,73460.0,0313-6738129,Chilas,Gilgit-Baltistan
Khalid Iqbal,S/O Zubair Jafri,,127740.0,0302-5093130,Chilas,Gilgit-Baltistan
Adnan Bhatti,,21301-3091804-3,209370.0,0303-4068301,Gilgit,Gilgit-Baltistan
Mehwish Rizvi,S/O Hussain Butt,,87090.0,0345-7312675,Bannu,KPK
Arif Nawaz,S/O Bilal Gondal,13302-8679467-3,586640.0,0321-9949770,Muzaffarabad,Azad Kashmir
Syed Syed,S/O Rabia Jafri,,367590.0,0321-2018467,Quetta,Balochistan
Sheikh Ali,S/O Adnan Chaudhry,61101-6614950-3,24920.0,0312-9585231,Rawalakot,Azad Kashmir
Syed Rizvi,S/O Malik Qureshi,21301-5176325-6,57870.0,0346-4937181,Mirpur,Azad Kashmir
Hashmi Hashmi,S/O Omar Butt,13302-2561037-5,76260.0,0302-3105758,Islamabad,ICT
Hassan Ansari,S/O Faisal Sheikh,42101-6034983-4,397240.0,0322-3387175,Hub,Balochistan
Usman Baig,S/O Bilal Ansari,35202-4033127-4,475050.0,0302-5917741,Mirpur,Azad Kashmir
Sajid Aslam,S/O Hassan Khan,61101-2678051-8,4737520.0,0313-2800796,Gujranwala,Punjab
Arif Ansari,S/O Maryam Ali,54000-5642193-1,1484220.0,0300-5610990,Sialkot,Punjab
Raja Chaudhry,S/O Rabia Chattha,54000-9000512-9,133790.0,0313-8033863,Islamabad,ICT
Raja Gujjar,S/O Ayesha Cheema,35202-8238061-8,501960.0,0303-4505928,Hyderabad,Sindh
Syed Latif,S/O Maryam Syed,21301-8991958-1,1239530.0,0321-8654021,Hub,Balochistan
محمد علی,S/O Nadia Chattha,21301-9118604-3,1384450.0,0302-6833165,Islamabad,ICT
Sidra Latif,,42101-3070986-3,1241390.0,0301-9540224,Gilgit,Gilgit-Baltistan
Zainab Chaudhry,S/O Sana Chaudhry,44000-9182224-6,71540.0,0312-3006090,Islamabad,ICT
Arif Ali,S/O Noor Virk,54000-8325920-5,340020.0,0303-6304667,Bahawalpur,Punjab
Naeem Tarar,S/O Asif Sandhu,44000-8361170-5,74970.0,0322-1710399,Sialkot,Punjab
Naveed Hussain,S/O Naeem Gujjar,61101-1642255-9,70290.0,0311-6078724,Islamabad,ICT
Omar Karim,S/O Arif Mirza,21301-6256463-1,381110.0,0345-9894670,Rawalakot,Azad Kashmir
Ayesha Karim,S/O Faisal Khan,21301-1060457-5,301880.0,0321-1886805,Quetta,Balochistan
Zubair Zaidi,S/O S/O Ayesha Sheikh,21301-6558579-6,7960.0,0346-2194801,Kohat,KPK
Faisal Latif,S/O Asif Virk,21301-3768794-8,73390.0,0302-8158195,Bannu,KPK
Naeem Rana,S/O Usman Gondal,13302-1866001-1,122860.0,0313-2664581,Skardu,Gilgit-Baltistan
Khalid Raja,S/O Zubair Syed,54000-9126460-3,148470.0,0345-6291094,Abbottabad,KPK
Zubair Gujjaar,S/O Naeem Gondal,44000-9242860-8,72670.0,0312-2483731,Khuzdar,Balochistan
Sobia Sheikh,S/O Waseem Zaidi,13302-2075775-9,37810.0,0300-8199045,Gujranwala,Punjab
Bilal Rizvi,S/O Sana Gondal,42101-1013314-5,101160.0,0301-5239450,Mardan,KPK
Waseem Tarar,S/O Faisal Hussain,54000-5336203-1,172890.0,0332-9559183,Rawalakot,Azad Kashmir
Rukhsar Akhtar,S/O Noor Karim,42101-8835834-5,0.0,0301-5334647,Chilas,Gilgit-Baltistan
Hassan Hameed,S/O Ibrahim Raza,21301-4496287-9,0.0,0302-3029023,Faisalabad,Punjab
Raja Abbasi,S/O Mohammad Chattha,42101-9222085-4,184850.0,0311-1957514,Larkana,Sindh
Maryam Qureshi,S/O Usman Gilani,44000-4897938-3,114580.0,0345-3622039,Sukkur,Sindh
Qureshi Rafiq,S/O Kashif Ali,42101-4718900-4,269220.0,0312-6700102,Islamabad,ICT
Hamid Gujjar,S/O Ahmed Cheema,21301-2726852-4,20600.0,0331-3616808,Gilgit,Gilgit-Baltistan
Hassan Gujjar,S/O Shoaib Hussain,35202-7087155-8,43050.0,0311-4895119,Abbottabad,KPK
Arif Ahmed,S/O Omar Tarar,13302-5777764-2,0.0,0313-7423351,Sialkot,Punjab
Ali Raja,S/O Mirza Baig,13302-8025190-6,400910.0,0313-6603625,Islamabad,ICT
Asma Bukhari,S/O Salman Gondal,61101-5529124-9,13150.0,0322-1052235,Larkana,Sindh
Mehwish Rafiq,S/O Zubair Rizvi,54000-9707087-5,3495050.0,0333-6745242,Abbottabad,KPK
Baig Qureshi,S/O Muhammad Mirza,21301-7296953-3,1543480.0,0300-9962738,Larkana,Sindh
Khalid Raja,S/O Sana Qureshi,13302-1926499-2,730470.0,0346-5749893,Gwadar,Balochistan
Syed Raza,S/O Sajid Gondal,44000-3376537-2,3984970.0,0301-7267813,Islamabad,ICT
Malik Nawaz,S/O Rizwan Chattha,13302-4375409-5,126040.0,0321-5301840,Sargodha,Punjab
Fatima Chaudhry,S/O Kamran Nawaz,13302-2927428-3,437220.0,0303-8368398,Quetta,Balochistan
Bilal Abbasi,S/O Kashif Raza,61101-6217599-3,204910.0,0332-8865639,Faisalabad,Punjab
Salman Malik,S/O Chaudhry Baig,42101-2879666-3,267750.0,0345-9830319,Rawalakot,Azad Kashmir
محمد علی,S/O عائشہ احمد,42101-1832687-9,759010.0,0311-5516344,Quetta,Balochistan
Uzma Hussain,S/O Mehwish Bhatti,35202-4550852-8,1547510.0,0333-5046844,Quetta,Balochistan
Ahmed Rizvi,S/O Sidra Tarar,13302-8105112-5,174550.0,0346-5031051,Gwadar,Balochistan
Naveed Qureshi,S/O Aamir Hussain,21301-1940615-8,57490.0,0346-2816519,Chilas,Gilgit-Baltistan
Sana Virk,S/O Ayesha Butt,42101-8983760-1,57390.0,0345-2971598,Gilgit,Gilgit-Baltistan
Ahmed Virk,S/O Iqra Jafri,44000-1712357-6,0.0,0313-8840207,Lahore,Punjab
Fatima Karim,S/O Asma Raza,44000-7115138-9,72080.0,0333-2033285,Skardu,Gilgit-Baltistan
Sheikh Gilani,S/O Rukhsar Akhtar,35202-2656180-7,793190.0,0311-6399467,Turbat,Balochistan
Hashmi Hashmi,S/O محمد علی,42101-8556961-7,0.0,0302-4239823,Rawalakot,Azad Kashmir
Asif Nawaz,,44000-4088269-9,723830.0,0346-7827456,Bannu,KPK
Rabia Zaidi,S/O Naeem Qureshi,13302-3418521-2,332180.0,0302-7923746,Gilgit,Gilgit-Baltistan
Maryam Latif,S/O Hashmi Chaudhry,61101-7100417-6,114270.0,,Rawalakot,Azad Kashmir
Mirza Raza,S/O Adnan Karim,54000-5105930-3,78140.0,0300-9008504,Sargodha,Punjab
Sobia Gilani,,54000-9587835-9,283970.0,0302-2635391,Sialkot,Punjab
Uzma Zaidi,S/O Kamran Gujjar,61101-2471016-9,232420.0,0331-9576556,Turbat,Balochistan
Bilal Virk,S/O Sajid Ahmed,13302-8323144-2,701510.0,0321-8281109,Gwadar,Balochistan
Shoaib Abbasi,S/O Shazia Virk,61101-1119889-8,580440.0,0333-1037242,Abbottabad,KPK
Mirza Qureshi,S/O Adnan Ahmed,35202-4261477-4,55270.0,0333-2473857,Sialkot,Punjab
Asma Butt,S/O Naveed Syed,54000-1437625-6,0.0,0302-9427608,Gwadar,Balochistan
Ali Khan,S/O Noor Syed,42101-8202029-3,1162590.0,0303-8018607,Sargodha,Punjab
Hussain Abbasi,S/O Ayesha Hameed,44000-5532009-1,563060.0,0311-2202966,Skardu,Gilgit-Baltistan
Waseem Naqvi,S/O Arif Malik,,284710.0,0300-2014128,Mirpurkhas,Sindh
Naveed Hussain,S/O Salman Virk,35202-9829517-8,734000.0,0303-9695105,Skardu,Gilgit-Baltistan
Muhammad Syed,S/O Raja Bhatti,44000-9131271-4,1790980.0,0345-8002064,Gilgit,Gilgit-Baltistan
Noor Rana,S/O مریم چودھری,44000-1412512-8,445400.0,0322-6931535,Bahawalpur,Punjab
Khalidd Akhtar,S/O احمد خان,44000-3542507-3,327120.0,0301-4533419,Islamabad,ICT
Malik Virk,S/O Sidra Gilani,13302-3160312-2,25460.0,0333-8981554,Turbat,Balochistan
Sheikh Butt,S/O Ayesha Butt,61101-1728773-9,1324450.0,0345-7396087,Islamabad,ICT
Omar Gondal,S/O Ayesha Rafiq,54000-2397572-9,454740.0,0345-7752669,Larkana,Sindh
ابراہیم ملک,S/O Rukhsar Bukhari,13302-2041906-8,2006320.0,0312-5233280,Islamabad,ICT
Hassan Rizvi,S/O Kamran Virk,44000-5013424-3,929400.0,0303-1529528,Mardan,KPK
