canonical_name,father_name,cnic,account_number,annual_credit_card_expense,avg_balance,account_open_date,account_status,avg_expenditure
Ahmed Ali,S/O Faisal Tarar,42101-9356059-3,PK0010695411648,0.0,724300.0,2000-12-13,Active,26376.0
Mohammad Hameed,S/O Waseem Akhtar,42101-4226049-9,PK0003173955669,0.0,77767360.0,2009-05-30,Active,292311.0
,,44000-7933281-2,PK0009266457342,882578.0,35927770.0,2005-08-24,Active,407486.0
Bushra Sandhu,S/O Salman Rizvi,61101-2965397-1,PK0008417476097,0.0,4378220.0,2019-07-30,Active,5097.0
Imran Butt,S/O Fatima Hameed,21301-8180834-6,PK0014382769127,0.0,22271670.0,2005-11-20,Active,32815.0
Maryam Aslam,S/O Mohammad Mirza,13302-2436971-7,PK0009494184264,0.0,9204810.0,2018-02-03,Active,24648.0
Kamran Tarar,S/O Nadia Abbasi,54000-3818861-6,PK0008100772905,0.0,3285780.0,2016-09-30,Active,13129.0
Shazia Butt,S/O Aamir Chaudhry,21301-4252281-7,PK0013785075265,0.0,16074010.0,2015-06-24,Active,61352.0
Rukhsar Iqbal,S/O علی حسین,42101-8768138-1,PK0009506994931,0.0,60113850.0,2004-11-28,Active,143450.0
Naeem Bukhari,S/O Rizwan Gujjar,21301-8918739-2,PK0012299215925,0.0,27759000.0,2004-04-14,Active,126878.0
Rizwan Bukhari,S/O Rizwan Sheikh,54000-4270602-9,PK0015120100290,0.0,20760440.0,2006-07-29,Dormant,46660.0
Baig Chtatha,S/O Hassan Gilani,13302-6788681-8,PK0010490922764,2902621.0,62972990.0,2013-11-22,Active,323742.0
Mehwish Rafiq,S/O Shazia Virk,35202-1658289-8,PK0013765931799,0.0,3871460.0,2015-04-26,Active,17565.0
Sana Virk,S/O Usman Syed,35202-8534089-8,PK0004444342661,0.0,30869370.0,2017-09-21,Active,104576.0
Fatima Chaudhry,S/O Qureshi Ahmed,35202-3517534-7,PK0012168012695,6642746.0,603258210.0,2004-03-22,Active,1416887.0
Mirza Chaudhry,,13302-8933104-9,PK0011678700154,0.0,13730250.0,2021-10-25,Active,61439.0
Faisal Hussain,S/O Hina Chattha,13302-2679778-6,PK0014516065124,0.0,18835920.0,2001-05-14,Dormant,38409.0
Baig Malik,S/O Asif Zaidi,13302-9306463-6,PK0004662715631,0.0,2841150.0,2000-08-11,Active,27812.0
عائشہ احمد,S/O Salman Malik,44000-9979905-5,PK0011634239338,0.0,0.0,2004-04-13,Active,33045.0
Baig Gujjar,S/O Ahmed Mirza,61101-7376612-6,PK0013692134048,0.0,5666420.0,2017-08-13,Active,20157.0
Rizwan Aslam,S/O Syed Hameed,54000-8983343-8,PK0003758245879,0.0,53215720.0,2011-04-23,Active,124965.0
Aamir Gilani,S/O Shoaib Bhatti,42101-2498890-3,PK0005446389157,0.0,37236790.0,2021-01-29,Active,46345.0
,S/O عائشہ احمد,42101-1832687-9,PK0007788165352,2665966.0,181474750.0,2002-02-24,Active,260046.0
Ali TTarar,S/O Kamran Bukhari,21301-6006299-3,PK0006218609961,0.0,41849920.0,2021-08-06,Active,72127.0
Asif Rizvi,S/O نادیہ رضا,44000-7062468-1,PK0002661782298,0.0,9278110.0,2003-09-16,Dormant,19244.0
عمر شیخ,S/O Kashif Raja,44000-6970859-4,PK0011171596938,0.0,37340240.0,2007-09-04,Dormant,47325.0
Chaudhry Ansari,S/O Malik Aslam,54000-3600200-9,PK0001996782035,0.0,24301360.0,2001-01-19,Active,29359.0
Shazia Chaudhry,S/O Ahmed Raja,61101-8759060-4,PK0003291811951,0.0,0.0,2016-12-11,Active,53449.0
Sajid Cheema,S/O Amna Chattha,21301-6110010-8,PK0014133579936,0.0,5380060.0,2021-12-18,Active,40750.0
صنا ملک,S/O Rukhsar Aslam,54000-9274967-7,PK0004214949614,0.0,855970.0,2011-10-06,Active,12277.0
Waseem Naqvi,S/O S/O عائشہ احمد,54000-7082121-2,PK0008305746804,0.0,5248650.0,2019-06-10,Active,11018.0
Hassan Sandhu,S/O Imran Rizvi,13302-2849578-8,PK0002134163406,0.0,32944810.0,2016-07-26,Active,46051.0
Hina Sandhu,S/O Syed Sandhu,42101-8693917-1,PK0010789075603,0.0,4873630.0,2001-10-27,Active,17074.0
Adnan Khan,S/O Naveed Zaidi,44000-4163587-4,PK0014517254802,0.0,2677520.0,2014-04-25,Frozen,47499.0
Tariq Ali,S/O Naeem Sandhu,44000-8594351-9,PK0011626036464,0.0,9473650.0,2021-08-23,Active,39878.0
Salman Butt,S/O Qureshi Virk,61101-6931509-4,PK0009769983207,0.0,6838590.0,2013-07-12,Active,27765.0
Naveed Bhatti,S/O Mehwish Zaidi,13302-2419946-7,PK0012733830783,0.0,8235610.0,2010-12-08,Active,76383.0
Raja Raja,S/O Chaudhry Nawaz,35202-7030060-7,PK0005152705290,0.0,18131920.0,2013-04-02,Active,62521.0
Rabia Akhtar,S/O Salman Sheikh,54000-5707149-8,PK0006336999287,0.0,58764250.0,2000-02-23,Active,180711.0
Uzma Sheikh,S/O Baig Mirza,42101-8236321-4,PK0010870780411,0.0,8301800.0,2007-02-26,Active,27534.0
Syed Latif,S/O Maryam Syed,21301-8991958-1,PK0002114051099,0.0,45194820.0,2019-05-05,Active,0.0
Kashif Gujjar,S/O احمد خان,42101-2290546-9,PK0015324130818,0.0,7455260.0,2008-12-23,Active,58803.0
Khalid Mirza,S/O Asif Jafri,,PK0011627642633,0.0,37637020.0,2008-10-11,Active,46977.0
Saira Hussain,S/O Bilal Akhtar,13302-6487324-9,PK0015993436624,0.0,2644860.0,2011-04-08,Active,6564.0
,S/O Faisal Nawaz,13302-1134133-8,PK0002602574675,0.0,38816490.0,2008-10-15,Active,130862.0
Mehwish Mirza,,54000-1568626-6,PK0013786031600,0.0,8633260.0,2000-06-15,Active,29314.0
Kamran Iqbal,S/O Ayesha Mirza,44000-4759700-8,PK0001487541399,0.0,2177940.0,2003-08-25,Active,2629.0
Mirza Baig,S/O Malik Syed,21301-8978779-5,PK0009898302819,0.0,45806980.0,2021-06-25,Active,115400.0
Nadia Raja,S/O Zubair Syed,61101-1875431-8,PK0015546626348,0.0,58240710.0,2016-10-22,Active,152091.0
Hashmi Virk,S/O Amna Syed,21301-8459060-7,PK0014496284441,0.0,73576690.0,2018-06-15,Frozen,0.0
Uzma Abbasi,S/O Salman Gilani,44000-3265190-3,PK0013860674986,0.0,43749040.0,2022-12-20,Active,174185.0
Qureshi Hashmi,S/O Naveed Naqvi,35202-6223433-9,PK0001984379899,0.0,27590590.0,2007-12-02,Active,144592.0
Sajid Aslam,S/O Salman Sandhu,35202-6492824-3,PK0010385417366,0.0,13192540.0,2008-04-26,Active,57212.0
Imran Gujjar,S/O Usman Gilani,42101-5153632-2,PK0009143650990,0.0,19298770.0,2022-07-12,Active,35737.0
Adnan Malik,S/O Nadia Qureshi,42101-4763279-9,PK0012175578677,0.0,10555110.0,2015-07-02,Active,105789.0
Mohammad Chaudhry,S/O Aamir Hameed,13302-2423837-3,PK0014426315031,0.0,27888950.0,2012-01-27,Active,118749.0
Naveed Baig,S/O Asma Khan,42101-6178936-7,PK0002331820924,0.0,30080670.0,2000-09-11,Active,181156.0
Bilal Nawaz,S/O S/O Uzma Hussain,35202-7289990-4,PK0009204281005,0.0,1476410.0,2009-05-23,Active,66856.0
Kashif Sheikh,S/O Noor Cheema,35202-4165058-5,PK0002878647434,0.0,11279320.0,2016-10-16,Active,49373.0
Fatima Zaidi,S/O Noor Ali,44000-3155940-9,PK0004670866707,0.0,47034190.0,2016-01-08,Active,62640.0
Ibrahim Butt,S/O Hassan Cheema,54000-7271632-6,PK0007303431575,0.0,3402900.0,2016-06-07,Active,12185.0
Sana hKan,S/O Ahmed Naqvi,35202-4207127-6,PK0004664994379,2942831.0,52212260.0,2017-05-26,Active,475750.0
محمد علی,S/O Shoaib Raza,44000-7770605-8,PK0011367107264,0.0,67440260.0,2006-05-21,Dormant,263655.0
Ahmed Naqvi,S/O Zubair Chaudhry,61101-3337057-9,PK0010771437657,11006675.0,322336950.0,2022-04-29,Active,821591.0
Rabia Karim,S/O Rukhsar Bukhari,61101-2888331-6,PK0003699602642,0.0,35021320.0,2003-02-25,Active,70197.0
Kamran Cheema,S/O Mehwish Rafiq,21301-7250758-2,PK0012699299989,0.0,10049270.0,2006-04-20,Frozen,27151.0
Uzma Latif,S/O Maryam Raja,44000-7608570-2,PK0007901127771,0.0,6909570.0,2012-04-16,Active,21274.0
Buhra Virk,,54000-3928275-5,PK0002922790554,0.0,26610960.0,2016-02-19,Active,0.0
Zainab Virk,S/O Khalid Bukhari,61101-4517655-1,PK0011719080517,0.0,7408200.0,2017-11-11,Active,27866.0
,S/O Raja Rafiq,35202-1749647-7,PK0006824230874,0.0,21673970.0,2000-05-24,Active,83026.0
Naeem Rizvi,,54000-7007810-3,PK0008854357762,0.0,17581600.0,2021-01-21,Dormant,83994.0
Rabia Ali,S/O Hashmi Latif,61101-7617987-5,PK0011558568278,2320553.0,128133440.0,2001-06-07,Active,331136.0
Ali Mirza,S/O Omar Bukhari,,PK0015211779101,0.0,14670740.0,2013-01-27,Active,36829.0
Fatima Zaidi,S/O S/O Uzma Abbasi,44000-1161102-7,PK0003950899166,0.0,5398840.0,2018-01-09,Dormant,24233.0
Ibrahim Syed,S/O Sobia Ansari,35202-5647258-3,PK0003690520920,0.0,2637890.0,2018-11-10,Active,41120.0
Iqra Cheema,S/O Asma Raza,,PK0007641909751,0.0,7289900.0,2018-04-16,Active,21771.0
Rabia Tarar,S/O Bilal Gujjar,54000-1156397-6,PK0006806019487,0.0,8087370.0,2005-07-20,Active,26340.0
Sidra Rizvi,S/O Chaudhry Naqvi,35202-8531486-7,PK0003673271266,0.0,494190.0,2021-05-13,Active,4612.0
Faisal Raja,S/O Imran Ali,35202-1388136-6,PK0010575680693,0.0,18411590.0,2019-07-05,Active,44030.0
Bilal Zaidi,S/O Zainab Zaidi,61101-7729241-7,PK0015478305093,0.0,66698610.0,2017-11-27,Active,147806.0
Hina Zaidi,S/O Rabia Bhatti,13302-8095702-1,PK0015438395096,4518281.0,185747950.0,2022-08-29,Active,624218.0
Mehwish Chattha,S/O Raja Rizvi,,PK0009448594692,0.0,5531690.0,2008-09-03,Active,65237.0
Rukhsar Latif,S/O Aamir Rana,13302-4779679-4,PK0014499130788,0.0,47916240.0,2000-01-31,Active,311146.0
Asma Qureshi,S/O Mohammad Ahmed,54000-8070308-2,PK0007920536715,0.0,48858760.0,2004-03-15,Dormant,54007.0
Naveed Rafiq,S/O Hina Iqbal,42101-4039328-3,PK0011562340417,0.0,39974830.0,2022-08-06,Active,167024.0
Bushra Gondal,S/O Sobia Abbasi,44000-9943762-6,PK0014879394493,0.0,84364710.0,2005-04-03,Frozen,176637.0
Imran Cheema,,61101-9241081-8,PK0006753278884,0.0,65886190.0,2002-12-08,Active,121320.0
Bilal Rizvi,S/O Syed Hameed,44000-1996308-8,PK0004704672023,0.0,9674200.0,2011-10-26,Active,59899.0
Uzma Gujjar,S/O Muhammad Hussain,13302-8789481-6,PK0009329703585,0.0,12244880.0,2008-01-04,Active,39808.0
Sheikh Chattha,S/O Mohammad Khan,13302-5031599-1,PK0007922172936,0.0,1830290.0,2001-08-15,Active,3314.0
Omar Tarar,S/O Naveed Jafri,61101-5546689-6,PK0009899484915,0.0,0.0,2004-04-10,Active,37865.0
Hussain Butt,S/O Sidra Nawaz,21301-6524789-5,PK0005486556226,0.0,12595630.0,2008-07-24,Frozen,50054.0
Naeem Tarar,,54000-9525883-6,PK0008580499237,0.0,2247570.0,2014-03-27,Dormant,9146.0
Uzma Bukhari,S/O Baig Bhatti,61101-1733490-6,PK0007100210054,5062602.0,463175000.0,2018-10-14,Active,1195037.0
Aamir Rizvi,S/O Ahmed Zaidi,,PK0012137219006,0.0,9687020.0,2003-01-15,Active,69052.0
Usman Sheikh,S/O Zubair Chattha,54000-8843817-7,PK0005739695468,0.0,9968070.0,2014-09-04,Active,26132.0
ابراہیم ملک,S/O Sheikh Khan,,PK0001655778818,0.0,2378590.0,2006-08-23,Active,39869.0
Kamran Abbasi,S/O Khalid Qureshi,42101-4361682-4,PK0003424100009,0.0,8877070.0,2016-07-04,Active,69211.0
Iqra Shiekh,S/O Waseem Cheema,21301-2319117-7,PK0001422481128,0.0,39401640.0,2002-05-23,Dormant,91356.0
,S/O Naeem Chattha,21301-2533486-9,PK0004330664237,0.0,16270890.0,2020-12-13,Active,29029.0
Faisal Gujjar,S/O Shazia Tarar,61101-3769025-3,PK0014438126323,0.0,769620.0,2003-09-11,Active,12860.0
,S/O Kashif Gondal,21301-7943043-7,PK0001928416590,0.0,7960430.0,2002-02-24,Active,56519.0
Rukhsar Butt,S/O Ayesha Sheikh,54000-8219354-9,PK0014840580333,0.0,0.0,2019-12-08,Active,94186.0
Muhammad Syed,S/O Rizwan Sandhu,54000-5788942-8,PK0014396306713,0.0,33777990.0,2022-05-11,Active,0.0
Hussain Bukhair,S/O Waseem Sandhu,42101-3479259-7,PK0015694491286,0.0,0.0,2005-05-06,Active,141614.0
Bushra Syed,S/O Asif Virk,44000-9299933-3,PK0009697347361,0.0,13880250.0,2016-12-12,Active,15737.0
Shazia Iqbal,S/O Chaudhry Ansari,42101-4661954-4,PK0010713763535,0.0,9593140.0,2016-06-22,Active,105738.0
Nadia Baig,S/O Sidra Rafiq,54000-7450866-9,PK0003201240032,0.0,11804680.0,2007-04-25,Frozen,33270.0
Husasin Aslam,S/O S/O Imran Hashmi,13302-1582647-9,PK0001594318319,0.0,918410.0,2007-09-08,Frozen,6674.0
Amna Cheema,S/O Rizwan Aslam,21301-1909393-4,PK0006267618731,3325695.0,27882480.0,2019-12-26,Active,447800.0
Naveed Syed,S/O Ayesha Aslam,13302-3025152-8,PK0003384528891,967183.0,5995540.0,2005-09-21,Dormant,130350.0
Chaudhry Ali,S/O Hamid Cheema,42101-8998464-9,PK0006725084928,0.0,24815510.0,2010-06-10,Active,0.0
Kashif Bhatti,S/O عمر شیخ,54000-1590299-7,PK0004350175561,0.0,16801470.0,2009-08-10,Active,27193.0
Sidra Raza,S/O نادیہ رضا,44000-5042661-6,PK0005970884334,2659405.0,162680510.0,2002-11-01,Active,444533.0
Raja Gilani,S/O Sidra Syed,,PK0005198682372,0.0,51473290.0,2017-01-21,Active,61354.0
Asma Karim,S/O Hamid Latif,21301-7814419-8,PK0010529280096,0.0,5910690.0,2014-11-12,Active,31571.0
Aamir Sheikh,S/O Usman Abbasi,54000-6816998-7,PK0010333471497,0.0,45392610.0,2009-12-10,Active,0.0
عمر شیخ,S/O Rukhsar Rafiq,44000-6580558-9,PK0012182894551,0.0,32813840.0,2021-04-14,Active,41579.0
Fatima Akhtar,S/O Malik Ahmed,61101-3981877-4,PK0012448635435,3515496.0,38468460.0,2018-02-19,Active,859654.0
Hussain Malik,S/O Khalid Virk,21301-5848501-8,PK0013618116050,2235281.0,99135370.0,2010-08-14,Active,356579.0
,S/O Fatima Iqbal,42101-7463257-2,PK0003624282788,628310.0,150904630.0,2009-06-09,Dormant,389036.0
Imran Malik,S/O Khalid Karim,54000-9382875-9,PK0014840447097,0.0,6159720.0,2006-11-15,Active,12422.0
Naeem Akhtar,S/O Waseem Hashmi,61101-3883303-9,PK0012718724891,0.0,38865560.0,2016-08-19,Active,69509.0
Adnan Hashmi,S/O Amna Virk,13302-9680996-6,PK0014202396373,0.0,13950000.0,2015-03-05,Active,23644.0
,S/O Rizwan Raja,61101-1329689-4,PK0010789615654,0.0,26547990.0,2015-07-24,Dormant,43830.0
Rukhsar Gilani,S/O Tariq Chaudhry,21301-6923972-9,PK0005140127441,0.0,21053360.0,2017-12-08,Dormant,54070.0
Rabia Sandhu,S/O Fatima Syed,21301-4394250-1,PK0012967949720,0.0,44081270.0,2002-01-22,Active,75504.0
Uzma Bukhari,S/O Uzma Sandhu,61101-9055771-3,PK0010509682018,0.0,24868050.0,2009-01-07,Active,62138.0
Raja Bhatti,S/O Ali Jafri,42101-7240267-2,PK0002937649523,0.0,31185630.0,2003-07-19,Active,41959.0
Rukhsar Nawaz,S/O Ali Gujjar,61101-2236713-3,PK0001927749187,0.0,12925720.0,2009-01-12,Active,56672.0
Bushra Ali,S/O Bilal Chaudhry,42101-9890625-5,PK0006473587211,0.0,1738930.0,2005-08-03,Active,0.0
Mirza Butt,S/O Maryam Rafiq,21301-6068760-4,PK0015977399222,3741346.0,141124870.0,2016-04-16,Active,540626.0
Raja Abbasi,,21301-6355544-5,PK0007547236783,0.0,11709840.0,2014-12-14,Dormant,45846.0
Noor Latif,S/O Hussain Chaudhry,35202-4605302-9,PK0015229429404,0.0,38099090.0,2011-02-21,Dormant,113661.0
Bushra Virk,S/O Hamid Baig,21301-5382810-5,PK0014927200028,0.0,23680520.0,2017-08-15,Dormant,38620.0
Naeem Bukhari,S/O Shazia Rana,54000-5183604-4,PK0004902813840,0.0,48967240.0,2010-03-24,Active,249714.0
Noor Akhtar,S/O Baig Malik,21301-1573489-2,PK0011746716453,0.0,66387450.0,2007-01-14,Active,82325.0
Uzma Bhatti,S/O صنا ملک,35202-6054911-6,PK0015112277573,0.0,5160840.0,2005-01-12,Active,31940.0
Ibrahim Virk,S/O Asma Chaudhry,44000-9796605-8,PK0011934746883,0.0,3110110.0,2017-03-31,Active,16509.0
Sheikh Qureshi,S/O Noor Gilani,13302-1491808-6,PK0011510692249,0.0,51828350.0,2019-09-09,Active,69199.0
Ayesha Abbasi,S/O Fatima Ali,54000-5374038-4,PK0001427258676,0.0,9394120.0,2013-03-07,Active,0.0
,S/O Naveed Naqvi,44000-2929831-5,PK0009144219109,648482.0,98940850.0,2021-07-25,Active,209186.0
عائشہ احمد,S/O Naeem Zaidi,44000-9288026-7,PK0006679745130,0.0,12891200.0,2005-02-13,Active,74694.0
مریم چودھری,S/O Maryam Rafiq,13302-7640518-5,PK0010260610323,0.0,73500.0,2019-06-01,Active,2716.0
Rabia Mirza,S/O Hassan Hameed,54000-7567222-1,PK0006639449617,0.0,86939580.0,2022-07-27,Active,185107.0
Asma Hussain,S/O Sana Syed,35202-6715202-2,PK0012337079167,0.0,3438780.0,2011-02-19,Active,7134.0
Asma Raja,S/O Ibrahim Latif,54000-1410292-4,PK0003154245232,0.0,91236830.0,2006-11-17,Active,159240.0
Muhammad Akhtar,S/O Sidra Cheema,54000-6001552-3,PK0011885526510,0.0,87383290.0,2000-07-05,Active,267645.0
Faisal Latif,S/O Hassan Jafri,21301-2592747-4,PK0007578476787,2403767.0,49129380.0,2006-03-06,Active,385742.0
Hamid Butt,S/O Maryam Naqvi,35202-9446601-8,PK0013739018322,0.0,23146700.0,2008-08-07,Active,50587.0
Hina Akhtar,S/O Rukhsar Akhtar,54000-7252171-7,PK0010641949014,0.0,86916830.0,2007-10-05,Active,192471.0
Amna Nawaz,S/O Khalid Rafiq,61101-6810724-7,PK0002338462628,0.0,10417680.0,2004-05-30,Active,70960.0
Sheikh Tarar,S/O Sana Hameed,42101-5199995-6,PK0007411152157,0.0,66345750.0,2009-08-31,Active,196452.0
Sajid Syed,S/O S/O Shoaib Khan,21301-3071506-3,PK0013523400459,0.0,2958770.0,2000-10-29,Active,9244.0
Asif Gujjar,S/O Salman Chaudhry,61101-5315835-7,PK0003241936908,0.0,7139700.0,2008-07-05,Active,59035.0
عمر شیخ,S/O Tariq Gujjar,21301-5855014-9,PK0006188632141,0.0,10201120.0,2019-01-29,Frozen,41726.0
Tahir Latif,S/O Faisal Virk,,PK0008713579662,0.0,11211770.0,2017-02-27,Active,37999.0
Zainab Ansari,S/O Bilal Syed,13302-2906592-6,PK0012152947385,0.0,1990460.0,2012-12-17,Active,12817.0
Ayesha Gujjar,S/O Chaudhry Nawaz,35202-7666403-4,PK0009528628393,0.0,32075340.0,2014-12-06,Active,75926.0
Hassan Iqbal,S/O Bilal Nawaz,54000-2375897-6,PK0005191352864,0.0,21100680.0,2017-05-22,Dormant,95545.0
Hassan Karim,S/O Faisal Tarar,61101-5942041-8,PK0007638828465,4756061.0,137889710.0,2013-03-16,Active,861213.0
Raja Tarar,S/O Hina Karim,44000-7178250-3,PK0007930888412,0.0,21341890.0,2009-07-15,Dormant,66444.0
محمد احمد,S/O Shoaib Iqbal,54000-6888511-9,PK0012239989275,0.0,19996350.0,2010-02-08,Active,50360.0
Naeem Bukhari,S/O Rizwan Gujjar,21301-8918739-2,PK0013244816382,0.0,49063310.0,2019-09-03,Active,102694.0
Asma Sheikh,S/O Ali Raja,21301-8115666-4,PK0008700539700,0.0,69798610.0,2003-11-27,Active,137014.0
Naveed Syed,S/O S/O Tariq Akhtar,61101-9787997-3,PK0004623836867,0.0,39382270.0,2007-08-28,Active,116882.0
Aamir Raja,S/O Ahmed Syed,44000-4001408-9,PK0007800346424,1060013.0,93575020.0,2009-04-24,Active,107795.0
Mirza Hussain,S/O Usman Qureshi,21301-1926012-2,PK0010310560020,0.0,53248490.0,2017-11-15,Active,163641.0
Waseem Bukhari,,,PK0009761421566,0.0,5233760.0,2013-01-25,Active,53713.0
Malik Malik,S/O Fatima Bukhari,35202-9112071-5,PK0012662906773,0.0,28746560.0,2020-08-16,Active,55329.0
Nadia Nawaz,S/O Asma Khan,21301-5242818-7,PK0004360183853,0.0,8198050.0,2015-10-17,Dormant,40760.0
Shazia Hameed,S/O Shoaib Tarar,35202-9080319-1,PK0002385891368,0.0,26724930.0,2008-02-20,Active,39326.0
Khalid Khan,S/O Hussain Akhtar,54000-9255737-4,PK0013561779564,0.0,963390.0,2017-08-05,Active,39484.0
Ali Trar,S/O Ali Jafri,54000-6318713-9,PK0006835231799,1933126.0,74702650.0,2005-02-09,Frozen,289538.0
Fatima Bhatti,,61101-6972159-2,PK0015718494872,0.0,20630110.0,2018-10-12,Active,69115.0
SheikhHashmi,S/O Mehwish Raza,61101-8979590-8,PK0002220828027,0.0,69836740.0,2014-02-06,Active,131765.0
Rizwan Sheikh,S/O Raja Tarar,21301-5181690-1,PK0011544080348,0.0,6046130.0,2016-05-10,Frozen,45343.0
Ahmed Gilani,S/O Tahir Chattha,54000-7100474-1,PK0007492203150,0.0,52337270.0,2015-02-18,Dormant,167036.0
Asif Hussain,S/O Mirza Latif,21301-1613218-1,PK0006304536802,0.0,28152600.0,2014-06-03,Dormant,97778.0
Malik Naqvi,S/O Qureshi Naqvi,35202-8541105-7,PK0006469930807,0.0,17617610.0,2021-08-09,Active,78936.0
Anan Sheikh,S/O Iqra Aslam,21301-9424230-6,PK0010803740977,0.0,18138700.0,2007-07-12,Dormant,113744.0
Asma Raza,S/O Amna Bhatti,42101-3960067-8,PK0001926438998,0.0,11076210.0,2019-07-30,Active,31455.0
Waseem Sandhu,S/O Asma Hashmi,35202-1219506-7,PK0005281736451,0.0,105419050.0,2013-02-23,Active,133746.0
Mohammad Bukhari,S/O Asma Ali,42101-8798796-4,PK0006761662253,0.0,4704970.0,2014-10-20,Active,35827.0
Hina Qureshi,S/O فاطمہ خان,13302-1778149-2,PK0014961995665,0.0,18556410.0,2011-12-29,Active,36292.0
Khalid Gujjar,S/O Shoaib Raza,21301-2313947-5,PK0008769136744,0.0,2919490.0,2016-01-03,Dormant,11861.0
Qureshi Chaudhry,S/O Maryam Malik,44000-4842459-5,PK0003572944000,0.0,21553610.0,2009-12-05,Active,31765.0
Hina Chattha,S/O Bilal Zaidi,44000-7067867-7,PK0001978505410,0.0,2079600.0,2004-01-30,Active,18792.0
Saira Qureshi,S/O Kamran Hameed,42101-8998103-3,PK0004314410364,0.0,11898650.0,2001-09-04,Active,60641.0
Nadia Abbasi,S/O Bilal Hashmi,42101-1805209-6,PK0011501387022,0.0,15462410.0,2020-10-06,Active,101507.0
Chaudhry Butt,S/O Shoaib Bukhari,61101-8844678-1,PK0003913610452,0.0,108940610.0,2008-03-16,Dormant,306506.0
Qureshi Hashmi,S/O Sajid Hameed,35202-7032073-8,PK0012192142552,0.0,28073050.0,2001-12-13,Active,206301.0
Faisal Gujjar,S/O Malik Hameed,13302-5240908-6,PK0002894119729,0.0,15835610.0,2006-06-09,Active,106421.0
Tariq Hussain,S/O Hussain Abbasi,44000-7756586-6,PK0001360971128,0.0,13521150.0,2001-07-24,Active,35966.0
Chaudhry Latif,S/O Faisal Khan,44000-4845687-1,PK0010258567048,0.0,28674290.0,2021-10-25,Active,62165.0
Faisal Naqvi,S/O نادیہ رضا,21301-5719731-2,PK0014993830749,1991648.0,101437060.0,2001-08-27,Frozen,149256.0
Rizwan Rizvi,S/O Sidra Hussain,21301-7465654-3,PK0014408899514,626615.0,65606130.0,2005-07-08,Active,167044.0
Raja Baig,S/O Qureshi Sandhu,,PK0001468584828,0.0,46967100.0,2020-12-13,Active,188498.0
Rizwan Ahmed,S/O Muhammad Baig,44000-4119485-8,PK0012963589906,0.0,15862500.0,2005-04-07,Active,131036.0
Iqra Syed,S/O Iqra Chattha,13302-5198676-5,PK0002427618008,0.0,2452810.0,2017-08-30,Active,56947.0
Zubair Jafri,S/O Rukhsar Butt,54000-2204445-3,PK0008605936741,0.0,130313870.0,2020-05-10,Active,279235.0
Bilal Aslam,S/O Sana Bhatti,61101-5873688-6,PK0001456349916,0.0,44289540.0,2005-08-05,Active,67968.0
Sana Ahmed,S/O Sana Rizvi,54000-4948271-2,PK0004894582888,1369162.0,171808860.0,2016-12-24,Active,278067.0
Waseem Sheikh,S/O زینب علی,21301-9248935-7,PK0009327499388,0.0,13246020.0,2017-01-21,Active,87712.0
Mehwish Virk,S/O Arif Karim,42101-4418391-2,PK0004686718533,0.0,0.0,2020-05-16,Frozen,38585.0
Muhammad Hashmi,S/O Fatima Sandhu,13302-3262204-2,PK0009905687707,0.0,22565840.0,2000-02-29,Active,58483.0
Fatima Akhtar,S/O Ayesha Gondal,35202-3525076-8,PK0005689269569,0.0,2690120.0,2007-11-30,Active,5167.0
Omar Ali,S/O Arif Karim,13302-5937298-8,PK0008768986243,0.0,0.0,2003-02-24,Active,65182.0
Syed Bukhari,S/O Hina Iqbal,42101-3655793-2,PK0012251770634,0.0,50495760.0,2010-06-25,Active,197850.0
Mirza Bhatti,S/O Bushra Jafri,21301-1620820-6,PK0012850282713,0.0,48297960.0,2011-08-28,Active,151904.0
Uzma Ansari,S/O Omar Tarar,21301-3605308-6,PK0011119744516,0.0,20652340.0,2004-09-08,Active,120110.0
Sajid Butt,S/O Omar Butt,54000-6674401-7,PK0007725996789,0.0,6653980.0,2015-09-29,Active,124247.0
Shazia Rafiq,S/O Maryam Aslam,42101-2750075-1,PK0015812458132,0.0,5212550.0,2002-07-06,Active,0.0
Ibrahim Ansari,S/O Ahmed Rizvi,42101-1781217-2,PK0009146688450,0.0,15284730.0,2002-12-13,Active,35850.0
Saira Rafiq,S/O Sana Latif,13302-4004050-8,PK0005282879331,0.0,5468510.0,2021-06-06,Active,91199.0
Shoaib Gilani,S/O Zainab Nawaz,42101-4382050-5,PK0001404957218,0.0,29115600.0,2011-07-17,Active,107999.0
علی حسین,S/O S/O Kamran Chattha,44000-1121835-7,PK0004947384695,0.0,7670200.0,2021-05-16,Dormant,17004.0
Hassan Rafiq,S/O Faisal Sandhu,21301-1721426-5,PK0012763534625,0.0,20419770.0,2016-10-15,Active,159175.0
Arif Syed,S/O Raja Sheikh,44000-8409097-8,PK0005156999852,0.0,6073930.0,2003-12-12,Active,31478.0
Saira Raza,S/O Raja Aslam,21301-6127358-8,PK0008803040905,0.0,10407590.0,2013-05-23,Active,31385.0
Rizwan Latif,S/O Hamid Hashmi,54000-7741951-5,PK0001171508836,0.0,35481490.0,2016-09-23,Active,78303.0
Ahmed Ahmed,S/O Naveed Gujjar,44000-4172475-1,PK0007809069927,0.0,12082760.0,2013-03-06,Active,38933.0
