Owner_Name,Father_Name,CNIC,Owner_Number,Province,City,Society_Name,Property_Type,Plot_House_No,Area,Purchase_Year,Ownership_Status,Estimated_Market_Value,Contact_No
Salman Baig,S/O Sidra Rana,1330261824787,03017072773,Azad Kashmir,Muzaffarabad,G-9,House,820,22 Sq.Ft,2004,Sold,2727458,03017072773
Asif Chattha,S/O Hina Hashmi,2130176916943,03033683615,ICT,Islamabad,G-9,Apartment,833,14 Sq.Ft,2007,Rented,15430453,03016757408
Bilal Bhatti,S/O Usman Hameed,1330264853892,03223413787,Sindh,Hyderabad,Askari,Apartment,340,56 Marla,2016,Mortgaged,4731574,03223413787
Syed Ali,S/O Rabia Ali,,,Balochistan,Quetta,PAF Colony,Apartment,844,67 Sq.Ft,2001,Mortgaged,5414602,03027953090
Hashmi Mirza,S/O Asif Gujjar,3520232078391,03332839491,Sindh,Larkana,Gulshan-e-Iqbal,Apartment,907,74 Kanal,2005,Sold,4889178,03332839491
Ayesha Jafri,S/O Maryam Sandhu,5400097348855,03318529542,ICT,Islamabad,I-8,House,659,87 Kanal,2023,Owned,9200415,03318529542
فاطمہ خان,S/O Waseem Naqvi,13302-2874387-2,03458235132,Punjab,Lahore,Gulshan-e-Iqbal,Commercial Plot,774,86 Marla,2013,Owned,83485364,03458235132
Kashif Jafri,S/O Kashif Abbasi,5400091260768,03123761537,Balochistan,Hub,Askari,Residential Plot,678,91 Sq.Ft,1995,Rented,16487496,03022951556
Naeem Ltaif,S/O Fatima Raja,3520274362418,03211603663,ICT,Islamabad,Askari,House,677,91 Marla,2016,Rented,19602863,03211603663
Faisal Naqvi,S/O Omar Qureshi,1330247405535,03008841639,Gilgit-Baltistan,Gilgit,Saddar,Residential Plot,107,93 Sq.Ft,2004,Sold,1837438,03008841639
Maryam Raza,S/O Zainab Hashmi,6110184480652,03136274512,Punjab,Faisalabad,Saddar,Residential Plot,810,66 Marla,2013,Owned,382846,03136274512
Mehwish Sheikh,S/O Hassan Raja,4400015027169,03335128298,KPK,Mardan,PAF Colony,Apartment,18,25 Kanal,2008,Sold,7413926,03229087774
Rabia Latif,S/O Rizwan Qureshi,5400088687712,03116655864,Sindh,Karachi,E-11,Apartment,253,96 Kanal,2021,Rented,,03116655864
Waseem Abbasi,S/O Muhammad Raja,5400081940733,03328526197,Balochistan,Quetta,F-10,Apartment,651,30 Marla,2005,Rented,17089998,03328526197
عمر شیخ,S/O Shazia Rizvi,4210153653945,03465290146,Sindh,Mirpurkhas,Gulberg,Apartment,641,33 Kanal,1998,Rented,6109993,03339493741
Asif Akhtar,S/O Sheikh Baig,2130142651535,03457400259,Gilgit-Baltistan,Chilas,Saddar,Apartment,293,98 Marla,2014,Sold,11155802,03457400259
Bushra Ansari,S/O Fatima Tarar,6110137841063,03457228596,Balochistan,Hub,I-8,Apartment,542,35 Marla,2018,Sold,28147818,03457228596
,S/O Fatima Bhatti,4210162765557,03026446672,Punjab,Lahore,Gulberg,Apartment,307,8 Sq.Ft,2016,Rented,2246355,03026446672
محمد احمد,S/O Zubair Malik,2130137538304,03465162130,Punjab,Lahore,DHA,Apartment,534,67 Sq.Ft,2017,Mortgaged,29031105,03465162130
Arif Virk,S/O Tariq Syed,4210147082392,03136631223,Punjab,Gujranwala,PAF Colony,Apartment,184,72 Sq.Ft,1995,,11380099,03136631223
Rabia Hameed,S/O Hina Ansari,3520272881728,03002768217,Sindh,Mirpurkhas,Defence,House,15,89 Kanal,2001,Mortgaged,23908562,03122740587
Naveed Tarar,S/O ابراہیم ملک,5400027291419,03323495209,Sindh,Larkana,Defence,House,448,85 Kanal,2005,Mortgaged,,03323495209
Amna Ahmed,S/O Malik Jafri,6110167270977,03463946567,Azad Kashmir,Mirpur,Clifton,Apartment,804,82 Kanal,2002,Sold,622527,03463946567
Zubair Iqbal,S/O Amna Zaidi,3520292853203,03013795665,ICT,Islamabad,DHA,House,732,10 Kanal,2018,Sold,,03463609645
Rabia Sandhu,S/O Khalid Zaidi,6110175979805,03027229979,Azad Kashmir,Mirpur,Gulberg,Residential Plot,88,17 Kanal,1997,,28290052,03027229979
Chaudhry Rizvi,S/O Zubair Chattha,2130164736943,03224778634,KPK,Peshawar,Gulberg,Residential Plot,673,3 Sq.Ft,2006,Sold,7980513,03224778634
Adnan Karim,S/O Asma Zaidi,,03139465259,Balochistan,Khuzdar,F-10,Residential Plot,35,74 Kanal,1997,Owned,12890471,03139465259
Ayesha Aslam,S/O Omar Ali,3520223285588,,Punjab,Faisalabad,I-8,Apartment,422,26 Kanal,2018,Rented,7371878,03131779833
Mehwish Raza,S/O Chaudhry Syed,6110119735712,03214848863,Sindh,Hyderabad,Model Town,Residential Plot,951,36 Kanal,2018,Sold,797928,03214848863
Hina Butt,S/O Zainab Syed,2130169642319,03451844106,Azad Kashmir,Muzaffarabad,Gulberg,Residential Plot,122,30 Kanal,1999,Rented,8296177,03451844106
Arif Chaudhry,S/O Sheikh Gujjar,3520214361548,03031580613,Gilgit-Baltistan,Skardu,Askari,Residential Plot,131,17 Kanal,2012,Sold,6744811,03031580613
Hussain Rizvi,S/O Hamid Gujjar,1330225782643,03009321461,ICT,Islamabad,I-8,Apartment,151,23 Sq.Ft,2005,Sold,3065013,03009321461
Asma Syed,S/O Naveed Ali,2130179693878,03222791089,KPK,Mingora,Johar Town,House,491,57 Sq.Ft,2006,Mortgaged,1364548,03222791089
Zainab Mirza,S/O Asif Sandhu,4210139167571,03461412572,KPK,Bannu,Township,Apartment,419,98 Marla,1996,Sold,2581746,03461412572
Aamir Virk,S/O Khalid Ali,4400057350199,03466950337,ICT,Islamabad,I-8,House,641,45 Sq.Ft,2023,Owned,6567135,03466950337
Amna Chattha,S/O عمر شیخ,6110143196703,03025662736,Azad Kashmir,Rawalakot,DHA,House,961,40 Marla,2010,Rented,23981902,03025662736
Mohammad Bhatti,S/O Asma Hameed,2130119189307,03213600482,Balochistan,Quetta,North Nazimabad,Apartment,912,82 Sq.Ft,2021,Rented,11259610,03213600482
Muhammad Aslam,S/O Adnan Raja,4400097627709,03331265468,Azad Kashmir,Rawalakot,Township,Residential Plot,702,64 Marla,1995,Sold,6987491,03331265468
Hassan Raja,S/O Sidra Baig,6110168305666,03457429192,Sindh,Mirpurkhas,Cantt,House,390,16 Sq.Ft,2014,Mortgaged,1418006,03457429192
Baig Bukhari,S/O Naveed Rana,4210154457952,,KPK,Bannu,Saddar,House,986,97 Sq.Ft,2012,Owned,3811507,03463441226
Naveed Raja,S/O Asif Akhtar,2130150811242,03028734268,KPK,Mardan,Cavalry Ground,Apartment,619,17 Kanal,2020,,2439688,03028734268
Omar Hussain,S/O صنا ملک,4210113614893,03113288989,KPK,Kohat,DHA,Residential Plot,38,9 Marla,2013,Mortgaged,6015928,03113288989
Rabia Bhatti,S/O Uzma Ansari,4400030072315,03012266047,Gilgit-Baltistan,Chilas,DHA,House,216,99 Sq.Ft,2014,,38621701,03012266047
Rabia Naqvi,S/O Hussain Chaudhry,4210195714508,03453774103,ICT,Islamabad,G-9,House,704,8 Sq.Ft,2017,Sold,4178099,03453774103
Fatima Butt,S/O عائشہ احمد,2130146174932,03032340548,Azad Kashmir,Rawalakot,Johar Town,House,220,97 Kanal,2000,Owned,3074310,03032340548
Sidra Virk,S/O Hina Syed,4400059605428,03328897756,KPK,Mardan,Cantt,Residential Plot,468,59 Kanal,1998,Sold,1733833,03031395185
Mohammad Gondal,S/O Hamid Raja,3520264700113,03136505618,Sindh,Mirpurkhas,Model Town,Apartment,779,72 Sq.Ft,2002,Rented,14383892,03136505618
Rukhsar Qureshi,S/O Imran Baig,,03227517332,Punjab,Gujranwala,Gulshan-e-Iqbal,Apartment,427,77 Marla,2011,Rented,47977627,03227517332
Sajid Hussain,S/O Hamid Bukhari,4400094048799,03333252405,Balochistan,Hub,Askari,Apartment,995,39 Marla,2022,Mortgaged,6613642,
Bushra Gujjar,S/O Sheikh Ahmed,1330213168763,03338563582,ICT,Islamabad,Johar Town,House,699,93 Sq.Ft,1995,Rented,3264606,03338563582
Rukhsar Cheema,S/O Shazia Hashmi,4210169527275,03335352759,KPK,Abbottabad,Clifton,Residential Plot,87,100 Sq.Ft,2012,Rented,4998982,03335352759
,S/O Bushra Rafiq,5400090748658,,Azad Kashmir,Muzaffarabad,Clifton,Residential Plot,986,94 Sq.Ft,1997,Owned,6504263,03031333515
فاطمہ خان,S/O Arif Rizvi,1330238736612,03329752714,ICT,Islamabad,Model Town,House,903,72 Sq.Ft,2007,Mortgaged,2728785,03329752714
Ayesha Syed,S/O Waseem Nawaz,1330218595639,03034658293,Punjab,Lahore,F-10,Apartment,774,46 Marla,2000,Mortgaged,5826759,03034658293
Bushra Naqvi,S/O Iqra Gilani,4210170559664,03017692591,Azad Kashmir,Muzaffarabad,Gulberg,Apartment,714,69 Kanal,2015,Owned,15656300,03017692591
Aamir Hashmi,S/O Omar Chaudhry,1330245202895,03133892727,ICT,Islamabad,Bahria Town,Residential Plot,607,75 Marla,2007,Owned,933672,03133892727
Syed Bukhari,,1330286137868,03117048575,Sindh,Nawabshah,Township,Commercial Plot,966,80 Sq.Ft,1997,Mortgaged,55281930,03117048575
Sobia Zaidi,S/O Rizwan Jafri,4400011554976,03022758001,Punjab,Sargodha,I-8,Residential Plot,620,14 Kanal,1996,Mortgaged,2693071,03022758001
Ali Qureshi,S/O Sana Syed,5400039823579,03014652267,Balochistan,Quetta,I-8,House,325,9 Marla,1997,Rented,1595799,03014652267
Sidra Karim,S/O Mirza Rafiq,2130111414853,03322253315,Azad Kashmir,Mirpur,Township,House,833,36 Sq.Ft,2001,Rented,2425435,03322253315
Asif Bukhari,S/O Khalid Ali,3520275546246,03314559078,Gilgit-Baltistan,Skardu,Bahria Town,House,194,90 Sq.Ft,2011,Owned,13226387,03314559078
Aamir Gujjar,S/O Ali Gilani,4210197985567,03313161087,Punjab,Bahawalpur,Gulberg,House,26,96 Sq.Ft,1999,Mortgaged,8382618,03313161087
Naeem Iqbal,S/O Naeem Hashmi,6110187199582,03453449655,Azad Kashmir,Rawalakot,Cantt,Apartment,102,50 Sq.Ft,2019,Rented,10137021,03134258658
Chaudhry Rafiq,S/O مریم چودھری,5400065995109,03225740371,Azad Kashmir,Mirpur,G-9,Apartment,599,43 Marla,2023,Rented,10835727,03038544558
Rukhsar Sheikh,S/O Hussain Hameed,1330269408897,03468385584,Gilgit-Baltistan,Gilgit,Cantt,Residential Plot,146,15 Kanal,2000,Rented,,03468385584
Rizwan Sandhu,S/O Hashmi Tarar,44000-7044525-3,03214881131,KPK,Mardan,Askari,Apartment,198,98 Kanal,2003,Rented,412783,03324076220
Asma Qureshi,S/O Mohammad Ahmed,5400080703082,03217409222,ICT,Islamabad,G-9,Residential Plot,807,78 Marla,2018,,12338446,03217409222
Bushra Abbasi,S/O Usman Tarar,5400087147433,03008367639,KPK,Bannu,Bahria Town,Apartment,715,38 Kanal,2022,Owned,,03008367639
Imran Aslam,S/O Usman Akhtar,5400068874791,,KPK,Peshawar,PAF Colony,Residential Plot,239,59 Sq.Ft,2004,Owned,32511266,03014985564
Raja Iqbal,S/O Sajid Virk,4210111783424,03214574666,Balochistan,Turbat,Model Town,Residential Plot,105,32 Marla,2015,Owned,20538188,03214574666
Syed Sandhu,S/O Noor Baig,35202-1411530-7,03454744008,Balochistan,Hub,Gulberg,Residential Plot,392,34 Sq.Ft,2008,Sold,1798551,03454744008
Mirza Ansari,S/O Rukhsar Iqbal,6110199291094,03131608719,Azad Kashmir,Mirpur,PAF Colony,Residential Plot,154,36 Kanal,1997,Mortgaged,12462927,03131608719
,S/O Fatima Ansari,1330279090086,03035658528,Punjab,Bahawalpur,Clifton,House,550,93 Marla,2010,Mortgaged,11410968,
Kashif Rizvi,S/O Imran Rafiq,21301-8375955-9,03454799416,Azad Kashmir,Rawalakot,G-9,Commercial Building,432,81 Sq.Ft,2012,Sold,35526305,03454799416
Mohammad Sandhu,S/O Ahmed Ali,2130133460951,03119296164,Azad Kashmir,Muzaffarabad,G-9,House,288,70 Marla,2021,Owned,5342635,03119296164
عائشہ احمد,S/O Bushra Ali,3520225182948,03013104700,Gilgit-Baltistan,Chilas,Gulshan-e-Iqbal,Apartment,388,7 Sq.Ft,2000,Owned,26024115,03013104700
Hashmi Syed,S/O Rukhsar Raza,4400047480254,03032438025,Azad Kashmir,Mirpur,Scheme 33,Apartment,734,46 Sq.Ft,2006,Rented,1511187,03032438025
Kashif Nawaz,S/O S/O Hassan Raza,4210119172386,03316628280,Gilgit-Baltistan,Skardu,Clifton,Apartment,919,77 Sq.Ft,1997,Owned,357354,03316628280
Amna Raja,,,03461902591,KPK,Bannu,Defence,House,277,50 Kanal,2011,Mortgaged,2261918,03461902591
,S/O Arif Bukhari,,03025022273,ICT,Islamabad,Clifton,House,378,50 Marla,2007,Mortgaged,17510804,03025022273
Malik Aslam,S/O Rukhsar Akhtar,4400043279789,03465314397,ICT,Islamabad,Cavalry Ground,House,866,55 Marla,2014,Owned,18839548,03012591905
Faisal Malik,S/O Asif Gondal,5400069626439,03219957097,Sindh,Sukkur,PAF Colony,Residential Plot,120,97 Sq.Ft,2003,Rented,1077857,03219957097
Qureshi Naqvi,S/O Faisal Naqvi,5400058602262,03333305170,ICT,Islamabad,F-10,Residential Plot,920,59 Kanal,2016,Mortgaged,4298971,03333305170
Rukhsar Cheema,S/O Bilal Qureshi,2130140780943,03218732658,Punjab,Bahawalpur,Bahria Town,House,870,76 Kanal,2000,,5250215,03122642065
Waseem Gondal,S/O Sana Gujjar,4400041868971,03224975549,ICT,Islamabad,Model Town,House,407,33 Sq.Ft,2023,Owned,3922765,03224975549
عمر شیخ,S/O علی حسین,4210110524976,03461767629,ICT,Islamabad,Cavalry Ground,Commercial Building,769,81 Kanal,2005,Owned,25368697,03461767629
Shazia Sheikh,S/O Arif Khan,3520214290832,03008562241,Sindh,Nawabshah,DHA,Residential Plot,23,54 Kanal,2019,Sold,9773300,03008562241
Ahmed Raja,S/O Hassan Baig,2130133533245,03465520495,Punjab,Sialkot,G-9,House,594,14 Kanal,2009,Mortgaged,4046900,03013088953
Ali Naqvi,S/O Omar Hashmi,1330230940477,03331200638,Punjab,Multan,F-10,Residential Plot,514,3 Sq.Ft,2007,Rented,4506621,03331200638
Kashif Latif,S/O Adnan Rizvi,4400076427088,03335105667,Gilgit-Baltistan,Gilgit,Gulshan-e-Iqbal,Apartment,235,66 Marla,2007,Owned,7182706,03211204460
Amna Virk,S/O زینب علی,2130193415424,03113340558,Punjab,Rawalpindi,F-10,Residential Plot,6,25 Sq.Ft,2002,,1614482,03113340558
Zubair Ansari,S/O Waseem Naqvi,4400054385247,03023991642,ICT,Islamabad,Clifton,Residential Plot,348,28 Sq.Ft,2015,Owned,16402893,03023991642
Omar Gilani,S/O Rizwan Syed,4210180093285,03325608345,Azad Kashmir,Muzaffarabad,DHA,Apartment,953,40 Marla,2005,Sold,11875493,03325608345
Sajid Cheema,S/O Amna Chattha,2130161100108,03038541827,Azad Kashmir,Mirpur,Clifton,Apartment,651,27 Marla,2000,Rented,7299373,03038541827
Sana Hameed,S/O Sobia Gondal,2130132212231,03326489924,Azad Kashmir,Rawalakot,E-11,House,457,100 Marla,1999,Mortgaged,1491259,03326489924
,S/O Salman Tarar,6110128314592,03014975843,ICT,Islamabad,Gulberg,House,798,90 Marla,2018,Owned,19642918,03014975843
Bushra Bhatti,S/O Naveed Akhtar,3520221342818,03454130061,ICT,Islamabad,Cavalry Ground,House,268,70 Sq.Ft,2001,Mortgaged,8393364,03454130061
Zainab Rafiq,S/O عمر شیخ,3520252431706,03222417579,Gilgit-Baltistan,Chilas,Township,Residential Plot,192,35 Kanal,2021,Rented,3712792,03222417579
Zubair Rizvi,S/O Syed Butt,3520270682212,03314337124,Sindh,Sukkur,Cavalry Ground,Agricultural Land,671,45 Marla,2000,Mortgaged,194376964,03454800162
Rabia Sheikh,S/O Shoaib Abbasi,4400033970486,03458216959,Gilgit-Baltistan,Skardu,Clifton,House,248,33 Sq.Ft,2007,Rented,2454211,03458216959
Shoaib Hameed,S/O Chaudhry Gujjar,4210147082555,03466548520,Punjab,Sialkot,Bahria Town,House,853,78 Marla,2006,Rented,6077472,
Sobia Rana,S/O Hamid Syed,1330237750922,03016890796,Azad Kashmir,Rawalakot,DHA,Residential Plot,333,78 Sq.Ft,1995,Owned,9697470,03456613455
Ayesha Tarar,S/O Sana Gujjar,5400061014625,03021866037,ICT,Islamabad,Cavalry Ground,Apartment,459,47 Marla,2004,Owned,10877214,03021866037
Waseem Chattha,S/O Imran Ali,6110194194111,03469336696,Balochistan,Hub,Cavalry Ground,Commercial Building,99,60 Sq.Ft,2017,Mortgaged,80372839,03469336696
Nadia Gilani,S/O Shazia Hameed,5400041129477,03466777972,KPK,Abbottabad,Clifton,Apartment,176,38 Sq.Ft,2012,Mortgaged,,03466777972
Kashif Gondal,S/O Iqra Rafiq,4210130593801,03318323750,KPK,Mardan,Johar Town,Residential Plot,469,10 Sq.Ft,2018,Sold,19623508,03213892638
Tahir Raja,S/O Ayesha Ahmed,5400040230926,03015864248,Sindh,Sukkur,PAF Colony,Residential Plot,181,74 Marla,2017,Rented,30239545,03015864248
Bilal Ansari,S/O Muhammad Hashmi,6110137605606,03033422611,ICT,Islamabad,F-10,House,236,68 Kanal,1998,Sold,1871570,03033422611
Ayesha Raja,S/O Saira Raja,1330216237517,03335131374,Balochistan,Gwadar,Bahria Town,Apartment,945,91 Sq.Ft,2001,Mortgaged,1567954,03335131374
Zubair Gujjar,S/O Imran Chaudhry,5400037016893,03469793825,Azad Kashmir,Muzaffarabad,Scheme 33,Apartment,103,69 Sq.Ft,1996,Owned,1235863,03469793825
Faisal Karim,S/O محمد حسن,4210124727069,03332673560,Azad Kashmir,Mirpur,F-10,Apartment,768,67 Sq.Ft,2023,Mortgaged,3277872,03332673560
Hamid Raza,S/O Malik Bukhari,3520251325055,03217351799,Balochistan,Gwadar,Johar Town,Residential Plot,685,23 Sq.Ft,2004,Mortgaged,4894998,03217351799
Amna Cheema,S/O Tariq Hashmi,4400072242573,03006283100,Gilgit-Baltistan,Skardu,PAF Colony,House,521,100 Kanal,1996,Owned,1111866,03006283100
Kmran Gujjar,S/O Noor Jafri,1330269549593,,Balochistan,Quetta,Cantt,Apartment,814,39 Marla,2002,Owned,,03037184221
Tahir Ali,S/O Noor Latif,5400080252528,03327496851,Azad Kashmir,Muzaffarabad,Bahria Town,House,509,59 Kanal,2003,Owned,8088748,03327496851
Chaudhry Hashmi,S/O Hina Malik,4210159550894,03121768857,Gilgit-Baltistan,Gilgit,Gulshan-e-Iqbal,Apartment,475,14 Marla,1997,Owned,7711534,03121768857
Ibrahim Gondal,S/O Qureshi Sheikh,5400099158444,03311496862,ICT,Islamabad,F-10,Residential Plot,574,63 Marla,2015,Mortgaged,4231120,03311496862
Rizwan Hameed,S/O احمد خان,6110184483434,03032167847,KPK,Abbottabad,Gulshan-e-Iqbal,Commercial Plot,992,42 Kanal,2001,Sold,16241130,03032167847
Tariq Cheema,S/O Sajid Syed,6110128931008,03455883963,Punjab,Rawalpindi,Gulberg,Residential Plot,823,12 Marla,2015,Sold,1888149,03455883963
Ali Mirza,S/O Qureshi Gondal,5400026323974,03011737297,KPK,Mingora,Askari,House,512,64 Sq.Ft,2013,Sold,2829576,03011737297
Sajid Gilani,S/O Sana Gujjar,4210194824952,03025713926,ICT,Islamabad,Scheme 33,Apartment,167,72 Sq.Ft,1997,Sold,9841370,03025713926
Naeem Rizvi,S/O عائشہ احمد,4400063622422,03452808399,ICT,Islamabad,Bahria Town,House,622,64 Kanal,2003,Owned,18864813,03452808399
Mirza Jafri,S/O Aamir Malik,3520252806611,03029718787,ICT,Islamabad,Township,Residential Plot,761,38 Kanal,2016,Mortgaged,494185,03029718787
Hamid Iqbal,S/O Bushra Naqvi,5400092582392,03316185910,Punjab,Sargodha,Defence,Apartment,553,7 Kanal,2013,Mortgaged,5447538,03316185910
Hassan Rafiq,S/O Imran Bukhari,1330244635056,03456061591,Gilgit-Baltistan,Chilas,Cavalry Ground,House,212,45 Marla,2017,Sold,41405637,03456061591
Kashif Bukhari,,5400044417476,03324472131,Azad Kashmir,Mirpur,Defence,Residential Plot,477,83 Sq.Ft,1996,Owned,,03324472131
Noor Sheikh,S/O S/O Qureshi Syed,2130161684265,03031059272,Gilgit-Baltistan,Skardu,Gulberg,Apartment,62,40 Marla,2021,Owned,769982,03031059272
Khalid Malik,S/O Naeem Karim,3520234185267,03215446344,ICT,Islamabad,F-10,House,591,65 Marla,2006,Mortgaged,2275828,03215446344
Shoaib Hameed,,4210164127592,03334384915,Gilgit-Baltistan,Chilas,E-11,Residential Plot,66,44 Marla,2019,Rented,6848339,03334384915
Zubair Qureshi,S/O Rukhsar Ahmed,1330214943559,03127590872,KPK,Abbottabad,F-10,Apartment,814,54 Marla,2004,Rented,1706522,03127590872
Zubair Bukhari,S/O Ayesha Akhtar,3520280729941,03019394171,Balochistan,Quetta,Bahria Town,Residential Plot,763,81 Marla,2008,Mortgaged,2383350,03007265438
Sajid Abbasi,S/O Saira Ansari,4400086856119,03011056298,Balochistan,Quetta,Saddar,Apartment,456,74 Sq.Ft,2021,Sold,2655718,03011056298
Nadia Butt,S/O Chaudhry Syed,4210148276753,03455182075,ICT,Islamabad,G-9,House,214,61 Marla,1999,Rented,756847,03455182075
Chaudhry Hashmi,S/O Shazia Virk,2130153150955,03024909916,Punjab,Faisalabad,PAF Colony,Residential Plot,85,21 Marla,1996,Rented,15884820,03027061669
Ali Nawaz,S/O ابراہیم ملک,2130112963084,03139807554,Sindh,Mirpurkhas,Cavalry Ground,Residential Plot,495,4 Marla,2007,Owned,6286501,03139807554
,S/O Zainab Raza,,03124523842,ICT,Islamabad,Askari,Residential Plot,646,8 Kanal,2007,Owned,1385078,03124523842
Iqra Rafiq,S/O Naveed Gujjar,4210170970908,03126148910,Sindh,Larkana,Saddar,House,882,85 Kanal,2022,Mortgaged,4198950,03126148910
Qureshi Hameed,S/O Hussain Hameed,2130171940146,03464734391,Punjab,Lahore,North Nazimabad,Apartment,81,28 Marla,2008,Rented,72067172,03315486493
Ahmed Sandhu,S/O Iqra Ali,3520260543237,03324833760,Balochistan,Khuzdar,Bahria Town,Apartment,685,90 Sq.Ft,2014,Sold,2887666,03324833760
Iqra Tarar,S/O Hamid Sheikh,4210129051818,03464519758,Balochistan,Hub,Scheme 33,Residential Plot,420,85 Kanal,2017,Sold,,03464519758
Bushra Ahmed,S/O Asma Tarar,,03317044338,Sindh,Karachi,DHA,Residential Plot,757,64 Sq.Ft,1998,Mortgaged,10147700,03317044338
Syed Aslam,S/O Mohammad Syed,1330248028923,03122385770,Sindh,Mirpurkhas,Askari,Apartment,720,61 Marla,2001,Sold,13783348,03032514742
,S/O Mehwish Hussain,4400011350046,03139441883,ICT,Islamabad,Model Town,Apartment,984,15 Marla,1997,Mortgaged,3128490,03211796229
Mehwish Bhatti,S/O Malik Raza,4400011153326,03461485612,ICT,Islamabad,F-10,House,343,15 Kanal,2015,Mortgaged,2161824,03134692918
Uzma Hussain,S/O Mehwish Bhatti,3520245508528,03335046844,Balochistan,Quetta,Gulberg,House,412,96 Marla,1995,Owned,14216264,03335046844
Malik Zaidi,S/O Naveed Ahmed,1330215277658,03337462043,KPK,Mardan,Johar Town,Apartment,817,87 Sq.Ft,2004,Rented,4448060,03337462043
Asma Sheikh,S/O Ali Raja,2130181156664,03015392329,Gilgit-Baltistan,Gilgit,E-11,Apartment,859,18 Marla,2017,Sold,8916242,03015392329
Sheikh Aslam,S/O Shoaib Malik,,03118609207,Punjab,Faisalabad,Askari,House,807,98 Kanal,2013,Rented,8262844,03118609207
Khalid Bukhari,S/O Kashif Jafri,6110182571355,03461099070,Punjab,Multan,Cantt,Apartment,523,87 Kanal,2020,Owned,17222945,03461099070
Syed Hameed,S/O Baig Rafiq,1330246648665,03316657553,Azad Kashmir,Rawalakot,Gulshan-e-Iqbal,Apartment,375,61 Sq.Ft,1999,Rented,3121381,03316657553
Bilal Hashmi,,4210172735431,03016745716,Balochistan,Hub,Gulshan-e-Iqbal,House,709,23 Marla,2019,Owned,7077706,
Ali Jafri,S/O Arif Cheema,2130146978932,03315116863,ICT,Islamabad,Saddar,Apartment,208,10 Kanal,2006,Mortgaged,7313967,03315116863
Hamid Ansari,S/O Naveed Akhtar,3520291511836,03464038894,Punjab,Gujranwala,F-10,Residential Plot,214,23 Sq.Ft,2013,Owned,11111405,03464038894
Rabia Aslam,S/O Ahmed Rizvi,5400073495354,03339962896,Balochistan,Hub,Scheme 33,Agricultural Land,338,17 Sq.Ft,2002,Sold,49384703,03339962896
Usman Gujjar,S/O محمد احمد,6110123001161,03013259071,ICT,Islamabad,I-8,Apartment,718,97 Marla,2012,Sold,1705169,03013259071
Chaudhry Nawaz,S/O Hassan Zaidi,1330284688262,03467005668,Azad Kashmir,Muzaffarabad,DHA,Residential Plot,479,27 Sq.Ft,2017,Mortgaged,3573756,03467005668
Sana Bhatti,S/O Iqra Mirza,4400055402419,03225621457,Balochistan,Khuzdar,Scheme 33,Apartment,549,61 Sq.Ft,2017,Mortgaged,18111352,03453352197
Rabia Aslam,S/O Shoaib Bukhari,1330295090401,03454569531,KPK,Mardan,Johar Town,Residential Plot,901,65 Sq.Ft,2021,Rented,362973,03454569531
Syed Latif,S/O Bushra Hussain,5400048599037,03336188053,KPK,Abbottabad,Defence,Apartment,407,87 Marla,2010,Owned,9187010,03336188053
Rabia Aslam,S/O Sana Bhatti,5400015137368,03456229431,Gilgit-Baltistan,Chilas,PAF Colony,Residential Plot,303,7 Marla,1998,Sold,10037065,03456229431
Chaudhry Raza,S/O Uzma Rafiq,6110131614491,03316077272,ICT,Islamabad,Defence,Apartment,467,52 Marla,1999,Mortgaged,5016328,03316077272
Khalid Rafiq,,4210171648273,03214388603,Azad Kashmir,Rawalakot,Cantt,House,568,84 Marla,2022,Sold,1856537,03214388603
Hina Karim,S/O Iqra Iqbal,4210116020722,03132507898,Punjab,Lahore,Bahria Town,Apartment,626,12 Marla,2011,Mortgaged,14223763,03132507898
Sajid Rafiq,S/O Mirza Gondal,4210163721269,03019205790,Gilgit-Baltistan,Chilas,Model Town,Residential Plot,620,73 Marla,2022,Sold,13426827,03019205790
Mohammad Chaudhry,S/O Aamir Hameed,1330224238373,03018263884,Sindh,Nawabshah,Johar Town,House,93,70 Sq.Ft,2014,Sold,8246211,03216211801
,S/O Naeem Chaudhry,6110120353524,03325093114,Gilgit-Baltistan,Gilgit,PAF Colony,Residential Plot,692,95 Sq.Ft,2017,Rented,23979313,03325093114
Mirza Gilani,S/O Uzma Rana,4400018691442,03453380969,Azad Kashmir,Rawalakot,Scheme 33,House,374,100 Marla,2014,Owned,45190892,
Naveed Bhatti,S/O Hashmi Hameed,2130145436173,03137044627,ICT,Islamabad,Cantt,Commercial Building,851,34 Sq.Ft,2021,Mortgaged,65385508,03137044627
Sana Baig,S/O Omar Khan,1330225461775,03118814591,Azad Kashmir,Mirpur,North Nazimabad,Residential Plot,923,66 Kanal,2013,Rented,20499521,03118814591
Kashif Ansari,S/O Shoaib Jafri,5400070099802,03134554277,Gilgit-Baltistan,Gilgit,Gulshan-e-Iqbal,Residential Plot,487,28 Marla,2023,Owned,32691368,03134554277
Uzma Chattha,S/O مریم چودھری,,03312758654,ICT,Islamabad,Model Town,Apartment,278,24 Sq.Ft,2006,Owned,33065370,03018092834
Usman Abbasi,S/O Asif Gilani,4400061463654,03033924425,KPK,Abbottabad,DHA,Apartment,92,92 Sq.Ft,2014,Sold,3787641,03033924425
