Person_Name,Father_Name,CNIC,Consumer_ID,Meter_No,Address,City,Province
Muhammad Nawaz,S/O Saira Ahmed,5400043743999,CON-10341457,MTR-1838308,"House 286, Block E, Saddar, Faisalabad",Faisalabad,Punjab
Hamid Tarar,S/O Hina Tarar,2130156984716,CON-91978697,MTR-2938501,"House 71, Block F, Cantt, Kohat",Kohat,KPK
Hina Sheikh,S/O Sajid Aslam,2130197410225,CON-56006140,MTR-1894954,"House 225, Block A, Askari, Islamabad",Islamabad,ICT
Baig Raza,S/O Raja Sheikh,3520250450194,CON-62535268,MTR-8076219,"House 495, Block C, F-10, Sargodha",Sargodha,Punjab
Fatima Ansari,S/O Zainab Naqvi,4400076459256,CON-16316715,MTR-8247674,"House 307, Block G, E-11, Mirpur",Mirpur,Azad Kashmir
Sobia Rana,S/O Khalid Bhatti,6110120047361,CON-29658292,MTR-2440547,"House 172, Block H, I-8, Khuzdar",Khuzdar,Balochistan
Sidra Cheema,S/O Rukhsar Zaidi,4400097690899,CON-40095537,MTR-5187443,"House 152, Block C, Johar Town, Mardan",Mardan,KPK
Tahir Malik,S/O Aamir Jafri,1330275491711,CON-79903400,MTR-9250273,"House 4, Block A, Scheme 33, Islamabad",Islamabad,ICT
Kamran Abbassi,S/O Adnan Chattha,1330262153977,CON-85688984,MTR-7068408,"House 176, Block C, G-9, Abbottabad",Abbottabad,KPK
Mehwish Rafiq,S/O Naeem Chattha,4210194450002,CON-10908820,MTR-4638670,"House 86, Block H, Gulberg, Gwadar",Gwadar,Balochistan
Amna Latif,S/O Noor Cheema,4210148825006,CON-63705779,MTR-1885653,"House 450, Block E, Johar Town, Bannu",Bannu,KPK
Hina Karim,S/O Zubair Qureshi,1330227142232,CON-69137045,MTR-2670212,"House 279, Block A, Scheme 33, Gilgit",Gilgit,Gilgit-Baltistan
Malik Latif,S/O Noor Cheema,1330276059461,CON-48320392,MTR-9706295,"House 268, Block A, E-11, Rawalakot",Rawalakot,Azad Kashmir
Fatima Chaudhry,S/O Hashmi Baig,4400025564238,CON-24802316,MTR-5137566,"House 388, Block E, Township, Mirpurkhas",Mirpurkhas,Sindh
Tariq Aslam,S/O Imran Ahmed,5400086018895,CON-67968770,MTR-3596400,"House 294, Block G, F-10, Rawalakot",Rawalakot,Azad Kashmir
Faisal Bukhari,S/O Arif Karim,1330248372205,CON-41478217,MTR-2124778,"House 135, Block H, Johar Town, Rawalakot",Rawalakot,Azad Kashmir
Salman Akhtar,S/O Hina Chaudhry,6110148875959,CON-88553200,MTR-5876243,"House 25, Block A, Township, Abbottabad",Abbottabad,KPK
Sheikh Karim,S/O Tariq Tarar,,CON-44924497,MTR-4432330,"House 289, Block H, Gulshan-e-Iqbal, Abbottabad",Abbottabad,KPK
Rabia Gilani,S/O Sobia Rafiq,5400084905054,CON-48877524,MTR-2479457,"House 336, Block E, Gulshan-e-Iqbal, Rawalakot",Nawabshah,Sindh
Noro Hussain,,5400050169185,CON-59614050,MTR-2123385,"House 229, Block H, Saddar, Muzaffarabad",Muzaffarabad,Azad Kashmir
Ahmed Cheema,S/O Tahir Sandhu,4400090268821,CON-61066674,MTR-3852775,"House 359, Block H, E-11, Multan",Multan,Punjab
Adnan Qureshi,S/O Imran Cheema,61101-9981436-1,CON-26709166,MTR-3950455,"House 443, Block G, Scheme 33, Khuzdar",Khuzdar,Balochistan
Maryam Ahmed,S/O Mirza Ahmed,3520264816275,CON-28341953,MTR-9052811,"House 109, Block D, Cantt, Multan",Multan,Punjab
,S/O محمد احمد,2130196721481,CON-17990825,MTR-2624962,"House 376, Block C, Defence, Skardu",Skardu,Gilgit-Baltistan
Shoaib Gondal,S/O Amna Sheikh,2130199343269,CON-70423253,MTR-9138335,,Islamabad,ICT
Mehwish Iqbal,S/O Imran Syed,4210184475466,CON-96588340,MTR-6129019,,Abbottabad,KPK
Ali Bukhari,S/O Ali Aslam,6110136170982,CON-63157916,MTR-2160432,"House 420, Block E, DHA, Larkana",Larkana,Sindh
Raja Bhatti,S/O Ali Jafri,4210172402672,CON-94216538,MTR-5555086,"House 90, Block B, Cantt, Sialkot",Sialkot,Punjab
Muhammad Cheema,S/O Qureshi Tarar,4210137536644,CON-25052003,MTR-8454303,"House 366, Block D, Johar Town, Islamabad",Islamabad,ICT
Shoaib Aslam,S/O Rabia Sandhu,5400090068185,CON-98568437,MTR-2548458,"House 162, Block D, Scheme 33, Turbat",Turbat,Balochistan
Asif Gondal,S/O Imran Aslam,6110193528571,CON-77975764,MTR-2062061,"House 341, Block B, Askari, Hyderabad",Hyderabad,Sindh
Asif  Ahmed,S/O Faisal Iqbal,4400091087721,CON-59104191,MTR-4924173,"House 282, Block C, Clifton, Sialkot",Sialkot,Punjab
Hamid Mirza,S/O Asif Naqvi,6110191440523,CON-88939231,MTR-5000960,"House 416, Block G, Cantt, Gilgit",Gilgit,Gilgit-Baltistan
Muhammad Khan,S/O Asma Bhatti,4400012266321,CON-93043460,MTR-1610873,"House 79, Block G, Defence, Hub",Hub,Balochistan
Hussain  Naqvi,S/O Omar Chaudhry,4400051231968,CON-42958944,MTR-5253582,"House 378, Block C, Model Town, Muzaffarabad",Muzaffarabad,Azad Kashmir
Faisal Baig,S/O Mehwish Baig,4400030583012,CON-75715805,MTR-2539073,"House 186, Block D, E-11, Larkana",Larkana,Sindh
Arif Ansari,S/O Maryam Ali,5400056421931,CON-69174771,MTR-6830076,"House 1, Block G, Askari, Sialkot",Sialkot,Punjab
,S/O Chaudhry Ali,4400086655646,CON-25428207,MTR-8071302,"House 134, Block F, Bahria Town, Mingora",Mingora,KPK
Muhammad Ali,S/O Arif Karim,1330259372988,CON-93140021,MTR-6696859,"House 444, Block E, Saddar, Skardu",Skardu,Gilgit-Baltistan
Hina Chaudhry,S/O Omar Karim,2130188274573,CON-79987586,MTR-8713529,"House 54, Block C, Cavalry Ground, Khuzdar",Khuzdar,Balochistan
Mirza Malik,S/O Usman Qureshi,5400092322358,CON-71310077,MTR-2139530,"House 63, Block F, G-9, Skardu",Skardu,Gilgit-Baltistan
Ibrahim Ansari,S/O Asif Baig,1330292203071,CON-86723870,MTR-3447763,"House 21, Block B, Clifton, Bahawalpur",Bahawalpur,Punjab
Muhammad Nawaz,S/O احمد خان,2130196827674,CON-79381642,MTR-4337108,"House 56, Block E, Township, Islamabad",Islamabad,ICT
Rabia Khan,S/O Rukhsar Rizvi,4210162825222,CON-85036007,MTR-6063521,"House 258, Block F, Cantt, Quetta",Quetta,Balochistan
Hussain Baig,S/O Uzma Gondal,1330294142043,CON-84005408,MTR-3543020,"House 102, Block G, Cavalry Ground, Peshawar",Peshawar,KPK
Ali Aslam,S/O Qureshi Chaudhry,5400057231735,CON-29571431,MTR-1991591,"House 219, Block B, F-10, Peshawar",Peshawar,KPK
Rabai Abbasi,S/O Asif Abbasi,5400099536306,CON-36860604,MTR-7825787,"House 308, Block G, F-10, Larkana",Larkana,Sindh
Aamir Zaidi,S/O Usman Hameed,4210120614463,CON-72676048,MTR-7154795,"House 484, Block D, Clifton, Islamabad",Islamabad,ICT
Kamran Virk,S/O فاطمہ خان,1330294066754,CON-50139292,MTR-2251704,"House 303, Block D, Cantt, Hub",Hub,Balochistan
Hashmi Abbasi,S/O Noor Latif,5400054812923,CON-81643749,MTR-8228908,"House 113, Block A, Bahria Town, Mingora",Mingora,KPK
Hashmi Rafiq,S/O Rukhsar Cheema,6110157588432,CON-86666270,MTR-8129944,"House 313, Block F, Johar Town, Turbat",Turbat,Balochistan
Raja Ahmed,S/O Naveed Jafri,6110160674228,CON-55891566,MTR-4340328,"House 256, Block F, DHA, Rawalakot",Rawalakot,Azad Kashmir
Kamran Chattha,S/O Khalid Sandhu,3520272556183,CON-56420004,MTR-9015633,"House 142, Block C, PAF Colony, Rawalpindi",Rawalpindi,Punjab
Amna Hashmi,S/O Kamran Jafri,6110195327509,CON-72804492,MTR-2091688,"House 257, Block F, Defence, Mirpur",Mirpur,Azad Kashmir
Imran Iqbal,S/O Hassan Mirza,3520292440749,CON-95472581,MTR-1037421,"House 92, Block B, E-11, Skardu",Skardu,Gilgit-Baltistan
Sobia Aslam,S/O Noor Rizvi,2130158474502,CON-56604674,MTR-2766335,"House 9, Block D, Cavalry Ground, Bahawalpur",Bahawalpur,Punjab
Naveed Bhatti,S/O Mirza Nawaz,5400057486215,CON-11575158,MTR-4644394,"House 444, Block A, F-10, Rawalakot",Rawalakot,Azad Kashmir
Hina Amhed,S/O Tariq Virk,1330223187238,CON-83748063,MTR-5647023,"House 218, Block G, E-11, Skardu",Skardu,Gilgit-Baltistan
Khalid Tarar,S/O Sajid Chattha,3520278594797,CON-75810082,MTR-4975560,"House 484, Block F, Clifton, Gwadar",Gwadar,Balochistan
Arif Ahhmed,S/O Rabia Gilani,2130112751657,CON-79439138,MTR-9385063,"House 44, Block E, Scheme 33, Islamabad",Islamabad,ICT
Muhammad Ansari,S/O Kamran Mirza,2130164839709,CON-88725728,MTR-3896124,"House 104, Block C, Clifton, Abbottabad",Abbottabad,KPK
Ali Raja,S/O Shoaib Latif,4210114864168,CON-21514934,MTR-2360529,"House 361, Block H, Scheme 33, Gwadar",Gwadar,Balochistan
Saira Gujjar,S/O Naveed Jafri,4400033626807,CON-85007145,MTR-8880730,,Larkana,Sindh
Rizwan Malik,S/O Maryam Ansari,2130157719818,CON-38631276,MTR-3193981,"House 151, Block A, G-9, Mirpurkhas",Mirpurkhas,Sindh
Uzma Bukhari,S/O Uzma Sandhu,6110190557713,CON-18139228,MTR-3793147,"House 298, Block E, G-9, Mirpur",Mirpur,Azad Kashmir
Ali Qureshi,S/O Sana Syed,5400039823579,CON-34181593,MTR-7581853,"House 111, Block C, Askari, Quetta",Quetta,Balochistan
Sheikh Gujjar,S/O Zubair Abbasi,5400061651518,CON-17219971,MTR-1650265,"House 99, Block F, Cantt, Hub",Hub,Balochistan
Hashmi Rizvi,S/O Zubair Syed,4400034721007,CON-27049483,MTR-8226126,"House 477, Block A, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Muhammad Gilani,S/O Syed Chaudhry,2130149916695,CON-35010407,MTR-2443099,"House 187, Block E, G-9, Turbat",Turbat,Balochistan
Ahmed Cheema,S/O Bilal Raza,5400069734579,CON-68242467,MTR-9543632,"House 274, Block D, Saddar, Hyderabad",Hyderabad,Sindh
Muhammad Hussain,S/O Qureshi Sheikh,3520232603006,CON-84393286,MTR-9041738,"House 176, Block A, Bahria Town, Islamabad",Islamabad,ICT
Nadiia Bhatti,S/O Muhammad Bukhari,4400071590851,CON-83280302,MTR-4382628,"House 405, Block D, I-8, Abbottabad",Abbottabad,KPK
Ibrahim Khan,S/O Hina Gilani,5400076269535,CON-71717681,MTR-4534612,"House 357, Block D, DHA, Islamabad",Islamabad,ICT
Hashmi Rana,S/O عائشہ احمد,6110117674288,CON-40483078,MTR-9731294,"House 246, Block C, F-10, Hyderabad",Rawalakot,Azad Kashmir
Aamir Baig,S/O Ahmed Ansari,4400036084792,CON-68591177,MTR-9110067,"House 345, Block C, I-8, Muzaffarabad",Muzaffarabad,Azad Kashmir
Hassan Ali,S/O Imran Malik,4210140705951,CON-20515776,MTR-1963647,"House 273, Block D, Model Town, Islamabad",Islamabad,ICT
Muhammad Khan,S/O Hassan Sandhu,3520295699858,CON-47595473,MTR-4889429,"House 294, Block C, Bahria Town, Chilas",Chilas,Gilgit-Baltistan
Muhammad Ceema,S/O Faisal Jafri,2130164739132,CON-97096883,MTR-8238908,,Quetta,Balochistan
,S/O Khalid Gondal,5400050357185,CON-61628237,MTR-4135407,"House 96, Block G, Scheme 33, Turbat",Turbat,Balochistan
Nadia Qureshi,S/O Hussain Chaudhry,1330281394754,CON-30068134,MTR-7596055,"House 291, Block G, Saddar, Peshawar",Peshawar,KPK
Malik Iqbal,S/O Syed Khan,3520281056999,CON-83824211,MTR-2255110,"House 26, Block E, Johar Town, Hyderabad",Hyderabad,Sindh
Zainab Syed,S/O Hussain Naqvi,5400087870753,CON-69540782,MTR-3943676,"House 219, Block G, F-10, Islamabad",Islamabad,ICT
Ibrahim Akhtar,S/O Salman Sandhu,5400035523257,CON-46338025,MTR-1190573,"House 452, Block B, Scheme 33, Turbat",Turbat,Balochistan
,S/O Omar Hameed,1330241172693,CON-80431900,MTR-3353154,"House 191, Block B, Scheme 33, Quetta",Quetta,Balochistan
Hamid Rafiq,S/O ابراہیم ملک,5400066756569,CON-55827920,MTR-4555515,"House 427, Block F, F-10, Skardu",Sargodha,Punjab
Muhammad Ahmed,S/O Hussain Tarar,4400055170848,CON-36678202,MTR-6083037,"House 137, Block E, Bahria Town, Bahawalpur",Bahawalpur,Punjab
Tahir Hashmi,S/O Rizwan Bhatti,5400048359576,CON-15643036,MTR-1504932,"House 111, Block G, E-11, Mirpur",Mirpur,Azad Kashmir
Hussain Jafri,S/O Tahir Ahmed,4400017051941,CON-10431474,MTR-6529538,"House 435, Block A, Askari, Gilgit",Gilgit,Gilgit-Baltistan
Kamran Ansari,S/O Zainab Hameed,4400030889631,CON-28358485,MTR-1837070,"House 217, Block G, Johar Town, Islamabad",Islamabad,ICT
زینب علی,S/O Tariq Iqbal,6110174728354,CON-89055230,MTR-4281997,"House 218, Block H, Model Town, Skardu",Skardu,Gilgit-Baltistan
Chaudhry Ansari,S/O Malik Aslam,5400036002009,CON-71715448,MTR-4845063,"House 117, Block D, Bahria Town, Multan",Multan,Punjab
Sidra Qureshi,S/O Mehwish Ahmed,5400084216554,CON-36598868,MTR-5795204,"House 397, Block D, Clifton, Mingora",Mingora,KPK
Usman Gondal,S/O Rizwan Gilani,3520281203238,CON-50969342,MTR-8498376,,Karachi,Sindh
Waseem Rana,S/O احمد خان,4210155393412,CON-64883272,MTR-1883140,"House 138, Block C, Saddar, Bahawalpur",Bahawalpur,Punjab
Noor Mirza,S/O Maryam Akhtar,1330299760032,CON-22557379,MTR-1412272,"House 451, Block C, F-10, Peshawar",Peshawar,KPK
Asma Qureshi,S/O Mohammad Ahmed,5400080703082,CON-61262402,MTR-5417192,"House 305, Block H, G-9, Islamabad",Islamabad,ICT
Naveed Ansari,S/O Kamran Sandhu,5400021908914,CON-99644977,MTR-5085692,"House 375, Block C, F-10, Sukkur",Sukkur,Sindh
Muhammad Abbasi,S/O Raja Syed,3520240357064,CON-37092285,MTR-8271035,"House 167, Block G, Saddar, Islamabad",Islamabad,ICT
Aamir Baig,S/O Adnan Sheikh,6110176635421,CON-85485949,MTR-4659745,"House 283, Block C, Johar Town, Mingora",Mingora,KPK
Maryam Hameeed,S/O Mohammad Khan,6110142862398,CON-93871540,MTR-1966587,"House 278, Block A, Askari, Khuzdar",Khuzdar,Balochistan
Naveed Qureshi,S/O Aamir Hussain,2130119406158,CON-57927685,MTR-6356508,"House 117, Block A, Johar Town, Chilas",Chilas,Gilgit-Baltistan
Ali Iqbal,S/O ابراہیم ملک,5400061216795,CON-16734165,MTR-4464707,"House 310, Block D, Scheme 33, Peshawar",Peshawar,KPK
Hassan Gilani,S/O Asma Iqbal,3520275629604,CON-49677597,MTR-1643518,"House 1, Block C, Cavalry Ground, Gilgit",Gilgit,Gilgit-Baltistan
Muhammad Abbasi,S/O Muhammad Raja,5400081940733,CON-84097218,MTR-8285027,"House 133, Block E, North Nazimabad, Quetta",Quetta,Balochistan
Muhammad Rizvi,S/O Hina Qureshi,6110112986218,CON-25747502,MTR-7350896,"House 434, Block D, I-8, Turbat",Turbat,Balochistan
Hussain Cheema,S/O Syed Chattha,2130126771558,CON-21914630,MTR-3007128,"House 177, Block G, Defence, Karachi",Karachi,Sindh
Tariq Hameed,S/O Omar Jafri,3520288094959,CON-17834719,MTR-3738894,"House 447, Block G, Cavalry Ground, Rawalpindi",Rawalpindi,Punjab
Bushra Nawaz,S/O Chaudhry Hussain,3520261033168,CON-89886359,MTR-9369745,"House 101, Block C, Defence, Bahawalpur",Bahawalpur,Punjab
Kashif Gilani,S/O Asif Ahmed,4400079082101,CON-55984686,MTR-5859689,"House 89, Block E, Scheme 33, Islamabad",Islamabad,ICT
Maryam Gondal,S/O Sobia Zaidi,1330290524307,CON-43218597,MTR-1872706,"House 214, Block B, E-11, Chilas",Chilas,Gilgit-Baltistan
Hamid Gondal,S/O Aamir Raja,4400040681625,CON-40479276,MTR-4575330,"House 241, Block C, G-9, Mirpurkhas",Mirpurkhas,Sindh
Sheikh Ahmed,S/O Uzma Bukhari,1330231481821,CON-20587403,MTR-8446780,"House 480, Block H, Model Town, Mirpur",Mirpur,Azad Kashmir
Shazia Hameed,S/O Shoaib Tarar,3520290803191,CON-48223116,MTR-9768045,"House 7, Block G, Askari, Gilgit",Gilgit,Gilgit-Baltistan
Nadiaa Bukhari,S/O Fatima Rizvi,1330236108663,CON-81681617,MTR-2475260,"House 227, Block D, Township, Mirpur",Mirpur,Azad Kashmir
Ali Raja,S/O Shoaib Latif,4210114864168,CON-95739280,MTR-5520008,"House 361, Block H, Scheme 33, Gwadar",Gwadar,Balochistan
HussainNawaz,S/O Tariq Sheikh,3520283986164,CON-21360399,MTR-2050479,"House 223, Block F, Askari, Khuzdar",Khuzdar,Balochistan
Baig Rizvi,S/O نادیہ رضا,6110172495734,CON-10373624,MTR-4605316,"House 450, Block B, G-9, Mirpurkhas",Mirpurkhas,Sindh
Muhamma ملک,S/O Rabia Hashmi,2130174558795,CON-68248572,MTR-4714242,"House 2, Block F, Gulshan-e-Iqbal, Turbat",Turbat,Balochistan
Raja QQureshi,S/O Ali Hameed,6110160513708,CON-31557295,MTR-4653186,"House 336, Block G, Cantt, Peshawar",Peshawar,KPK
Naveed Zaidi,S/O Syed Gilani,4400035169686,CON-84673913,MTR-5718152,"House 77, Block G, Cantt, Muzaffarabad",Muzaffarabad,Azad Kashmir
Usman Chaudhry,S/O Noor Cheema,1330248180066,CON-11035380,MTR-3406927,"House 255, Block C, E-11, Rawalakot",Rawalakot,Azad Kashmir
Hassan Khan,S/O Ahmed Syed,3520271464004,CON-34041579,MTR-8920491,"House 427, Block B, Township, Sargodha",Sargodha,Punjab
زینب علی,S/O Mirza Malik,4400086247527,CON-65225305,MTR-8923342,"House 68, Block G, I-8, Rawalpindi",Rawalpindi,Punjab
عائشہ احمد,S/O Adnan Tarar,5400074738159,CON-50253951,MTR-6294261,"House 486, Block C, F-10, Mardan",Mardan,KPK
Malik Virk,S/O Sidra Gilani,1330231603122,CON-60854405,MTR-9409769,"House 54, Block D, I-8, Turbat",Turbat,Balochistan
,S/O Mohammad Mirza,3520223991545,CON-67247957,MTR-2123500,"House 96, Block A, Cantt, Sukkur",Sukkur,Sindh
Ayesha Abbasi,S/O Fatima Ali,5400053740384,CON-72765613,MTR-3656320,"House 42, Block E, PAF Colony, Skardu",Skardu,Gilgit-Baltistan
Hamid Rana,S/O Hamid Cheema,4210136822905,CON-63616383,MTR-6694069,"House 224, Block G, DHA, Muzaffarabad",Muzaffarabad,Azad Kashmir
Arif Iqbal,S/O Sajid Cheema,6110139518045,CON-94370493,MTR-3956188,"House 84, Block F, Cantt, Peshawar",Peshawar,KPK
Tahir Sandhu,S/O Aamir Syed,2130185020467,CON-65223390,MTR-5392742,"House 441, Block B, Gulshan-e-Iqbal, Rawalakot",Rawalakot,Azad Kashmir
Bushra Bhatti,S/O Tahir Rafiq,4210184212896,CON-29877310,MTR-5715387,"House 140, Block C, F-10, Mirpur",Mirpur,Azad Kashmir
Muhammad Gujjar,S/O Raja Mirza,1330235282679,CON-66860982,MTR-9117452,"House 397, Block D, Model Town, Larkana",Larkana,Sindh
Bushra Ahmed,S/O Rizwan Bukhari,2130190216749,CON-43665829,MTR-3211162,"House 466, Block C, Johar Town, Bannu",Bannu,KPK
Hina Khan,S/O نادیہ رضا,3520270729921,CON-67759616,MTR-9739382,"House 409, Block D, I-8, Khuzdar",Khuzdar,Balochistan
Omar Sheikh,S/O Sajid Zaidi,3520246461135,CON-33424189,MTR-5987908,"House 428, Block A, Bahria Town, Bannu",Bannu,KPK
Uzma Ansari,S/O Mirza Bhatti,2130131998284,CON-23954911,MTR-2828289,"House 500, Block D, Township, Hub",Hub,Balochistan
Hussain Rana,S/O Qureshi Abbasi,3520210866662,CON-13787365,MTR-4151643,"House 82, Block A, Bahria Town, Sialkot",Sialkot,Punjab
Sana Bukhari,S/O Bilal Sandhu,3520225688405,CON-60835935,MTR-2296227,"House 278, Block C, DHA, Skardu",Skardu,Gilgit-Baltistan
Ali Aslam,S/O Sheikh Rana,1330273144808,CON-59726750,MTR-3837403,"House 12, Block C, F-10, Skardu",Skardu,Gilgit-Baltistan
ابراہیم ملک,S/O Rabia Naqvi,4210180757205,CON-17034212,MTR-1810395,"House 44, Block C, Bahria Town, Karachi",Karachi,Sindh
Iqra Cheema,S/O Mehwish Tarar,4400059012393,CON-47675582,MTR-3568423,"House 241, Block H, Township, Gujranwala",Gujranwala,Punjab
Ibrahim Sheikh,S/O Bilal Hussain,6110166028868,CON-81024928,MTR-2610851,"House 351, Block C, PAF Colony, Muzaffarabad",Muzaffarabad,Azad Kashmir
Waseem Virk,S/O Noor Cheema,2130138928897,CON-28406850,MTR-4417954,"House 390, Block D, Defence, Skardu",Skardu,Gilgit-Baltistan
,S/O Sidra Cheema,4400071746755,CON-97377736,MTR-5567632,"House 134, Block G, F-10, Faisalabad",Faisalabad,Punjab
Ayesha Syed,S/O Faisal Gilani,6110148638243,CON-93248329,MTR-9196893,"House 39, Block B, DHA, Islamabad",Islamabad,ICT
Uzma Hameed,S/O Uzma Gujjar,1330288823868,CON-25635737,MTR-9296809,"House 452, Block E, F-10, Gwadar",Gwadar,Balochistan
Qureshi Karim,S/O Qureshi Butt,3520213619504,CON-14471796,MTR-1206468,"House 182, Block G, Clifton, Gilgit",Gilgit,Gilgit-Baltistan
Chaudhry Rana,S/O Asma Zaidi,1330292119894,CON-63878287,MTR-6839070,,Gilgit,Gilgit-Baltistan
Hamid Naqvi,S/O Raja Raza,1330298751808,CON-75207356,MTR-1444974,"House 200, Block E, Clifton, Rawalakot",Rawalakot,Azad Kashmir
Asif Raja,S/O Naveed Zaidi,2130159116153,CON-77968881,MTR-7620824,"House 231, Block G, Defence, Mirpurkhas",Mirpurkhas,Sindh
Bilal Hussain,S/O Ali Virk,6110149280986,CON-26438774,MTR-7970332,"House 241, Block H, Gulshan-e-Iqbal, Gilgit",Gilgit,Gilgit-Baltistan
Fatima Jafri,S/O Qureshi Hussain,4210198219454,CON-25866848,MTR-9246716,"House 27, Block B, Cavalry Ground, Turbat",Turbat,Balochistan
Rizwan Ahmed,S/O Tariq Nawaz,3520240559894,CON-54098771,MTR-8141397,"House 261, Block B, Scheme 33, Bahawalpur",Bahawalpur,Punjab
Salman Raja,S/O Qureshi Malik,4210137195325,CON-88698297,MTR-3681605,"House 25, Block C, PAF Colony, Rawalpindi",Rawalpindi,Punjab
Chaudhry Ali,S/O Hamid Cheema,4210189984649,CON-53816299,MTR-1228875,"House 414, Block D, Cavalry Ground, Karachi",Karachi,Sindh
Sajid Jafri,S/O Baig Iqbal,4400017642013,CON-79542619,MTR-5630878,"House 53, Block G, Cavalry Ground, Nawabshah",Nawabshah,Sindh
Malik Akhtar,,5400065175124,CON-72850535,MTR-8244373,"House 309, Block D, Defence, Mirpur",Mirpur,Azad Kashmir
Sidra Raaza,S/O نادیہ رضا,4400050426616,CON-21666212,MTR-8044427,"House 219, Block E, G-9, Gilgit",Gilgit,Gilgit-Baltistan
Naveed Karim,S/O Ibrahim Ahmed,4400054005346,CON-73483157,MTR-5696544,"House 357, Block F, PAF Colony, Islamabad",Islamabad,ICT
عمر شیخ,S/O Rabia Bhatti,1330215345943,CON-24573864,MTR-6985108,"House 205, Block A, Township, Multan",Multan,Punjab
Ahmed Rana,S/O Raja Rafiq,3520230278026,CON-18321725,MTR-2545111,"House 192, Block E, F-10, Gwadar",Gwadar,Balochistan
Uzma Khan,S/O عمر شیخ,4210184269978,CON-57156773,MTR-3456488,"House 269, Block G, G-9, Chilas",Chilas,Gilgit-Baltistan
Salman Rafiq,S/O Asma Baig,1330297544804,CON-66204336,MTR-9182789,"House 113, Block E, Saddar, Sialkot",Sialkot,Punjab
Ayesha Zaidi,S/O Syed Tarar,1330235137255,CON-96161382,MTR-4464229,"House 324, Block G, Cantt, Kohat",Kohat,KPK
Tahir Zaidi,S/O Kashif Rafiq,3520255804452,CON-51365931,MTR-4806692,"House 434, Block H, Bahria Town, Nawabshah",Nawabshah,Sindh
Muhammad Nawaz,S/O احمد خان,2130196827674,CON-37894234,MTR-9160363,"House 56, Block E, Township, Islamabad",Islamabad,ICT
Amna Akhtar,S/O Malik Sandhu,6110123989639,CON-17025464,MTR-5266140,"House 154, Block E, Bahria Town, Mirpurkhas",Mirpurkhas,Sindh
Iqra Aslam,S/O Rizwan Cheema,6110172492252,CON-87355724,MTR-5860220,"House 96, Block B, North Nazimabad, Hyderabad",Hyderabad,Sindh
Asma Qureshi,,5400097355136,CON-31083980,MTR-4769326,"House 293, Block G, Cavalry Ground, Multan",Multan,Punjab
Hamid Gujjar,S/O Sidra Rana,5400028405652,CON-16566451,MTR-5732038,"House 345, Block C, DHA, Gilgit",Gilgit,Gilgit-Baltistan
Nadia Rafiq,S/O Muhammad Hashmi,5400082859268,CON-16244302,MTR-6442275,"House 245, Block A, G-9, Faisalabad",Faisalabad,Punjab
Uzma Gilani,S/O Asma Sandhu,5400023258936,CON-51122797,MTR-6415636,"House 139, Block E, Johar Town, Rawalakot",Rawalakot,Azad Kashmir
,S/O Naeem Chattha,2130147765387,CON-95778921,MTR-6972251,"House 205, Block E, DHA, Muzaffarabad",Muzaffarabad,Azad Kashmir
Faisal BButt,S/O Asif Nawaz,6110149994703,CON-79267979,MTR-7611654,"House 178, Block A, Clifton, Chilas",Chilas,Gilgit-Baltistan
Muhammad Jafri,S/O Muhammad Bhatti,4210112496197,CON-99014602,MTR-6482950,"House 350, Block E, Cavalry Ground, Lahore",Lahore,Punjab
Ahmed Zaidi,S/O Fatima Bukhari,3520274978773,CON-40091170,MTR-1839164,"House 299, Block H, PAF Colony, Bannu",Bannu,KPK
Asif Gondal,S/O Hina Virk,4400017517145,CON-82936758,MTR-7503619,"House 204, Block D, Model Town, Lahore",Lahore,Punjab
Amna Hashmi,S/O Nadia Nawaz,1330297233719,CON-86361144,MTR-3337936,"House 456, Block A, PAF Colony, Islamabad",Islamabad,ICT
Hina Rizvi,S/O Tariq Iqbal,4210166251833,CON-43148927,MTR-1411762,"House 333, Block B, North Nazimabad, Nawabshah",Nawabshah,Sindh
Omar Bhatti,S/O Sheikh Ahmed,4400027908976,CON-96000745,MTR-4909839,"House 353, Block G, G-9, Gujranwala",Gujranwala,Punjab
Shazia Hussain,S/O Bilal Nawaz,4210172410267,CON-83498132,MTR-5490661,"House 285, Block B, North Nazimabad, Sialkot",Sialkot,Punjab
Ali Latif,S/O Muhammad Malik,2130195065675,CON-94819503,MTR-5994550,"House 168, Block B, Model Town, Mingora",Mingora,KPK
Rizwan Karim,S/O Zubair Hussain,6110162006799,CON-53073144,MTR-8831240,"House 220, Block B, G-9, Khuzdar",Khuzdar,Balochistan
محمد حسن,S/O Tahir Syed,6110176478789,CON-82842818,MTR-9395673,"House 285, Block D, Model Town, Khuzdar",Khuzdar,Balochistan
Mehwish Gilani,S/O Hussain Zaidi,6110197745739,CON-83483443,MTR-8205462,"House 376, Block B, DHA, Mirpur",Mirpur,Azad Kashmir
Noor Latif,S/O Hassan Akhtar,6110131790287,CON-67371754,MTR-3088883,"House 39, Block B, Cantt, Mirpur",Mirpur,Azad Kashmir
Sana Bukhari,S/O Salman Sandhu,6110174897724,CON-59539796,MTR-1477520,"House 203, Block B, Bahria Town, Hyderabad",Hyderabad,Sindh
