Traveler_Name,Father_Name,CNIC,Passport_No,Nationality,Home_City,Travelling_From,Travelling_To,Travel_Date,Visa_Type,Reason_To_Travel
Faisal Raja,S/O Ayesha Hashmi,4400022271625,AB5788428,Pakistani,Skardu,Pakistan,Canada,2023-01-04,Visit,Business Meeting
Tahir Chaudhry,S/O عمر شیخ,,AB3920349,Pakistani,Gilgit,Pakistan,Canada,2021-08-07,Student,Family Visit
Ibrahim Chaudhry,S/O Zainab Bukhari,1330214765238,AB7730865,Pakistani,Hub,Pakistan,Turkey,2020-12-18,Work,Medical Treatment
Adnan Raza,S/O Shazia Gondal,4210147222645,AB6461174,Pakistani,Mingora,Pakistan,USA,2019-07-02,Business,Education
Asif Hussain,,2130116132181,AB7166517,Pakistani,Chilas,Pakistan,Malaysia,2016-06-13,Work,Business Meeting
Baig Naqvi,S/O Chaudhry Virk,4210178436021,AB7948599,Pakistani,Hub,Pakistan,China,2021-06-21,Tourist,Medical Treatment
Kamran Mirza,S/O Bushra Qureshi,1330241924799,AB9350601,Pakistani,Mirpur,Pakistan,Turkey,2019-01-14,Business,Medical Treatment
Amna Bhatti,S/O Muhammad Butt,3520251487177,AB5239762,Pakistani,Islamabad,Pakistan,Saudi Arabia,2017-01-09,Student,Medical Treatment
Imran Bhatti,S/O Asif Syed,4210177926335,AB1239057,Pakistani,Hyderabad,Pakistan,China,2023-02-08,Student,Tourism
Muhammad Qureshi,S/O Waseem Malik,5400089450329,AB3806461,Pakistani,Kohat,Pakistan,Canada,2015-07-01,Tourist,Business Meeting
Syed Mirza,S/O Khalid Raza,4400066650785,AB5550020,Pakistani,Islamabad,Pakistan,Germany,2023-10-03,Student,Business Meeting
,S/O Mohammad Mirza,5400023329363,AB8966622,Pakistani,Islamabad,Pakistan,China,2021-04-25,Tourist,Medical Treatment
Ibrahim Khan,S/O Ali Gujjar,4210179991332,AB1299444,Pakistani,Mardan,Pakistan,Malaysia,2023-02-12,Business,Family Visit
Naeem Bukhari,S/O Sidra Ahmed,6110163659785,AB6195021,Pakistani,Faisalabad,Pakistan,USA,2022-08-30,Visit,Employment
Hussain Chaudhry,S/O Hamid Akhtar,2130124685785,AB4620241,Pakistani,Karachi,Pakistan,Canada,2021-09-11,Tourist,Education
Sobia Chaudhry,S/O Qureshi Nawaz,4400050521946,AB1900137,Pakistani,Rawalakot,Pakistan,UAE,2018-09-20,Student,Employment
Syed Chattha,S/O Adnan Karim,5400090042352,AB4570333,Pakistani,Islamabad,Pakistan,China,2019-07-16,Work,Medical Treatment
Ibrahim Akhtar,S/O Bushra Cheema,4210188028291,AB6203041,Pakistani,Islamabad,Pakistan,Canada,2020-05-22,Visit,Family Visit
Mohammad Sheikh,S/O Imran Malik,5400032869798,AB3959357,Pakistani,Skardu,Pakistan,Canada,2016-02-24,Visit,Tourism
Rizwa Syed,S/O Tariq Sandhu,1330236048285,AB3031865,Pakistani,Muzaffarabad,Pakistan,Canada,2018-12-22,Student,Employment
Hussain Bukhari,S/O Sana Virk,5400080704164,AB8930720,Pakistani,Lahore,Pakistan,Saudi Arabia,2019-05-07,Work,Employment
Hashmi Baig,S/O احمد خان,2130155986167,AB6405554,Pakistani,Hub,Pakistan,Germany,2016-06-26,Visit,Business Meeting
Maryam Rana,S/O Arif Khan,4400049596074,AB2045589,Pakistani,Islamabad,Pakistan,UK,2023-06-09,Work,Education
Bilal Nawaz,S/O S/O Uzma Hussain,3520272899904,AB8474086,Pakistani,Sialkot,Pakistan,Turkey,2019-08-27,Business,Medical Treatment
Shazia Baig,S/O Naveed Hameed,2130166591764,AB1604959,Pakistani,Rawalakot,Pakistan,Turkey,2015-05-18,Visit,Family Visit
Mohd Virk,S/O Saira Latif,3520217616399,AB3603491,Pakistani,Karachi,Pakistan,Malaysia,2020-12-02,Tourist,Education
Husain Khan,S/O Naeem Sheikh,1330286944914,AB5964280,Pakistani,Bannu,Pakistan,Canada,2021-07-22,Visit,Family Visit
Sobia Rana,S/O Bushra Rizvi,4210118388372,AB5275903,Pakistani,Muzaffarabad,Pakistan,China,2017-06-04,Business,Tourism
محمد علی,S/O Kashif Hameed,4210182906774,AB8337797,Pakistani,Bahawalpur,Pakistan,Saudi Arabia,2021-06-27,Student,Tourism
Naveed Bhatti,S/O Aamir Akhtar,1330259305806,AB9999270,Pakistani,Hyderabad,Pakistan,UK,2016-06-12,Business,Education
Husain Gondal,S/O Hashmi Akhtar,3520213689585,AB9327566,Pakistani,Rawalakot,Pakistan,USA,2019-09-08,Tourist,Business Meeting
,S/O زینب علی,6110135113222,AB6360928,Pakistani,Larkana,Pakistan,UAE,2016-09-24,Business,Employment
Adnan Syed,S/O Mohammad Rafiq,4210114077875,AB6900155,Pakistani,Larkana,Pakistan,USA,2019-01-10,Business,Medical Treatment
Sobia Gondal,S/O Rukhsar Raza,,AB3039766,Pakistani,Muzaffarabad,Pakistan,USA,2021-05-23,Visit,Business Meeting
Maryam Bhatti,S/O Chaudhry Ansari,2130122254378,AB7009741,Pakistani,Mirpurkhas,Pakistan,Saudi Arabia,2019-03-26,Student,Business Meeting
Ahmed Abbasi,S/O Uzma Hameed,2130194120284,AB6307011,Pakistani,Gujranwala,Pakistan,France,2023-06-03,Visit,Education
Rukhsar Khan,S/O Arif Cheema,,AB9773429,Pakistani,Gilgit,Pakistan,USA,2018-04-02,Work,Business Meeting
Ali Hashmi,S/O Asif Latif,3520259782725,AB9602351,Pakistani,Faisalabad,Pakistan,France,2016-04-07,Student,Business Meeting
Bilal Rafiq,S/O Hina Rana,2130175992128,AB9015218,Pakistani,Islamabad,Pakistan,UK,2015-11-11,Work,Medical Treatment
Sobia Tarar,S/O Iqra Gilani,6110116975834,AB5229234,Pakistani,Gwadar,Pakistan,UAE,2017-04-15,Visit,Medical Treatment
Sidra Gilani,,3520294051639,AB4949162,Pakistani,Quetta,Pakistan,UK,2020-07-17,Visit,Family Visit
Sajidd Hussain,S/O Tariq Jafri,4210127261357,AB9455672,Pakistani,Mardan,Pakistan,Turkey,2018-03-02,Visit,Employment
Saira Gilani,S/O Asma Hussain,1330242945529,AB4920532,Pakistani,Sukkur,Pakistan,China,2023-06-19,Business,Medical Treatment
Kashif Akhtar,S/O Hina Abbasi,1330242268088,AB8370848,Pakistani,Abbottabad,Pakistan,UAE,2019-10-12,Tourist,Education
Thir Raja,,3520267072867,AB5113092,Pakistani,Mirpur,Pakistan,UK,2017-03-31,Tourist,Education
Mohammad Mirza,S/O Naeem Nawaz,5400065679708,AB2498368,Pakistani,Islamabad,Pakistan,Saudi Arabia,2018-03-07,Student,Family Visit
Hussain Karim,S/O Tariq Abbasi,6110177329032,AB8256416,Pakistani,Muzaffarabad,Pakistan,USA,2022-05-12,Tourist,Business Meeting
Qureshi Rafiq,S/O Asif Virk,5400011390276,AB8116477,Pakistani,Quetta,Pakistan,USA,2018-04-09,Business,Family Visit
Rizwan Malik,S/O Maryam Ansari,2130157719818,AB5081590,Pakistani,Mirpurkhas,Pakistan,Turkey,2016-10-04,Work,Employment
Arif Rizvi,S/O Ali Latif,4400079231054,AB2009679,Pakistani,Rawalpindi,Pakistan,UAE,2017-07-24,Tourist,Medical Treatment
,,3520275020471,AB3570077,Pakistani,Gwadar,Pakistan,USA,2016-02-03,Visit,Employment
Kamran Rafiq,S/O Mohammad Cheema,5400046888906,AB2489527,Pakistani,Chilas,Pakistan,UAE,2019-01-04,Tourist,Tourism
Mohd Qureshi,S/O Arif Chaudhry,3520268249037,AB3408037,Pakistani,Chilas,Pakistan,UK,2018-09-25,Business,Medical Treatment
Kashif Ahmed,S/O Sana Sandhu,4400079053652,,Pakistani,Karachi,Pakistan,Saudi Arabia,2017-02-14,Business,Business Meeting
Hamid Raza,S/O Hashmi Butt,4400052013723,AB3537464,Pakistani,Bahawalpur,Pakistan,Saudi Arabia,2016-10-21,Tourist,Tourism
Mohd Malik,S/O Noor Zaidi,13302-9320382-3,AB1937568,Pakistani,Rawalakot,Pakistan,USA,2022-08-31,Student,Medical Treatment
Mohd Akhtar,S/O Sheikh Gilani,2130132865829,AB7191816,Pakistani,Bahawalpur,Pakistan,Canada,2018-11-28,Business,Medical Treatment
Fatima Chattha,S/O مریم چودھری,6110154910037,AB7989827,Pakistani,Gujranwala,Pakistan,Saudi Arabia,2017-04-07,Business,Education
Ali Rizvi,S/O Kashif Gujjar,2130152423265,AB8009794,Pakistani,Sargodha,Pakistan,Malaysia,2019-04-27,Student,Education
Mohd Hashmi,S/O نادیہ رضا,3520296884092,AB9954798,Pakistani,Gilgit,Pakistan,China,2021-11-26,Student,Medical Treatment
Adnan Cheema,S/O Adnan Karim,6110181234797,AB3854836,Pakistani,Islamabad,Pakistan,USA,2022-07-06,Business,Education
Qureshi Sheikh,S/O Shazia Gilani,1330224423677,AB4230651,Pakistani,Mingora,Pakistan,USA,2017-03-15,Business,Business Meeting
مریم چودھری,S/O Tariq Aslam,3520270216746,AB4675316,Pakistani,Mirpur,Pakistan,Saudi Arabia,2016-11-14,Business,Employment
Ayesha Aslam,S/O Malik Qureshi,1330235676438,AB1345741,Pakistani,Muzaffarabad,Pakistan,Malaysia,2023-05-12,Student,Family Visit
Hussain Gujjar,S/O Hamid Rafiq,,AB3982684,Pakistani,Islamabad,Pakistan,Germany,2017-10-04,Student,Business Meeting
Mirza Jafri,S/O Baig Butt,1330227108503,AB8191414,Pakistani,Islamabad,Pakistan,France,2019-07-08,Visit,Business Meeting
Rabia Aslam,S/O Ahmed Rizvi,5400073495354,AB3790879,Pakistani,Hub,Pakistan,USA,2020-06-20,Work,Business Meeting
Hamid Aslam,S/O Imran Syed,6110172318992,,Pakistani,Faisalabad,Pakistan,Turkey,2020-11-28,Student,Family Visit
Qureshi Jafri,S/O Malik Naqvi,,AB7870473,Pakistani,Islamabad,Pakistan,Canada,2020-06-20,Visit,Medical Treatment
Syed Gilani,S/O Salman Butt,3520276366358,AB8181052,Pakistani,Quetta,Pakistan,Germany,2020-03-05,Tourist,Business Meeting
Kamran Zaidi,S/O Hashmi Baig,1330224855551,AB3025570,Pakistani,Turbat,Pakistan,Saudi Arabia,2016-02-20,Visit,Family Visit
Shoaib Cheema,S/O Bilal Gilani,1330217090578,AB5332308,Pakistani,Muzaffarabad,Pakistan,Turkey,2022-07-10,Tourist,Family Visit
Bilal Bhatti,S/O Ibrahim Nawaz,4210142812924,AB1075685,Pakistani,Skardu,Pakistan,Turkey,2015-08-12,Visit,Tourism
Mohd Bhatti,S/O Khalid Sheikh,1330218759877,AB7287410,Pakistani,Skardu,Pakistan,UK,2021-05-30,Visit,Business Meeting
Asma Chattha,S/O Shoaib Malik,3520288926067,AB7564371,Pakistani,Gilgit,Pakistan,Saudi Arabia,2019-01-29,Student,Employment
Arif Iqbal,,6110139518045,AB9591327,Pakistani,Peshawar,Pakistan,USA,2017-11-17,Tourist,Education
Bushra Ali,S/O Mehwish Rizvi,6110157593596,AB1915565,Pakistani,Islamabad,Pakistan,Germany,2022-09-26,Business,Family Visit
Ahmed Naqvi,S/O Zubair Chaudhry,6110133370579,AB3860522,Pakistani,Islamabad,Pakistan,Malaysia,2021-12-07,Business,Family Visit
Ibrahim Virk,S/O S/O Sana Karim,3520278062812,AB6281788,Pakistani,Kohat,Pakistan,China,2015-08-15,Student,Medical Treatment
Khalid Latif,S/O Hamid Sandhu,6110145770474,AB2245068,Pakistani,Islamabad,Pakistan,UK,2023-04-23,Tourist,Medical Treatment
Shazia Chauddhry,S/O Bushra Syed,2130134092994,AB3111039,Pakistani,Peshawar,Pakistan,Malaysia,2018-08-13,Business,Medical Treatment
Naeem Chattha,S/O Iqra Chattha,1330246229932,AB9439017,Pakistani,Islamabad,Pakistan,France,2015-01-23,Work,Tourism
Khalid Nawaz,S/O Saira Cheema,4400026519246,AB5496456,Pakistani,Rawalakot,Pakistan,Canada,2022-10-08,Visit,Tourism
Zubair Hussain,S/O Hamid Karim,4400066500037,AB6418929,Pakistani,Peshawar,Pakistan,Malaysia,2023-11-11,Visit,Family Visit
Ali Rizvi,S/O Noor Hameed,4210183818001,AB7200658,Pakistani,Lahore,Pakistan,UAE,2022-06-28,Student,Medical Treatment
Mohd Naqvi,S/O Mohammad Virk,2130150404594,AB6418756,Pakistani,Islamabad,Pakistan,Turkey,2017-01-19,Work,Tourism
Hussain Sandhu,S/O Mohammad Mirza,3520223991545,AB8483084,Pakistani,Sukkur,Pakistan,Saudi Arabia,2022-12-21,Work,Medical Treatment
Rizwan Virk,S/O صنا ملک,6110118013867,AB9996703,Pakistani,Karachi,Pakistan,USA,2019-07-22,Tourist,Business Meeting
Nadia Sheikh,S/O Sana Ansari,6110138083888,AB7561608,Pakistani,Mirpur,Pakistan,Saudi Arabia,2015-09-05,Visit,Family Visit
Naeem Karim,S/O Hassan Malik,4210123963529,AB7591830,Pakistani,Muzaffarabad,Pakistan,Malaysia,2016-09-16,Visit,Employment
Noor Malik,S/O Asif Naqvi,1330238945385,AB5510018,Pakistani,Mingora,Pakistan,UK,2017-09-11,Tourist,Tourism
Rabia Syed,S/O Raja Raja,4400097327789,AB2281188,Pakistani,Islamabad,Pakistan,Saudi Arabia,2021-06-27,Business,Tourism
Arif Qureshi,,5400068866021,AB1275486,Pakistani,Khuzdar,Pakistan,China,2018-10-26,Tourist,Business Meeting
Saira Baig,S/O Baig Naqvi,1330238885832,AB5856078,Pakistani,Lahore,Pakistan,Saudi Arabia,2017-07-13,Student,Family Visit
Rabia Rana,S/O Maryam Iqbal,2130191438868,AB1018374,Pakistani,Bannu,Pakistan,Turkey,2019-08-18,Business,Business Meeting
Naeem Hameed,S/O Hassan Ahmed,4400082671587,AB7241476,Pakistani,Sukkur,Pakistan,Turkey,2015-04-13,Tourist,Business Meeting
Mohammad Naqvi,S/O Hina Gujjar,2130111802714,AB5155954,Pakistani,Skardu,Pakistan,UK,2020-07-08,Tourist,Education
Adnan Akhtar,S/O Tahir Gilani,6110147584275,AB6397593,Pakistani,Rawalakot,Pakistan,Germany,2018-09-02,Work,Medical Treatment
,S/O Kashif Akhtar,4210146442171,AB6168929,Pakistani,Sukkur,Pakistan,China,2017-01-02,Tourist,Medical Treatment
Sidra Gilani,S/O Sajid Qureshi,4210198052174,AB3886087,Pakistani,Quetta,Pakistan,Germany,2016-12-31,Visit,Education
Asif Raja,S/O Shazia Bukhari,,AB2287813,Pakistani,Turbat,Pakistan,Canada,2021-09-21,Visit,Tourism
Zubair Raza,S/O Kashif Khan,5400051192867,AB5831159,Pakistani,Islamabad,Pakistan,Turkey,2021-09-25,Work,Education
Rukhsar Bukhari,,6110179987293,AB6976060,Pakistani,Hub,Pakistan,UK,2016-01-24,Business,Family Visit
Imran Raja,S/O Hashmi Baig,,AB6236055,Pakistani,Multan,Pakistan,UK,2022-04-20,Business,Business Meeting
Omar Sheikh,S/O Mohammad Virk,2130141042048,AB9632922,Pakistani,Islamabad,Pakistan,Germany,2017-07-09,Work,Tourism
,S/O Asif Latif,2130142878338,AB2802138,Pakistani,Kohat,Pakistan,Germany,2016-09-26,Work,Medical Treatment
Imran Akhtar,S/O Aamir Akhtar,6110116046578,,Pakistani,Skardu,Pakistan,France,2020-05-21,Tourist,Tourism
Faisal Raza,S/O Kashif Ahmed,6110176465503,AB4762875,Pakistani,Chilas,Pakistan,USA,2020-03-14,Student,Medical Treatment
Usman Mirza,,1330215360232,AB5010162,Pakistani,Peshawar,Pakistan,USA,2016-08-27,Visit,Family Visit
Mohammad Latif,S/O Raja Raza,4210178578862,AB4490190,Pakistani,Skardu,Pakistan,Saudi Arabia,2018-10-24,Work,Tourism
Nadia Rafiq,S/O Arif Virk,3520249544936,AB7934367,Pakistani,Gilgit,Pakistan,UAE,2020-01-12,Visit,Medical Treatment
Imran Abbasi,S/O S/O Bushra Qureshi,5400093584313,AB3587370,Pakistani,Islamabad,Pakistan,France,2019-02-07,Work,Family Visit
Mohd Akhtar,S/O Zainab Raja,4210192210801,AB1484347,Pakistani,Lahore,Pakistan,Malaysia,2016-09-19,Visit,Business Meeting
Syed Hashmi,S/O Khalid Tarar,4210171666329,AB2365801,Pakistani,Chilas,Pakistan,Turkey,2021-09-24,Visit,Medical Treatment
Usman Hussain,S/O Bushra Mirza,6110165348221,AB2235691,Pakistani,Muzaffarabad,Pakistan,Turkey,2017-12-10,Tourist,Business Meeting
Hassan Qureshi,S/O Zainab Chattha,2130151037934,AB1355359,Pakistani,Mingora,Pakistan,UK,2022-06-10,Student,Business Meeting
Khalid Sheikh,S/O Rizwan Gondal,4210148359163,AB4886208,Pakistani,Mardan,Pakistan,UK,2019-05-10,Visit,Medical Treatment
Kamran Baig,S/O Mehwish Butt,6110148947094,AB6442121,Pakistani,Faisalabad,Pakistan,UK,2018-01-14,Tourist,Education
Adnan Butt,S/O Aamir Malik,5400015276512,AB2065595,Pakistani,Skardu,Pakistan,USA,2018-09-30,Tourist,Medical Treatment
Iqra Hameed,S/O Adnan Khan,1330245935049,AB2792379,Pakistani,Mirpurkhas,Pakistan,UAE,2019-02-17,Student,Family Visit
Usman Gujjar,S/O محمد احمد,6110123001161,AB6576317,Pakistani,Islamabad,Pakistan,France,2019-03-18,Student,Tourism
Hina Rizvi,S/O Asma Aslam,3520242313876,AB7485434,Pakistani,Hub,Pakistan,UAE,2015-11-01,Work,Education
Zubair Syed,S/O Faisal Raja,6110131234103,AB6036034,Pakistani,Multan,Pakistan,Saudi Arabia,2018-12-19,Business,Medical Treatment
Mehwish Mirza,S/O Sajid Gujjar,3520262572214,AB9299288,Pakistani,Rawalpindi,Pakistan,Turkey,2021-01-03,Student,Family Visit
Tahir Sheikh,S/O Amna Raza,5400056874392,AB4475904,Pakistani,Islamabad,Pakistan,Germany,2021-01-15,Visit,Employment
Zainab Rafiq,S/O عمر شیخ,3520252431706,AB6746904,Pakistani,Chilas,Pakistan,Germany,2015-03-23,Tourist,Business Meeting
Bushra Hashmi,S/O Khalid Cheema,4400025623512,AB3826120,Pakistani,Islamabad,Pakistan,Canada,2019-09-24,Visit,Medical Treatment
Hamid Hussain,S/O Bilal Akhtar,4210163899688,AB1869159,Pakistani,Islamabad,Pakistan,UAE,2019-04-23,Work,Medical Treatment
Mohd Malik,S/O Zubair Chattha,3520241580613,AB3590563,Pakistani,Khuzdar,Pakistan,UK,2021-10-01,Tourist,Business Meeting
Waseem Ansari,S/O Ahmed Virk,5400063797098,AB5151158,Pakistani,Khuzdar,Pakistan,China,2023-10-27,Business,Tourism
Sana Malik,S/O Amna Zaidi,4400024520433,AB3346604,Pakistani,Khuzdar,Pakistan,Germany,2020-01-25,Visit,Education
Ahmed Cheema,S/O Tahir Sandhu,4400090268821,AB6614506,Pakistani,Multan,Pakistan,Saudi Arabia,2017-11-22,Tourist,Tourism
Hussain Hashmi,S/O Raja Raza,3520282028986,AB4376255,Pakistani,Islamabad,Pakistan,France,2018-11-17,Student,Education
Sobia Butt,S/O Ali Iqbal,6110121258153,AB3305944,Pakistani,Bannu,Pakistan,Turkey,2018-11-25,Student,Business Meeting
Shazia Ahmed,S/O Zainab Rafiq,5400049050041,AB3296930,Pakistani,Lahore,Pakistan,UK,2023-11-08,Tourist,Employment
,S/O Uzma Tarar,4400043656265,AB3478407,Pakistani,Khuzdar,Pakistan,Malaysia,2023-03-25,Tourist,Medical Treatment
Arrif Gondal,S/O Malik Jafri,5400032775728,,Pakistani,Islamabad,Pakistan,Saudi Arabia,2019-03-09,Work,Family Visit
Shazia Qureshi,S/O Shoaib Tarar,2130149022357,AB3992027,Pakistani,Nawabshah,Pakistan,China,2018-04-16,Visit,Education
Usman Hameed,S/O S/O Sobia Naqvi,4210122753746,AB3988577,Pakistani,Islamabad,Pakistan,Germany,2019-05-15,Work,Tourism
Naveed Chaudhry,S/O Kamran Karim,4210182823689,AB9107218,Pakistani,Rawalakot,Pakistan,France,2021-08-17,Business,Business Meeting
Kamran Rafiq,S/O Syed Ali,2130114158463,AB8993323,Pakistani,Gilgit,Pakistan,Saudi Arabia,2018-10-22,Business,Employment
,S/O Hashmi Akhtar,4210199429316,AB3162134,Pakistani,Nawabshah,Pakistan,UAE,2017-04-10,Student,Business Meeting
,S/O Sidra Hussain,6110120661224,AB7989079,Pakistani,Skardu,Pakistan,USA,2020-12-31,Student,Business Meeting
Mohammad Ansari,S/O Bilal Rana,5400093088474,AB1944895,Pakistani,Khuzdar,Pakistan,Canada,2018-03-07,Work,Education
Amna Cheema,S/O Tariq Hashmi,4400072242573,AB8243771,Pakistani,Skardu,Pakistan,China,2023-07-16,Business,Tourism
Rabia Abbasi,S/O Asif Abbasi,5400099536306,AB3776163,Pakistani,Larkana,Pakistan,Saudi Arabia,2015-10-25,Work,Business Meeting
Tariq Qureshi,S/O Hashmi Gujjar,4400084596478,AB3665044,Pakistani,Mingora,Pakistan,China,2020-03-24,Business,Employment
Uzma Virk,S/O Kashif Ahmed,1330253472374,AB6713791,Pakistani,Bannu,Pakistan,China,2018-12-07,Work,Business Meeting
Amna Hashmi,S/O Nadia Nawaz,1330297233719,AB3857104,Pakistani,Islamabad,Pakistan,UK,2020-12-11,Business,Business Meeting
Shazia Khan,S/O Sheikh Rana,4400038790237,AB1831155,Pakistani,Islamabad,Pakistan,France,2017-11-12,Visit,Business Meeting
Hamid Chattha,S/O Mirza Chaudhry,5400058947913,AB4365871,Pakistani,Turbat,Pakistan,China,2018-08-20,Business,Medical Treatment
Sobia Hussain,S/O Baig Jafri,5400051444274,AB2590806,Pakistani,Abbottabad,Pakistan,USA,2023-12-09,Work,Education
Navveed Jafri,S/O زینب علی,2130149631585,AB4172063,Pakistani,Skardu,Pakistan,France,2021-03-05,Student,Business Meeting
Tahir Sheikh,S/O Amna Raza,5400056874392,AB3693832,Pakistani,Islamabad,Pakistan,UK,2019-04-17,Student,Family Visit
Maryam Rizvi,S/O محمد احمد,4400078421763,AB1159144,Pakistani,Skardu,Pakistan,UK,2022-10-27,Visit,Family Visit
احمد خان,S/O Aamir Gilani,2130182467629,AB7236365,Pakistani,Chilas,Pakistan,Canada,2022-10-27,Visit,Family Visit
Mirza Nawaz,S/O S/O Shazia Chattha,2130163627196,AB4601702,Pakistani,Rawalakot,Pakistan,Germany,2016-03-06,Student,Family Visit
Mohd Hashmi,S/O Faisal Butt,5400014341209,AB2536931,Pakistani,Peshawar,Pakistan,France,2015-03-13,Business,Family Visit
Naadia Butt,S/O عائشہ احمد,6110180910022,AB2263706,Pakistani,Chilas,Pakistan,Germany,2018-08-04,Student,Tourism
زینب علی,S/O Asma Latif,,AB4340181,Pakistani,Bannu,Pakistan,Saudi Arabia,2017-01-09,Tourist,Employment
Mohammad Sandhu,S/O Zubair Cheema,4210140020789,AB6307279,Pakistani,Bannu,Pakistan,UAE,2020-12-31,Student,Education
Qureshi Virk,S/O Baig Ali,3520246641869,AB4668374,Pakistani,Larkana,Pakistan,France,2021-04-21,Student,Employment
Bushra Bhatti,S/O Tahir Rafiq,4210184212896,AB8685393,Pakistani,Mirpur,Pakistan,Canada,2017-07-22,Student,Family Visit
Maryam Syed,S/O Ayesha Aslam,2130132218351,AB2117229,Pakistani,Nawabshah,Pakistan,UK,2016-12-10,Tourist,Education
Arif Baig,S/O Shazia Hashmi,3520235990592,AB3886940,Pakistani,Muzaffarabad,Pakistan,UAE,2016-01-22,Business,Education
Mohd Butt,S/O Qureshi Aslam,4210163027409,AB6208244,Pakistani,Larkana,Pakistan,Turkey,2023-07-01,Student,Business Meeting
Tahir Latif,S/O Faisal Virk,4210181311859,AB1562790,Pakistani,Islamabad,Pakistan,USA,2022-06-17,Tourist,Employment
Nadia Abbasi,S/O Sobia Nawaz,5400087963884,AB6709988,Pakistani,Peshawar,Pakistan,Canada,2023-03-20,Tourist,Family Visit
Amna Cheema,S/O Tariq Hashmi,4400072242573,AB4534295,Pakistani,Skardu,Pakistan,Malaysia,2022-02-19,Student,Medical Treatment
Ibrahim Naqvi,S/O Adnan Abbasi,4400048915424,AB7187527,Pakistani,Sargodha,Pakistan,USA,2021-12-04,Student,Education
Mohd Chaudhry,S/O Ali Syed,4210159081903,AB9137116,Pakistani,Abbottabad,Pakistan,USA,2017-07-14,Tourist,Family Visit
Sana Aslam,S/O Asif Gujjar,6110170907798,AB1960698,Pakistani,Gilgit,Pakistan,UK,2022-07-23,Business,Employment
Rabia Abbasi,S/O عمر شیخ,4400094246879,AB5136086,Pakistani,Gwadar,Pakistan,France,2019-06-08,Visit,Tourism
Adnan Bukhari,S/O Shazia Sandhu,4400072087895,AB4788642,Pakistani,Mirpur,Pakistan,USA,2015-04-15,Student,Tourism
,S/O Adnan Zaidi,5400088517867,AB6092578,Pakistani,Muzaffarabad,Pakistan,Saudi Arabia,2021-09-29,Business,Medical Treatment
Rukhsar Jafri,S/O Malik Jafri,6110145624391,AB9676927,Pakistani,Islamabad,Pakistan,Canada,2022-06-18,Business,Family Visit
Tahir Gilani,S/O S/O Malik Ahmed,6110186025551,AB2637094,Pakistani,Lahore,Pakistan,UAE,2015-08-10,Student,Business Meeting
Zubair Ali,S/O Faisal Bhatti,6110155049289,AB9015796,Pakistani,Chilas,Pakistan,France,2021-06-26,Work,Medical Treatment
MohdB utt,S/O Waseem Baig,1330247623401,,Pakistani,Turbat,Pakistan,Canada,2021-10-10,Business,Medical Treatment
Bushra Nawaz,S/O Imran Ali,1330243048912,AB4591318,Pakistani,Chilas,Pakistan,Malaysia,2022-09-13,Business,Medical Treatment
Amna Raza,S/O Syed Jafri,3520251892271,AB1811206,Pakistani,Islamabad,Pakistan,UAE,2022-08-06,Visit,Education
Fatima Syed,S/O Asma Bhatti,3520259959213,AB8598104,Pakistani,Islamabad,Pakistan,France,2017-02-27,Student,Family Visit
Waseem Chattha,S/O Khalid Gujjar,5400056529395,AB6569439,Pakistani,Abbottabad,Pakistan,Turkey,2019-03-20,Visit,Education
Rukhsar Latif,S/O محمد احمد,4400080045797,AB7015964,Pakistani,Khuzdar,Pakistan,France,2020-08-25,Business,Business Meeting
Hamid Bhatti,S/O Zubair Ansari,2130169004294,AB2103467,Pakistani,Islamabad,Pakistan,Germany,2023-11-18,Work,Education
Fatima Butt,S/O Iqra Sheikh,6110164636138,AB4424789,Pakistani,Turbat,Pakistan,Saudi Arabia,2022-04-20,Student,Business Meeting
Chaudhry Malik,S/O Ayesha Ansari,4400098295729,AB4496329,Pakistani,Karachi,Pakistan,UAE,2021-09-23,Student,Medical Treatment
مریم چودھری,S/O Syed Karim,6110142034345,AB3917314,Pakistani,Nawabshah,Pakistan,Canada,2021-10-18,Tourist,Business Meeting
Mehwish Chaudhry,S/O Asma Virk,6110134435103,AB6243426,Pakistani,Khuzdar,Pakistan,Germany,2022-03-28,Tourist,Employment
Mohd Zaidi,S/O مریم چودھری,5400067129103,AB7678047,Pakistani,Sialkot,Pakistan,Saudi Arabia,2019-01-29,Visit,Family Visit
Sheikh Hameed,,6110134435845,AB9373326,Pakistani,Multan,Pakistan,Canada,2021-09-15,Business,Education
ابراہیم ملک,S/O Bilal Nawaz,4210160524782,AB9303351,Pakistani,Mirpur,Pakistan,Saudi Arabia,2019-05-25,Visit,Business Meeting
Hina Karim,S/O Kamran Rafiq,4210143569111,AB5552172,Pakistani,Muzaffarabad,Pakistan,USA,2016-01-28,Student,Family Visit
Omar Chattha,S/O Waseem Jafri,4400059281444,AB8268588,Pakistani,Rawalakot,Pakistan,Canada,2016-08-16,Student,Family Visit
Mehwish Ansari,S/O Naeem Gujjar,1330235045217,AB7707733,Pakistani,Islamabad,Pakistan,China,2020-07-08,Tourist,Employment
Fatima Mirza,S/O Nadia Karim,3520295807183,AB1854914,Pakistani,Muzaffarabad,Pakistan,USA,2015-08-05,Visit,Family Visit
Rabia Gilani,S/O Aamir Karim,6110113056038,AB7168317,Pakistani,Hub,Pakistan,France,2022-10-08,Tourist,Education
