Company_Name,Owner_Name,Father_Name,Entity_Type,CNIC,Incorporation_Date,Status,Registered_Office_Address,Province,City
Al Services,Raja Karim,S/O نادیہ رضا,Sole Proprietorship,2130182547961,2015-03-16,Active,"House 25, Block G, Saddar, Chilas",Gilgit-Baltistan,Chilas
Global Corp,Sheikh Hussain,S/O Baig Iqbal,Partnership,3520277769891,1997-01-30,Active,"House 91, Block A, Township, Bahawalpur",Punjab,Bahawalpur
Royal Brothers,Hamid Baig,,Public Limited,6110129022003,1993-06-09,Active,"House 123, Block E, G-9, Bannu",KPK,Bannu
United Industries,Zubaiir Khan,S/O Ayesha Ahmed,LLP,4210173317969,1994-08-03,Suspended,,ICT,Islamabad
Prime Group,Salman Nawaz,S/O S/O Sana Aslam,LLP,2130123463719,2018-05-10,Active,"House 181, Block C, North Nazimabad, Mirpurkhas",Sindh,Mirpurkhas
,Bushraa Bhatti,S/O Tahir Rafiq,Private Limited,4210184212896,2013-09-11,Active,"House 252, Block B, PAF Colony, Mirpur",Azad Kashmir,Mirpur
Al Brothers,Khalid Malik,S/O Naeem Karim,LLP,3520234185267,1995-05-15,Suspended,"House 495, Block G, Scheme 33, Islamabad",ICT,Islamabad
Royal Traders,Baig Gujjar,S/O Sidra Bhatti,Partnership,5400084274536,2016-04-06,Active,"House 461, Block H, Gulberg, Hub",Balochistan,Hub
Pak Solutions,Malik Nawaz,S/O Rizwan Nawaz,Private Limited,,1992-08-07,Active,"House 499, Block D, G-9, Quetta",Balochistan,Quetta
Prime Associates,Mehwish Mirza,S/O علی حسین,Partnership,6110178499948,2020-06-16,Suspended,"House 178, Block E, E-11, Mirpur",Azad Kashmir,Mirpur
Atlas Industries,Malik Virk,S/O Omar Latif,Private Limited,1330215477942,2009-01-05,Active,"House 325, Block A, Bahria Town, Faisalabad",Punjab,Faisalabad
Prime Solutions,Malik Abbasi,S/O Usman Jafri,Partnership,3520293959625,2000-08-05,Active,"House 30, Block D, Saddar, Faisalabad",Punjab,Faisalabad
Pak Corp,Kashif Cheema,S/O Usman Aslam,Private Limited,5400062028946,2001-11-25,Active,"House 464, Block F, Cavalry Ground, Mirpur",Azad Kashmir,Mirpur
Royal Group,Sajid Zaidi,S/O Hamid Jafri,Partnership,3520264109822,2004-12-18,Active,"House 191, Block E, Township, Gwadar",Balochistan,Gwadar
Meezan Group,Hamid Sheikh,S/O Adnan Ansari,Public Limited,4400029434606,1993-12-25,Active,"House 50, Block H, I-8, Abbottabad",KPK,Abbottabad
Atlas Associates,,S/O Qureshi Zaidi,LLP,5400050381211,1990-07-07,Active,"House 110, Block D, F-10, Mirpur",Azad Kashmir,Mirpur
,Bilal Gujjar,,Private Limited,3520278954123,2017-01-14,Active,"House 294, Block F, Cantt, Chilas",Gilgit-Baltistan,Chilas
Global Enterprises,Kashif Syed,S/O Mohammad Hussain,LLP,4210121008705,1991-09-21,Active,"House 251, Block E, Bahria Town, Mingora",KPK,Mingora
Star Associates,Baig Noor,S/O Muhammad Jafri,Private Limited,5400050269388,2015-11-21,Active,"House 281, Block G, Defence, Lahore",Punjab,Lahore
Atlas Brothers,Sana Rizvi,S/O Sheikh Hussain,LLP,54000-1813885-9,2003-04-16,Active,"House 399, Block B, F-10, Gilgit",Gilgit-Baltistan,Gilgit
Star Associates,نادیہ رضا,S/O Sheikh Nawaz,Public Limited,3520258324449,1992-05-22,Active,"House 438, Block F, E-11, Peshawar",KPK,Peshawar
National Brothers,Noor Khan,S/O Rizwan Butt,Public Limited,2130112336155,1996-09-21,Suspended,"House 159, Block D, Clifton, Islamabad",ICT,Islamabad
Prime Group,Rukhsar Nawaz,S/O Mehwish Mirza,LLP,4210130210109,2019-03-12,Active,"House 344, Block A, Model Town, Bannu",KPK,Bannu
Pak Group,Rizwan Syed,S/O Tariq Sandhu,Sole Proprietorship,1330236048285,1995-01-20,Active,"House 481, Block E, Askari, Muzaffarabad",Azad Kashmir,Muzaffarabad
Al Enterprises,Sobia Naqvi,S/O Bilal Zaidi,Partnership,3520296919094,1990-10-07,Active,"House 341, Block A, F-10, Chilas",Gilgit-Baltistan,Chilas
National Solutions,Qureshi Rafiq,S/O Qureshi Raza,Private Limited,3520249547304,2018-11-11,Suspended,"House 498, Block H, Township, Abbottabad",KPK,Abbottabad
Prime Group,Hassan Ahmed,S/O S/O Sheikh Hussain,Public Limited,3520243177008,2010-08-31,Active,"House 464, Block A, North Nazimabad, Muzaffarabad",Azad Kashmir,Muzaffarabad
Atlas Brothers,Saira Chaudhry,S/O Tariq Virk,Partnership,5400011148482,1990-02-14,Dissolved,"House 116, Block E, F-10, Gilgit",Gilgit-Baltistan,Gilgit
United Enterprises,Chaudhry Salman,S/O Ali Syed,LLP,4210159081903,2018-03-08,Suspended,"House 74, Block C, Defence, Abbottabad",KPK,Abbottabad
Apex Corp,Hashmi Hussain,S/O عمر شیخ,Public Limited,1330246409338,1992-09-28,Active,"House 306, Block F, Saddar, Mirpurkhas",Sindh,Mirpurkhas
Royal Industries,Aamir Ali,S/O احمد خان,Partnership,4210174564366,2022-11-09,Active,"House 401, Block G, North Nazimabad, Kohat",KPK,Kohat
,Baig Cheema,S/O Khalid Ahmed,LLP,4210136711151,2012-11-01,Active,"House 8, Block C, Gulshan-e-Iqbal, Mardan",KPK,Mardan
Al Traders,Hussain Iqbal,S/O Bushra Rafiq,Public Limited,5400090748658,1997-10-20,Suspended,"House 263, Block D, Cavalry Ground, Muzaffarabad",Azad Kashmir,Muzaffarabad
Star Corp,عائشہ احمد,S/O Shazia Bukhari,Partnership,1330238166073,2011-12-20,Active,"House 362, Block G, I-8, Turbat",Balochistan,Turbat
Al Brothers,Usman Baig,S/O Bilal Ansari,LLP,3520240331274,2006-09-14,Active,"House 394, Block A, Cantt, Mirpur",Azad Kashmir,Mirpur
Global Group,Ali Syed,S/O Naeem Mirza,Private Limited,3520210759437,2017-01-22,Active,"House 483, Block H, Scheme 33, Turbat",Balochistan,Turbat
Prime Corp,Noor Rizvi,S/O Asma Gilani,Public Limited,3520248195789,2007-11-02,Active,"House 441, Block H, Johar Town, Chilas",Gilgit-Baltistan,Chilas
Apex Brothers,Latif Sidra,S/O Syed Jafri,Partnership,21301-6780008-9,2003-07-18,Active,"House 174, Block B, G-9, Turbat",Balochistan,Turbat
Pak Industries,Mehwish Raja,S/O Iqra Cheema,Private Limited,4400065467444,2006-07-18,Active,"House 485, Block F, F-10, Mirpurkhas",Sindh,Mirpurkhas
Pak Solutions,Chaudhry Hussain,S/O Baig Akhtar,Public Limited,3520289272495,2010-11-05,Active,"House 241, Block H, North Nazimabad, Islamabad",ICT,Islamabad
National Industries,NadiaButt,S/O Chaudhry Syed,LLP,4210148276753,1990-12-22,Active,"House 218, Block D, Gulberg, Islamabad",ICT,Islamabad
Star Traders,Arif Akhtar,S/O Ibrahim Virk,Public Limited,3520291643012,2012-11-18,Active,"House 190, Block B, Askari, Kohat",KPK,Kohat
Meezan Services,Kamra Ahmed,S/O Fatima Mirza,Private Limited,4210165346716,2018-08-19,Active,"House 59, Block D, G-9, Khuzdar",Balochistan,Khuzdar
United Enterprises,Saira Gilani,S/O Asma Hussain,LLP,1330242945529,1998-03-07,Suspended,,Sindh,Sukkur
Meezan Brothers,Ahmed Asif,S/O Ayesha Malik,Public Limited,3520240871651,2006-11-03,Active,"House 107, Block D, I-8, Nawabshah",Sindh,Nawabshah
Prime Corp,Mirza Ansari,S/O Sidra Qureshi,Partnership,2130114265428,1991-12-10,Active,"House 357, Block B, Gulberg, Mirpurkhas",Sindh,Mirpurkhas
National Enterprises,زینب علی,S/O Rabia Hussain,LLP,4210133815492,2008-01-14,Active,"House 61, Block D, Defence, Skardu",Gilgit-Baltistan,Skardu
Royal Group,Hamid Ansari,S/O Nadia Hameed,LLP,2130170409447,2009-10-14,Active,"House 441, Block E, DHA, Sialkot",Punjab,Sialkot
Meezan Corp,Khalid Iqbal,S/O Asif Raja,Partnership,6110142309991,2011-08-04,Active,"House 23, Block B, Askari, Faisalabad",Punjab,Faisalabad
Royal Corp,Waseem Gilani,S/O Iqra Syed,Private Limited,6110198637567,1993-12-16,Suspended,"House 458, Block G, Cantt, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Brothers,Muhammad Hussain,S/O Shazia Bukhari,Public Limited,4210125332091,1999-04-21,Active,"House 17, Block A, Bahria Town, Turbat",Balochistan,Turbat
Star Industries,Faisal Aslam,S/O Saira Nawaz,Partnership,6110149541683,2020-05-01,Active,"House 83, Block H, E-11, Karachi",Sindh,Karachi
Star Solutions,Qureshi Fatima,S/O Adnan Bhatti,Sole Proprietorship,1330223088443,2006-11-16,Active,"House 85, Block C, F-10, Mirpurkhas",Sindh,Mirpurkhas
,Omar Latif,,Sole Proprietorship,4400042309481,2017-10-31,Active,"House 144, Block A, Model Town, Gilgit",Gilgit-Baltistan,Gilgit
Royal Solutions,Usman Hameed,S/O Noor Butt,Sole Proprietorship,2130160699372,2001-02-25,Suspended,"House 16, Block C, Gulshan-e-Iqbal, Quetta",Balochistan,Quetta
Royal Enterprises,Kamran Mirza,S/O Iqra Cheema,Partnership,5400012594734,2007-01-03,Active,,Gilgit-Baltistan,Gilgit
Pak Traders,Sobia Aslam,S/O Noor Rizvi,Private Limited,2130158474502,2012-12-18,Active,"House 302, Block A, Gulberg, Bahawalpur",Punjab,Bahawalpur
Apex Corp,Rukhsar Sandhu,S/O Hassan Gujjar,Partnership,61101-5584349-6,2001-02-23,Active,"House 182, Block B, Clifton, Peshawar",KPK,Peshawar
Prime Solutions,Maryam Aslam,S/O Baig Syed,LLP,3520278897434,2015-01-31,Active,"House 31, Block E, Scheme 33, Sargodha",Punjab,Sargodha
Al Associates,Saira Bhatti,S/O Adnan Tarar,Private Limited,5400040632879,2010-11-25,Active,"House 29, Block C, G-9, Bannu",KPK,Bannu
Meezan Enterprises,Salman Ansari,S/O S/O Tahir Akhtar,LLP,3520226855243,2008-02-14,Active,"House 248, Block A, Johar Town, Muzaffarabad",Azad Kashmir,Muzaffarabad
Meezan Brothers,Usman Hashmi,S/O Raja Karim,Private Limited,6110119124299,2014-11-05,Active,"House 251, Block A, Cavalry Ground, Kohat",KPK,Kohat
Meezan Associates,Hussain Bukhari,S/O Mehwish Gilani,Sole Proprietorship,2130139218427,2019-09-02,Active,"House 285, Block F, Gulshan-e-Iqbal, Faisalabad",Punjab,Faisalabad
Atlas Solutions,Sajid Baig,S/O Hassan Khan,Private Limited,4210162587777,1993-04-29,Dissolved,"House 13, Block H, E-11, Hyderabad",Sindh,Hyderabad
Prime Services,Arif Virk,S/O Tariq Syed,Private Limited,4210147082392,2003-08-13,Suspended,"House 378, Block H, E-11, Gujranwala",Punjab,Gujranwala
Atlas Associates,Malik Chattha,S/O Sobia Sandhu,Partnership,4400052474085,2021-09-29,Active,"House 374, Block C, F-10, Gwadar",Balochistan,Gwadar
Apex Solutions,Malik Kashif,S/O Raja Bukhari,LLP,2130186501854,2015-12-31,Suspended,"House 11, Block A, DHA, Mingora",KPK,Mingora
Apex Corp,Chaudhry Hashmi,S/O Usman Qureshi,Public Limited,3520293880901,2010-06-27,Active,"House 225, Block F, Clifton, Nawabshah",Sindh,Nawabshah
National Traders,Bushra Sandhu,S/O S/O Usman Syed,LLP,6110120075111,2020-07-11,Active,"House 152, Block F, F-10, Bannu",KPK,Bannu
Apex Associates,Bushra Butt,S/O Mehwish Iqbal,LLP,2130122297742,2005-10-08,Active,"House 385, Block B, Clifton, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Services,Ahmed Rizvi,S/O Nadia Abbasi,Partnership,2130193143646,2009-07-09,Active,"House 216, Block B, Gulshan-e-Iqbal, Islamabad",ICT,Islamabad
Pak Services,Salman Malik,S/O Syed Tarar,Public Limited,2130110450983,2013-01-30,Active,"House 494, Block H, Johar Town, Abbottabad",KPK,Abbottabad
United Brothers,Hussain Akhtar,S/O Malik Ali,Public Limited,3520271106594,2014-04-16,Dissolved,"House 298, Block F, I-8, Sialkot",Punjab,Sialkot
Al Brothers,Saira Nawaz,S/O Muhammad Hameed,Public Limited,5400068279751,2004-12-14,Suspended,"House 260, Block H, F-10, Chilas",Gilgit-Baltistan,Chilas
Star Services,Shazia Hussain,S/O Ayesha Mirza,Partnership,1330215769385,2013-12-21,Active,"House 17, Block D, DHA, Faisalabad",Punjab,Faisalabad
Global Corp,,S/O Ibrahim Raja,Public Limited,3520218092492,2016-02-28,Active,"House 96, Block C, Askari, Karachi",Sindh,Karachi
Meezan Enterprises,Asma Chattha,S/O Shoaib Malik,LLP,3520288926067,1996-06-27,Active,"House 4, Block H, Township, Gilgit",Gilgit-Baltistan,Gilgit
Atlas Corp,Tahir Naqvi,,Public Limited,6110198184059,2006-07-28,Dissolved,"House 358, Block D, Township, Chilas",Gilgit-Baltistan,Chilas
Atlas Corp,Zubair Chaudhry,S/O Bushra Abbasi,Public Limited,42101-4266322-5,2022-05-02,Suspended,"House 31, Block B, Scheme 33, Gilgit",Gilgit-Baltistan,Gilgit
Star Industries,Sajid Iqbal,S/O Rabia Chattha,Partnership,6110132184277,2009-04-19,Active,"House 125, Block C, Johar Town, Chilas",Gilgit-Baltistan,Chilas
Meezan Traders,Zainba Gondal,S/O Ibrahim Chaudhry,Partnership,1330270461754,2004-05-25,Active,"House 16, Block G, Cantt, Rawalakot",Azad Kashmir,Rawalakot
Global Enterprises,Rizwan Akhtar,S/O Noor Aslam,Sole Proprietorship,5400021126679,2002-12-07,Active,"House 85, Block H, Gulshan-e-Iqbal, Khuzdar",Balochistan,Khuzdar
Pak Enterprises,Asma Syed,S/O Chaudhry Naqvi,LLP,4400064417617,2016-01-24,Active,"House 173, Block E, Cavalry Ground, Gujranwala",Punjab,Gujranwala
Royal Group,Shazia Butt,S/O Noor Virk,Private Limited,1330257036244,2008-06-14,Active,"House 184, Block H, G-9, Muzaffarabad",Azad Kashmir,Muzaffarabad
Global Enterprises,Tahir Gondal,S/O Asif Cheema,Private Limited,4210144515787,2002-01-04,Active,"House 84, Block E, Bahria Town, Mirpur",Azad Kashmir,Mirpur
Royal Traders,Ansari Hamid,S/O Noor Akhtar,Private Limited,4400030614164,2004-10-22,Active,"House 205, Block E, DHA, Sukkur",Sindh,Sukkur
Star Enterprises,Asif Gujjar,S/O Mehwish Mirza,Partnership,3520218476163,2007-04-29,Active,"House 49, Block H, Township, Hyderabad",Sindh,Hyderabad
Atlas Brothers,Malik Aslam,S/O Rukhsar Akhtar,Public Limited,4400043279789,1992-11-13,Active,,ICT,Islamabad
Pak Traders,احمد  خان,S/O Ali Rana,LLP,13302-3933311-4,2020-01-23,Suspended,"House 438, Block E, North Nazimabad, Islamabad",ICT,Islamabad
Atlas Traders,Ahmed Rizvi,S/O Arif Butt,Sole Proprietorship,6110156595388,2004-12-07,Active,"House 408, Block F, Gulshan-e-Iqbal, Hub",Balochistan,Hub
Prime Corp,Hashmi Syed,S/O Sheikh Hussain,Private Limited,3520248304521,1999-06-01,Suspended,"House 84, Block B, Scheme 33, Multan",Punjab,Multan
Meezan Corp,Mehwish Ansari,S/O Shazia Ansari,Sole Proprietorship,4210163843697,2003-11-24,Dissolved,"House 6, Block D, Defence, Hyderabad",Sindh,Hyderabad
Royal Traders,Adnan Khan,S/O Shazia Tarar,Public Limited,2130161291332,1995-03-18,Dissolved,"House 242, Block B, Scheme 33, Skardu",Gilgit-Baltistan,Skardu
,Asma Chaudhry,S/O زینب علی,LLP,6110135113222,2016-04-07,Suspended,"House 335, Block C, Askari, Larkana",Sindh,Larkana
Star Brothers,Ahmed Ahmed,S/O Maryam Rana,Public Limited,3520248977665,2002-12-12,Suspended,"House 34, Block B, North Nazimabad, Mirpur",Azad Kashmir,Mirpur
Pak Industries,Rukhsar Nawaz,S/O Arif Gondal,Private Limited,1330248791402,2018-07-01,Active,"House 103, Block C, Scheme 33, Peshawar",KPK,Peshawar
Apex Enterprises,Kamran Karim,S/O Sajid Rana,Sole Proprietorship,5400070281758,2009-03-08,Suspended,"House 251, Block E, Defence, Gilgit",Gilgit-Baltistan,Gilgit
Meezan Solutions,Gondal Shoaib,S/O Zainab Bhatti,Public Limited,3520276894381,1997-07-27,Active,"House 449, Block G, F-10, Muzaffarabad",Azad Kashmir,Muzaffarabad
Star Associates,Baig Ahmed,S/O Bushra Sandhu,Partnership,3520294885627,1990-07-06,Suspended,"House 167, Block B, Saddar, Bannu",KPK,Bannu
Apex Enterprises,Zubair Naqvi,S/O مریم چودھری,Public Limited,4210177873807,2009-10-15,Active,"House 124, Block G, Johar Town, Sukkur",Sindh,Sukkur
Royal Corp,Hashmi Rizvi,S/O Zubair Syed,LLP,4400034721007,2009-09-26,Active,"House 52, Block H, PAF Colony, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Industries,Kashi fLatif,S/O Zainab Rafiq,Sole Proprietorship,3520267230478,2019-01-14,Active,"House 302, Block H, Johar Town, Islamabad",ICT,Islamabad
Prime Solutions,Hussain Karim,S/O Tariq Abbasi,Partnership,6110177329032,1998-05-14,Active,"House 481, Block A, Askari, Muzaffarabad",Azad Kashmir,Muzaffarabad
United Brothers,Hussain Tarar,S/O Ali Raza,Sole Proprietorship,,2015-09-07,Active,"House 494, Block D, Johar Town, Multan",Punjab,Multan
Royal Traders,Sheikh Faisal,S/O Kashif Chattha,Sole Proprietorship,4210147970915,2020-12-27,Active,"House 284, Block A, Bahria Town, Gwadar",Balochistan,Gwadar
Star Services,Omar Sheikh,S/O Mohammad Virk,Private Limited,2130141042048,1990-07-10,Active,"House 69, Block F, F-10, Islamabad",ICT,Islamabad
Apex Services,Bilal Virk,S/O Sajid Ahmed,Sole Proprietorship,1330283231442,2020-03-30,Active,"House 57, Block H, I-8, Gwadar",Balochistan,Gwadar
Atlas Traders,Naeem Iqbal,,Sole Proprietorship,6110124936237,1996-06-28,Active,"House 486, Block H, Scheme 33, Mardan",KPK,Mardan
Atlas Group,Mirza Sidra,S/O Waseem Cheema,Private Limited,3520227493165,1992-09-03,Dissolved,"House 295, Block G, Defence, Chilas",Gilgit-Baltistan,Chilas
Meezan Group,Rukhsar Latif,S/O محمد احمد,Sole Proprietorship,4400080045797,1998-11-11,Active,"House 409, Block A, PAF Colony, Khuzdar",Balochistan,Khuzdar
Royal Industries,Sana Raza,S/O Adnan Aslam,Partnership,6110188005767,2019-11-06,Active,"House 368, Block D, Bahria Town, Hub",Balochistan,Hub
Prime Enterprises,Nadia Sandhu,S/O Maryam Ahmed,Private Limited,2130150626733,2005-03-28,Active,"House 64, Block C, Clifton, Quetta",Balochistan,Quetta
Pak Industries,Sajid Abbasi,S/O Saira Ansari,Public Limited,4400086856119,1994-09-05,Active,"House 111, Block E, North Nazimabad, Turbat",Balochistan,Turbat
Star Corp,Ahmed Gilani,S/O Ali Chattha,Private Limited,2130114340607,1995-02-17,Active,"House 224, Block C, Gulshan-e-Iqbal, Faisalabad",Punjab,Faisalabad
Global Services,Nadia Ansari,S/O Maryam Hashmi,Private Limited,1330249461317,2017-09-07,Active,"House 348, Block D, F-10, Larkana",Sindh,Larkana
Atlas Brothers,Ayesha Raja,S/O Saira Raja,Private Limited,1330216237517,1994-10-04,Active,"House 447, Block B, Model Town, Gwadar",Balochistan,Gwadar
Star Industries,Rabia Bhatti,S/O S/O Usman Mirza,Sole Proprietorship,5400064557067,1997-06-26,Active,"House 303, Block H, North Nazimabad, Islamabad",ICT,Islamabad
Pak Services,Uzma Bukhari,S/O مریم چودھری,Sole Proprietorship,4400082740192,2006-04-28,Suspended,"House 406, Block E, PAF Colony, Multan",Punjab,Multan
Pak Group,Naeem Virk,S/O Uzma Rafiq,LLP,1330290998579,1993-04-27,Active,"House 242, Block H, Bahria Town, Hub",Balochistan,Hub
Global Associates,Muhammad Zaidi,S/O Zainab Khan,Sole Proprietorship,3520298007085,2009-07-02,Active,"House 497, Block A, Gulberg, Abbottabad",KPK,Abbottabad
Apex Enterprises,Sobia Sheikh,S/O Khalid Butt,Private Limited,5400059293915,2005-03-05,Active,"House 92, Block H, DHA, Chilas",Gilgit-Baltistan,Chilas
Pak Traders,Shazai Sheikh,S/O Arif Khan,Public Limited,35202-1429083-2,2003-07-21,Active,"House 382, Block G, G-9, Nawabshah",Sindh,Nawabshah
National Solutions,Iqra Hashmi,S/O Iqra Bhatti,Sole Proprietorship,1330215166419,1997-05-01,Active,"House 294, Block B, Cantt, Islamabad",ICT,Islamabad
Star Group,Rana Maryam,S/O Chaudhry Akhtar,Private Limited,5400025587975,2009-11-06,Active,"House 130, Block B, DHA, Gwadar",Balochistan,Gwadar
Royal Traders,Bushra Tarar,S/O Sajid Hashmi,LLP,1330246813548,2006-09-19,Active,"House 132, Block G, Defence, Chilas",Gilgit-Baltistan,Chilas
Atlas Solutions,Hussain Gilani,S/O Adnan Jafri,Sole Proprietorship,4400044295907,2003-01-13,Dissolved,"House 445, Block H, G-9, Kohat",KPK,Kohat
United Group,Hassan Khan,S/O S/O Raja Virk,Sole Proprietorship,4210130306209,2018-09-13,Active,"House 253, Block C, Defence, Gujranwala",Punjab,Gujranwala
Pak Group,Malik Malik,,LLP,4210149078822,1994-09-21,Active,"House 65, Block D, Cantt, Gilgit",Gilgit-Baltistan,Gilgit
Prime Brothers,Kamran Baig,S/O Mehwish Butt,LLP,6110148947094,1996-09-29,Active,"House 159, Block C, Clifton, Faisalabad",Punjab,Faisalabad
Apex Corp,Noor Nawaz,S/O Naveed Malik,Sole Proprietorship,5400040980235,2009-05-04,Active,"House 47, Block D, PAF Colony, Nawabshah",Sindh,Nawabshah
Prime Solutions,Sajid Ansari,S/O Fatima Jafri,Partnership,3520274287747,2005-01-04,Active,"House 180, Block G, Model Town, Multan",Punjab,Multan
Meezan Services,Ayesha Malik,S/O Rizwan Hussain,Partnership,5400072638523,2017-12-05,Active,"House 221, Block E, F-10, Mingora",KPK,Mingora
,Bilal Sandhu,S/O Rukhsar Baig,Public Limited,4210124804802,2018-12-21,Active,"House 303, Block D, Scheme 33, Quetta",Balochistan,Quetta
Atlas Enterprises,Zubair Iqbal,S/O Sana Raza,Public Limited,4210186946393,1998-05-31,Active,"House 64, Block H, PAF Colony, Bahawalpur",Punjab,Bahawalpur
Global Enterprises,Nadia Latif,S/O Sheikh Malik,Partnership,2130164994676,2022-12-22,Dissolved,"House 447, Block F, G-9, Mirpur",Azad Kashmir,Mirpur
Meezan Corp,Naveed Rafiq,S/O Chaudhry Aslam,LLP,2130133753279,2022-07-26,Suspended,"House 269, Block H, North Nazimabad, Chilas",Gilgit-Baltistan,Chilas
Star Enterprises,عمر شیخ,S/O Rabia Bhatti,LLP,1330215345943,2005-09-30,Active,"House 368, Block H, PAF Colony, Multan",Punjab,Multan
Meezan Enterprises,Mohammad Mirza,S/O Naeem Nawaz,Public Limited,5400065679708,1993-10-16,Active,"House 342, Block G, Askari, Islamabad",ICT,Islamabad
Global Traders,Rizvi Kamran,S/O Amna Virk,Public Limited,1330242520173,1998-06-16,Active,"House 344, Block A, Bahria Town, Hyderabad",Sindh,Hyderabad
Global Services,Bushra Virk,S/O Hamid Baig,Sole Proprietorship,2130153828105,2001-06-19,Active,"House 227, Block G, G-9, Islamabad",ICT,Islamabad
Apex Associates,Zubair Zaidi,S/O S/O Ayesha Sheikh,LLP,2130165585796,2010-04-11,Active,"House 212, Block C, I-8, Kohat",KPK,Kohat
Prime Enterprises,Imran Baig,S/O Chaudhry Raja,Sole Proprietorship,3520268025956,1996-01-15,Active,"House 107, Block E, DHA, Rawalakot",Azad Kashmir,Rawalakot
,Naeem Iqbal,S/O Naeem Hashmi,Sole Proprietorship,6110187199582,1990-11-14,Active,"House 299, Block G, Saddar, Chilas",Gilgit-Baltistan,Chilas
Global Group,Iqra Sheikh,S/O Waseem Cheema,Public Limited,2130123191177,2015-10-24,Active,"House 260, Block A, Gulberg, Islamabad",ICT,Islamabad
Star Group,Ayesha Chattha,S/O Hamid Abbasi,Private Limited,2130115230671,2009-10-15,Active,"House 484, Block E, Defence, Rawalpindi",Punjab,Rawalpindi
Pak Group,Sidra Latif,S/O Iqra Syed,LLP,4210130709863,1995-10-17,Suspended,,Gilgit-Baltistan,Gilgit
Global Associates,Hassan Ahmed,S/O Ali Syed,Partnership,6110152134469,1996-04-11,Active,"House 459, Block C, I-8, Multan",Punjab,Multan
Star Brothers,Mirzaa Fatima,S/O Sobia Tarar,Sole Proprietorship,3520242289734,2020-08-08,Suspended,"House 473, Block G, Clifton, Sialkot",Punjab,Sialkot
Global Brothers,Ibrahim Syed,S/O Zainab Rana,Public Limited,2130182001802,1992-09-24,Suspended,"House 43, Block E, Defence, Multan",Punjab,Multan
Pak Associates,Amna Aslam,S/O Zainab Karim,LLP,4210156099035,2012-06-17,Active,"House 101, Block H, E-11, Islamabad",ICT,Islamabad
Atlas Services,Omar Virk,S/O Bushra Bukhari,Sole Proprietorship,61101-4627106-3,2011-01-28,Dissolved,"House 115, Block A, Johar Town, Skardu",Gilgit-Baltistan,Skardu
,Adnan Virk,S/O نادیہ رضا,Partnership,4400067549608,2016-09-27,Suspended,"House 247, Block D, Scheme 33, Rawalakot",Azad Kashmir,Rawalakot
Atlas Solutions,Naeem Sandhu,S/O Khalid Akhtar,Sole Proprietorship,4210126242301,2014-03-13,Active,,Balochistan,Gwadar
Al Brothers,Virk Asma,S/O Saira Latif,Public Limited,3520217616399,1996-06-18,Active,"House 375, Block F, Johar Town, Karachi",Sindh,Karachi
Global Brothers,Amna Ali,S/O Muhammad Ahmed,Public Limited,6110196183244,1992-03-15,Active,"House 480, Block D, Defence, Kohat",KPK,Kohat
National Traders,محمد حسن,S/O Sobia Chattha,Private Limited,1330249918296,2002-01-09,Active,"House 193, Block E, Model Town, Hyderabad",Sindh,Hyderabad
Royal Brothers,Hassan Butt,S/O Rukhsar Jafri,LLP,6110114740397,2011-12-19,Dissolved,"House 435, Block G, Gulshan-e-Iqbal, Gilgit",Gilgit-Baltistan,Gilgit
Apex Brothers,محمد احمد,S/O Faisal Nawaz,Sole Proprietorship,1330211341338,2014-11-13,Active,"House 488, Block D, Askari, Rawalakot",Azad Kashmir,Rawalakot
National Enterprises,Tariq Qureshi,S/O Hashmi Gujjar,Private Limited,4400084596478,2022-11-25,Dissolved,"House 67, Block A, Township, Mingora",KPK,Mingora
Prime Corp,Sidra Hussain,S/O S/O Chaudhry Hashmi,Partnership,1330224254794,2009-02-12,Dissolved,"House 186, Block C, Gulberg, Larkana",Sindh,Larkana
Pak Enterprises,Aamir Ali,S/O Naveed Gujjar,Sole Proprietorship,5400020354295,2007-11-16,Active,"House 268, Block C, Scheme 33, Mirpurkhas",Sindh,Mirpurkhas
National Group,Chattha Sajid,S/O Qureshi Iqbal,Private Limited,4210142027449,1999-12-08,Active,,Punjab,Multan
Apex Enterprises,Mirza Gujjar,S/O Shoaib Syed,LLP,5400055424608,1995-05-05,Active,"House 48, Block A, Johar Town, Skardu",Gilgit-Baltistan,Skardu
Royal Traders,Bushra Abbasi,S/O Arif Gujjar,Sole Proprietorship,5400088732338,1999-03-22,Suspended,"House 80, Block E, Gulshan-e-Iqbal, Khuzdar",Balochistan,Khuzdar
Pak Group,Faisal Abbasi,S/O Naveed Akhtar,Partnership,2130140901652,1995-12-29,Active,"House 425, Block H, North Nazimabad, Quetta",Balochistan,Quetta
Atlas Group,Malik Malik,S/O Hashmi Zaidi,Public Limited,4400027186553,1992-12-02,Active,"House 113, Block A, Model Town, Islamabad",ICT,Islamabad
Star Solutions,Mohammad Mirza,S/O Naeem Nawaz,Public Limited,5400065679708,2009-10-24,Suspended,"House 54, Block E, Gulberg, Islamabad",ICT,Islamabad
Atlas Enterprises,محمد حسن,S/O Waseem Latif,LLP,4210128931694,2011-03-13,Active,"House 170, Block C, Cavalry Ground, Bannu",KPK,Bannu
