Name,Father_Name,CNIC,Account_Number,Annual_Credit_Card_Expense,Account_Balance,Account_Open_Date,Account_Status,Avg_Expenditure_Per_Month
Baig Chtatha,S/O Hassan Gilani,1330267886818,PK0010490922764,2902621.0,6297299.0,2013-11-22,Active,323742.0
Mehwish Rafiq,S/O Shazia Virk,3520216582898,PK0013765931799,0.0,387146.0,2015-04-26,Active,17565.0
Sana Virk,S/O Usman Syed,3520285340898,PK0004444342661,0.0,3086937.0,2017-09-21,Active,104576.0
Fatima Chaudhry,S/O Qureshi Ahmed,3520235175347,PK0012168012695,6642746.0,60325821.0,2004-03-22,Active,1416887.0
Mirza Chaudhry,,1330289331049,PK0011678700154,0.0,1373025.0,2021-10-25,Active,61439.0
Faisal Hussain,S/O Hina Chattha,1330226797786,PK0014516065124,0.0,1883592.0,2001-05-14,Dormant,38409.0
Baig Malik,S/O Asif Zaidi,1330293064636,PK0004662715631,0.0,284115.0,2000-08-11,Active,27812.0
عائشہ احمد,S/O Salman Malik,4400099799055,PK0011634239338,0.0,,2004-04-13,Active,33045.0
Baig Gujjar,S/O Ahmed Mirza,6110173766126,PK0013692134048,0.0,566642.0,2017-08-13,Active,20157.0
Rizwan Aslam,S/O Syed Hameed,5400089833438,PK0003758245879,0.0,5321572.0,2011-04-23,Active,124965.0
Aamir Gilani,S/O Shoaib Bhatti,4210124988903,PK0005446389157,0.0,3723679.0,2021-01-29,Active,46345.0
,S/O عائشہ احمد,4210118326879,PK0007788165352,2665966.0,18147475.0,2002-02-24,Active,260046.0
Ali TTarar,S/O Kamran Bukhari,2130160062993,PK0006218609961,0.0,4184992.0,2021-08-06,Active,72127.0
Asif Rizvi,S/O نادیہ رضا,4400070624681,PK0002661782298,0.0,927811.0,2003-09-16,Dormant,19244.0
عمر شیخ,S/O Kashif Raja,4400069708594,PK0011171596938,0.0,3734024.0,2007-09-04,Dormant,47325.0
Chaudhry Ansari,S/O Malik Aslam,5400036002009,PK0001996782035,0.0,2430136.0,2001-01-19,Active,29359.0
Shazia Chaudhry,S/O Ahmed Raja,6110187590604,PK0003291811951,0.0,,2016-12-11,Active,53449.0
Sajid Cheema,S/O Amna Chattha,2130161100108,PK0014133579936,0.0,538006.0,2021-12-18,Active,40750.0
صنا ملک,S/O Rukhsar Aslam,5400092749677,PK0004214949614,0.0,85597.0,2011-10-06,Active,12277.0
Waseem Naqvi,S/O S/O عائشہ احمد,5400070821212,PK0008305746804,0.0,524865.0,2019-06-10,Active,11018.0
Hassan Sandhu,S/O Imran Rizvi,1330228495788,PK0002134163406,0.0,3294481.0,2016-07-26,Active,46051.0
Hina Sandhu,S/O Syed Sandhu,4210186939171,PK0010789075603,0.0,487363.0,2001-10-27,Active,17074.0
Adnan Khan,S/O Naveed Zaidi,4400041635874,PK0014517254802,0.0,267752.0,2014-04-25,Frozen,47499.0
Tariq Ali,S/O Naeem Sandhu,4400085943519,PK0011626036464,0.0,947365.0,2021-08-23,Active,39878.0
Salman Butt,S/O Qureshi Virk,6110169315094,PK0009769983207,0.0,683859.0,2013-07-12,Active,27765.0
Naveed Bhatti,S/O Mehwish Zaidi,1330224199467,PK0012733830783,0.0,823561.0,2010-12-08,Active,76383.0
Raja Raja,S/O Chaudhry Nawaz,3520270300607,PK0005152705290,0.0,1813192.0,2013-04-02,Active,62521.0
Rabia Akhtar,S/O Salman Sheikh,5400057071498,PK0006336999287,0.0,5876425.0,2000-02-23,Active,180711.0
Uzma Sheikh,S/O Baig Mirza,4210182363214,PK0010870780411,0.0,830180.0,2007-02-26,Active,27534.0
Syed Latif,S/O Maryam Syed,2130189919581,PK0002114051099,0.0,4519482.0,2019-05-05,Active,
Kashif Gujjar,S/O احمد خان,4210122905469,PK0015324130818,0.0,745526.0,2008-12-23,Active,58803.0
Khalid Mirza,S/O Asif Jafri,,PK0011627642633,0.0,3763702.0,2008-10-11,Active,46977.0
Saira Hussain,S/O Bilal Akhtar,1330264873249,PK0015993436624,0.0,264486.0,2011-04-08,Active,6564.0
,S/O Faisal Nawaz,1330211341338,PK0002602574675,0.0,3881649.0,2008-10-15,Active,130862.0
Mehwish Mirza,,5400015686266,PK0013786031600,0.0,863326.0,2000-06-15,Active,29314.0
Kamran Iqbal,S/O Ayesha Mirza,4400047597008,PK0001487541399,0.0,217794.0,2003-08-25,Active,2629.0
Mirza Baig,S/O Malik Syed,2130189787795,PK0009898302819,0.0,4580698.0,2021-06-25,Active,115400.0
Nadia Raja,S/O Zubair Syed,6110118754318,PK0015546626348,0.0,5824071.0,2016-10-22,Active,152091.0
Hashmi Virk,S/O Amna Syed,2130184590607,PK0014496284441,0.0,7357669.0,2018-06-15,Frozen,
Uzma Abbasi,S/O Salman Gilani,4400032651903,PK0013860674986,0.0,4374904.0,2022-12-20,Active,174185.0
Qureshi Hashmi,S/O Naveed Naqvi,3520262234339,PK0001984379899,0.0,2759059.0,2007-12-02,Active,144592.0
Sajid Aslam,S/O Salman Sandhu,3520264928243,PK0010385417366,0.0,1319254.0,2008-04-26,Active,57212.0
Imran Gujjar,S/O Usman Gilani,4210151536322,PK0009143650990,0.0,1929877.0,2022-07-12,Active,35737.0
Adnan Malik,S/O Nadia Qureshi,4210147632799,PK0012175578677,0.0,1055511.0,2015-07-02,Active,105789.0
Mohammad Chaudhry,S/O Aamir Hameed,1330224238373,PK0014426315031,0.0,2788895.0,2012-01-27,Active,118749.0
Naveed Baig,S/O Asma Khan,4210161789367,PK0002331820924,0.0,3008067.0,2000-09-11,Active,181156.0
Bilal Nawaz,S/O S/O Uzma Hussain,3520272899904,PK0009204281005,0.0,147641.0,2009-05-23,Active,66856.0
Kashif Sheikh,S/O Noor Cheema,3520241650585,PK0002878647434,0.0,1127932.0,2016-10-16,Active,49373.0
Fatima Zaidi,S/O Noor Ali,4400031559409,PK0004670866707,0.0,4703419.0,2016-01-08,Active,62640.0
Ibrahim Butt,S/O Hassan Cheema,5400072716326,PK0007303431575,0.0,340290.0,2016-06-07,Active,12185.0
Sana hKan,S/O Ahmed Naqvi,3520242071276,PK0004664994379,2942831.0,5221226.0,2017-05-26,Active,475750.0
محمد علی,S/O Shoaib Raza,4400077706058,PK0011367107264,0.0,6744026.0,2006-05-21,Dormant,263655.0
Ahmed Naqvi,S/O Zubair Chaudhry,6110133370579,PK0010771437657,11006675.0,32233695.0,2022-04-29,Active,821591.0
Rabia Karim,S/O Rukhsar Bukhari,6110128883316,PK0003699602642,0.0,3502132.0,2003-02-25,Active,70197.0
Kamran Cheema,S/O Mehwish Rafiq,2130172507582,PK0012699299989,0.0,1004927.0,2006-04-20,Frozen,27151.0
Uzma Latif,S/O Maryam Raja,4400076085702,PK0007901127771,0.0,690957.0,2012-04-16,Active,21274.0
Buhra Virk,,5400039282755,PK0002922790554,0.0,2661096.0,2016-02-19,Active,
Zainab Virk,S/O Khalid Bukhari,6110145176551,PK0011719080517,0.0,740820.0,2017-11-11,Active,27866.0
,S/O Raja Rafiq,3520217496477,PK0006824230874,0.0,2167397.0,2000-05-24,Active,83026.0
Naeem Rizvi,,5400070078103,PK0008854357762,0.0,1758160.0,2021-01-21,Dormant,83994.0
Rabia Ali,S/O Hashmi Latif,6110176179875,PK0011558568278,2320553.0,12813344.0,2001-06-07,Active,331136.0
Ali Mirza,S/O Omar Bukhari,,PK0015211779101,0.0,1467074.0,2013-01-27,Active,36829.0
Fatima Zaidi,S/O S/O Uzma Abbasi,4400011611027,PK0003950899166,0.0,539884.0,2018-01-09,Dormant,24233.0
Ibrahim Syed,S/O Sobia Ansari,3520256472583,PK0003690520920,0.0,263789.0,2018-11-10,Active,41120.0
Iqra Cheema,S/O Asma Raza,,PK0007641909751,0.0,728990.0,2018-04-16,Active,21771.0
Rabia Tarar,S/O Bilal Gujjar,5400011563976,PK0006806019487,0.0,808737.0,2005-07-20,Active,26340.0
Sidra Rizvi,S/O Chaudhry Naqvi,3520285314867,PK0003673271266,0.0,49419.0,2021-05-13,Active,4612.0
Faisal Raja,S/O Imran Ali,3520213881366,PK0010575680693,0.0,1841159.0,2019-07-05,Active,44030.0
Bilal Zaidi,S/O Zainab Zaidi,6110177292417,PK0015478305093,0.0,6669861.0,2017-11-27,Active,147806.0
Hina Zaidi,S/O Rabia Bhatti,1330280957021,PK0015438395096,4518281.0,18574795.0,2022-08-29,Active,624218.0
Mehwish Chattha,S/O Raja Rizvi,,PK0009448594692,0.0,553169.0,2008-09-03,Active,65237.0
Rukhsar Latif,S/O Aamir Rana,1330247796794,PK0014499130788,,4791624.0,2000-01-31,Active,311146.0
Asma Qureshi,S/O Mohammad Ahmed,5400080703082,PK0007920536715,0.0,4885876.0,2004-03-15,Dormant,54007.0
Naveed Rafiq,S/O Hina Iqbal,4210140393283,PK0011562340417,0.0,3997483.0,2022-08-06,Active,167024.0
Bushra Gondal,S/O Sobia Abbasi,4400099437626,PK0014879394493,0.0,8436471.0,2005-04-03,Frozen,176637.0
Imran Cheema,,6110192410818,PK0006753278884,0.0,6588619.0,2002-12-08,Active,121320.0
Bilal Rizvi,S/O Syed Hameed,4400019963088,PK0004704672023,0.0,967420.0,2011-10-26,Active,59899.0
Uzma Gujjar,S/O Muhammad Hussain,1330287894816,PK0009329703585,0.0,1224488.0,2008-01-04,Active,39808.0
Sheikh Chattha,S/O Mohammad Khan,1330250315991,PK0007922172936,0.0,183029.0,2001-08-15,Active,3314.0
Omar Tarar,S/O Naveed Jafri,6110155466896,PK0009899484915,0.0,,2004-04-10,Active,37865.0
Hussain Butt,S/O Sidra Nawaz,21301-6524789-5,PK0005486556226,0.0,1259563.0,2008-07-24,Frozen,50054.0
Naeem Tarar,,5400095258836,PK0008580499237,0.0,224757.0,2014-03-27,Dormant,9146.0
Uzma Bukhari,S/O Baig Bhatti,6110117334906,PK0007100210054,5062602.0,46317500.0,2018-10-14,Active,1195037.0
Aamir Rizvi,S/O Ahmed Zaidi,,PK0012137219006,0.0,968702.0,2003-01-15,Active,69052.0
Usman Sheikh,S/O Zubair Chattha,5400088438177,PK0005739695468,0.0,996807.0,2014-09-04,Active,26132.0
ابراہیم ملک,S/O Sheikh Khan,,PK0001655778818,0.0,237859.0,2006-08-23,Active,39869.0
Kamran Abbasi,S/O Khalid Qureshi,4210143616824,PK0003424100009,0.0,887707.0,2016-07-04,Active,69211.0
Iqra Shiekh,S/O Waseem Cheema,2130123191177,PK0001422481128,0.0,3940164.0,2002-05-23,Dormant,91356.0
,S/O Naeem Chattha,2130125334869,PK0004330664237,0.0,1627089.0,2020-12-13,Active,29029.0
Faisal Gujjar,S/O Shazia Tarar,6110137690253,PK0014438126323,,76962.0,2003-09-11,Active,12860.0
,S/O Kashif Gondal,2130179430437,PK0001928416590,0.0,796043.0,2002-02-24,Active,56519.0
Rukhsar Butt,S/O Ayesha Sheikh,5400082193549,PK0014840580333,0.0,,2019-12-08,Active,94186.0
Muhammad Syed,S/O Rizwan Sandhu,5400057889428,PK0014396306713,0.0,3377799.0,2022-05-11,Active,
Hussain Bukhair,S/O Waseem Sandhu,4210134792597,PK0015694491286,0.0,,2005-05-06,Active,141614.0
Bushra Syed,S/O Asif Virk,4400092999333,PK0009697347361,0.0,1388025.0,2016-12-12,Active,15737.0
Shazia Iqbal,S/O Chaudhry Ansari,4210146619544,PK0010713763535,0.0,959314.0,2016-06-22,Active,105738.0
Nadia Baig,S/O Sidra Rafiq,5400074508669,PK0003201240032,0.0,1180468.0,2007-04-25,Frozen,33270.0
Husasin Aslam,S/O S/O Imran Hashmi,1330215826479,PK0001594318319,0.0,91841.0,2007-09-08,Frozen,6674.0
Amna Cheema,S/O Rizwan Aslam,2130119093934,PK0006267618731,3325695.0,2788248.0,2019-12-26,Active,447800.0
Naveed Syed,S/O Ayesha Aslam,1330230251528,PK0003384528891,967183.0,599554.0,2005-09-21,Dormant,130350.0
Chaudhry Ali,S/O Hamid Cheema,4210189984649,PK0006725084928,0.0,2481551.0,2010-06-10,Active,
Kashif Bhatti,S/O عمر شیخ,5400015902997,PK0004350175561,0.0,1680147.0,2009-08-10,Active,27193.0
Sidra Raza,S/O نادیہ رضا,4400050426616,PK0005970884334,2659405.0,16268051.0,2002-11-01,Active,444533.0
Raja Gilani,S/O Sidra Syed,,PK0005198682372,0.0,5147329.0,2017-01-21,Active,61354.0
Asma Karim,S/O Hamid Latif,2130178144198,PK0010529280096,0.0,591069.0,2014-11-12,Active,31571.0
Aamir Sheikh,S/O Usman Abbasi,5400068169987,PK0010333471497,0.0,4539261.0,2009-12-10,Active,
عمر شیخ,S/O Rukhsar Rafiq,4400065805589,PK0012182894551,0.0,3281384.0,2021-04-14,Active,41579.0
Fatima Akhtar,S/O Malik Ahmed,6110139818774,PK0012448635435,3515496.0,3846846.0,2018-02-19,Active,859654.0
Hussain Malik,S/O Khalid Virk,2130158485018,PK0013618116050,2235281.0,9913537.0,2010-08-14,Active,356579.0
,S/O Fatima Iqbal,4210174632572,PK0003624282788,628310.0,15090463.0,2009-06-09,Dormant,389036.0
Imran Malik,S/O Khalid Karim,5400093828759,PK0014840447097,0.0,615972.0,2006-11-15,Active,12422.0
Naeem Akhtar,S/O Waseem Hashmi,6110138833039,PK0012718724891,0.0,3886556.0,2016-08-19,Active,69509.0
Adnan Hashmi,S/O Amna Virk,1330296809966,PK0014202396373,0.0,1395000.0,2015-03-05,Active,23644.0
,S/O Rizwan Raja,6110113296894,PK0010789615654,0.0,2654799.0,2015-07-24,Dormant,43830.0
Rukhsar Gilani,S/O Tariq Chaudhry,2130169239729,PK0005140127441,0.0,2105336.0,2017-12-08,Dormant,54070.0
Rabia Sandhu,S/O Fatima Syed,2130143942501,PK0012967949720,0.0,4408127.0,2002-01-22,Active,75504.0
Uzma Bukhari,S/O Uzma Sandhu,6110190557713,PK0010509682018,0.0,2486805.0,2009-01-07,Active,62138.0
Raja Bhatti,S/O Ali Jafri,4210172402672,PK0002937649523,0.0,3118563.0,2003-07-19,Active,41959.0
Rukhsar Nawaz,S/O Ali Gujjar,6110122367133,PK0001927749187,0.0,1292572.0,2009-01-12,Active,56672.0
Bushra Ali,S/O Bilal Chaudhry,4210198906255,PK0006473587211,0.0,173893.0,2005-08-03,Active,
Mirza Butt,S/O Maryam Rafiq,2130160687604,PK0015977399222,3741346.0,14112487.0,2016-04-16,Active,540626.0
Raja Abbasi,,2130163555445,PK0007547236783,0.0,1170984.0,2014-12-14,Dormant,45846.0
Noor Latif,S/O Hussain Chaudhry,3520246053029,PK0015229429404,,3809909.0,2011-02-21,Dormant,113661.0
Bushra Virk,S/O Hamid Baig,2130153828105,PK0014927200028,0.0,2368052.0,2017-08-15,Dormant,38620.0
Naeem Bukhari,S/O Shazia Rana,5400051836044,PK0004902813840,0.0,4896724.0,2010-03-24,Active,249714.0
Noor Akhtar,S/O Baig Malik,2130115734892,PK0011746716453,0.0,6638745.0,2007-01-14,Active,82325.0
Uzma Bhatti,S/O صنا ملک,3520260549116,PK0015112277573,0.0,516084.0,2005-01-12,Active,31940.0
Ibrahim Virk,S/O Asma Chaudhry,4400097966058,PK0011934746883,,311011.0,2017-03-31,Active,16509.0
Sheikh Qureshi,S/O Noor Gilani,1330214918086,PK0011510692249,0.0,5182835.0,2019-09-09,Active,69199.0
Ayesha Abbasi,S/O Fatima Ali,5400053740384,PK0001427258676,0.0,939412.0,2013-03-07,Active,
,S/O Naveed Naqvi,4400029298315,PK0009144219109,648482.0,9894085.0,2021-07-25,Active,209186.0
عائشہ احمد,S/O Naeem Zaidi,4400092880267,PK0006679745130,0.0,1289120.0,2005-02-13,Active,74694.0
مریم چودھری,S/O Maryam Rafiq,1330276405185,PK0010260610323,0.0,7350.0,2019-06-01,Active,2716.0
Rabia Mirza,S/O Hassan Hameed,5400075672221,PK0006639449617,0.0,8693958.0,2022-07-27,Active,185107.0
Asma Hussain,S/O Sana Syed,3520267152022,PK0012337079167,0.0,343878.0,2011-02-19,Active,7134.0
Asma Raja,S/O Ibrahim Latif,5400014102924,PK0003154245232,0.0,9123683.0,2006-11-17,Active,159240.0
Muhammad Akhtar,S/O Sidra Cheema,5400060015523,PK0011885526510,0.0,8738329.0,2000-07-05,Active,267645.0
Faisal Latif,S/O Hassan Jafri,2130125927474,PK0007578476787,2403767.0,4912938.0,2006-03-06,Active,385742.0
Hamid Butt,S/O Maryam Naqvi,3520294466018,PK0013739018322,0.0,2314670.0,2008-08-07,Active,50587.0
Hina Akhtar,S/O Rukhsar Akhtar,5400072521717,PK0010641949014,0.0,8691683.0,2007-10-05,Active,192471.0
Amna Nawaz,S/O Khalid Rafiq,6110168107247,PK0002338462628,0.0,1041768.0,2004-05-30,Active,70960.0
Sheikh Tarar,S/O Sana Hameed,4210151999956,PK0007411152157,0.0,6634575.0,2009-08-31,Active,196452.0
Sajid Syed,S/O S/O Shoaib Khan,2130130715063,PK0013523400459,0.0,295877.0,2000-10-29,Active,9244.0
Asif Gujjar,S/O Salman Chaudhry,6110153158357,PK0003241936908,0.0,713970.0,2008-07-05,Active,59035.0
عمر شیخ,S/O Tariq Gujjar,2130158550149,PK0006188632141,0.0,1020112.0,2019-01-29,Frozen,41726.0
Tahir Latif,S/O Faisal Virk,,PK0008713579662,0.0,1121177.0,2017-02-27,Active,37999.0
Zainab Ansari,S/O Bilal Syed,1330229065926,PK0012152947385,0.0,199046.0,2012-12-17,Active,12817.0
Ayesha Gujjar,S/O Chaudhry Nawaz,3520276664034,PK0009528628393,0.0,3207534.0,2014-12-06,Active,75926.0
Hassan Iqbal,S/O Bilal Nawaz,5400023758976,PK0005191352864,0.0,2110068.0,2017-05-22,Dormant,95545.0
Hassan Karim,S/O Faisal Tarar,6110159420418,PK0007638828465,4756061.0,13788971.0,2013-03-16,Active,861213.0
Raja Tarar,S/O Hina Karim,4400071782503,PK0007930888412,0.0,2134189.0,2009-07-15,Dormant,66444.0
محمد احمد,S/O Shoaib Iqbal,5400068885119,PK0012239989275,0.0,1999635.0,2010-02-08,Active,50360.0
Naeem Bukhari,S/O Rizwan Gujjar,2130189187392,PK0013244816382,0.0,4906331.0,2019-09-03,Active,102694.0
Asma Sheikh,S/O Ali Raja,2130181156664,PK0008700539700,0.0,6979861.0,2003-11-27,Active,137014.0
Naveed Syed,S/O S/O Tariq Akhtar,6110197879973,PK0004623836867,0.0,3938227.0,2007-08-28,Active,116882.0
Aamir Raja,S/O Ahmed Syed,4400040014089,PK0007800346424,1060013.0,9357502.0,2009-04-24,Active,107795.0
Mirza Hussain,S/O Usman Qureshi,2130119260122,PK0010310560020,0.0,5324849.0,2017-11-15,Active,163641.0
Waseem Bukhari,,,PK0009761421566,0.0,523376.0,2013-01-25,Active,53713.0
Malik Malik,S/O Fatima Bukhari,3520291120715,PK0012662906773,0.0,2874656.0,2020-08-16,Active,55329.0
Nadia Nawaz,S/O Asma Khan,2130152428187,PK0004360183853,0.0,819805.0,2015-10-17,Dormant,40760.0
Shazia Hameed,S/O Shoaib Tarar,3520290803191,PK0002385891368,0.0,2672493.0,2008-02-20,Active,39326.0
Khalid Khan,S/O Hussain Akhtar,5400092557374,PK0013561779564,0.0,96339.0,2017-08-05,Active,39484.0
Ali Trar,S/O Ali Jafri,5400063187139,PK0006835231799,1933126.0,7470265.0,2005-02-09,Frozen,289538.0
Fatima Bhatti,,6110169721592,PK0015718494872,0.0,2063011.0,2018-10-12,Active,69115.0
SheikhHashmi,S/O Mehwish Raza,6110189795908,PK0002220828027,0.0,6983674.0,2014-02-06,Active,131765.0
Rizwan Sheikh,S/O Raja Tarar,2130151816901,PK0011544080348,0.0,604613.0,2016-05-10,Frozen,45343.0
Ahmed Gilani,S/O Tahir Chattha,5400071004741,PK0007492203150,0.0,5233727.0,2015-02-18,Dormant,167036.0
Asif Hussain,S/O Mirza Latif,2130116132181,PK0006304536802,0.0,2815260.0,2014-06-03,Dormant,97778.0
Malik Naqvi,S/O Qureshi Naqvi,3520285411057,PK0006469930807,,1761761.0,2021-08-09,Active,78936.0
Anan Sheikh,S/O Iqra Aslam,2130194242306,PK0010803740977,0.0,1813870.0,2007-07-12,Dormant,113744.0
Asma Raza,S/O Amna Bhatti,4210139600678,PK0001926438998,0.0,1107621.0,2019-07-30,Active,31455.0
Waseem Sandhu,S/O Asma Hashmi,3520212195067,PK0005281736451,0.0,10541905.0,2013-02-23,Active,133746.0
Mohammad Bukhari,S/O Asma Ali,4210187987964,PK0006761662253,0.0,470497.0,2014-10-20,Active,35827.0
Hina Qureshi,S/O فاطمہ خان,1330217781492,PK0014961995665,0.0,1855641.0,2011-12-29,Active,36292.0
Khalid Gujjar,S/O Shoaib Raza,2130123139475,PK0008769136744,0.0,291949.0,2016-01-03,Dormant,11861.0
Qureshi Chaudhry,S/O Maryam Malik,4400048424595,PK0003572944000,0.0,2155361.0,2009-12-05,Active,31765.0
Hina Chattha,S/O Bilal Zaidi,4400070678677,PK0001978505410,0.0,207960.0,2004-01-30,Active,18792.0
Saira Qureshi,S/O Kamran Hameed,4210189981033,PK0004314410364,0.0,1189865.0,2001-09-04,Active,60641.0
Nadia Abbasi,S/O Bilal Hashmi,4210118052096,PK0011501387022,0.0,1546241.0,2020-10-06,Active,101507.0
Chaudhry Butt,S/O Shoaib Bukhari,61101-8844678-1,PK0003913610452,0.0,10894061.0,2008-03-16,Dormant,306506.0
Qureshi Hashmi,S/O Sajid Hameed,3520270320738,PK0012192142552,0.0,2807305.0,2001-12-13,Active,206301.0
Faisal Gujjar,S/O Malik Hameed,1330252409086,PK0002894119729,0.0,1583561.0,2006-06-09,Active,106421.0
Tariq Hussain,S/O Hussain Abbasi,4400077565866,PK0001360971128,0.0,1352115.0,2001-07-24,Active,35966.0
Chaudhry Latif,S/O Faisal Khan,4400048456871,PK0010258567048,0.0,2867429.0,2021-10-25,Active,62165.0
Faisal Naqvi,S/O نادیہ رضا,2130157197312,PK0014993830749,1991648.0,10143706.0,2001-08-27,Frozen,149256.0
Rizwan Rizvi,S/O Sidra Hussain,2130174656543,PK0014408899514,626615.0,6560613.0,2005-07-08,Active,167044.0
Raja Baig,S/O Qureshi Sandhu,,PK0001468584828,0.0,4696710.0,2020-12-13,Active,188498.0
Rizwan Ahmed,S/O Muhammad Baig,4400041194858,PK0012963589906,0.0,1586250.0,2005-04-07,Active,131036.0
Iqra Syed,S/O Iqra Chattha,1330251986765,PK0002427618008,0.0,245281.0,2017-08-30,Active,56947.0
Zubair Jafri,S/O Rukhsar Butt,5400022044453,PK0008605936741,0.0,13031387.0,2020-05-10,Active,279235.0
Bilal Aslam,S/O Sana Bhatti,6110158736886,PK0001456349916,0.0,4428954.0,2005-08-05,Active,67968.0
Sana Ahmed,S/O Sana Rizvi,5400049482712,PK0004894582888,1369162.0,17180886.0,2016-12-24,Active,278067.0
Waseem Sheikh,S/O زینب علی,2130192489357,PK0009327499388,0.0,1324602.0,2017-01-21,Active,87712.0
Mehwish Virk,S/O Arif Karim,4210144183912,PK0004686718533,0.0,,2020-05-16,Frozen,38585.0
Muhammad Hashmi,S/O Fatima Sandhu,1330232622042,PK0009905687707,0.0,2256584.0,2000-02-29,Active,58483.0
Fatima Akhtar,S/O Ayesha Gondal,3520235250768,PK0005689269569,0.0,269012.0,2007-11-30,Active,5167.0
Omar Ali,S/O Arif Karim,1330259372988,PK0008768986243,0.0,,2003-02-24,Active,65182.0
Syed Bukhari,S/O Hina Iqbal,4210136557932,PK0012251770634,0.0,5049576.0,2010-06-25,Active,197850.0
Mirza Bhatti,S/O Bushra Jafri,2130116208206,PK0012850282713,0.0,4829796.0,2011-08-28,Active,151904.0
Uzma Ansari,S/O Omar Tarar,2130136053086,PK0011119744516,0.0,2065234.0,2004-09-08,Active,120110.0
Sajid Butt,S/O Omar Butt,5400066744017,PK0007725996789,0.0,665398.0,2015-09-29,Active,124247.0
Shazia Rafiq,S/O Maryam Aslam,4210127500751,PK0015812458132,0.0,521255.0,2002-07-06,Active,
Ibrahim Ansari,S/O Ahmed Rizvi,4210117812172,PK0009146688450,0.0,1528473.0,2002-12-13,Active,35850.0
Saira Rafiq,S/O Sana Latif,1330240040508,PK0005282879331,0.0,546851.0,2021-06-06,Active,91199.0
Shoaib Gilani,S/O Zainab Nawaz,4210143820505,PK0001404957218,0.0,2911560.0,2011-07-17,Active,107999.0
علی حسین,S/O S/O Kamran Chattha,4400011218357,PK0004947384695,0.0,767020.0,2021-05-16,Dormant,17004.0
Hassan Rafiq,S/O Faisal Sandhu,2130117214265,PK0012763534625,0.0,2041977.0,2016-10-15,Active,159175.0
Arif Syed,S/O Raja Sheikh,4400084090978,PK0005156999852,0.0,607393.0,2003-12-12,Active,31478.0
Saira Raza,S/O Raja Aslam,2130161273588,PK0008803040905,0.0,1040759.0,2013-05-23,Active,31385.0
Rizwan Latif,S/O Hamid Hashmi,5400077419515,PK0001171508836,0.0,3548149.0,2016-09-23,Active,78303.0
Ahmed Ahmed,S/O Naveed Gujjar,4400041724751,PK0007809069927,0.0,1208276.0,2013-03-06,Active,38933.0
Ali Nawaz,S/O مریم چودھری,3520284044665,PK0005811871111,0.0,3380476.0,2019-09-06,Active,49242.0
Omar Chaudhry,S/O Ali Bukhari,5400087443132,PK0014808777380,0.0,6410827.0,2002-03-31,Dormant,102876.0
Khalid Rana,,5400063798674,PK0006215847550,0.0,2714928.0,2001-12-03,Active,45244.0
Muhammad Rana,S/O Rabia Akhtar,35202-1992308-6,PK0001414064734,0.0,3781110.0,2019-07-07,Active,89822.0
Iqra Sheikh,S/O Salman Nawaz,2130183645734,PK0014797299908,0.0,1986666.0,2010-09-16,Active,59801.0
Aamir Zaidi,S/O Usman Hameed,4210120614463,PK0007348215410,0.0,256156.0,2011-08-18,Active,32271.0
Tariq Ahmed,S/O S/O Shoaib Ahmed,2130144238425,PK0007646041020,0.0,604909.0,2020-06-28,Active,7830.0
Bilal Qureshi,S/O Rizwan Chattha,2130137227245,PK0012206948671,0.0,4064238.0,2006-06-18,Frozen,137823.0
Uzma Chattha,S/O Rabia Rafiq,3520225345256,PK0015438718269,1298695.0,9050639.0,2010-11-14,Active,176324.0
Chaudhry Latif,S/O Tahir Chaudhry,5400017318156,PK0008741138124,0.0,,2004-01-16,Active,61379.0
Muhammaad Akhtar,S/O Mehwish Bukhari,4210179901864,PK0009194511472,0.0,510831.0,2003-09-18,Active,8206.0
Raja Sandhu,S/O Chaudhry Bukhari,6110185652423,PK0003313540619,3106696.0,22028584.0,2013-09-14,Active,274743.0
Malik Gondal,S/O Omar Gondal,6110113082814,PK0009591759000,0.0,151034.0,2015-08-02,Active,22663.0
Mohammad Bukhari,S/O Iqra Khan,1330246952753,PK0009865007974,0.0,54249.0,2002-06-27,Dormant,9324.0
Hashmi Nawaz,S/O Kamran Akhtar,5400068337731,PK0001142683817,1071286.0,1790304.0,2013-03-09,Dormant,372160.0
Tariq Virk,S/O Rabia Hussain,1330262002344,PK0004668455421,0.0,715648.0,2011-11-05,Active,26250.0
Arif Mirza,S/O Imran Baig,1330241366656,PK0005458167668,0.0,373464.0,2017-11-11,Active,97168.0
Asif Karim,S/O Arif Baig,4210189450362,PK0008522409833,0.0,24224.0,2008-11-01,Active,8643.0
Zainab Raza,,4210115342324,PK0012268583107,0.0,1529847.0,2001-05-04,Active,41109.0
Sana Chaudhry,S/O Ibrahim Naqvi,5400012689713,PK0001472352086,0.0,1327763.0,2019-05-11,Active,27430.0
Malik Aslam,S/O Noor Jafri,5400073884402,PK0011477863798,0.0,3604625.0,2006-12-07,Active,288204.0
Naveed Naqvi,S/O Khalid Tarar,4210144818713,PK0006771336642,0.0,,2004-05-11,Active,56008.0
Mirza Sheikh,S/O صنا ملک,4400026637263,PK0005353622930,0.0,7127686.0,2017-06-22,Active,246977.0
Hamid Virk,S/O مریم چودھری,1330282868288,PK0009396222040,0.0,1375970.0,2015-05-27,Active,41321.0
