CNIC,Name,Father_Name,Declared_Income,Tax_Paid,NTN,Filing_Status,Contact_No
3520211972925,Asif Raza,S/O Tahir Khan,1099125,148906,NTN-651616,Filer,03339987324
4400073274718,Sobia Syed,S/O Qureshi Akhtar,478131,0,NTN-922097,Filer,03132004613
2130143439215,Chaudhry Hameed,S/O Naveed Hussain,474444,0,NTN-411043,Filer,03229842756
1330214918086,Sheikh Qureshi,S/O Noor Gilani,1793248,192732,NTN-456696,Filer,03137055973
2130198637486,Bushra Hussain,S/O Kashif Gilani,514307,0,NTN-480913,Filer,03332851681
2130150067053,Saira Ansari,S/O Zainab Abbasi,4004775,239337,NTN-612622,Filer,03328511427
5400097348855,Ayesha Jafri,S/O Maryam Sandhu,1069978,120588,NTN-570093,Filer,03318529542
6110129022003,Hamid Baig,S/O Ayesha Gondal,1248380,227907,,Filer,03223728933
1330248147788,Malik Gujjar,S/O Fatima Karim,432364,0,NTN-889061,,03037023070
3520266567265,Hussain Raza,S/O Sheikh Sheikh,1019831,167304,NTN-171093,Filer,03007693534
4210172741808,Hashmi Latif,S/O Waseem Ahmed,6056937,517544,NTN-979820,Filer,03004625251
4400050064605,,S/O Qureshi Rizvi,1447351,245500,NTN-718958,Filer,03323947966
2130140992541,Qureshi Butt,S/O Hina Chaudhry,1924425,260335,NTN-516797,Filer,03027967233
5400020656865,Mehwish Chattha,S/O Baig Rizvi,318116,0,NTN-266506,Filer,03229398169
1330296749867,Muhammad Gondal,S/O Faisal Gondal,635185,90641,NTN-252775,Filer,03002817775
1330252409086,Faisal Gujjar,S/O Malik Hameed,4086380,281712,NTN-441507,Filer,03453886814
4210148276753,Nadia Butt,S/O Chaudhry Syed,283744,0,,Filer,03455182075
2130137285453,Shazia Akhtar,S/O Fatima Abbasi,359259,0,NTN-790937,Filer,03217244193
5400089049429,Asif Virk,S/O Asma Aslam,2696155,396380,NTN-213347,Filer,03459655897
5400018193815,Khalid Rana,S/O Tahir Gujjar,218451,0,NTN-936281,Non-Filer,03318199955
13302-9861210-3,Raja Sheikh,S/O Khalid Naqvi,468568,0,NTN-797678,Filer,03328137510
6110110555485,Naeem Chaudhry,S/O Naeem Hashmi,4544123,362970,NTN-982889,Filer,03002066412
4210145946426,Maryam Gondal,S/O Waseem Malik,548296,0,NTN-483586,Filer,03311028039
4210128288357,Hamid Aslam,S/O Asma Abbasi,12265221,1639842,NTN-524584,Filer,03312778176
2130162133372,Syed Hussain,S/O Imran Baig,5494202,706940,NTN-956545,Filer,03131213879
6110154080707,Ibrahim Qureshi,S/O Bilal Akhtar,1232894,147606,NTN-177971,Filer,03329982950
2130185573866,Adnan Baig,S/O Adnan Hashmi,188872,0,NTN-932109,Filer,03311125921
6110113113942,Sobia BButt,S/O Qureshi Rana,1915976,460702,NTN-427521,Filer,03217741889
4210199347857,Shoaib Chattha,S/O Kamran Ansari,,587914,NTN-382792,Filer,03135102862
4210125066843,Naveed Gujjar,S/O Fatima Raja,942165,89206,NTN-631282,Filer,03038214143
4400030785302,Tariq Aslam,S/O Faisal Butt,353459,,NTN-995547,Filer,03314304572
1330246229932,Naeem Chattha,S/O Iqra Chattha,735175,105635,NTN-258882,Filer,03029531555
2130167800089,Sidra Latif,S/O Syed Jafri,1164120,85463,NTN-428181,Filer,03227236364
3520234185267,Khalid Malik,S/O Naeem Karim,426924,0,NTN-262030,,03215446344
2130139860329,Kamran Raja,S/O Kashif Syed,1130696,130057,,Filer,03223094467
2130192266195,Aamir Khan,S/O Naveed Jafri,219193,0,NTN-897566,Non-Filer,03029528624
2130138310226,Rizwan Gujjar,S/O Baig Baig,3110672,527427,NTN-283820,Filer,03457135890
13302-8408190-8,,S/O فاطمہ خان,298647,0,NTN-705893,Non-Filer,03311472429
6110160098887,Raja Rafiq,S/O Rukhsar Rana,8356364,643192,NTN-913159,Filer,03224700025
3520227251098,Hassan Bhatti,S/O Asif Karim,1183559,124122,NTN-822376,Filer,03127769150
6110139869059,Imran Gilani,S/O Faisal Nawaz,2028194,410261,NTN-778754,Filer,03214427542
1330217896689,Mehwish Butt,S/O Ali Bhatti,259044,0,NTN-548724,Filer,03329425989
1330253331983,Khalid Iqbal,S/O Salman Hameed,890886,88731,NTN-416696,Filer,03319785983
6110125890461,Hina Hashmi,S/O Sidra Syed,903844,78703,NTN-708657,Non-Filer,03016879622
5400039882741,Faisal Sandhu,S/O Chaudhry Baig,115951,0,NTN-298054,Filer,03134937877
2130176732642,محمد علی,S/O Baig Hameed,808552,190646,NTN-318410,Filer,03117481628
5400069199512,Hassan Gilani,S/O Salman Gujjar,1273883,280551,NTN-995872,Filer,03311299269
5400059657615,Shoaib Ahmed,S/O Nadia Baig,599449,0,NTN-673755,Non-Filer,
5400079922862,Asif Rafiq,S/O Mohammad Hussain,1624887,383473,NTN-701257,Filer,03339127895
1330219209508,Syd Syed,S/O Bushra Rafiq,466805,0,NTN-522700,Filer,03135720776
,Rukhsar Gondal,S/O Malik Rizvi,669590,159160,NTN-358346,Filer,03227090010
1330248028923,Syed Aslam,S/O Mohammad Syed,2359430,209681,NTN-822626,Filer,03032514742
3520215138469,Malik Hussain,S/O Rabia Karim,1253340,78436,NTN-844257,Filer,03221460858
2130173675297,Arif Ali,S/O Bilal Gondal,401128,0,NTN-233562,Non-Filer,03459382645
1330215536114,علی حسین,S/O Rizwan Baig,2011330,392067,NTN-531803,Filer,03336853789
2130125173449,Asma Tarar,,17587731,2846363,NTN-931551,Filer,03333270069
1330230450002,Hashmi Rafiq,S/O محمد علی,564591,0,NTN-906549,Filer,03033021246
3520222562719,Waseem Butt,S/O Zainab Hameed,15066193,2728204,NTN-803483,Filer,03454388982
2130111160246,Ali Baig,S/O Nadia Karim,372468,0,NTN-964414,Non-Filer,03039024017
3520231487483,فاطمہ خنا,S/O Shazia Syed,,0,NTN-762564,Non-Filer,03033935142
1330220776218,Tariq Virk,S/O Naeem Hussain,557425,0,NTN-660794,Non-Filer,03018169923
5400063806008,Ibrahim Raza,S/O Ahmed Sandhu,818502,173627,NTN-110586,Non-Filer,03134631757
5400018408907,Amna Hussain,S/O Salman Naqvi,1776125,296947,NTN-227708,Filer,03122343211
5400055514623,Sana Rizvi,S/O Waseem Malik,1378006,266427,NTN-953631,Filer,03466503218
3520297788005,Chaudhry Bukhari,S/O Maryam Baig,567463,0,NTN-755738,Filer,03016492367
1330271637501,Maryam Ansari,S/O Hina Jafri,1850701,230445,NTN-855885,Filer,03337573554
2130149022831,,S/O Muhammad Gilani,1224380,229323,NTN-382932,Filer,03029676443
3520237958463,Arif Qreshi,S/O مریم چودھری,150153,0,NTN-836637,Non-Filer,03008962478
3520252740818,Shoaib Iqbal,S/O Aamir Akhtar,941870,72494,NTN-847691,Filer,03033038202
3520236847404,,S/O Bilal Nawaz,979006,116553,NTN-949473,Filer,03015310434
,Kamran Gujjar,S/O Hassan Baig,184273,0,,Non-Filer,03006231345
4210186939171,Hina Sandhu,S/O Syed Sandhu,441114,0,NTN-970203,Non-Filer,03469169967
4400046077128,Sajid Aslam,S/O Baig Akhtar,,532392,NTN-779435,Filer,03132283470
3520284240608,Tahir Hameed,S/O Hussain Butt,3327224,550730,NTN-904043,Filer,03028749161
5400071264564,Asma Tarar,S/O Khalid Mirza,781359,163498,NTN-137525,Non-Filer,03138468706
3520235837944,Syed Malik,S/O Imran Raza,1012664,65647,NTN-746845,Filer,03001225606
3520210838636,Ibrahim Akhtar,S/O Iqra Karim,4087805,394972,NTN-275425,Filer,03039602280
3520260275451,Hamid Gujjar,S/O Hussain Malik,5176633,763890,NTN-460841,Filer,03218330694
4400048226006,Ali Raza,S/O Sheikh Naqvi,423381,0,NTN-374654,Filer,03113856080
4400013351949,Hassan Abbasi,S/O Asif Jafri,16844425,3417285,NTN-972521,Filer,03131943886
5400087681267,Tariq Raza,S/O Adnan Aslam,2429157,230567,NTN-388015,Filer,03225893303
6110117855487,Ayesha Chaudhry,S/O Sheikh Ahmed,1935241,316338,NTN-303172,Filer,03464017046
1330210540965,Adnan Mirza,S/O Uzma Gondal,163891,0,NTN-140500,Non-Filer,03128822415
6110143932823,Asma Khan,S/O Hina Cheema,413941,0,NTN-750775,Non-Filer,03327052003
5400041599863,Hassan Rana,S/O Baig Hameed,1469938,344910,NTN-704152,Filer,03138739424
3520241727825,Shazia Khan,S/O Waseem Qureshi,1096578,137527,NTN-685219,Filer,03017090445
3520274521983,Waseem Raja,S/O Shazia Jafri,444164,0,NTN-396801,Non-Filer,03455388337
4210123042215,Arif Ahmed,S/O Adnan Rana,2255165,226992,NTN-506121,Filer,03333115310
6110126268195,Rizwan Sandhu,S/O Muhammad Tarar,2696148,613462,NTN-170592,Filer,03468344026
5400058637897,Asma Karim,S/O Qureshi Raja,148708,0,,Non-Filer,03227393458
4210173534875,Omar Iqbal,S/O Mirza Bukhari,1201512,146291,NTN-127515,Filer,03027961835
6110146271063,Omar Virk,S/O Bushra Bukhari,2011322,399785,NTN-833075,Filer,03454392216
3520247295147,Maryam Raza,S/O Bilal Gujjar,1377082,130232,NTN-485173,Filer,03215663234
3520230262789,Adnnan Iqbal,S/O Omar Bhatti,987678,56671,NTN-211285,Filer,03224546055
6110133089358,Tahir Baig,S/O Omar Bukhari,4329332,303442,NTN-347702,Filer,03456781943
4210159068362,احمد خان,S/O Ali Qureshi,770989,65463,,Filer,03133718330
1330286325789,Raja Bukhari,S/O Ayesha Hashmi,955361,50186,NTN-215155,Non-Filer,03033937702
,Khalid Naqvi,S/O Aamir Chattha,1229633,303284,NTN-125035,Filer,03002335899
6110127832369,Ahmed Latif,S/O Muhammad Jafri,1425001,120871,NTN-117499,Filer,03012299682
6110157133147,Syed Aslam,S/O Mohammad Khan,756494,57705,NTN-959193,Filer,03135119887
6110164281346,Hina Sandhu,S/O Hussain Abbasi,463194,0,NTN-421169,Filer,03311512626
4210139154904,علی حسین,S/O نادیہ رضا,4412234,241164,NTN-614525,Filer,03127999097
5400073128445,Marya mBukhari,S/O Hashmi Qureshi,8350307,604797,NTN-508035,Filer,03139254874
5400054856491,Maryam Tarar,S/O Nadia Butt,503169,0,NTN-394991,,03217240708
1330235697896,Maryam Bukhari,S/O Chaudhry Gujjar,655681,89336,NTN-509005,Non-Filer,03001181927
3520261055957,Zainab Butt,S/O Chaudhry Ali,6013126,,NTN-973673,Filer,03003744733
4210145708238,Sobia Karim,S/O Naeem Iqbal,3960623,602598,NTN-842989,Filer,03033630667
4210162597399,Sajid Akhtar,S/O Mehwish Sandhu,1880652,145430,NTN-813037,Filer,03135879088
4400094301035,Ahmed Mirza,S/O Usman Mirza,3966870,554765,NTN-797782,Filer,03455291236
,Asma Syed,S/O Aamir Syed,3048595,452377,NTN-189182,Filer,03027139913
3520269262782,Raja Syed,,7418951,1762202,NTN-930126,Filer,03338969234
1330298809921,,S/O Hashmi Baig,2017910,345081,NTN-897221,Filer,03214021744
4210137320236,Raja Raja,S/O Mirza Nawaz,4303976,893438,NTN-278213,Filer,03321030749
4210146166075,Naveed Rafiq,S/O Shoaib Latif,3473769,816981,NTN-565683,Filer,03027853897
,Mirza Mirza,S/O Saira Rafiq,3090863,241514,NTN-969835,Filer,03021909939
4210136822905,Hamid Rana,S/O Hamid Cheema,565371,0,NTN-381025,Filer,03469731903
2130126450071,علی حسین,S/O Tariq Virk,847355,84117,NTN-804852,Filer,03468904661
4400043924722,Asif Rizvi,S/O Muhammad Karim,1911559,353237,NTN-655815,Filer,03016349518
1330253270973,Hussain Aslam,S/O Bushra Sandhu,3354675,748959,NTN-807114,Filer,03112895922
5400077394647,Waseem Hameed,S/O Khalid Jafri,1199066,110191,NTN-100489,Filer,03112945459
1330290998579,Naeem Virk,S/O Uzma Rafiq,788933,149961,NTN-645834,Filer,03313863119
3520247835958,علی حسین,S/O Nadia Ahmed,3117693,678590,NTN-330487,Filer,03454903481
2130170145839,Tariq Bhatti,S/O Mohammad Khan,534460,0,NTN-773422,Filer,03025928878
2130139408156,Arif Rizvi,S/O Shazia Hashmi,3519055,310711,NTN-555683,Filer,03002719287
1330298986278,Waseem Sandhu,S/O Fatima Zaidi,202935,0,NTN-819593,Non-Filer,03033593718
2130194117174,Hamid Ansari,S/O Salman Gilani,1515503,260460,NTN-888703,Filer,03339152177
2130129220168,Ali Hameed,S/O Kamran Virk,2075803,143413,NTN-844980,Filer,03317858319
5400075988816,Nadia Hussain,S/O ابراہیم ملک,446071,0,NTN-572608,Non-Filer,03031840166
13302-8679467-3,Arif Nawaz,S/O Bilal Gondal,1518204,193869,NTN-812802,Filer,03219949770
2130128135326,Muhammad Ahmed,S/O Ali Ahmed,1577716,366350,NTN-139070,Filer,03319312731
4400047877601,Mirza Nawaz,S/O Imran Aslam,6693574,933280,NTN-186024,Filer,03325289751
5400065099974,Hashmi Gondal,S/O Arif Hameed,1165457,265766,NTN-227830,Filer,03214563776
5400017771452,Rukhsar Karim,S/O Ayesha Sheikh,2232250,411343,NTN-149896,Filer,03114197033
4400042089206,Naveed Hussain,S/O Shoaib Bukhari,1106028,260842,NTN-473071,Filer,03227904482
5400020374428,Saira Gilani,S/O Asif Ali,1026845,190864,NTN-570210,Filer,03329872495
6110137605606,Bilal Ansari,S/O Muhammad Hashmi,151166,0,NTN-924907,,03033422611
6110116077143,Noor Naqvi,S/O Fatima Rizvi,3721839,347347,NTN-774075,Filer,03452423010
,Malik Rafiq,S/O Tahir Mirza,15504072,1490716,NTN-367157,Filer,03323305951
4400053153338,Raja Gondal,S/O Hina Ahmed,1940846,467558,NTN-581384,Filer,03331779927
1330275923576,Saira Abbasi,S/O Usman Syed,63128,0,NTN-496800,Filer,03314018677
2130153922482,Tahir Chattha,S/O Khalid Abbasi,704753,35482,NTN-541671,Filer,03038106167
3520235153326,Hassan Virk,S/O Mohammad Mirza,772888,180238,NTN-278938,Filer,03131606142
4210175298776,Shazia Bukhri,S/O Mirza Qureshi,1243522,239509,NTN-880452,Filer,03219202607
3520222852514,Fatima Naqvi,S/O Shazia Gilani,1250299,300238,NTN-224728,Filer,03227576929
1330249503705,Baig Hashmi,S/O Bilal Naqvi,1416298,328275,NTN-495812,Filer,03216321470
4210164127592,Shoaib Hameed,S/O Waseem Akhtar,906706,203607,NTN-526662,Filer,03334384915
6110164123833,Mehwish Hameed,S/O Sajid Gondal,811105,148332,NTN-630342,Filer,03459173859
2130167499739,Noor Tarar,S/O Arif Bukhari,618504,31440,NTN-965496,Non-Filer,03113483192
2130119715813,Naeem Raja,S/O Arif Aslam,2472058,149902,NTN-591671,Filer,
6110127809871,Hasssan Ahmed,,668984,163919,NTN-236212,Filer,03113447911
4400099787145,Aamir Tarar,S/O Iqra Butt,152104,0,,Filer,03002698935
4210177926335,Imran Bhatti,S/O Asif Syed,1103176,147379,NTN-314999,Filer,
5400077234853,Chaudhry Nawaz,S/O S/O Hassan Malik,400810,0,NTN-742598,Filer,03227968920
2130177136572,Ayesha Raja,S/O علی حسین,51744,0,NTN-797935,Filer,03337456854
4400067111217,Sana Aslam,S/O Ahmed Zaidi,,468592,NTN-959758,Filer,03336811609
4210170451025,Fatima Qureshi,S/O Raja Ahmed,417725,0,NTN-754958,Non-Filer,03113089926
3520279002048,محمد حسن,S/O Ali Hashmi,1873395,97802,NTN-705885,Filer,03326272037
6110137690253,Faisal Gujjar,S/O Shazia Tarar,489149,0,NTN-546017,Filer,03325801139
3520280954265,Imran Chaudhry,S/O Ahmed Sandhu,334453,0,NTN-844224,Non-Filer,03022161974
3520252167487,Shoaib Nawaz,S/O Rukhsar Qureshi,304599,0,NTN-399346,Filer,03128283053
5400017018069,Hashmi Khan,S/O Saira Gondal,3967887,211921,NTN-776660,Filer,03467722708
1330253122756,Mirza Gilani,S/O Hina Akhtar,1860067,298835,NTN-154129,Filer,03336111749
2130114373713,Raja Nawaz,S/O Shazia Hashmi,2792967,150868,NTN-261641,Filer,03452088084
4210116539938,عائشہ احمد,S/O Chaudhry Mirza,3669099,782033,NTN-615621,Filer,03331296835
5400021804952,Adnan Tarar,S/O Ali Virk,213344,0,NTN-318558,Non-Filer,03137844809
4210146036548,Amna Tarar,S/O Sajid Ahmed,1805443,255501,NTN-178714,Filer,03319812447
2130147021062,Fatima Sheikh,S/O Tahir Gilani,5823429,978527,,Filer,03133431711
5400032775728,Arif Gondal,S/O Malik Jafri,526936,0,NTN-561988,Filer,03128758960
2130180729597,Iqra Hashmi,S/O Mehwish Sandhu,5128451,1129072,NTN-158100,,03331715141
3520246695079,Ali Sandhu,S/O Fatima Karim,1018253,138643,NTN-657559,Filer,03329106820
1330291207793,Maryam Cheema,S/O Saira Rana,200964,0,NTN-201991,Filer,03032279911
2130118870341,Ali Abbasi,S/O Noor Virk,1178268,173059,NTN-115018,Filer,03018494748
,Sheikh Chattha,S/O Mohammad Khan,87332,0,NTN-474129,Non-Filer,
1330227142232,Hina Karim,S/O Zubair Qureshi,2468077,429502,NTN-420080,Filer,03228825732
1330292212395,Mohammad Rizvi,S/O Imran Raja,5339774,515645,NTN-475190,,03216845789
5400094927811,Zubair Aslam,S/O Tahir Iqbal,777572,141928,NTN-903884,Filer,03034649622
4210166888834,Naveed Nawaz,S/O Rabia Rafiq,167610,0,NTN-640192,Non-Filer,03213528906
4400031692308,Ali Sandhu,S/O Baig Gilani,771741,98677,NTN-499791,Non-Filer,03004173279
5400093321955,Rizwan Cheema,S/O Omar Cheema,2186220,219845,NTN-140835,,03215005695
2130176211236,Waseem Tarar,S/O Rizwan Nawaz,109639,0,NTN-975147,Non-Filer,03017858317
3520272898749,عائشہ احمد,S/O Bushra Aslam,843613,55779,NTN-805069,Non-Filer,03456468795
4400022271625,Faisal Raja,S/O Ayesha Hashmi,5659509,557095,NTN-124989,Filer,03039173698
5400069449096,Mehwish Virk,S/O Waseem Chattha,946920,184134,NTN-203616,Filer,03013907503
4210114864168,Ali Raja,,705299,35941,NTN-641352,Filer,03131902612
13302-5198676-5,Iqra Syed,S/O Iqra Chattha,1238427,,NTN-807986,Filer,03221275536
3520264800024,Baig Ali,S/O Ayesha Baig,2392404,466704,NTN-870802,Filer,03004485172
4400065465456,Shazia Tarar,,1274774,195403,NTN-606932,Filer,03225680249
3520297627318,صنا ملک,S/O Faisal Bhatti,1159442,281389,NTN-768386,Filer,03018906784
1330232588339,Aamir Tarar,S/O Faisal Tarar,269911,0,NTN-972640,Non-Filer,03019657187
4210161226498,Tariq Latif,S/O Faisal Iqbal,997606,72661,NTN-374915,Non-Filer,03213281447
3520214568322,Salman Rana,S/O Ibrahim Sheikh,1181831,177780,NTN-610999,,03313873929
6110118967299,Shazia Butt,S/O Hussain Qureshi,3158230,403837,NTN-605810,Filer,03137017434
1330244087031,Fatima Virk,S/O Faisal Jafri,499175,0,NTN-381030,Non-Filer,03221508100
3520298169575,Hassan Abbasi,,2152845,161953,NTN-201737,Filer,03129079008
1330295575356,Sana Gilani,S/O Usman Gondal,408737,0,NTN-940830,Non-Filer,03008667844
5400057692004,Iqra Butt,S/O Hashmi Aslam,231431,0,NTN-977074,Filer,
4210178578862,Mohammad Latif,S/O Raja Raza,218336,0,NTN-225017,Non-Filer,03006834790
4210183763682,Adnan Nawaz,S/O احمد خان,8641971,1941551,NTN-774774,Filer,03134594921
4400031516101,Tahir Butt,S/O Bilal Gilani,192846,0,NTN-794431,Filer,03221546310
1330271758259,Arif Khan,S/O Faisal Sheikh,4597442,1000200,NTN-728128,Filer,
2130149022357,Shazia Qureshi,S/O Shoaib Tarar,2476126,352217,NTN-550021,Filer,03327855263
3520245855107,Rukhsar Rana,,3812671,474022,NTN-932200,Filer,03135144669
3520237408853,Amna Naqvi,S/O Sana Raza,1937086,109997,NTN-687424,,03137557264
5400019877374,Ahmed Hussain,S/O Usman Zaidi,481338,0,NTN-462619,Filer,03019626108
2130160470282,Ayesha Syed,S/O Mehwish Latif,1891379,163756,NTN-274458,Filer,03015161346
2130147971322,Bilal Chaudhry,S/O Sheikh Latif,513452,0,NTN-216180,Filer,03332030206
5400071753875,Muhammad Raza,S/O Salman Bukhari,10769502,1972749,NTN-736762,Filer,
1330220757759,Sobia Sheikh,S/O Waseem Zaidi,158562,0,NTN-223429,Non-Filer,03008199045
5400052987522,Noor Hameed,,71762,0,NTN-292179,Filer,03311763562
6110141345708,Mehwish Malik,S/O Mehwish Rizvi,577472,0,NTN-886957,Non-Filer,03229000563
1330215360232,Usman Mirza,S/O Maryam Cheema,941688,96040,NTN-128883,Filer,03018464319
3520219372771,Uzma Ahmed,S/O Hamid Bhatti,1136208,277949,NTN-133453,Filer,03128103463
2130119093934,Amna Cheema,S/O Rizwan Aslam,8553864,992680,NTN-835182,Filer,03328416216
4210175985232,Waseem Ali,S/O Nadia Syed,3400758,640987,NTN-804474,Filer,03125729687
6110179661659,Asif Mirza,S/O Raja Mirza,,181833,NTN-845921,Filer,03321696128
4210131344068,Iqra Cheema,S/O Zubair Chattha,1429559,318780,NTN-295501,,03022459729
3520229867861,Ibrahim  Rizvi,S/O Naeem Chattha,898566,52786,NTN-370557,Filer,03213461797
6110197879973,Naveed Syed,S/O S/O Tariq Akhtar,2192573,418196,NTN-496388,Filer,03019941610
3520241099747,Kamran Karim,,1892557,307639,NTN-193900,Filer,03136101916
5400082934825,Khalid Tarar,S/O Kamran Raza,,207011,,Filer,03029292319
2130115734892,Noor Akhtar,S/O Baig Malik,2630492,505200,NTN-873827,Filer,03227732424
4210147264868,Faisal Qureshi,S/O Nadia Ali,371418,0,NTN-157987,Filer,03322870007
1330286180035,Maryam Rizvi,S/O Asma Hussain,1362237,169749,NTN-432922,Filer,03318129463
1330236108663,Nadia Bukhari,S/O Fatima Rizvi,762411,105642,NTN-157851,Non-Filer,03132266948
6110172318992,Hamid Aslam,S/O Imran Syed,,585062,NTN-379708,Filer,03317779519
4400082412661,Waseem Naqvi,S/O Syed Ansari,986704,210566,NTN-984130,Filer,03212900675
4400079740077,Asma Gilani,S/O Waseem Nawaz,7734789,430184,NTN-531998,Filer,03133015051
5400053362031,Waseem Tarar,S/O Faisal Hussain,848670,142011,NTN-626330,Non-Filer,03329559183
4400079740077,Asma Gilani,S/O Waseem Nawaz,7732170,1274180,NTN-414766,Filer,03133015051
2130113335284,Ahmed Sandhu,S/O Mehwish Malik,3016371,,NTN-594404,Filer,03115492622
2130131199335,Muhammad Hussain,S/O Qureshi Cheema,3386689,613109,NTN-849028,Filer,03335087844
3520228841801,Noor Rizvi,S/O Mohammad Hussain,1298006,180382,NTN-269520,Filer,03129694175
1330245058942,Raja Abbasi,S/O Hassan Nawaz,284869,0,NTN-123004,Non-Filer,03329346046
5400083046864,Sobia Qureshi,S/O Hussain Aslam,2887346,491373,NTN-340466,Filer,03465326615
5400019336608,نادیہ رضا,S/O Sobia Tarar,1155355,179092,NTN-966149,Filer,03327469859
4210159679372,Aamir Gujjar,S/O نادیہ رضا,1187863,108415,NTN-543513,,03464745704
4210115342324,Zainab Raza,S/O Syed Latif,822084,98160,NTN-429136,Non-Filer,03321875893
4400097627709,Muhammad Aslam,S/O Adnan Raja,846971,107556,NTN-725455,Filer,03331265468
5400019309204,Hassan Gilani,S/O Iqra Ali,319177,0,NTN-861224,Non-Filer,03467462239
4400019898862,Hamid Khan,S/O Ali Iqbal,4118826,1002208,,Filer,03313986348
5400087956455,Arif Ahmed,S/O Imran Bhatti,721125,88784,NTN-844490,Non-Filer,03135707367
4210169918809,Rizwan Hussain,S/O Asma Gondal,479575,0,NTN-553275,Non-Filer,03111542512
1330293873487,Asif Sheikh,S/O Adnan Hussain,1139513,176612,NTN-543134,Filer,03229768152
1330244233057,Rukhsar Mirza,S/O مریم چودھری,247371,0,NTN-765392,Non-Filer,03004874298
6110146587895,Fatima Ansari,S/O Ayesha Rana,227059,,NTN-755178,Filer,03008429903
13302-1907396-2,Tariq Ansari,S/O Amna Sandhu,2800990,297377,NTN-743654,Filer,03461633577
4210128844724,Khalid Butt,S/O Waseem Ahmed,1570478,186393,NTN-147401,Filer,03131343352
5400033040056,Malik Ansari,S/O Mehwish Tarar,529453,0,NTN-929235,Filer,03451764815
6110159787651,Arif Tarar,S/O Hussain Zaidi,1229260,197879,NTN-607907,Filer,03319181291
3520266558035,Iqra Abbasi,S/O Asma Chaudhry,2400278,204809,NTN-663085,Filer,03027802999
4400014338438,Bilal Abbasi,S/O Omar Chattha,277540,0,NTN-662846,Filer,03138436040
4210156392609,Shoaib Hameed,S/O Bilal Nawaz,1038208,164417,NTN-919857,Filer,
5400032995221,Sidra Bhatti,S/O Faisal Naqvi,572772,0,NTN-910733,Non-Filer,03315723052
,Hina Zaidi,S/O Rabia Bhatti,10332273,2180798,NTN-103814,Filer,03122738129
1330214627919,Shoaib Raja,S/O Nadia Raza,216773,0,NTN-375462,Filer,03024635481
2130181808346,Imran Butt,S/O Fatima Hameed,1016058,233600,NTN-496874,Filer,03328014394
2130121513097,Ahmed Hashmi,S/O Imran Raza,4412971,224314,NTN-486527,Filer,03221061494
6110195327509,Amna Hashmi,S/O Kamran Jafri,3506922,844632,NTN-270075,Filer,03123615179
4400083659173,Raja Tarar,S/O Omar Tarar,475354,0,NTN-360734,Non-Filer,03222327669
2130133059363,Syed Karim,S/O Imran Jafri,279898,0,NTN-247925,Non-Filer,03021730932
6110160760869,Tahir Butt,S/O S/O Asma Nawaz,60765,0,,Filer,03338960419
4210162184792,Waseem Rizvi,S/O Raja Virk,,416939,NTN-892132,Filer,03005597456
4400020173864,Naveed Ahmed,S/O Zainab Mirza,4992776,292622,,Filer,03212755534
6110113296894,Zubair Zaidi,S/O Rizwan Raja,1107025,189587,NTN-167943,Filer,03228464392
5400053338088,Mohammad Ansari,S/O Imran Rizvi,4098438,439086,NTN-263663,Filer,03113211404
4210184905047,Nadia Khan,S/O Saira Jafri,800089,114767,NTN-427873,Non-Filer,03469827228
4400037490132,Imran Nawaz,S/O Raja Iqbal,975458,,NTN-731582,Non-Filer,03035164045
5400011404086,Maram Latif,S/O Hamid Virk,681660,54718,NTN-547412,Non-Filer,03218308778
6110191536871,Zubair Chattha,S/O Rizwan Akhtar,7279093,976718,NTN-810840,Filer,03334981854
6110170834307,Adnan Chaudhry,S/O Qureshi Zaidi,596034,0,NTN-567181,Non-Filer,03335505483
,Bilal Rizvi,S/O Hussain Cheema,2942333,249722,NTN-200669,Filer,03001124054
4400048979383,Maryam Qureshi,S/O Usman Gilani,325532,0,NTN-841078,Non-Filer,03453622039
5400048597148,Fatima Hashmi,S/O Naeem Cheema,7293204,1380072,NTN-859467,Filer,03121476798
5400014859893,Rukhsar Baig,S/O Noor Chaudhry,1187772,109270,NTN-100822,Filer,03317766484
1330280156062,Raja Hussain,S/O Sobia Ahmed,1054808,120037,NTN-598056,Filer,03038765436
4210174198772,Hashmi Gilani,S/O Ahmed Naqvi,789394,43297,NTN-206931,Non-Filer,03212469071
6110130119826,Rizwan BBukhari,S/O Amna Gujjar,961725,112577,NTN-722217,Filer,03131906610
4400039747909,Hussain Gujjar,S/O Sheikh Tarar,475626,0,NTN-249271,Filer,03463679963
2130159887577,Amna Sheikh,S/O Mehwish Tarar,2186337,160799,NTN-887427,Filer,03312664863
3520267792995,Ibrahim Malik,S/O Khalid Ahmed,1097931,207554,NTN-762360,Filer,03112526016
4210167441741,,S/O Amna Jafri,804967,119116,NTN-271797,Filer,03313280721
5400018867162,Mohammad Baig,S/O Fatima Raja,311262,,NTN-717676,Filer,03136485409
1330260464303,Mohammad Tarar,S/O Baig Jafri,2099980,424039,NTN-324125,Filer,03125697955
5400084814971,,S/O Tahir Chaudhry,13348748,1513725,NTN-193280,Filer,03127064624
4400011112208,عمر شیخ,,309750,0,NTN-385264,Non-Filer,03011693359
4210168426241,Naveed Butt,S/O Uzma Gujjar,1228914,200345,NTN-514664,Filer,03119579549
