record_id,owner_name,cnic,registration_number,vehicle_type,vehicle_make,vehicle_model,vehicle_year,market_value,province
VEH-007533,Tahira Chandio,38995-3038028-6,MLT-3898,Car,Suzuki,Cultus,2016.0,2525058.0,Punjab
VEH-007534,Asma Hussain,34938-4741369-2,GRW-8918,Car,Suzuki,Cultus,2017.0,2704661.0,Punjab
VEH-007535,Asma Hussain,34938-4741369-2,SLK-1834,Car,Honda,City,2021.0,5343076.0,Punjab
VEH-007536,Liaquat Khan,59488-2333235-7,QTA-2909,Car,Toyota,Corolla,2024.0,5453314.0,Balochistan
VEH-007537,Liaquat Khan,59488-2333235-7,TBT-5261,Car,KIA,Picanto,2015.0,4173874.0,Balochistan
VEH-007538,Liaquat Khan,59488-2333235-7,TBT-9261,Car,BMW,3 Series,2016.0,22097585.0,Balochistan
VEH-007539,Aneela Abbasi,38595-4792418-4,FSD-6596,SUV,Hyundai,Tucson,2020.0,7119093.0,Punjab
VEH-007540,,48831-8336977-1,AKD-7734,Car,Suzuki,Alto,2024.0,2429289.0,Sindh
VEH-007541,Babar Brohi,,AKD-1200,Car,Suzuki,Swift,2021.0,4150708.0,Sindh
VEH-007542,Maheen Warraich,42524-2088300-2,AGR-3610,SUV,Toyota,Land Cruiser,2015.0,50356842.0,Sindh
VEH-007543,Nadiya Mengal,35621-5511518-0,FSD-3175,Car,Suzuki,Cultus,2024.0,3049462.0,Punjab
VEH-007544,Basit Chaudhry,30932-3214147-9,SLK-2539,Car,Suzuki,Alto,2022.0,2266104.0,Punjab
VEH-007545,Bano Sheikh,49188-1758947-6,MRP-4343,Car,Honda,City,2019.0,4160734.0,Sindh
VEH-007546,Bano Sheikh,49188-1758947-6,MRP-7489,Car,Honda,City,2024.0,5906298.0,Sindh
VEH-007547,Bano Khan,39515-4109561-2,LEC-6329,Car,Honda,City,2020.0,4582232.0,Punjab
VEH-007548,Bano Khan,39515-4109561-2,MLT-4366,Car,Toyota,Corolla,2020.0,7486896.0,Punjab
VEH-007549,Babar Laghari,17393-5684390-5,MRD-5554,Car,Toyota,Corolla,2021.0,5125069.0,KPK
VEH-007550,Yasir Siddiqui,56793-0044057-3,QTA-9778,SUV,Hyundai,Tucson,2017.0,10253970.0,Balochistan
VEH-007551,,32931-9448581-1,RIA-9130,Car,Toyota,Corolla,2022.0,6558723.0,Punjab
VEH-007552,Naveed Khoso,32931-9448581-1,LEB-1333,Car,Suzuki,Alto,2024.0,2722610.0,Punjab
VEH-007553,,38564-3205795-9,LED-5406,Car,Suzuki,Swift,2024.0,3440029.0,Punjab
VEH-007554,Maheen Sheikh,36210-9148871-6,RIR-2008,Car,Suzuki,Alto,2023.0,2194132.0,Punjab
VEH-007555,Maheen Sheikh,36210-9148871-6,SLK-2586,Car,Suzuki,Swift,2019.0,3641979.0,Punjab
VEH-007556,Maheen Sheikh,36210-9148871-6,SLK-2965,Car,Suzuki,Swift,2015.0,3465314.0,Punjab
VEH-007557,Iqbal Bugti,49815-6643724-7,KHI-3827,Car,Suzuki,Alto,2024.0,2170899.0,Sindh
VEH-007558,Iqbal Bugti,49815-6643724-7,AGR-6158,Car,Toyota,Corolla,2023.0,4517196.0,Sindh
VEH-007559,Samina Awan,12122-3147683-4,A-2925,Car,Suzuki,Alto,2018.0,2467630.0,KPK
VEH-007560,Mushtaq Laghari,30999-9650191-3,BWP-6087,Car,Suzuki,Alto,2017.0,2070128.0,Punjab
VEH-007561,Mushtaq Laghari,30999-9650191-3,RIA-4899,SUV,Toyota,Fortuner,2022.0,15153163.0,Punjab
VEH-007562,Bano Bhatti,35578-8112581-2,LEA-1284,Car,Suzuki,WagonR,2018.0,,Punjab
VEH-007563,Bano Bhatti,35578-8112581-2,LEA-9876,Car,Honda,City,2015.0,4367013.0,Punjab
VEH-007564,Noor Gondal,31154-2562268-0,RIA-3630,Car,Suzuki,Swift,,3151688.0,Punjab
VEH-007565,Sajid Sethi,46127-7933593-3,AGR-8870,Car,BMW,3 Series,2016.0,20495090.0,Sindh
VEH-007566,Sajid Sethi,46127-7933593-3,HYD-6254,Car,Toyota,Yaris,2023.0,4572504.0,Sindh
VEH-007567,Sajid Sethi,46127-7933593-3,HYD-6786,Car,Audi,A4,2019.0,23736791.0,Sindh
VEH-007568,Khadeeja Raza,70285-2851124-6,GLT-5384,Car,Suzuki,Cultus,2020.0,3468754.0,GB
VEH-007569,Amir Laghari,45308-9560307-1,SKP-9033,Car,Toyota,Yaris,2020.0,4217587.0,Sindh
VEH-007570,Amir Laghari,45308-9560307-1,AGR-3634,SUV,Toyota,Fortuner,2018.0,14896780.0,Sindh
VEH-007571,Durr-e-Shahwar Niazi,11491-9202800-0,MRD-1800,Car,Toyota,Corolla,2023.0,5535155.0,KPK
VEH-007572,Ghulam Mengal,58445-6027084-5,QTA-3361,Car,Suzuki,Alto,2021.0,2513294.0,Balochistan
VEH-007573,Rabia Junejo,36269-1620974-6,LEC-4098,Car,Hyundai,Elantra,2015.0,6060336.0,Punjab
VEH-007574,Rabia Junejo,36269-1620974-6,BWP-5167,Car,BMW,3 Series,2020.0,,Punjab
VEH-007575,Asma Baig,33915-4623710-0,RIR-6910,Car,Honda,Civic,2015.0,5510449.0,Punjab
VEH-007576,Riffat Memon,19877-3114254-8,A-7711,Car,Suzuki,Alto,2019.0,2352391.0,KPK
VEH-007577,Rubina Laghari,38718-1953840-2,SLK-6484,Car,Suzuki,Cultus,2017.0,2649456.0,Punjab
VEH-007578,Rubina Laghari,38718-1953840-2,RIA-1002,SUV,Toyota,Land Cruiser,2017.0,46310793.0,Punjab
VEH-007579,Yasmin Raza,46282-3849057-8,AGR-2424,SUV,KIA,Sportage,2019.0,11412707.0,Sindh
VEH-007580,Umair Khan,45480-5188750-7,AKD-8466,Car,Suzuki,Cultus,2015.0,3312804.0,Sindh
VEH-007581,Umair Khan,45480-5188750-7,KHI-7810,Car,Audi,A4,2016.0,17149744.0,Sindh
VEH-007582,Umair Khan,45480-5188750-7,MRP-2305,SUV,Toyota,Land Cruiser,2017.0,50003666.0,Sindh
VEH-007583,Nadeea Mughal,13020-9703384-0,B-6635,SUV,Hyundai,Tucson,2022.0,,KPK
VEH-007584,Nadia Mughal,13020-9703384-0,PSH-4903,Car,Mercedes,C-Class,2022.0,28033863.0,KPK
VEH-007585,Usman Chaudhry,39379-0119089-3,RIR-6322,Car,Suzuki,Alto,2020.0,2570149.0,Punjab
VEH-007586,Usmaan Chaudhry,39379-0119089-3,LED-9988,Car,Suzuki,Cultus,2024.0,3252239.0,Punjab
VEH-007587,Usman Chaudhry,39379-0119089-3,FSD-8032,Motorcycle,Yamaha,YBR-125,2024.0,225681.0,Punjab
VEH-007588,Rabia Chandio,35217-9063926-2,MLT-41,Car,Suzuki,Alto,,2456741.0,Punjab
VEH-007589,Rabia Chandio,35217-9063926-2,RIR-3156,Car,Suzuki,WagonR,2023.0,2301096.0,Punjab
VEH-007590,Ahmd Khattak,,LEC-6829,Car,Honda,Civic,2020.0,5910953.0,Punjab
VEH-007591,Ahmed Khattak,30911-3001177-3,MLT-8757,Car,Toyota,Corolla,2025.0,4184513.0,Punjab
VEH-007592,Ahmad Khattak,30911-3001177-3,RIA-2382,Car,Suzuki,Cultus,2015.0,2885489.0,Punjab
VEH-007593,Saeid Bugti,47868-7894997-5,AKD-2628,Car,Suzuki,Swift,2016.0,3867265.0,Sindh
VEH-007594,Humaira Mughal,49920-6355518-4,MRP-1858,Car,Suzuki,WagonR,2017.0,2584150.0,Sindh
VEH-007595,Lubna Sheikh,40261-5953980-4,AGR-469,Car,Toyota,Yaris,2021.0,4717306.0,Sindh
VEH-007596,Lubna Sheikh,40261-5953980-4,HYD-3814,Car,Suzuki,Cultus,2017.0,2674290.0,Sindh
VEH-007597,Waseem Mirza,15053-3405594-7,B-1480,Car,Suzuki,Cultus,2018.0,3491489.0,KPK
VEH-007598,Humaira Afridi,34872-4000773-0,GRW-6462,Car,Suzuki,Cultus,2017.0,2934767.0,Punjab
VEH-007599,Humaira Afridi,34872-4000773-0,SLK-8982,Car,Suzuki,Alto,2017.0,1874123.0,Punjab
VEH-007600,Durr-e-Shahwar Sethi,30494-3168457-4,GRW-5976,Car,Honda,City,2018.0,5916788.0,Punjab
VEH-007601,Salman Laghari,37945-5802762-3,BWP-9282,SUV,KIA,Sportage,2024.0,7627216.0,Punjab
VEH-007602,Salman Laghari,37945-5802762-3,MLT-702,Car,Suzuki,Alto,2021.0,2329790.0,Punjab
VEH-007603,Salman Laghari,37945-5802762-3,GRW-1653,Car,Suzuki,WagonR,2021.0,2381723.0,Punjab
VEH-007604,,49834-4937533-5,KHI-6257,Car,Hyundai,Elantra,2023.0,6429295.0,Sindh
VEH-007605,Asma Jamali,19809-0130546-8,PSH-2618,Car,Toyota,Corolla,2020.0,4653529.0,KPK
VEH-007606,Asma Jamali,19809-0130546-8,A-7137,Car,Suzuki,Alto,2018.0,2204801.0,KPK
VEH-007607,Parveen Kayani,48282-4650860-4,HYD-3622,Car,Mercedes,C-Class,2022.0,20598579.0,Sindh
VEH-007608,Parveen Kayani,,KHI-4325,SUV,Toyota,Fortuner,,14751498.0,Sindh
VEH-007609,Jaweria Baig,39651-6895361-8,SRG-2468,SUV,KIA,Sportage,2021.0,8507974.0,Punjab
VEH-007610,Jaweria Baig,39651-6895361-8,LED-500,Car,Suzuki,WagonR,2025.0,2412096.0,Punjab
VEH-007611,Sana Virk,47812-7435873-0,HYD-3049,SUV,Hyundai,Tucson,2018.0,9560625.0,Sindh
VEH-007612,Sanaa Virk,47812-7435873-0,MRP-5478,SUV,KIA,Sportage,2015.0,10936317.0,Sindh
VEH-007613,Samina Shaikh,43823-4548363-0,MRP-6283,Car,Suzuki,Cultus,2024.0,2962947.0,Sindh
VEH-007614,Samina Shaikh,43823-4548363-0,KHI-7857,Car,Hyundai,Elantra,2023.0,5433925.0,Sindh
VEH-007615,Farah Kayani,45825-0853633-4,KHI-9162,Car,Suzuki,Alto,2024.0,2066125.0,Sindh
VEH-007616,Asma Khattak,35325-4057924-4,LEA-3048,SUV,Toyota,Fortuner,2025.0,16773020.0,Punjab
VEH-007617,Asma Khattak,35325-4057924-4,SLK-5023,Car,Mercedes,C-Class,2020.0,27829898.0,Punjab
VEH-007618,Saeed Laghari,32841-6949504-7,BWP-9449,Car,Honda,Civic,2020.0,7814852.0,Punjab
VEH-007619,Waheed Baig,39710-4769521-1,BWP-7189,Car,Suzuki,WagonR,2020.0,2725851.0,Punjab
VEH-007620,Waheed Baig,39710-4769521-1,RIA-9666,SUV,Toyota,Land Cruiser,2022.0,63138001.0,Punjab
VEH-007621,Daniyal Hussain,36783-9875790-3,LED-4623,Car,BMW,3 Series,2022.0,22166965.0,Punjab
VEH-007622,Daniyal Hussain,36783-9875790-3,LED-8139,SUV,Hyundai,Tucson,2022.0,7889287.0,Punjab
VEH-007623,Bilal Hussain,39865-4511830-5,BWP-2594,Car,Suzuki,Alto,2019.0,2518281.0,Punjab
VEH-007624,Marium Awan,44189-0592706-0,AGR-203,Car,Toyota,Corolla,2020.0,,Sindh
VEH-007625,Liaquat Awan,13895-8306946-1,MRD-1173,Car,Honda,Civic,2020.0,8575230.0,KPK
VEH-007626,Liaquat Awan,13895-8306946-1,PSH-2863,Car,Toyota,Yaris,,5227505.0,KPK
VEH-007627,Atif Bugti,34308-6954739-7,MLT-7276,Car,Suzuki,Alto,2025.0,,Punjab
VEH-007628,Javed Gill,46372-8401269-3,HYD-2046,Car,Suzuki,Alto,2020.0,2361469.0,Sindh
VEH-007629,Javed Gill,46372-8401269-3,SKP-7130,Car,Suzuki,Cultus,2018.0,2825299.0,Sindh
VEH-007630,Javed Gill,46372-8401269-3,KHI-6897,Car,Honda,City,2024.0,5331054.0,Sindh
VEH-007631,Arif Soomro,35950-9048287-7,MLT-8142,Car,Toyota,Corolla,2017.0,6813686.0,Punjab
VEH-007632,Zainab Baig,39676-5985659-0,RIA-8363,Car,Honda,Civic,2024.0,6531123.0,Punjab
VEH-007633,Zubayr Memon,78603-9657870-9,MZF-1817,SUV,Hyundai,Tucson,2020.0,9800530.0,AJK
VEH-007634,Ghulam Bugti,17608-8189636-7,PSH-3517,Car,Toyota,Corolla,2024.0,,KPK
VEH-007635,Hassan Cheema,10570-1354375-5,A-9555,Car,Suzuki,Alto,2019.0,2795308.0,KPK
VEH-007636,Rabia Sheikh,36818-9029473-6,LEA-2370,SUV,Toyota,Fortuner,,16717851.0,Punjab
VEH-007637,Ghazala Aslam,43105-9122920-2,AKD-3910,Motorcycle,Yamaha,YBR-125,,311784.0,Sindh
VEH-007638,Ghulam Khattak,35206-4072578-5,LED-7001,Car,Suzuki,Swift,2018.0,3475182.0,Punjab
VEH-007639,Rubina Baig,39295-5621723-0,SRG-1717,Car,Toyota,Corolla,2015.0,6663308.0,Punjab
VEH-007640,,56313-1249998-6,TBT-7049,Car,Suzuki,Alto,2019.0,2099913.0,Balochistan
VEH-007641,Naila Rajput,,LED-8802,Car,Suzuki,Swift,2024.0,3026999.0,Punjab
VEH-007642,Amna Baloch,44370-7288454-2,MRP-9680,Car,Suzuki,Alto,2016.0,2732086.0,Sindh
VEH-007643,Amna Baloch,44370-7288454-2,AGR-1164,Car,Suzuki,Alto,2022.0,1911807.0,Sindh
VEH-007644,Amna Baloch,,SKP-7964,Car,Honda,City,2019.0,4151183.0,Sindh
VEH-007645,Umar Sheikh,57217-5336529-5,TBT-8573,Car,Hyundai,Elantra,2020.0,5067250.0,Balochistan
VEH-007646,Umar Sheikh,57217-5336529-5,QTA-9671,Car,Mercedes,C-Class,2023.0,24008803.0,Balochistan
VEH-007647,Umar Sheikh,57217-5336529-5,QB-2682,Car,Toyota,Corolla,2024.0,4603359.0,Balochistan
VEH-007648,Tahir Awan,18050-7043802-9,A-8977,SUV,KIA,Sportage,2022.0,8028739.0,KPK
VEH-007649,Tahir Awan,18050-7043802-9,MRD-1568,Car,Mercedes,C-Class,2021.0,28408002.0,KPK
VEH-007650,Babar Durrani,31293-9464005-9,MLT-4189,Car,Suzuki,Swift,,4036115.0,Punjab
VEH-007651,,31293-9464005-9,FSD-3822,Car,Suzuki,Alto,,1821439.0,Punjab
VEH-007652,Qudsia Chandio,,LEC-2633,Car,Toyota,Yaris,,3742370.0,Punjab
VEH-007653,Nasreen Laghari,55013-9449195-6,TBT-8520,SUV,KIA,Sportage,2021.0,7794098.0,Balochistan
VEH-007654,Nasreen Laghari,55013-9449195-6,QTA-5359,Car,Mercedes,C-Class,2020.0,27506667.0,Balochistan
VEH-007655,Nasreen Laghari,55013-9449195-6,QB-635,Car,Audi,A4,2016.0,19012029.0,Balochistan
VEH-007656,Tanzeela Randhawa,32976-5044428-8,LED-8602,Car,Suzuki,Alto,2025.0,2386395.0,Punjab
VEH-007657,Saeed Chaudhry,47555-3865378-9,KHI-7735,Motorcycle,Yamaha,YBR-125,2019.0,218935.0,Sindh
VEH-007658,Said Chaudhry,47555-3865378-9,AKD-5768,Car,Suzuki,WagonR,2024.0,2598041.0,Sindh
VEH-007659,Said Chaudhry,47555-3865378-9,SKP-8527,Car,Mercedes,C-Class,2022.0,29471090.0,Sindh
VEH-007660,Farzana Rajput,62208-5062164-2,ISB-942,Car,Suzuki,Alto,2019.0,2059494.0,Islamabad
VEH-007661,Farzana Rajput,62208-5062164-2,ISB-1271,SUV,Hyundai,Tucson,2024.0,9664595.0,Islamabad
VEH-007662,Farzana Rajput,62208-5062164-2,ICT-8025,Car,Suzuki,Cultus,2016.0,3470621.0,Islamabad
VEH-007663,Shaheed Gondal,44661-9591228-5,MRP-7310,Car,BMW,3 Series,2020.0,18547483.0,Sindh
VEH-007664,Shahid Gondal,44661-9591228-5,MRP-6802,Car,Mercedes,C-Class,2018.0,28414241.0,Sindh
VEH-007665,Komal Baig,30575-2353203-8,MLT-3987,Car,Suzuki,Cultus,2025.0,2840824.0,Punjab
VEH-007666,Komal Baig,30575-2353203-8,RIA-5281,Car,Honda,Civic,2019.0,7859180.0,Punjab
VEH-007667,Komal Baig,30575-2353203-8,RIA-167,Car,Honda,Civic,2022.0,6033993.0,Punjab
VEH-007668,Nighat Jatoi,78711-3831900-4,MZF-1200,Car,Suzuki,Alto,2016.0,2031075.0,AJK
VEH-007669,Salman Raza,32518-0302966-5,GRW-2267,Car,Suzuki,WagonR,2023.0,3118018.0,Punjab
VEH-007670,Imran Khattak,18385-4119195-7,MRD-6847,Car,Suzuki,Alto,2021.0,1879724.0,KPK
VEH-007671,Salman Kayani,39414-3206198-3,RIA-4272,Car,Suzuki,Cultus,2023.0,2940372.0,Punjab
VEH-007672,Salman Kayani,39414-3206198-3,LED-2290,Car,Suzuki,Alto,2015.0,2378468.0,Punjab
VEH-007673,Salman Kayani,39414-3206198-3,LEC-3376,Car,Suzuki,Alto,2022.0,1870044.0,Punjab
VEH-007674,Hina Ahmed,31439-3140044-0,LED-5720,Car,Hyundai,Elantra,2018.0,6500823.0,Punjab
VEH-007675,Hina Ahmed,31439-3140044-0,SRG-2538,Car,Suzuki,WagonR,2015.0,2353079.0,Punjab
VEH-007676,Aneela Siddiqui,32094-8038467-4,LEB-7670,Car,Suzuki,WagonR,2023.0,2834654.0,Punjab
VEH-007677,Nadeea Ali,30575-8610499-0,BWP-2371,Car,Honda,Civic,2019.0,6063549.0,Punjab
VEH-007678,Nadiya Ali,30575-8610499-0,FSD-1040,Car,Suzuki,Alto,2024.0,2003613.0,Punjab
VEH-007679,Zahid Ahmed,43663-5762106-5,SKP-5159,Car,Toyota,Corolla,2018.0,5860623.0,Sindh
VEH-007680,Yasmin Mughal,43318-3149965-0,KHI-4020,Car,Suzuki,Cultus,2022.0,2790364.0,Sindh
VEH-007681,Yasmin Mughal,43318-3149965-0,KHI-6796,Car,Suzuki,Cultus,2023.0,3090917.0,Sindh
VEH-007682,Yasmin Mughal,43318-3149965-0,HYD-9262,Car,Suzuki,Alto,2016.0,2026854.0,Sindh
VEH-007683,Marium Hashmi,58622-8835158-8,TBT-5463,Car,Honda,City,2021.0,5539312.0,Balochistan
VEH-007684,Rubina Ali,30372-9019353-0,SLK-5518,Car,Suzuki,Alto,2023.0,2121754.0,Punjab
VEH-007685,Rubina Ali,30372-9019353-0,LEB-7137,Car,Suzuki,Alto,2019.0,2694951.0,Punjab
VEH-007686,Tanveer Soomro,35292-4928042-5,SRG-3789,Car,Suzuki,WagonR,2015.0,2332815.0,Punjab
VEH-007687,Naveed Aslam,47990-6059170-7,MRP-9232,SUV,KIA,Sportage,2018.0,9052953.0,Sindh
VEH-007688,Hamza Qureshi,19300-0419188-5,PSH-2734,Car,Honda,Civic,2023.0,7963755.0,KPK
VEH-007689,Hamza Qureshi,19300-0419188-5,PSH-807,SUV,Hyundai,Tucson,2016.0,10697981.0,KPK
VEH-007690,Farzana Siddiqui,10274-9389227-4,MRD-2285,Car,Suzuki,Cultus,2020.0,3196414.0,KPK
VEH-007691,Ghazala Hashmi,40646-6850757-0,SKP-5704,Car,Toyota,Yaris,2019.0,4488755.0,Sindh
VEH-007692,Ghazala Hashmi,40646-6850757-0,MRP-9627,Car,Suzuki,WagonR,2024.0,2852450.0,Sindh
VEH-007693,Farzana Malik,47128-3806201-8,KHI-9234,Car,Honda,Civic,2024.0,6017151.0,Sindh
VEH-007694,Farzana Malik,47128-3806201-8,KHI-6328,Car,Suzuki,WagonR,2015.0,3158154.0,Sindh
VEH-007695,Imran Khattak,34640-3484040-5,RIR-2208,Car,Suzuki,Alto,2021.0,2653032.0,Punjab
VEH-007696,,36589-1897178-8,LEB-6664,Car,Honda,City,2023.0,4937609.0,Punjab
VEH-007697,,36589-1897178-8,SRG-2058,Car,Suzuki,Swift,2016.0,3121618.0,Punjab
VEH-007698,Hamza Jamali,35892-6053288-3,RIR-1458,Car,Honda,Civic,2018.0,5607279.0,Punjab
VEH-007699,Waseem Abbasi,17623-7894564-7,B-2228,Car,Honda,City,2016.0,4289764.0,KPK
VEH-007700,Waseem Abbasi,17623-7894564-7,B-1377,Car,Toyota,Yaris,2022.0,4571119.0,KPK
VEH-007701,Durr-e-Shahwar Rajput,47491-4816439-2,AGR-9467,Car,BMW,3 Series,2019.0,23895615.0,Sindh
VEH-007702,Fahad Iqbal,30645-2200403-5,FSD-5428,Motorcycle,Yamaha,YBR-125,2018.0,206607.0,Punjab
VEH-007703,Komal Sethi,35105-2960114-0,RIR-3278,Car,Toyota,Corolla,2017.0,4819441.0,Punjab
VEH-007704,Komal Sethi,35105-2960114-0,SLK-8791,Car,Toyota,Corolla,2021.0,5352614.0,Punjab
VEH-007705,Komal Sethi,35105-2960114-0,FSD-5302,Car,Suzuki,Cultus,2021.0,3398533.0,Punjab
VEH-007706,Fatima Iqbal,46758-9597804-6,AKD-5483,Car,Hyundai,Elantra,2021.0,5735954.0,Sindh
VEH-007707,Fatimah Iqbal,46758-9597804-6,KHI-4918,Car,Honda,City,2017.0,5686715.0,Sindh
VEH-007708,Fatima Sethi,60024-8018373-6,ISB-2284,Motorcycle,Honda,CD-70,2024.0,139605.0,Islamabad
VEH-007709,Riffat Shaikh,34918-8313739-2,SRG-3184,SUV,KIA,Sportage,2016.0,9321860.0,Punjab
VEH-007710,Riffat Shaikh,34918-8313739-2,LEB-5151,Car,Toyota,Corolla,2018.0,4361674.0,Punjab
VEH-007711,Naveed Khattak,32957-6694187-3,BWP-9895,Car,Suzuki,Alto,,2547059.0,Punjab
VEH-007712,Saima Mengal,47712-7671698-0,HYD-4269,SUV,Toyota,Fortuner,2017.0,14696007.0,Sindh
VEH-007713,Saima Mengal,47712-7671698-0,SKP-7156,Car,Suzuki,Alto,2023.0,2532740.0,Sindh
VEH-007714,Saima Mengal,47712-7671698-0,MRP-7467,Car,Honda,Civic,2023.0,8796175.0,Sindh
VEH-007715,Asma Chaudhry,39174-0026732-2,LED-3771,Car,Toyota,Corolla,2018.0,4359089.0,Punjab
VEH-007716,Komal Mengal,37065-4954867-0,SRG-4286,Car,Suzuki,Cultus,2018.0,3018280.0,Punjab
VEH-007717,Komal Mengal,37065-4954867-0,SRG-3973,Car,Suzuki,Cultus,2015.0,3455353.0,Punjab
VEH-007718,Komal Mengal,37065-4954867-0,SLK-6438,Car,Toyota,Corolla,2018.0,4795783.0,Punjab
VEH-007719,Atif Durrani,32280-0712372-3,SLK-2950,Car,Toyota,Corolla,2020.0,6889440.0,Punjab
VEH-007720,Rashid Jatoi,39774-2464053-5,RIR-6012,Car,Suzuki,WagonR,2016.0,3121658.0,Punjab
VEH-007721,Haasan Shah,31578-9184919-7,LEA-4929,Car,Suzuki,Alto,,2018533.0,Punjab
VEH-007722,,38355-4092730-8,SRG-2623,Car,Suzuki,Cultus,2022.0,3157398.0,Punjab
VEH-007723,,47777-1890887-8,AGR-9428,Car,Toyota,Corolla,2021.0,6560844.0,Sindh
VEH-007724,Tahira Bhatti,12556-5136085-6,B-8171,Car,Honda,Civic,2016.0,6830416.0,KPK
VEH-007725,Tahira Bhatti,12556-5136085-6,B-9756,Car,Toyota,Corolla,2023.0,7175091.0,KPK
VEH-007726,Sajid Ali,33854-8431457-3,LEC-5350,Car,Toyota,Corolla,2021.0,5604322.0,Punjab
VEH-007727,Sajid Ali,33854-8431457-3,LEB-842,SUV,Hyundai,Tucson,2016.0,8837759.0,Punjab
VEH-007728,Asad Durrani,52046-7870943-5,QB-8418,Motorcycle,Honda,CD-70,,119171.0,Balochistan
VEH-007729,Asad Durrani,52046-7870943-5,QTA-8334,SUV,KIA,Sportage,2016.0,8370384.0,Balochistan
VEH-007730,Hussien Sethi,39997-2789367-3,MLT-5899,Car,Toyota,Yaris,2019.0,5238412.0,Punjab
VEH-007731,Hussain Sethi,39997-2789367-3,MLT-1001,Car,Suzuki,Alto,2023.0,2124786.0,Punjab
VEH-007732,Shazia Qureshi,33086-4766494-4,SLK-6167,Car,Suzuki,Cultus,2023.0,3001586.0,Punjab
VEH-007733,Shazia Qureshi,33086-4766494-4,LED-1039,SUV,Hyundai,Tucson,2018.0,9999334.0,Punjab
VEH-007734,Samina Ahmed,,AKD-763,Car,Honda,City,2017.0,4287513.0,Sindh
VEH-007735,Samina Ahmed,48460-1874128-4,AKD-2473,Car,Mercedes,C-Class,,27093781.0,Sindh
VEH-007736,,41405-6261437-3,HYD-624,Car,Honda,Civic,2023.0,5831468.0,Sindh
VEH-007737,Atif Shaikh,41405-6261437-3,SKP-7008,Car,Suzuki,Alto,2018.0,2421600.0,Sindh
VEH-007738,Zafar Khattak,38260-7655389-5,LEC-5753,Car,Audi,A4,2016.0,24284473.0,Punjab
VEH-007739,Parveen Chandio,31523-6651741-2,RIR-8045,SUV,Toyota,Fortuner,2015.0,17628830.0,Punjab
VEH-007740,Rafiq Baig,33979-6540582-3,LEC-2682,Car,Audi,A4,2016.0,19269706.0,Punjab
VEH-007741,Rafiq Baig,,RIA-4874,Motorcycle,Honda,CD-70,2024.0,138441.0,Punjab
VEH-007742,Farzana Mughal,11658-3064378-2,PSH-4209,Car,Suzuki,Swift,2018.0,3180603.0,KPK
VEH-007743,Farzana Mughal,11658-3064378-2,A-712,Car,Suzuki,Alto,2025.0,2524874.0,KPK
VEH-007744,Naveed Khattak,75732-8893621-9,GBT-5007,Car,Hyundai,Elantra,2023.0,5439486.0,GB
VEH-007745,Nadia Shaikh,49352-9669807-4,MRP-2640,Car,Suzuki,Alto,2016.0,2725418.0,Sindh
VEH-007746,Shazia Ahmed,42343-2418142-4,MRP-4613,Car,Suzuki,Cultus,2021.0,2559424.0,Sindh
VEH-007747,Shazia Ahmed,42343-2418142-4,AKD-8787,Car,Suzuki,Cultus,2022.0,3362491.0,Sindh
VEH-007748,Shazia Ahmed,42343-2418142-4,SKP-8245,Car,Suzuki,Alto,2017.0,,Sindh
VEH-007749,Javed Chaudhry,43317-9942769-5,KHI-5527,Car,Toyota,Corolla,2015.0,4286816.0,Sindh
VEH-007750,Mushtaq Bugti,38387-4648283-3,RIA-8519,Car,KIA,Picanto,2016.0,3634503.0,Punjab
VEH-007751,Iram Warraich,38010-9396205-8,SLK-369,Car,Honda,Civic,2022.0,6060381.0,Punjab
VEH-007752,Iram Warraich,38010-9396205-8,RIA-6849,Car,Honda,Civic,2025.0,6522565.0,Punjab
VEH-007753,Iram Warraich,38010-9396205-8,SLK-8246,Car,Mercedes,C-Class,2021.0,20792108.0,Punjab
VEH-007754,Saima Brohi,33865-9506530-4,SLK-6372,Car,Toyota,Corolla,2021.0,7044827.0,Punjab
VEH-007755,Tariq Mirza,40010-2272506-3,KHI-6947,Car,Honda,City,2022.0,4239702.0,Sindh
VEH-007756,Javed Mengal,17789-7810610-3,PSH-6711,Car,Honda,City,2020.0,4346786.0,KPK
VEH-007757,Saima Chaudhry,43082-5263079-8,AGR-2762,Car,Suzuki,WagonR,2020.0,,Sindh
VEH-007758,Lubna Chandio,39461-9657090-0,MLT-8659,Car,Suzuki,Alto,2021.0,2662412.0,Punjab
VEH-007759,Zafar Siddiqui,38373-3256421-1,LED-3642,Car,Hyundai,Elantra,2021.0,5044861.0,Punjab
VEH-007760,Iqbal Siddiqui,53639-7395780-5,QTA-9318,Car,Mercedes,C-Class,2017.0,24874675.0,Balochistan
VEH-007761,Iqbal Siddiqui,53639-7395780-5,TBT-5749,Car,Suzuki,Swift,2023.0,3755705.0,Balochistan
VEH-007762,Danish Khan,34782-6533401-3,MLT-6992,Car,Suzuki,Alto,2016.0,1922855.0,Punjab
VEH-007763,Ghazala Yousafzai,30074-8704358-6,LEA-6252,Car,Honda,City,2022.0,5066223.0,Punjab
VEH-007764,Durr-e-Shahwar Niazi,37187-2281985-6,RIA-12,SUV,Toyota,Land Cruiser,2023.0,41313805.0,Punjab
