record_id,owner_name,cnic,phone_number,operator,registration_date
MOB-011717,Hasan Cheema,10570-1354375-5,0317-2822144,Zong,2024-10-22
MOB-011718,Junaid Bugti,32940-7888053-3,0319-9087195,Zong,2022-12-14
MOB-011719,Junaid Bugti,32940-7888053-3,0300-4638288,Jazz,2021-08-03
MOB-011720,Rabia Sheikh,36818-9029473-6,0347-2120017,Telenor,2021-01-12
MOB-011721,Ghazala Aslam,43105-9122920-2,0335-4887326,Ufone,2020-12-05
MOB-011722,Ghazala Aslam,43105-9122920-2,0343-8763640,Telenor,2024-10-31
MOB-011723,Ghulam Khattak,35206-4072578-5,0333-0990400,Ufone,2021-02-16
MOB-011724,Rubina Baig,39295-5621723-0,0346-2995090,Telenor,2022-04-15
MOB-011725,Nighat Jamali,18379-5814360-8,0310-8859447,Zong,2024-03-08
MOB-011726,Rabia Soomro,56313-1249998-6,0346-9712288,Telenor,2022-06-04
MOB-011727,Rabia Soomro,56313-1249998-6,0315-1543939,Zong,2018-09-12
MOB-011728,Rabia Soomro,56313-1249998-6,0332-9386907,Ufone,2019-10-10
MOB-011729,Noor Ahmed,31473-8329872-0,0346-0678661,Telenor,2023-10-06
MOB-011730,Naila Rajput,35799-5790453-2,0334-8338747,Ufone,2023-06-04
MOB-011731,Durr-e-Shahwar Butt,32727-4581726-4,0317-5036924,Zong,2019-11-13
MOB-011732,Farzana Yousafzai,39407-4401843-8,0308-5022308,Jazz,
MOB-011733,Farzana Yousafzai,39407-4401843-8,0333-2500733,Ufone,2021-06-09
MOB-011734,Amna Baloch,44370-7288454-2,0347-0706151,Telenor,2023-04-03
MOB-011735,Amna Baloch,44370-7288454-2,0313-5113192,Zong,2022-02-12
MOB-011736,Umar Sheikh,57217-5336529-5,0334-7572467,Ufone,2021-12-24
MOB-011737,Umar Sheikh,57217-5336529-5,0342-1710046,Telenor,2024-12-14
MOB-011738,Tahir Awan,18050-7043802-9,0318-2419057,Zong,2018-08-24
MOB-011739,Tahir Awan,,0330-5067643,Ufone,2024-11-02
MOB-011740,Babar Durrani,31293-9464005-9,0344-3561429,Telenor,2020-11-11
MOB-011741,Qudsia Chandio,33169-0279112-6,0310-9633404,Zong,2023-03-07
MOB-011742,Qudsia Chandio,33169-0279112-6,0347-5151850,Telenor,2024-10-10
MOB-011743,Nasreen Laghari,55013-9449195-6,0316-2145514,Zong,2022-08-15
MOB-011744,Nasreen Laghari,55013-9449195-6,0331-5140415,Ufone,2020-06-11
MOB-011745,Tanzeela Randhawa,32976-5044428-8,0310-3325486,Zong,2021-08-21
MOB-011746,Tanzeela Randhawa,32976-5044428-8,0333-3481635,Ufone,2026-04-13
MOB-011747,Tanzeela Randhawa,32976-5044428-8,0309-9624772,Jazz,2023-01-08
MOB-011748,Durr-e-Shahwar Rajput,46715-2438776-8,0334-3077523,Ufone,2019-07-27
MOB-011749,Saeed Chaudhry,47555-3865378-9,0339-4486901,Ufone,
MOB-011750,Tanzeela Junejo,77459-4934754-6,0345-6838427,Telenor,2023-08-12
MOB-011751,Tanzeela Junejo,77459-4934754-6,0349-1753222,Telenor,2025-09-03
MOB-011752,Farzana Rajput,62208-5062164-2,0318-6093969,Zong,2019-07-01
MOB-011753,Shaheed Gondal,44661-9591228-5,0303-4017533,Jazz,2019-04-10
MOB-011754,Shaheed Gondal,44661-9591228-5,0314-3491131,Zong,
MOB-011755,Komal Baig,30575-2353203-8,0311-1827043,Zong,2020-04-21
MOB-011756,Komal Baig,30575-2353203-8,0339-4564021,Ufone,2020-03-30
MOB-011757,Nighat Jatoi,78711-3831900-4,0315-4353301,Zong,
MOB-011758,Nighat Jatoi,78711-3831900-4,0339-1001605,Ufone,2023-04-21
MOB-011759,Nighat Jatoi,78711-3831900-4,0340-5976349,Telenor,2020-11-27
MOB-011760,Shazia Memon,,0344-0290894,Telenor,2019-12-19
MOB-011761,Shazia Memon,38411-0045896-0,0330-0945978,Ufone,2025-10-21
MOB-011762,Waqas Mengal,31757-8457591-3,0304-6481635,Jazz,2019-10-20
MOB-011763,Waqas Mengal,31757-8457591-3,0308-5146943,Jazz,2024-12-20
MOB-011764,Salman Raza,,0343-1156279,Telenor,2025-01-22
MOB-011765,Imran Khattak,18385-4119195-7,0344-5569914,Telenor,2024-09-10
MOB-011766,Arif Rajput,35172-8738233-3,0319-5275724,Zong,2021-11-10
MOB-011767,Arif Rajput,35172-8738233-3,0346-4848574,Telenor,2023-02-16
MOB-011768,Salman Kayani,39414-3206198-3,0340-9360382,Telenor,2021-12-03
MOB-011769,Hina Ahmed,31439-3140044-0,0331-4730534,Ufone,
MOB-011770,Riffat Gill,36847-8933982-6,0349-7566212,Telenor,2024-11-02
MOB-011771,Riffat Gill,36847-8933982-6,0315-6157834,Zong,2020-04-19
MOB-011772,Aneela Siddiqui,32094-8038467-4,0317-2107267,Zong,2022-01-02
MOB-011773,Naadia Bhatti,40779-4071398-4,0344-0227853,Telenor,
MOB-011774,,30575-8610499-0,0345-9329179,Telenor,2023-07-18
MOB-011775,Ayesha Khoso,38582-6435879-6,0347-8777297,Telenor,
MOB-011776,Zahid Ahmed,43663-5762106-5,0339-6572832,Ufone,2021-03-01
MOB-011777,Zahid Ahmed,43663-5762106-5,0309-6072933,Jazz,2024-12-31
MOB-011778,Danish Laghari,15968-1276841-3,0314-9396654,Zong,2021-07-15
MOB-011779,Yasmin Mughal,43318-3149965-0,0346-4155138,Telenor,2023-10-23
MOB-011780,Khadija Bugti,41212-6302026-2,0318-5068872,Zong,2019-05-07
MOB-011781,Naila Siddiqui,19601-1798540-4,0306-5782338,Jazz,2024-02-05
MOB-011782,Naila Siddiqui,,0314-0735967,Zong,2025-12-21
MOB-011783,Naila Siddiqui,19601-1798540-4,0318-8049038,Zong,2024-04-15
MOB-011784,Tanzeela Hussain,13503-9277331-6,0302-8731834,Jazz,2023-11-01
MOB-011785,Meriam Hashmi,58622-8835158-8,0346-7946165,Telenor,2024-12-04
MOB-011786,Rubina Ali,30372-9019353-0,0309-6110251,Jazz,2023-11-10
MOB-011787,Rubina Ali,30372-9019353-0,0314-3104815,Zong,2021-02-24
MOB-011788,Rubina Ali,30372-9019353-0,0305-2998379,Jazz,2022-09-20
MOB-011789,Tanveer Soomro,35292-4928042-5,0304-4494371,Jazz,2023-01-02
MOB-011790,Sanaa Tahir,,0303-7643349,Jazz,2022-12-23
MOB-011791,Sana Tahir,,0339-3156176,Ufone,2021-10-13
MOB-011792,Sunna Tahir,15992-0530999-4,0314-9392622,Zong,2020-05-12
MOB-011793,Naveed Aslam,47990-6059170-7,0318-8717031,Zong,2025-10-02
MOB-011794,Ehsan Aslam,15656-6110165-9,0316-0205011,Zong,2021-11-19
MOB-011795,Bilal Khan,32230-4144806-3,0337-3199800,Ufone,2022-08-28
MOB-011796,Bilal Khan,32230-4144806-3,0334-0091381,Ufone,2024-11-19
MOB-011797,,65198-0034683-4,0312-9902141,Zong,2022-05-24
MOB-011798,Naila Cheema,65198-0034683-4,0331-2619890,Ufone,2020-11-18
MOB-011799,Hamza Qureshi,19300-0419188-5,0316-5598326,Zong,2025-06-22
MOB-011800,Hamza Qureshi,19300-0419188-5,0308-3626271,Jazz,2026-04-24
MOB-011801,Farzana Siddiqui,10274-9389227-4,0314-6905419,Zong,2022-04-09
MOB-011802,Farzana Siddiqui,10274-9389227-4,0337-4847001,Ufone,2019-10-13
MOB-011803,Iqbal Afridi,33816-5074180-3,0304-4631032,Jazz,2026-04-22
MOB-011804,Iqbal Afridi,33816-5074180-3,0337-0946232,Ufone,2025-11-16
MOB-011805,Ghazala Hashmi,40646-6850757-0,0349-8733627,Telenor,2019-12-16
MOB-011806,Ghazala Hashmi,40646-6850757-0,0331-9038930,Ufone,2021-11-06
MOB-011807,Ghulam Minhas,31490-7557970-5,0332-4905488,Ufone,2020-11-25
MOB-011808,Ghulam Minhas,31490-7557970-5,0340-7926254,Telenor,2018-06-23
MOB-011809,Farzana Malik,47128-3806201-8,0340-8025378,Telenor,2022-12-23
MOB-011810,Saima Randhawa,37428-5019022-0,0338-5254153,Ufone,2025-07-04
MOB-011811,Saima Randhawa,37428-5019022-0,0308-1939563,Jazz,2021-04-15
MOB-011812,Shazia Durrani,36916-3131571-2,0341-9859842,Telenor,2024-12-08
MOB-011813,Salman Aslam,32590-9657783-5,0318-0147918,Zong,2022-05-24
MOB-011814,Imran Khattak,34640-3484040-5,0314-0471323,Zong,2024-01-11
MOB-011815,Lubna Laghari,36589-1897178-8,0342-7606143,Telenor,2019-11-30
MOB-011816,Tahira Soomro,39140-9001886-2,0316-2981575,Zong,2024-04-05
MOB-011817,Tahira Soomro,39140-9001886-2,0334-8978879,Ufone,2026-03-01
MOB-011818,Hamza Jamali,35892-6053288-3,0306-5453917,Jazz,2019-04-14
MOB-011819,Meriam Jamali,39797-5243882-4,0346-5480404,Telenor,2021-09-16
MOB-011820,Waseem Abbasi,17623-7894564-7,0343-7343082,Telenor,2023-05-20
MOB-011821,Naveed Malik,43791-0613827-7,0335-5554313,Ufone,2024-01-02
MOB-011822,Naveed Malik,43791-0613827-7,0314-7125842,Zong,2022-01-01
MOB-011823,Imran Yousafzai,31840-3755875-5,0336-1752909,Ufone,2022-01-02
MOB-011824,Durr-e-Shahwar Rajput,47491-4816439-2,0331-5795477,Ufone,2021-12-08
MOB-011825,Fahad Iqbal,30645-2200403-5,0333-8541482,Ufone,2020-01-20
MOB-011826,Komal Sethi,35105-2960114-0,0339-2936113,Ufone,2023-11-11
MOB-011827,Riffat Khattak,49906-8999245-0,0303-8734913,Jazz,
MOB-011828,Fathima Iqbal,46758-9597804-6,0330-6492300,Ufone,2023-09-17
MOB-011829,Fatima Sethi,60024-8018373-6,0339-9451276,Ufone,2020-05-09
MOB-011830,Nighat Siddiqui,38871-3036693-6,0337-0625072,Ufone,2019-08-17
MOB-011831,Nighat Siddiqui,38871-3036693-6,0319-7280861,Zong,2023-08-20
MOB-011832,Riffat Shaikh,34918-8313739-2,0335-0447888,Ufone,2023-09-21
MOB-011833,Riffat Shaikh,34918-8313739-2,0317-0105641,Zong,2022-09-23
MOB-011834,Naveed Khattak,32957-6694187-3,0343-4504072,Telenor,2019-02-18
MOB-011835,Sajid Brohi,36174-9354413-1,0310-6665415,Zong,2023-07-19
MOB-011836,Sajid Brohi,36174-9354413-1,0344-7768893,Telenor,2023-04-20
MOB-011837,Irfan Laghari,14404-1389729-1,0313-6872535,Zong,2024-09-03
MOB-011838,,47712-7671698-0,0300-4935708,Jazz,2021-12-04
MOB-011839,Arif Mughal,66231-2369964-5,0315-8510564,Zong,2018-08-22
MOB-011840,Asma Chaudhry,39174-0026732-2,0344-9532158,Telenor,2021-03-18
MOB-011841,Komal Mengal,37065-4954867-0,0343-2442053,Telenor,2023-08-20
MOB-011842,Atif Durrani,32280-0712372-3,0304-1741961,Jazz,2020-07-28
MOB-011843,Rasheid Jatoi,39774-2464053-5,0335-5799346,Ufone,2019-11-12
MOB-011844,Rasheid Jatoi,39774-2464053-5,0306-0635747,Jazz,2023-04-16
MOB-011845,Hasan Shah,31578-9184919-7,0346-3210733,Telenor,2023-10-08
MOB-011846,,38355-4092730-8,0335-6233045,Ufone,2022-06-18
MOB-011847,Aisha Khattak,47777-1890887-8,0334-5242888,Ufone,2024-04-08
MOB-011848,Aisha Khattak,47777-1890887-8,0300-3279871,Jazz,2019-03-22
MOB-011849,Tahira Bhatti,12556-5136085-6,0346-2203053,Telenor,2021-08-06
MOB-011850,Tahira Bhatti,12556-5136085-6,0311-2735624,Zong,2018-08-22
MOB-011851,Sajid Ali,33854-8431457-3,0349-2441512,Telenor,
MOB-011852,Sajid Ali,33854-8431457-3,0310-4165839,Zong,2023-07-25
MOB-011853,Asad Durrani,52046-7870943-5,0305-0421213,Jazz,2025-12-17
MOB-011854,Asad Durrani,52046-7870943-5,0340-8328047,Telenor,2025-03-02
MOB-011855,Hossein Sethi,39997-2789367-3,0306-3544974,Jazz,2024-01-05
MOB-011856,Hussan Sethi,39997-2789367-3,0300-9191697,Jazz,2021-10-04
MOB-011857,,33086-4766494-4,0337-1703425,Ufone,2023-02-22
MOB-011858,Samina Ahmed,48460-1874128-4,0346-2100990,Telenor,2022-10-18
MOB-011859,Zahid Mughal,34750-3238954-1,0315-2516316,Zong,2025-10-16
MOB-011860,Marium Khattak,14234-8654203-4,0347-2846606,Telenor,2020-02-02
MOB-011861,Atif Shaikh,41405-6261437-3,0341-7191872,Telenor,2025-09-05
MOB-011862,Atif Shaikh,41405-6261437-3,0313-5519854,Zong,2026-03-20
MOB-011863,Zafar Khattak,38260-7655389-5,0331-0504583,Ufone,2019-10-27
MOB-011864,Azhar Khattak,74156-0511158-9,0333-3981736,Ufone,2022-05-05
MOB-011865,Azhar Khattak,74156-0511158-9,0303-9469763,Jazz,2021-08-02
MOB-011866,Azhar Khattak,74156-0511158-9,0332-7217666,Ufone,2024-08-06
MOB-011867,Parveen Chandio,31523-6651741-2,0302-1898719,Jazz,2025-11-20
MOB-011868,Rafiq Baig,33979-6540582-3,0308-7725012,Jazz,2020-06-25
MOB-011869,Rafiq Baig,33979-6540582-3,0308-8814773,Jazz,2019-12-09
MOB-011870,Farzana Mughal,11658-3064378-2,0342-9061212,Telenor,2022-06-18
MOB-011871,Naveed Khattak,75732-8893621-9,0309-5468954,Jazz,2026-06-02
MOB-011872,Naveed Khattak,75732-8893621-9,0334-7248828,Ufone,2024-07-05
MOB-011873,Zahid Jamali,12717-3708944-3,0304-4643546,Jazz,2026-04-14
MOB-011874,Zahid Jamali,12717-3708944-3,0304-4958948,Jazz,2020-02-23
MOB-011875,Zahid Jamali,12717-3708944-3,0332-8543349,Ufone,2021-03-11
MOB-011876,Nadiya Shaikh,49352-9669807-4,0301-5541841,Jazz,2019-07-30
MOB-011877,Shazia Ahmed,42343-2418142-4,0349-5830796,Telenor,2020-12-09
MOB-011878,Shazia Ahmed,42343-2418142-4,0304-3554086,Jazz,2018-12-31
MOB-011879,Shazia Ahmed,,0315-7578487,Zong,
MOB-011880,Talha Iqbal,14045-2689162-9,0349-2508036,Telenor,2018-09-16
MOB-011881,Talha Iqbal,14045-2689162-9,0312-2946939,Zong,2020-03-17
MOB-011882,Talha Iqbal,14045-2689162-9,0316-3018767,Zong,2023-05-12
MOB-011883,Samina Sethi,30923-5050077-0,0303-9044580,Jazz,2022-05-15
MOB-011884,Samina Sethi,30923-5050077-0,0344-3833721,Telenor,2022-05-09
MOB-011885,Jaweria Hashmi,19964-2617975-0,0336-2037053,Ufone,2020-07-13
MOB-011886,Javed Chaudhry,43317-9942769-5,0319-2442300,Zong,2024-04-06
MOB-011887,Javed Chaudhry,43317-9942769-5,0344-9198116,Telenor,2023-07-31
MOB-011888,Javed Chaudhry,43317-9942769-5,0306-0017217,Jazz,2022-03-22
MOB-011889,Mushtaq Bugti,38387-4648283-3,0315-2862331,Zong,2020-07-03
MOB-011890,Iram Warraich,38010-9396205-8,0302-7597256,Jazz,2025-03-23
MOB-011891,Nasreen Mughal,30078-2572826-8,0341-2198348,Telenor,2019-12-14
MOB-011892,Nasreen Mughal,30078-2572826-8,0310-2907708,Zong,2022-05-16
MOB-011893,Nasreen Mughal,30078-2572826-8,0341-5437856,Telenor,2022-09-14
MOB-011894,Humaira Mughal,61613-3571809-0,0318-5492387,Zong,2023-11-26
MOB-011895,Saima Brohi,33865-9506530-4,0303-8402847,Jazz,2019-05-24
MOB-011896,Tariq Mirza,40010-2272506-3,0333-5534806,Ufone,2025-04-13
MOB-011897,Tarik Mirza,40010-2272506-3,0332-5199434,Ufone,2023-08-02
MOB-011898,Wardah Qureshi,30361-3234933-8,0309-1622621,Jazz,2025-07-29
MOB-011899,Javed Mengal,17789-7810610-3,0330-6313084,Ufone,2021-04-07
MOB-011900,Javed Mengal,17789-7810610-3,0319-8329496,Zong,2025-11-12
MOB-011901,Farah Randhawa,35765-7325369-2,0312-3488499,Zong,2026-04-10
MOB-011902,Saima Chaudhry,43082-5263079-8,0346-8884149,Telenor,2026-03-06
MOB-011903,Saima Chaudhry,43082-5263079-8,0331-4112617,Ufone,2019-10-20
MOB-011904,Saima Virk,37351-5351680-2,0306-6818769,Jazz,2020-07-12
MOB-011905,Saima Virk,37351-5351680-2,0315-3475780,Zong,2022-05-19
MOB-011906,Lubna Chandio,39461-9657090-0,0344-8278994,Telenor,2024-08-03
MOB-011907,Zafar Siddiqui,38373-3256421-1,0305-2059427,Jazz,2019-01-15
MOB-011908,Faisal Gill,36865-8650967-9,0309-5293878,Jazz,2018-07-04
MOB-011909,Faisal Gill,36865-8650967-9,0302-8234148,Jazz,2024-10-24
MOB-011910,Iqbal Siddiqui,53639-7395780-5,0347-0736433,Telenor,2018-09-21
MOB-011911,Danish Khan,34782-6533401-3,0337-1438760,Ufone,
MOB-011912,Ghazala Yousafzai,30074-8704358-6,0343-3471568,Telenor,2024-03-15
MOB-011913,Durr-e-Shahwar Niazi,37187-2281985-6,0338-4034652,Ufone,2021-11-26
MOB-011914,Salman Gondal,33425-0135854-9,0307-6538529,Jazz,2025-10-27
MOB-011915,Wardah Ahmed,33175-2593215-2,0314-0720156,Zong,2022-11-13
MOB-011916,Bushra Durrani,35021-1815868-2,0341-9510574,Telenor,2022-06-12
MOB-011917,Bushra Durrani,35021-1815868-2,0347-6095158,Telenor,2025-10-12
MOB-011918,Khaled Iqbal,49611-0704371-7,0319-1426144,Zong,2021-09-22
MOB-011919,Tarik Chaudhry,35216-5194561-5,0308-4828775,Jazz,2019-01-17
MOB-011920,Tarik Chaudhry,35216-5194561-5,0341-7371266,Telenor,2025-02-08
MOB-011921,Waseem Sheikh,38897-5625634-7,0331-7674149,Ufone,2021-12-29
MOB-011922,Waseem Sheikh,38897-5625634-7,0340-8844949,Telenor,2020-08-28
MOB-011923,Jaweria Malik,55556-5489283-8,0319-7908725,Zong,2025-12-17
MOB-011924,Faisal Warraich,36096-5084631-9,0308-5568873,Jazz,2024-07-15
MOB-011925,Bushra Virk,37761-4499958-4,0314-4903895,Zong,2023-01-07
MOB-011926,Husain Chaudhry,34342-4670396-1,0306-7587131,Jazz,2019-06-23
MOB-011927,Qudsia Shaikh,32211-5070990-4,0345-6848285,Telenor,2024-07-14
MOB-011928,Naila Shaikh,47882-2142889-0,0341-0942501,Telenor,2025-01-19
MOB-011929,Naila Shaikh,47882-2142889-0,0304-2205757,Jazz,2023-08-11
MOB-011930,Tariq Mughal,39965-7906315-9,0304-8663541,Jazz,2023-12-14
MOB-011931,Jaweria Abbasi,39985-6256510-6,0315-2657009,Zong,2022-12-28
MOB-011932,Jaweria Abbasi,39985-6256510-6,0305-1751945,Jazz,2024-07-11
MOB-011933,Jaweria Abbasi,39985-6256510-6,0309-6272870,Jazz,2018-08-25
MOB-011934,Wardah Warraich,36176-0464533-2,0330-2963538,Ufone,2022-03-06
MOB-011935,Wardah Warraich,36176-0464533-2,0319-9300488,Zong,2022-07-15
MOB-011936,,36820-5586733-2,0305-1312330,Jazz,2025-06-27
MOB-011937,Fateema Minhas,41888-9744179-2,0344-4669527,Telenor,2024-08-15
MOB-011938,Fatima Minhas,41888-9744179-2,0308-3181835,Jazz,2018-12-15
MOB-011939,Parveen Niazi,44555-2574652-4,0332-5309171,Ufone,2020-12-09
MOB-011940,Tanveer Iqbal,35903-3977040-9,0314-6738059,Zong,2025-05-08
MOB-011941,Kashif Chandio,40362-9340908-1,0305-0616486,Jazz,2021-11-01
MOB-011942,,40362-9340908-1,0336-6111262,Ufone,2025-06-29
MOB-011943,Habib Shah,34578-7200268-9,0334-7205498,Ufone,2025-06-10
MOB-011944,Habib Shah,34578-7200268-9,0333-0281416,Ufone,2024-08-12
MOB-011945,Naila Mengal,30489-6218253-6,0307-4117631,Jazz,2024-12-26
MOB-011946,Naila Mengal,30489-6218253-6,0304-1948639,Jazz,
MOB-011947,Naila Mengal,30489-6218253-6,0347-1572188,Telenor,2021-07-15
MOB-011948,Emran Warraich,39316-0416306-3,0336-3645146,Ufone,2021-11-04
MOB-011949,Imran Warraich,39316-0416306-3,0310-2723327,Zong,2024-07-17
MOB-011950,Riffat Afridi,53180-8654162-2,0347-7520260,Telenor,2026-05-03
MOB-011951,Tahir Qureshi,39554-4749987-3,0334-0695273,Ufone,2022-10-19
MOB-011952,Tahir Qureshi,39554-4749987-3,0307-0295948,Jazz,2023-10-20
MOB-011953,Uzma Mirza,32768-1713535-4,0338-5314114,Ufone,2023-12-22
MOB-011954,Uzma Mirza,32768-1713535-4,0344-5374720,Telenor,2022-03-11
MOB-011955,Noman Siddiqui,45974-3846538-1,0336-4623385,Ufone,2022-02-03
MOB-011956,Ali Malik,15013-5795880-9,0342-2073754,Telenor,2025-02-22
MOB-011957,Rabia Soomro,33611-9506414-2,0345-7397257,Telenor,
MOB-011958,Amna Baig,34930-8681034-6,0301-8454503,Jazz,2019-04-30
MOB-011959,Habib Gondal,36925-1660676-7,0317-6674943,Zong,2019-09-09
MOB-011960,Samina Rajput,57007-2166069-8,0300-5325287,Jazz,
MOB-011961,Iram Mughal,32847-4069812-8,0305-0906613,Jazz,2020-09-05
MOB-011962,Waqas Iqbal,36034-2334073-5,0306-5393579,Jazz,2024-11-22
MOB-011963,Waqas Malik,39552-6782230-3,0308-6515163,Jazz,2025-06-19
MOB-011964,Waqas Malik,39552-6782230-3,0347-5975526,Telenor,2023-05-19
MOB-011965,Adnan Baig,49213-2974428-5,0305-1557495,Jazz,2024-11-09
MOB-011966,Salman Mirza,38915-0455197-1,0304-8388872,Jazz,2025-03-07
MOB-011967,Pervaiz Minhas,30697-1516716-7,0318-5090213,Zong,2019-05-26
MOB-011968,Naila Durrani,36990-1107046-2,0344-8901761,Telenor,2024-08-03
MOB-011969,,36946-6096906-4,0307-6293036,Jazz,2019-11-19
MOB-011970,Qudsia Yousafzai,36946-6096906-4,0311-4115919,Zong,2021-07-25
MOB-011971,Khadijah Abbasi,41785-2118137-0,0319-3996431,Zong,2021-12-16
MOB-011972,Meriam Hashmi,53638-4762090-0,0319-2994399,Zong,2024-01-12
MOB-011973,Marium Hashmi,53638-4762090-0,0344-4253192,Telenor,2021-05-03
MOB-011974,Babar Brohi,78109-9337954-1,0301-2600244,Jazz,2019-08-28
MOB-011975,Farah Baig,39297-1223390-4,0341-3973625,Telenor,2026-03-19
MOB-011976,Sohail Bugti,30945-2379082-1,0304-5126153,Jazz,2020-07-07
MOB-011977,Sohail Bugti,30945-2379082-1,0342-6215349,Telenor,2025-03-19
MOB-011978,Sohail Bugti,30945-2379082-1,0330-1851768,Ufone,2022-07-21
MOB-011979,Durr-e-Shahwar Randhawa,35901-7753700-8,0300-6640575,Jazz,2020-03-26
MOB-011980,Durr-e-Shahwar Randhawa,35901-7753700-8,0318-6718021,Zong,2020-09-11
MOB-011981,Sohail Khattak,35874-6685767-9,0313-9003779,Zong,2019-04-10
MOB-011982,Sohail Khattak,35874-6685767-9,0314-9937347,Zong,2021-04-03
MOB-011983,Talha Soomro,35350-3826382-7,0312-3576163,Zong,2023-11-28
MOB-011984,Talha Soomro,35350-3826382-7,0333-7676771,Ufone,2024-05-07
MOB-011985,Naila Warraich,39728-8084153-2,0346-3574522,Telenor,2019-01-29
MOB-011986,Naila Warraich,39728-8084153-2,0317-2408142,Zong,2022-05-06
MOB-011987,Naila Warraich,39728-8084153-2,0341-6646271,Telenor,2026-02-04
MOB-011988,Lubna Malik,69108-4375065-8,0317-9656902,Zong,2024-06-24
MOB-011989,Rasheid Shaikh,33540-4028117-1,0318-6092412,Zong,2022-08-18
MOB-011990,Rasheid Shaikh,33540-4028117-1,0345-2817588,Telenor,2024-11-05
MOB-011991,Mariam Sethi,48526-3233428-6,0346-6937279,Telenor,2020-07-12
MOB-011992,Imran Hussain,38723-2708195-5,0337-2709157,Ufone,2024-11-19
MOB-011993,Imran Hussain,38723-2708195-5,0318-9063583,Zong,
MOB-011994,Javed Jatoi,49037-2085916-5,0300-0488217,Jazz,2021-05-11
MOB-011995,,49037-2085916-5,0336-2690153,Ufone,2020-12-16
MOB-011996,Zubayer Yousafzai,31751-1699442-1,0318-6151077,Zong,2024-04-23
MOB-011997,Zafar Memon,32208-2730021-3,0335-3971479,Ufone,2022-03-25
MOB-011998,Naila Raza,37496-9051544-6,0306-1299338,Jazz,2021-04-05
MOB-011999,Hamza Durrani,38415-3179120-3,0309-4190799,Jazz,2025-02-22
MOB-012000,Durr-e-Shahwar Jatoi,33059-1434538-2,0314-9819802,Zong,2022-04-12
MOB-012001,Durr-e-Shahwar Jatoi,33059-1434538-2,0335-1138568,Ufone,2024-05-25
MOB-012002,Asma Mirza,66478-4796732-6,0303-3825693,Jazz,2020-08-22
MOB-012003,Asma Mirza,,0310-8603078,Zong,2023-04-13
MOB-012004,Asma Mirza,66478-4796732-6,0347-0256917,Telenor,
MOB-012005,Amir Shah,38839-0521335-3,0337-5484693,Ufone,2023-07-03
MOB-012006,Amir Shah,38839-0521335-3,0318-2294906,Zong,2018-10-02
MOB-012007,Fatima Laghari,38575-2272633-8,0339-3775920,Ufone,2024-12-03
MOB-012008,Fatima Laghari,38575-2272633-8,0345-1471055,Telenor,2019-08-22
MOB-012009,Fateema Laghari,38575-2272633-8,0331-0875625,Ufone,2019-09-15
MOB-012010,Madiha Baig,13381-2119209-0,0304-9828090,Jazz,2022-11-20
MOB-012011,Madiha Baig,13381-2119209-0,0304-7696314,Jazz,2020-11-25
MOB-012012,Madiha Baig,13381-2119209-0,0337-5414395,Ufone,2018-09-01
MOB-012013,,36964-8640161-2,0313-4911175,Zong,2020-04-29
MOB-012014,Tanzeela Kayani,47952-9386051-8,0313-1203240,Zong,2025-12-07
MOB-012015,Tanzeela Kayani,47952-9386051-8,0337-0548628,Ufone,2021-08-08
MOB-012016,Bilal Chandio,47165-1808374-7,0343-7003883,Telenor,2023-03-29
MOB-012017,Bilal Chandio,47165-1808374-7,0308-8898784,Jazz,2021-07-13
MOB-012018,Aisha Shah,33272-3339261-2,0340-5253384,Telenor,2024-07-08
MOB-012019,Aisha Shah,33272-3339261-2,0345-4525485,Telenor,2020-12-03
MOB-012020,Wardah Raza,35523-8644817-2,0349-7075671,Telenor,2021-01-20
MOB-012021,Umair Warraich,30829-6864599-3,0319-0193729,Zong,2024-07-15
MOB-012022,,35755-2328804-5,0337-2211580,Ufone,2019-10-17
MOB-012023,Basit Shah,35755-2328804-5,0348-0749991,Telenor,2023-04-11
MOB-012024,Basit Shah,35755-2328804-5,0331-1812375,Ufone,2023-11-03
MOB-012025,Shaheed Randhawa,62371-3605902-7,0315-2025836,Zong,2021-01-14
MOB-012026,Shahid Randhawa,62371-3605902-7,0318-3986704,Zong,2022-06-28
MOB-012027,Shaheed Randhawa,62371-3605902-7,0302-9446400,Jazz,
MOB-012028,Hina Sethi,35793-9241237-4,0310-2752309,Zong,2022-03-10
MOB-012029,Jaweria Hashmi,37815-8762745-0,0331-3216415,Ufone,2024-03-04
MOB-012030,,37815-8762745-0,0342-8629382,Telenor,2020-12-15
MOB-012031,Jaweria Hashmi,37815-8762745-0,0317-4071340,Zong,2019-10-05
MOB-012032,Madiha Ahmed,30556-1147766-4,0316-2506570,Zong,2024-10-09
MOB-012033,Zaineb Ali,17230-0653964-0,0330-1962843,Ufone,2025-04-18
MOB-012034,Rubina Khattak,32123-0224596-4,0306-8305547,Jazz,2024-05-11
MOB-012035,Rubina Khattak,,0318-3961368,Zong,2019-07-17
MOB-012036,Sohail Kayani,,0302-1606782,Jazz,2019-09-11
MOB-012037,Amna Awan,16327-3781751-8,0310-0406538,Zong,2023-08-13
MOB-012038,Amna Awan,16327-3781751-8,0349-3912539,Telenor,2020-12-07
MOB-012039,Maheen Yousafzai,31847-3052341-4,0338-2519758,Ufone,2025-10-03
