record_id,business_name,owner_name,cnic,business_type,role,share_percentage,annual_revenue,registration_city
BIZ-002655,Siddiqui Wholesale Enterprises,Uzma Mirza,32768-1713535-4,Wholesale,Partner,100.0,35600195.0,Sargodha
BIZ-002656,Ahmed IT Services Enterprises,Habib Gondal,,IT Services,Owner,60.0,110037995.0,Multan
BIZ-002657,Baig Restaurant Enterprises,Waqas Iqbal,36034-2334073-5,Restaurant,Partner,25.0,41916308.0,
BIZ-002658,Bhatti Real Estate Enterprises,Waqas Iqbal,36034-2334073-5,Real Estate,Director,10.0,87372876.0,Sialkot
BIZ-002659,Durrani Restaurant Enterprises,Meriam Hashmi,53638-4762090-0,Restaurant,Owner,25.0,2295682.0,Quetta
BIZ-002660,Warraich Retail Enterprises,Babar Brohi,78109-9337954-1,Retail,Owner,100.0,,Rawalakot
BIZ-002661,Siddiqui Agriculture Enterprises,Farah Baig,39297-1223390-4,Agriculture,Owner,50.0,107645873.0,Sheikhupura
BIZ-002662,Minhas Construction Enterprises,Maryam Sethi,48526-3233428-6,Construction,Owner,50.0,372298589.0,Mirpur Khas
BIZ-002663,Minhas Transport Pvt Ltd,Emran Hussain,38723-2708195-5,Transport,Owner,75.0,93201074.0,Bahawalpur
BIZ-002664,Hussain Real Estate Enterprises,Imran Hussain,38723-2708195-5,Real Estate,Director,,63096329.0,Bahawalpur
BIZ-002665,Awan Education Enterprises,Asma Mirza,66478-4796732-6,Education,Owner,100.0,90317982.0,Islamabad
BIZ-002666,Hashmi Education Enterprises,Fathima Laghari,38575-2272633-8,Education,Partner,60.0,218780737.0,Dera Ghazi Khan
BIZ-002667,Afridi E-Commerce Enterprises,Fatima Laghari,38575-2272633-8,E-Commerce,Director,20.0,448467309.0,Dera Ghazi Khan
BIZ-002668,Shaikh Pharmaceutical Pvt Ltd,Umair Warraich,30829-6864599-3,Pharmaceutical,Owner,51.0,68322562.0,Gujranwala
BIZ-002669,Raza IT Services Enterprises,,30556-1147766-4,IT Services,Director,50.0,466454383.0,Sargodha
BIZ-002670,Sheikh Import/Export Pvt Ltd,Zaineb Ali,17230-0653964-0,Import/Export,Owner,60.0,313778914.0,Mardan
BIZ-002671,Mirza Healthcare Enterprises,Sohail Kayani,36762-5119462-3,Healthcare,Owner,33.0,2835392.0,Lahore
BIZ-002672,Afridi IT Services Enterprises,Sohail Kayani,36762-5119462-3,IT Services,Director,10.0,3903041.0,Lahore
BIZ-002673,Warraich Agriculture Enterprises,Umar Gill,39008-2511546-3,Agriculture,Owner,51.0,369151153.0,Sargodha
BIZ-002674,Qureshi Agriculture Enterprises,Nadia Mughal,34075-4720507-0,Agriculture,Partner,50.0,334224821.0,Sheikhupura
BIZ-002675,Gondal Manufacturing Pvt Ltd,Nadiya Mughal,34075-4720507-0,Manufacturing,Owner,25.0,389391111.0,Sheikhupura
BIZ-002676,Afridi Restaurant Pvt Ltd,Liaquat Chaudhry,40274-9393892-5,Restaurant,Director,20.0,258141169.0,Larkana
BIZ-002677,Warraich Financial Services Enterprises,Liaquat Chaudhry,40274-9393892-5,Financial Services,Owner,33.0,297461156.0,Larkana
BIZ-002678,Soomro Healthcare Enterprises,Liaquat Chaudhry,40274-9393892-5,Healthcare,Owner,51.0,360802887.0,Larkana
BIZ-002679,Mengal Healthcare Enterprises,Khadija Bhatti,31502-0437515-6,Healthcare,Owner,50.0,72229807.0,
BIZ-002680,Gill IT Services Enterprises,Madiha Jamali,43421-9700956-0,IT Services,Owner,50.0,2191076.0,Khairpur
BIZ-002681,Jamali Construction Enterprises,Humaira Mughal,32706-3125376-8,Construction,Owner,100.0,33359929.0,Multan
BIZ-002682,Jatoi Manufacturing Enterprises,Sohail Hussain,49072-6044724-5,Manufacturing,Owner,33.0,279932087.0,Larkana
BIZ-002683,Jatoi Transport Enterprises,,49072-6044724-5,Transport,Owner,51.0,492524086.0,Larkana
BIZ-002684,Mughal Transport Pvt Ltd,Babar Khan,18312-3026314-1,Transport,Partner,100.0,494184687.0,Nowshera
BIZ-002685,Virk Financial Services Pvt Ltd,Daniyal Ali,37461-4753365-9,Financial Services,Director,10.0,3971153.0,Lahore
BIZ-002686,Siddiqui Transport Pvt Ltd,Wardah Brohi,35536-8736862-2,Transport,Director,0.0,4466844.0,Bahawalpur
BIZ-002687,Minhas Transport Pvt Ltd,Wardah Brohi,35536-8736862-2,Transport,Owner,75.0,1957203.0,Bahawalpur
BIZ-002688,Cheema Restaurant Pvt Ltd,Wardah Brohi,35536-8736862-2,Restaurant,Owner,100.0,3226886.0,Bahawalpur
BIZ-002689,Qureshi Textile Pvt Ltd,Javed Shaikh,36326-7828732-7,Textile,Partner,75.0,26636065.0,Jhelum
BIZ-002690,Durrani Financial Services Enterprises,Azhar Baig,30257-0381943-7,Financial Services,Owner,25.0,3699058.0,Dera Ghazi Khan
BIZ-002691,Chandio Pharmaceutical Enterprises,Parveen Durrani,40907-2070505-4,Pharmaceutical,Director,50.0,330274005.0,Karachi
BIZ-002692,Mirza Retail Enterprises,,40907-2070505-4,Retail,Owner,25.0,89473370.0,Karachi
BIZ-002693,Aslam Financial Services Pvt Ltd,Parveen Durrani,,Financial Services,Owner,50.0,107587558.0,
BIZ-002694,Virk Transport Pvt Ltd,Iram Hussain,31075-8596218-8,Transport,Partner,25.0,63321985.0,Gujranwala
BIZ-002695,Ali Restaurant Enterprises,Imran Abbasi,45261-2334666-9,Restaurant,Director,50.0,119297285.0,Karachi
BIZ-002696,Sheikh Automotive Enterprises,Imron Abbasi,45261-2334666-9,Automotive,Director,0.0,147726601.0,Karachi
BIZ-002697,Baig Education Enterprises,Emran Abbasi,45261-2334666-9,Education,Partner,60.0,275764442.0,Karachi
BIZ-002698,Qureshi Financial Services Enterprises,Shahid Ahmed,33870-9014325-1,Financial Services,Owner,100.0,9643770.0,Sheikhupura
BIZ-002699,Yousafzai Wholesale Enterprises,Shaheed Ahmed,33870-9014325-1,Wholesale,Owner,51.0,7293831.0,Sheikhupura
BIZ-002700,Aslam Healthcare Pvt Ltd,Durr-e-Shahwar Soomro,43205-8865217-6,Healthcare,Owner,60.0,321968022.0,Jacobabad
BIZ-002701,Minhas E-Commerce Enterprises,Naila Cheema,45959-4956029-4,E-Commerce,Owner,,38412005.0,Larkana
BIZ-002702,Butt Education Enterprises,Naila Cheema,45959-4956029-4,Education,Director,,,Larkana
BIZ-002703,Memon Automotive Enterprises,Iram Randhawa,33355-0021848-8,Automotive,Director,20.0,3393939.0,Lahore
BIZ-002704,Soomro Import/Export Enterprises,Waseem Durrani,11066-5834075-1,Import/Export,Partner,100.0,67203617.0,Peshawar
BIZ-002705,Aslam Automotive Enterprises,Sajid Sethi,49167-0034319-1,Automotive,Partner,,18900151.0,Mirpur Khas
BIZ-002706,Shaikh Transport Enterprises,Javed Gondal,34568-0299821-7,Transport,Owner,25.0,88653480.0,Sahiwal
BIZ-002707,Mengal Construction Enterprises,Javed Gondal,34568-0299821-7,Construction,Owner,75.0,46219541.0,
BIZ-002708,Iqbal Textile Enterprises,Habib Rajput,50616-4364213-3,Textile,Owner,100.0,121283257.0,Khuzdar
BIZ-002709,Khan Textile Pvt Ltd,Uzma Ahmed,39960-6852039-6,Textile,Director,0.0,102848088.0,Sheikhupura
BIZ-002710,Shah Manufacturing Pvt Ltd,Uzma Ahmed,39960-6852039-6,Manufacturing,Owner,33.0,207603694.0,Sheikhupura
BIZ-002711,Khan Import/Export Enterprises,Zahid Kayani,42306-6208594-7,Import/Export,Partner,75.0,,Hyderabad
BIZ-002712,Jamali Transport Enterprises,Jaweria Malik,42174-1966791-4,Transport,Owner,75.0,73029713.0,Karachi
BIZ-002713,Raza Transport Enterprises,Tahira Tahir,56918-1550559-4,Transport,Owner,60.0,75056591.0,Khuzdar
BIZ-002714,Jamali Transport Enterprises,Tahira Tahir,56918-1550559-4,Transport,Partner,60.0,56707648.0,Khuzdar
BIZ-002715,Tahir IT Services Pvt Ltd,Tahira Tahir,56918-1550559-4,IT Services,Director,,12800686.0,Khuzdar
BIZ-002716,Shah Agriculture Enterprises,Danish Baloch,41093-7970640-7,Agriculture,Owner,75.0,83098517.0,Hyderabad
BIZ-002717,Chandio Transport Enterprises,Qudsia Siddiqui,42077-4405780-8,Transport,Partner,25.0,63469469.0,Mirpur Khas
BIZ-002718,Cheema Textile Enterprises,Qudsia Siddiqui,42077-4405780-8,Textile,Director,50.0,11782793.0,Mirpur Khas
BIZ-002719,Khan Textile Enterprises,Qudsia Siddiqui,42077-4405780-8,Textile,Owner,60.0,34850035.0,Mirpur Khas
BIZ-002720,Shah Education Enterprises,Naila Hussain,32318-0671175-2,Education,Owner,75.0,18019517.0,Rawalpindi
BIZ-002721,Niazi Manufacturing Enterprises,Mushtaq Ahmed,37153-0946089-9,Manufacturing,Partner,51.0,9517680.0,
BIZ-002722,Durrani Transport Enterprises,Ehsan Niazi,44942-4717214-5,Transport,Director,10.0,38701326.0,Khairpur
BIZ-002723,Awan Education Pvt Ltd,Faisal Sheikh,34851-0614846-5,Education,Director,10.0,12759493.0,Lahore
BIZ-002724,Shah Real Estate Enterprises,Faisal Sheikh,34851-0614846-5,Real Estate,Owner,51.0,18663772.0,Lahore
BIZ-002725,Bugti E-Commerce Enterprises,Rubina Randhawa,30663-6015755-0,E-Commerce,Director,50.0,36812965.0,
BIZ-002726,Hashmi Wholesale Pvt Ltd,Iqbal Malik,38513-7230449-7,Wholesale,Owner,25.0,92294852.0,Rahim Yar Khan
BIZ-002727,Memon E-Commerce Pvt Ltd,Iqbal Malik,38513-7230449-7,E-Commerce,Owner,60.0,89015444.0,Rahim Yar Khan
BIZ-002728,Mirza Automotive Pvt Ltd,,31590-8783706-1,Automotive,Partner,51.0,9647439.0,Gujranwala
BIZ-002729,Baloch Manufacturing Pvt Ltd,Usmaan Chaudhry,44538-7159927-9,Manufacturing,Owner,33.0,3251800.0,Mirpur Khas
BIZ-002730,Kayani Transport Enterprises,Osman Chaudhry,44538-7159927-9,Transport,Partner,25.0,2399434.0,Mirpur Khas
BIZ-002731,Shah Real Estate Enterprises,Uthman Chaudhry,44538-7159927-9,Real Estate,Director,0.0,6643834.0,Mirpur Khas
BIZ-002732,Mirza Restaurant Enterprises,Farah Mughal,35282-2438373-4,Restaurant,Partner,51.0,29739832.0,Sargodha
BIZ-002733,Yousafzai Retail Enterprises,Farah Mughal,35282-2438373-4,Retail,Owner,51.0,45577010.0,Sargodha
BIZ-002734,Malik Import/Export Enterprises,Zubaida Bugti,37089-6516047-6,Import/Export,Owner,51.0,20059360.0,Lahore
BIZ-002735,Bugti Restaurant Enterprises,,37089-6516047-6,Restaurant,Director,50.0,42573992.0,Lahore
BIZ-002736,Sheikh IT Services Enterprises,Durr-e-Shahwar Warraich,30509-4606446-8,IT Services,Owner,25.0,192530094.0,Gujranwala
BIZ-002737,Durrani Education Enterprises,Uthman Bugti,30967-2142626-9,Education,Owner,75.0,79991841.0,Jhelum
BIZ-002738,Aslam Pharmaceutical Enterprises,Ghulam Yousafzai,34916-9618174-3,Pharmaceutical,Owner,60.0,49535809.0,Jhelum
BIZ-002739,Aslam Agriculture Enterprises,Ghulam Yousafzai,34916-9618174-3,Agriculture,Owner,51.0,91159591.0,Jhelum
BIZ-002740,Memon Retail Enterprises,Adnan Shaikh,38261-0550091-5,Retail,Director,25.0,498247875.0,Gujrat
BIZ-002741,Aslam Transport Enterprises,Umair Qureshi,36219-7311856-5,Transport,Owner,,527024.0,Jhelum
BIZ-002742,Jatoi Import/Export Enterprises,Umair Qureshi,36219-7311856-5,Import/Export,Partner,75.0,,Jhelum
BIZ-002743,Abbasi Real Estate Pvt Ltd,Hussain Raza,35727-2216867-9,Real Estate,Partner,75.0,464419226.0,Lahore
BIZ-002744,Bugti Import/Export Enterprises,Rashid Yousafzai,38551-0294784-7,Import/Export,Owner,50.0,17232564.0,Faisalabad
BIZ-002745,Memon Financial Services Enterprises,Sanaa Minhas,39675-1002472-4,Financial Services,Partner,75.0,17527482.0,Gujrat
BIZ-002746,Qureshi Construction Pvt Ltd,Khadija Randhawa,39683-8392357-8,Construction,Partner,51.0,232573866.0,Bahawalpur
BIZ-002747,Sheikh Wholesale Pvt Ltd,Iram Cheema,10238-7452396-2,Wholesale,Owner,33.0,13443021.0,Peshawar
BIZ-002748,Shah Restaurant Enterprises,Sajid Laghari,30421-6982278-1,Restaurant,Owner,33.0,4722069.0,Lahore
BIZ-002749,Hashmi Retail Pvt Ltd,Jaweria Malik,40347-0964111-8,Retail,Director,25.0,9608983.0,Karachi
BIZ-002750,Brohi Import/Export Enterprises,Jaweria Malik,40347-0964111-8,Import/Export,Partner,51.0,6565746.0,Karachi
BIZ-002751,Baloch Automotive Pvt Ltd,Madiha Bugti,31799-4344365-0,Automotive,Director,5.0,17676860.0,Lahore
BIZ-002752,Hussain Agriculture Pvt Ltd,Madiha Bugti,31799-4344365-0,Agriculture,Owner,100.0,18179884.0,Lahore
BIZ-002753,Warraich Manufacturing Enterprises,Sanaa Bhatti,44458-2052868-6,Manufacturing,Owner,100.0,268203831.0,Karachi
BIZ-002754,Chandio Real Estate Enterprises,Yasmin Warraich,17956-1063066-0,Real Estate,Partner,60.0,170356758.0,Peshawar
BIZ-002755,Randhawa Education Pvt Ltd,Sajid Niazi,41569-1448709-7,Education,Partner,60.0,61513833.0,Sukkur
BIZ-002756,Raza Restaurant Enterprises,Zenab Hashmi,30265-2805354-0,Restaurant,Owner,25.0,19404641.0,Rahim Yar Khan
BIZ-002757,Baloch Financial Services Pvt Ltd,Zainab Hashmi,30265-2805354-0,Financial Services,Partner,100.0,17489252.0,Rahim Yar Khan
BIZ-002758,Butt Import/Export Enterprises,Nasreen Tahir,38111-4855428-4,Import/Export,Director,50.0,426669304.0,Gujranwala
BIZ-002759,Hussain Transport Pvt Ltd,Kassim Abbasi,31584-6052593-5,Transport,Director,10.0,6113082.0,Rawalpindi
BIZ-002760,Kayani Healthcare Pvt Ltd,Qasim Abbasi,31584-6052593-5,Healthcare,Director,25.0,13430326.0,Rawalpindi
BIZ-002761,Khoso Retail Enterprises,Shahid Shaikh,49883-5596992-3,Retail,Owner,50.0,15205211.0,Karachi
BIZ-002762,Memon Construction Enterprises,Madiha Ali,14494-1680410-0,Construction,Owner,75.0,88416226.0,Nowshera
BIZ-002763,Niazi Textile Enterprises,Mariam Sethi,36772-6801916-4,Textile,Director,25.0,4770018.0,Faisalabad
BIZ-002764,Niazi Automotive Pvt Ltd,Shazia Awan,68723-6401240-2,Automotive,Director,20.0,,Islamabad
BIZ-002765,Awan Construction Enterprises,Daniyal Afridi,33781-3746411-9,Construction,Director,5.0,10148718.0,
BIZ-002766,Afridi Restaurant Enterprises,Daniyal Afridi,33781-3746411-9,Restaurant,Owner,100.0,18781122.0,Lahore
BIZ-002767,Minhas Retail Pvt Ltd,Daniyal Afridi,33781-3746411-9,Retail,Owner,75.0,3889608.0,Lahore
BIZ-002768,Soomro Transport Pvt Ltd,Ghulam Shaikh,41523-3671890-3,Transport,Director,25.0,297351687.0,Shikarpur
BIZ-002769,Raza Pharmaceutical Enterprises,Zeeshan Baig,49864-2792214-1,Pharmaceutical,Owner,60.0,456133516.0,Sukkur
BIZ-002770,Sheikh E-Commerce Enterprises,Zaineb Brohi,44632-6460866-6,E-Commerce,Director,5.0,3287145.0,Khairpur
BIZ-002771,Sheikh Transport Pvt Ltd,Aesha Brohi,,Transport,Owner,60.0,80867855.0,Larkana
BIZ-002772,Hashmi Education Enterprises,Ayesha Brohi,45374-4212257-2,Education,Owner,100.0,77399298.0,Larkana
BIZ-002773,Shaikh Automotive Pvt Ltd,Maheen Khattak,35115-1947038-2,Automotive,Owner,60.0,411298384.0,Lahore
BIZ-002774,Ahmed Financial Services Enterprises,Maheen Khattak,35115-1947038-2,Financial Services,Director,10.0,133676279.0,Lahore
BIZ-002775,Jamali E-Commerce Enterprises,Maheen Khattak,35115-1947038-2,E-Commerce,Owner,33.0,420058319.0,Lahore
BIZ-002776,Ali Construction Enterprises,Iram Butt,48876-7409483-6,Construction,Partner,50.0,423961188.0,Sukkur
BIZ-002777,Bugti Healthcare Enterprises,Tahira Baig,46195-9431736-0,Healthcare,Owner,,4703612.0,Karachi
BIZ-002778,Gondal Manufacturing Enterprises,Yasir Gill,48585-7327947-5,Manufacturing,Partner,100.0,383795091.0,Mirpur Khas
BIZ-002779,Afridi Import/Export Pvt Ltd,Yasir Gill,48585-7327947-5,Import/Export,Owner,60.0,459007009.0,Mirpur Khas
BIZ-002780,Warraich Agriculture Enterprises,Naveed Abbasi,38999-9795976-5,Agriculture,Owner,100.0,234335917.0,Bahawalpur
BIZ-002781,Virk Transport Pvt Ltd,Asma Mirza,19976-3940522-0,Transport,Partner,51.0,646954.0,Mingora
BIZ-002782,Yousafzai Real Estate Pvt Ltd,Yasir Rajput,37440-5765024-3,Real Estate,Owner,33.0,9425297.0,Jhelum
BIZ-002783,Chandio Construction Enterprises,Nighat Tahir,49573-2128976-4,Construction,Owner,60.0,165559026.0,Mirpur Khas
BIZ-002784,Rajput Financial Services Enterprises,Nighat Tahir,49573-2128976-4,Financial Services,Partner,75.0,176399748.0,Mirpur Khas
BIZ-002785,Brohi Retail Enterprises,Amir Sheikh,37956-1665776-3,Retail,Director,25.0,2406150.0,Lahore
BIZ-002786,Bhatti Agriculture Pvt Ltd,Amir Sheikh,37956-1665776-3,Agriculture,Owner,25.0,4736278.0,Lahore
BIZ-002787,Cheema Import/Export Pvt Ltd,Bilal Jamali,30549-2421782-1,Import/Export,Owner,50.0,19005484.0,Lahore
BIZ-002788,Bugti IT Services Enterprises,Farah Soomro,36884-8659283-6,IT Services,Director,20.0,219605519.0,Gujrat
BIZ-002789,Gondal Import/Export Enterprises,,36884-8659283-6,Import/Export,Owner,51.0,,Gujrat
BIZ-002790,Shaikh Healthcare Pvt Ltd,,36409-3970732-7,Healthcare,Director,20.0,1706926.0,Lahore
BIZ-002791,Kayani Transport Enterprises,Ghulam Siddiqui,35847-3487165-9,Transport,Partner,100.0,5517738.0,Bahawalpur
BIZ-002792,Jatoi E-Commerce Enterprises,Aisha Khattak,17159-3312763-8,E-Commerce,Director,50.0,480529246.0,Abbottabad
BIZ-002793,Virk Retail Enterprises,Aisha Khattak,17159-3312763-8,Retail,Owner,75.0,187359722.0,Abbottabad
BIZ-002794,Bugti IT Services Pvt Ltd,Aisha Minhas,30547-3403473-8,IT Services,Partner,25.0,293002834.0,
BIZ-002795,Awan Financial Services Enterprises,Talha Sheikh,58320-9654920-5,Financial Services,Director,20.0,193253323.0,Khuzdar
BIZ-002796,Niazi Financial Services Enterprises,Talha Sheikh,58320-9654920-5,Financial Services,Owner,,164157373.0,Khuzdar
BIZ-002797,Minhas Restaurant Enterprises,Sajid Ahmed,16461-2539638-9,Restaurant,Owner,,2102435.0,Peshawar
BIZ-002798,Mengal IT Services Enterprises,Sadia Mirza,44536-8188661-0,IT Services,Director,25.0,58021094.0,Sukkur
BIZ-002799,Khan Healthcare Pvt Ltd,Sadia Mirza,44536-8188661-0,Healthcare,Owner,51.0,230032450.0,Sukkur
BIZ-002800,Sheikh IT Services Enterprises,Imron Chandio,31843-4098352-5,IT Services,Owner,60.0,68890128.0,Lahore
BIZ-002801,Khoso E-Commerce Enterprises,Imran Chandio,31843-4098352-5,E-Commerce,Partner,51.0,37709658.0,Lahore
BIZ-002802,Minhas IT Services Pvt Ltd,Atif Qureshi,36315-8632898-1,IT Services,Owner,100.0,393252737.0,Rahim Yar Khan
BIZ-002803,Jamali Manufacturing Enterprises,Aesha Awan,,Manufacturing,Owner,33.0,4258955.0,Faisalabad
BIZ-002804,Rajput Retail Enterprises,Qudsia Qureshi,33393-3476505-8,Retail,Owner,33.0,3130321.0,Rahim Yar Khan
BIZ-002805,Afridi Automotive Enterprises,,15232-4100413-9,Automotive,Owner,25.0,120165332.0,Mansehra
BIZ-002806,Shaikh Textile Pvt Ltd,Lubna Cheema,13687-8515770-8,Textile,Partner,50.0,4484447.0,Dera Ismail Khan
BIZ-002807,Cheema Agriculture Enterprises,Uzma Minhas,34386-1015543-4,Agriculture,Owner,75.0,16344820.0,Faisalabad
BIZ-002808,Hussain Construction Enterprises,Khadija Awan,14239-3210817-8,Construction,Partner,25.0,113283438.0,Swabi
BIZ-002809,Virk Import/Export Enterprises,Maheen Memon,37384-1637588-8,Import/Export,Owner,100.0,443865711.0,Rawalpindi
BIZ-002810,Laghari Construction Enterprises,Maheen Memon,37384-1637588-8,Construction,Partner,75.0,156522090.0,Rawalpindi
BIZ-002811,Baloch Healthcare Pvt Ltd,Habib Afridi,34637-1202745-7,Healthcare,Director,10.0,143409134.0,Lahore
BIZ-002812,Warraich Wholesale Pvt Ltd,Amir Chandio,,Wholesale,Partner,75.0,70891408.0,Gujranwala
BIZ-002813,Tahir Agriculture Enterprises,Amir Chandio,36184-7059495-9,Agriculture,Partner,100.0,74890500.0,Gujranwala
BIZ-002814,Abbasi Restaurant Enterprises,,48502-5196350-1,Restaurant,Director,5.0,126576828.0,Mirpur Khas
BIZ-002815,Tahir Real Estate Enterprises,Usmaan Sheikh,48502-5196350-1,Real Estate,Director,20.0,100503842.0,Mirpur Khas
BIZ-002816,Bhatti Retail Enterprises,Amna Durrani,64311-1395612-8,Retail,Director,50.0,2901000.0,Islamabad
BIZ-002817,Brohi Financial Services Pvt Ltd,,39471-9163804-7,Financial Services,Partner,75.0,84292617.0,Sheikhupura
BIZ-002818,Baloch Restaurant Enterprises,Ghazala Yousafzai,31352-4484100-2,Restaurant,Owner,,,Dera Ghazi Khan
BIZ-002819,Siddiqui Healthcare Enterprises,Ghazala Yousafzai,31352-4484100-2,Healthcare,Owner,75.0,92415092.0,Dera Ghazi Khan
BIZ-002820,Kayani Agriculture Pvt Ltd,Nasreen Niazi,36903-8590685-8,Agriculture,Owner,75.0,420937766.0,Jhelum
BIZ-002821,Aslam Retail Pvt Ltd,Nasreen Niazi,36903-8590685-8,Retail,Director,20.0,405872354.0,Jhelum
BIZ-002822,Hashmi IT Services Pvt Ltd,Asma Abbasi,64900-5834611-2,IT Services,Partner,60.0,51349669.0,Islamabad
BIZ-002823,Mirza Construction Pvt Ltd,Asma Abbasi,64900-5834611-2,Construction,Owner,100.0,95203316.0,Islamabad
BIZ-002824,Bugti Construction Enterprises,Bushra Mengal,12719-3569521-4,Construction,Director,20.0,3011453.0,Swabi
BIZ-002825,Gill Financial Services Enterprises,Bushra Mengal,12719-3569521-4,Financial Services,Owner,25.0,3246362.0,Swabi
BIZ-002826,Awan Retail Pvt Ltd,Taariq Randhawa,43589-3310604-7,Retail,Owner,51.0,422856548.0,Sukkur
BIZ-002827,Jatoi Construction Enterprises,,45808-4906815-6,Construction,Director,10.0,489720831.0,Hyderabad
BIZ-002828,Tahir Textile Enterprises,Madiha Hussain,,Textile,Owner,100.0,408601035.0,Hyderabad
BIZ-002829,Qureshi IT Services Enterprises,Iqbal Memon,34967-7545463-7,IT Services,Director,50.0,16637296.0,Rawalpindi
BIZ-002830,Yousafzai E-Commerce Enterprises,Ferhan Qureshi,14773-4885005-3,E-Commerce,Director,25.0,3640477.0,Nowshera
BIZ-002831,Khattak Restaurant Enterprises,,14773-4885005-3,Restaurant,Director,20.0,3318956.0,Nowshera
BIZ-002832,Cheema Textile Enterprises,Danish Sheikh,40661-7744826-9,Textile,Partner,100.0,7691316.0,Karachi
BIZ-002833,Baig Construction Enterprises,Salman Baig,38812-2742266-7,Construction,Owner,25.0,86008345.0,Multan
BIZ-002834,Chaudhry Education Enterprises,Mariam Bugti,45852-9693577-2,Education,Owner,60.0,6669462.0,Karachi
BIZ-002835,Memon Pharmaceutical Pvt Ltd,Fahad Gill,35937-1124582-9,Pharmaceutical,Owner,33.0,206135743.0,Jhelum
BIZ-002836,Junejo Automotive Enterprises,Fahad Gill,35937-1124582-9,Automotive,Director,10.0,183870427.0,Jhelum
BIZ-002837,Warraich Automotive Enterprises,,37179-6472919-5,Automotive,Director,0.0,86972600.0,Rawalpindi
BIZ-002838,Soomro Retail Enterprises,Khalid Junejo,46185-7655351-1,Retail,Director,20.0,249489231.0,Mirpur Khas
BIZ-002839,Sethi Pharmaceutical Enterprises,Atif Rajput,45539-8933824-9,Pharmaceutical,Owner,100.0,3543805.0,Karachi
BIZ-002840,Yousafzai Transport Enterprises,Nasreen Junejo,35540-6740407-0,Transport,Director,5.0,65592451.0,Faisalabad
BIZ-002841,Ali Textile Enterprises,Pervaiz Shah,35506-9619919-7,Textile,Director,25.0,235820810.0,Sahiwal
BIZ-002842,Junejo Wholesale Enterprises,Pervaiz Shah,35506-9619919-7,Wholesale,Owner,60.0,265698126.0,Sahiwal
BIZ-002843,Warraich Restaurant Enterprises,Maheen Virk,41169-1038744-4,Restaurant,Owner,50.0,230277005.0,Shikarpur
BIZ-002844,Hashmi Healthcare Enterprises,Maheen Virk,41169-1038744-4,Healthcare,Owner,33.0,101102129.0,Shikarpur
BIZ-002845,Durrani Financial Services Enterprises,Qasim Randhawa,12781-8361079-9,Financial Services,Partner,51.0,16085145.0,Mardan
BIZ-002846,Junejo Import/Export Enterprises,Rafiq Gondal,55336-9440157-7,Import/Export,Partner,60.0,17425260.0,Khuzdar
BIZ-002847,Khattak Manufacturing Pvt Ltd,Waqas Junejo,36656-5318747-5,Manufacturing,Owner,75.0,71438491.0,Sialkot
BIZ-002848,Mughal Real Estate Pvt Ltd,Waqas Junejo,36656-5318747-5,Real Estate,Owner,51.0,19340327.0,Sialkot
BIZ-002849,Gondal Wholesale Enterprises,Farah Khattak,63515-2701966-6,Wholesale,Owner,33.0,293468383.0,Islamabad
BIZ-002850,Virk Pharmaceutical Enterprises,Hussien Gill,44295-1987536-5,Pharmaceutical,Partner,75.0,46635381.0,Shikarpur
BIZ-002851,Shah Financial Services Enterprises,Hussan Gill,44295-1987536-5,Financial Services,Owner,51.0,74859505.0,Shikarpur
BIZ-002852,Raza Wholesale Pvt Ltd,Farhan Virk,47796-8932784-3,Wholesale,Owner,60.0,380327909.0,Hyderabad
BIZ-002853,Shaikh Construction Enterprises,Tahira Qureshi,43571-2907096-0,Construction,Owner,75.0,366811307.0,Karachi
BIZ-002854,Mirza Real Estate Enterprises,Tahira Qureshi,43571-2907096-0,Real Estate,Owner,75.0,,Karachi
BIZ-002855,Chaudhry Import/Export Enterprises,Tahira Qureshi,43571-2907096-0,Import/Export,Partner,60.0,83490220.0,Karachi
BIZ-002856,Laghari Textile Enterprises,Umar Bugti,38963-7112128-3,Textile,Partner,75.0,80464234.0,Rahim Yar Khan
BIZ-002857,Mughal IT Services Pvt Ltd,Umar Bugti,38963-7112128-3,IT Services,Owner,51.0,275113753.0,Rahim Yar Khan
BIZ-002858,Jatoi Textile Pvt Ltd,Umar Bugti,38963-7112128-3,Textile,Owner,75.0,181546155.0,Rahim Yar Khan
BIZ-002859,Khan E-Commerce Pvt Ltd,Lubna Chandio,49046-0156650-0,E-Commerce,Partner,25.0,66441176.0,Karachi
BIZ-002860,Sethi Restaurant Enterprises,Waqas Khattak,39033-4811878-1,Restaurant,Director,,84596284.0,Lahore
BIZ-002861,Cheema Agriculture Enterprises,Waqas Khattak,39033-4811878-1,Agriculture,Owner,25.0,94732024.0,Lahore
BIZ-002862,Butt Wholesale Pvt Ltd,Umar Ahmed,51196-7778656-9,Wholesale,Director,0.0,4094722.0,Quetta
BIZ-002863,Sethi E-Commerce Enterprises,Sunna Afridi,48909-9453357-2,E-Commerce,Owner,25.0,17451296.0,Shikarpur
BIZ-002864,Shah Financial Services Pvt Ltd,Sunna Afridi,48909-9453357-2,Financial Services,Partner,75.0,18211646.0,Shikarpur
BIZ-002865,Sethi Import/Export Enterprises,Mushtaq Virk,41051-8264712-1,Import/Export,Partner,33.0,18451629.0,Jacobabad
