record_id,account_holder,cnic,monthly_transactions,avg_balance,bank_name,account_type
BANK-010393,Azhar Jamali,33783-2491889-9,58.0,,Bank Al Habib,Current
BANK-010394,Sana Khan,66685-5185351-4,431.0,62388008.0,Faysal Bank,Current
BANK-010395,Sana Khan,66685-5185351-4,274.0,42559934.0,United Bank,Savings
BANK-010396,Saima Warraich,49064-6302865-6,68.0,6901473.0,MCB Bank,Business
BANK-010397,Danish Siddiqui,39005-6264936-7,61.0,960859.0,Standard Chartered,Current
BANK-010398,Sadia Sethi,45770-6143419-0,6.0,112766.0,United Bank,Savings
BANK-010399,Tahir Bhatti,34403-8041311-9,4.0,21385.0,Soneri Bank,Savings
BANK-010400,Tahir Bhatti,34403-8041311-9,27.0,147838.0,Standard Chartered,Current
BANK-010401,Bilal Siddiqui,34876-4861154-9,112.0,13864827.0,Soneri Bank,Savings
BANK-010402,Bilal Siddiqui,34876-4861154-9,57.0,10877318.0,Bank Alfalah,Business
BANK-010403,Azhar Mirza,38418-4682755-1,56.0,733880.0,Summit Bank,Savings
BANK-010404,Azhar Mirza,38418-4682755-1,72.0,386853.0,Askari Bank,Current
BANK-010405,Hussien Khan,43503-5522547-1,30.0,92593.0,Bank Alfalah,Savings
BANK-010406,Nasreen Khattak,33953-4144334-8,31.0,84820.0,Habib Bank,Business
BANK-010407,Nadeem Minhas,57810-1030390-7,49.0,2172616.0,Allied Bank,Savings
BANK-010408,Bano Aslam,39479-1341246-8,23.0,55072.0,Soneri Bank,Business
BANK-010409,Qudsia Cheema,39564-2294886-8,28.0,195235.0,National Bank,Savings
BANK-010410,Qudsia Cheema,39564-2294886-8,,,Summit Bank,Current
BANK-010411,Sadia Awan,38228-1846393-6,462.0,64898910.0,Soneri Bank,Savings
BANK-010412,Durr-e-Shahwar Warraich,32252-7765708-4,133.0,11138436.0,JS Bank,Current
BANK-010413,Durr-e-Shahwar Warraich,32252-7765708-4,168.0,8765502.0,United Bank,Business
BANK-010414,Durr-e-Shahwar Warraich,32252-7765708-4,87.0,9604851.0,Bank of Punjab,Savings
BANK-010415,Durr-e-Shahwar Warraich,,158.0,3784303.0,Standard Chartered,Business
BANK-010416,Basit Afridi,46589-4550586-5,55.0,1541955.0,JS Bank,Current
BANK-010417,,46589-4550586-5,42.0,220787.0,Bank Alfalah,Savings
BANK-010418,Saima Rajput,47174-8504612-2,213.0,37012714.0,Standard Chartered,Current
BANK-010419,Saima Rajput,47174-8504612-2,,31666400.0,Allied Bank,Business
BANK-010420,Saima Rajput,47174-8504612-2,143.0,31026567.0,National Bank,Current
BANK-010421,Tahira Afridi,49239-1832988-6,27.0,125736.0,JS Bank,Current
BANK-010422,Rubina Gondal,34090-4109912-2,63.0,1955163.0,Allied Bank,Current
BANK-010423,Rubina Gondal,34090-4109912-2,50.0,1320899.0,Askari Bank,Savings
BANK-010424,Irfan Tahir,36779-4992441-3,233.0,98449792.0,MCB Bank,Savings
BANK-010425,Mushtaq Gondal,51866-4068336-7,,51853062.0,JS Bank,Savings
BANK-010426,Mushtaq Gondal,51866-4068336-7,63.0,3822553.0,JS Bank,Current
BANK-010427,Habib Afridi,38511-2355730-5,157.0,12295053.0,National Bank,Current
BANK-010428,Habib Afridi,38511-2355730-5,152.0,8416914.0,Summit Bank,Current
BANK-010429,Furhan Malik,33236-7756862-3,17.0,405768.0,MCB Bank,Savings
BANK-010430,Faisal Sethi,43286-1256454-1,8.0,30682.0,MCB Bank,Business
BANK-010431,Adnan Rajput,44769-8051688-7,81.0,4187552.0,MCB Bank,Savings
BANK-010432,Adnan Rajput,44769-8051688-7,122.0,4801766.0,National Bank,Business
BANK-010433,Tanzeela Raza,57302-5576411-6,264.0,65916726.0,Faysal Bank,Savings
BANK-010434,Tanzeela Raza,57302-5576411-6,429.0,99981677.0,Askari Bank,Savings
BANK-010435,Naadia Bhatti,56421-5537336-6,10.0,150470.0,JS Bank,Savings
BANK-010436,Fahad Mughal,18198-5271356-5,159.0,12313479.0,National Bank,Savings
BANK-010437,Fahad Mughal,18198-5271356-5,49.0,14382707.0,Askari Bank,Savings
BANK-010438,Fahad Mughal,18198-5271356-5,196.0,13469472.0,Faysal Bank,Business
BANK-010439,Fahad Mughal,18198-5271356-5,162.0,12786615.0,Bank Alfalah,Business
BANK-010440,Asma Hashmi,42888-6890700-2,65.0,1024195.0,United Bank,Savings
BANK-010441,Asma Hashmi,42888-6890700-2,14.0,1671935.0,Summit Bank,Business
BANK-010442,Asma Hashmi,42888-6890700-2,13.0,1255308.0,Bank of Punjab,Savings
BANK-010443,,31324-4640783-1,112.0,6854035.0,Bank of Punjab,Business
BANK-010444,Basit Kayani,31324-4640783-1,83.0,5275299.0,MCB Bank,Savings
BANK-010445,Iram Khan,32569-1338012-0,243.0,89081455.0,United Bank,Current
BANK-010446,Iram Khan,32569-1338012-0,398.0,52031613.0,United Bank,Savings
BANK-010447,Iram Khan,32569-1338012-0,243.0,34410857.0,National Bank,Current
BANK-010448,Naveed Soomro,44941-8935638-5,26.0,186991.0,Faysal Bank,Savings
BANK-010449,Naveed Soomro,44941-8935638-5,8.0,76384.0,Standard Chartered,Business
BANK-010450,Zeeshan Raza,37332-3701431-9,73.0,1500275.0,United Bank,Savings
BANK-010451,Zeeshan Raza,37332-3701431-9,62.0,1933440.0,Bank of Punjab,Business
BANK-010452,Ghazala Shah,12521-8205955-6,35.0,1967284.0,Summit Bank,Current
BANK-010453,Marium Niazi,34096-9920814-4,24.0,144971.0,National Bank,Business
BANK-010454,Mariam Niazi,34096-9920814-4,6.0,168724.0,Habib Bank,Business
BANK-010455,Osman Abbasi,47100-8087315-3,23.0,14928.0,Meezan Bank,Savings
BANK-010456,Usman Abbasi,47100-8087315-3,5.0,72246.0,Summit Bank,Savings
BANK-010457,Uzma Minhas,45577-2086681-2,16.0,1954708.0,National Bank,Business
BANK-010458,Hina Niazi,30343-6165841-8,24.0,621032.0,Habib Bank,Savings
BANK-010459,Hina Niazi,30343-6165841-8,17.0,1237063.0,Meezan Bank,Current
BANK-010460,,38462-6493174-1,29.0,150875.0,National Bank,Savings
BANK-010461,Umair Ahmed,37446-3751312-7,14.0,1343435.0,Askari Bank,Business
BANK-010462,Umair Ahmed,37446-3751312-7,73.0,,Bank Alfalah,Savings
BANK-010463,Khadeeja Khan,30975-8262503-6,19.0,185259.0,United Bank,Savings
BANK-010464,Maryam Siddiqui,51027-9178958-6,,99801065.0,Meezan Bank,Savings
BANK-010465,Maryam Siddiqui,51027-9178958-6,72.0,64052288.0,Bank Al Habib,Business
BANK-010466,Marium Siddiqui,51027-9178958-6,414.0,13849853.0,Bank Al Habib,Savings
BANK-010467,Ahmd Sheikh,36393-8275868-3,27.0,56308.0,Allied Bank,Current
BANK-010468,Daniyal Khattak,34737-6162848-9,126.0,829825.0,National Bank,Savings
BANK-010469,Daniyal Khattak,34737-6162848-9,199.0,,JS Bank,Savings
BANK-010470,Rizwan Hussain,64632-8517883-9,484.0,56742183.0,Habib Bank,Savings
BANK-010471,Rizwan Hussain,64632-8517883-9,136.0,37650839.0,Habib Bank,Savings
BANK-010472,Ahemad Shaikh,64422-6627960-5,43.0,461795.0,Bank of Punjab,Current
BANK-010473,Ahmad Shaikh,64422-6627960-5,38.0,1031504.0,Allied Bank,Current
BANK-010474,Sohail Ahmed,46028-9639539-1,357.0,62154234.0,MCB Bank,Business
BANK-010475,Sohail Ahmed,46028-9639539-1,111.0,85375691.0,JS Bank,Current
BANK-010476,Sohail Ahmed,,447.0,59081735.0,Bank Alfalah,Current
BANK-010477,,17511-5106485-6,14.0,87548.0,Standard Chartered,Savings
BANK-010478,Zafar Memon,57058-9135438-5,497.0,85310512.0,Allied Bank,Savings
BANK-010479,Daniyal Mirza,,,492886.0,Askari Bank,Savings
BANK-010480,Jaweria Sheikh,43719-5931978-2,57.0,840393.0,Summit Bank,Current
BANK-010481,Farzana Cheema,36889-8723832-4,103.0,71651514.0,Askari Bank,Savings
BANK-010482,Farzana Cheema,36889-8723832-4,268.0,15946542.0,Standard Chartered,Business
BANK-010483,Farzana Cheema,36889-8723832-4,174.0,96351355.0,Askari Bank,Savings
BANK-010484,Tahira Khattak,39555-1110476-6,388.0,44339952.0,MCB Bank,Savings
BANK-010485,Tahira Khattak,39555-1110476-6,230.0,62998999.0,United Bank,Savings
BANK-010486,Tahira Khattak,39555-1110476-6,133.0,67756235.0,National Bank,Savings
BANK-010487,Tahira Khattak,39555-1110476-6,420.0,9741821.0,Bank of Punjab,Savings
BANK-010488,Zahid Mengal,38663-9567886-3,5.0,138030.0,Allied Bank,Business
BANK-010489,Ahmd Malik,13919-2288505-7,70.0,1197625.0,Standard Chartered,Savings
BANK-010490,Ahmed Malik,13919-2288505-7,62.0,1712841.0,Bank of Punjab,Business
BANK-010491,Saeid Gondal,36544-2789736-7,7.0,72150.0,Bank of Punjab,Savings
BANK-010492,Saeid Gondal,36544-2789736-7,13.0,137931.0,Habib Bank,Savings
BANK-010493,Zenab Rajput,44293-6766762-8,,8737089.0,MCB Bank,Current
BANK-010494,Zenab Rajput,44293-6766762-8,456.0,88959476.0,Allied Bank,Savings
BANK-010495,,44293-6766762-8,386.0,40195346.0,Bank Al Habib,Savings
BANK-010496,Ghulam Durrani,30399-3620758-3,30.0,124450.0,Allied Bank,Savings
BANK-010497,Zahid Durrani,35353-2429893-7,21.0,1111185.0,Faysal Bank,Savings
BANK-010498,,39567-6017351-6,433.0,24383181.0,Faysal Bank,Current
BANK-010499,Asma Jamali,31786-7110864-4,226.0,45356459.0,Faysal Bank,Current
BANK-010500,Asma Jamali,31786-7110864-4,483.0,96147140.0,Faysal Bank,Current
BANK-010501,Rubina Awan,43937-0691637-4,30.0,113401.0,National Bank,Business
BANK-010502,Rubina Awan,43937-0691637-4,30.0,15553.0,Habib Bank,Business
BANK-010503,Amna Laghari,37193-0909129-6,2.0,20421.0,JS Bank,Business
BANK-010504,Amir Jamali,33062-1735220-3,444.0,12103234.0,Habib Bank,Current
BANK-010505,Amir Jamali,33062-1735220-3,378.0,7923122.0,Bank of Punjab,Savings
BANK-010506,Amir Jamali,33062-1735220-3,499.0,62218505.0,National Bank,Savings
BANK-010507,Adnan Sheikh,14259-2727577-3,29.0,86551.0,Faysal Bank,Savings
BANK-010508,Adnan Sheikh,14259-2727577-3,9.0,56324.0,Allied Bank,Business
BANK-010509,Asma Jatoi,38299-5486763-8,,173544.0,MCB Bank,Savings
BANK-010510,,74834-9035391-1,45.0,1382493.0,Bank of Punjab,Savings
BANK-010511,Nadeem Warraich,,54.0,4616787.0,Bank Alfalah,Current
BANK-010512,Nadeem Warraich,39173-1221938-3,80.0,11408774.0,MCB Bank,Savings
BANK-010513,Nadeem Durrani,42450-7911452-9,150.0,12304891.0,JS Bank,Current
BANK-010514,Nadeem Durrani,42450-7911452-9,164.0,10890566.0,Askari Bank,Savings
BANK-010515,Basit Jamali,40751-6117129-5,61.0,364238.0,Bank Al Habib,Business
BANK-010516,Basit Jamali,,35.0,529729.0,Allied Bank,Savings
BANK-010517,Umar Raza,36509-4149427-5,31.0,1274451.0,Habib Bank,Savings
BANK-010518,Rabia Shaikh,33396-9843317-0,16.0,202668.0,Soneri Bank,Business
BANK-010519,Rabia Jamali,45718-0704724-4,,1624357.0,Summit Bank,Business
BANK-010520,Fathima Hashmi,33181-1895970-2,53.0,1612944.0,Summit Bank,Savings
BANK-010521,Asma Cheema,54309-8286153-8,52.0,1291153.0,Bank Alfalah,Savings
BANK-010522,Hasan Mughal,17623-9592638-9,74.0,471027.0,Meezan Bank,Savings
BANK-010523,Hassan Mughal,17623-9592638-9,44.0,645686.0,National Bank,Savings
BANK-010524,Hassaan Mughal,17623-9592638-9,47.0,1060512.0,Allied Bank,Savings
BANK-010525,Bano Mengal,43234-6071457-2,44.0,1013606.0,Soneri Bank,Business
BANK-010526,Bano Mengal,43234-6071457-2,64.0,947690.0,Bank of Punjab,Savings
BANK-010527,Khadija Laghari,36301-6940338-2,25.0,43289.0,National Bank,Savings
BANK-010528,Khadeeja Laghari,36301-6940338-2,7.0,140140.0,Habib Bank,Savings
BANK-010529,Naveed Mengal,42443-0628056-7,38.0,651514.0,Soneri Bank,Current
BANK-010530,Rizwan Aslam,49278-3214318-9,,23923.0,Meezan Bank,Current
BANK-010531,Zafar Gill,70087-5218733-1,30.0,142513.0,Meezan Bank,Savings
BANK-010532,Zafar Gill,70087-5218733-1,30.0,32087.0,Allied Bank,Savings
BANK-010533,Zafar Gill,70087-5218733-1,15.0,33931.0,Meezan Bank,Current
BANK-010534,Sajid Qureshi,38315-6196058-5,419.0,49827043.0,Askari Bank,Savings
BANK-010535,Sajid Qureshi,38315-6196058-5,331.0,70965543.0,Bank Al Habib,Current
BANK-010536,Naila Brohi,33473-3998451-4,,102213.0,Summit Bank,Business
BANK-010537,Sadia Bugti,37817-4957975-0,,8477983.0,Faysal Bank,Current
BANK-010538,Sadia Bugti,37817-4957975-0,53.0,10411318.0,Askari Bank,Current
BANK-010539,Asma Hussain,34938-4741369-2,250.0,13476041.0,JS Bank,Current
BANK-010540,Asma Hussain,34938-4741369-2,218.0,3607420.0,Soneri Bank,Savings
BANK-010541,Liaquat Khan,59488-2333235-7,126.0,59019015.0,Bank of Punjab,Current
BANK-010542,Liaquat Khan,59488-2333235-7,333.0,32071563.0,Allied Bank,Current
BANK-010543,Aneela Abbasi,38595-4792418-4,129.0,8962133.0,United Bank,Savings
BANK-010544,Aneela Abbasi,38595-4792418-4,84.0,12462441.0,Allied Bank,Current
BANK-010545,Aneela Abbasi,38595-4792418-4,146.0,2127227.0,Bank Alfalah,Savings
BANK-010546,Aneela Abbasi,38595-4792418-4,117.0,8227169.0,National Bank,Savings
BANK-010547,Babar Brohi,48831-8336977-1,336.0,84497379.0,Habib Bank,Current
BANK-010548,Babar Brohi,48831-8336977-1,430.0,81859279.0,Faysal Bank,Savings
BANK-010549,Maheen Warraich,42524-2088300-2,143.0,4116601.0,Bank Al Habib,Current
BANK-010550,Nadia Mengal,35621-5511518-0,25.0,1422245.0,Meezan Bank,Business
BANK-010551,Nadeea Mengal,35621-5511518-0,39.0,1069944.0,MCB Bank,Business
BANK-010552,Basit Chaudhry,30932-3214147-9,17.0,53592.0,United Bank,Savings
BANK-010553,Basit Chaudhry,30932-3214147-9,8.0,123740.0,Soneri Bank,Savings
BANK-010554,Sohail Minhas,33156-2574583-3,28.0,1675343.0,Askari Bank,Business
BANK-010555,Bano Sheikh,49188-1758947-6,59.0,11822996.0,Askari Bank,Current
BANK-010556,Bano Sheikh,49188-1758947-6,37.0,14610779.0,Soneri Bank,Savings
BANK-010557,Bano Sheikh,49188-1758947-6,,12118562.0,Askari Bank,Savings
BANK-010558,Bano Khan,39515-4109561-2,97.0,7522829.0,JS Bank,Business
BANK-010559,Munsoor Ahmed,36104-7829582-5,7.0,24300.0,Bank of Punjab,Current
BANK-010560,Salman Afridi,32724-1066113-3,,1314509.0,Soneri Bank,Savings
BANK-010561,Salman Afridi,32724-1066113-3,76.0,500778.0,Faysal Bank,Savings
BANK-010562,Aneela Niazi,41986-8300090-8,27.0,137675.0,Standard Chartered,Savings
BANK-010563,Aneela Niazi,41986-8300090-8,28.0,,Bank Alfalah,Savings
BANK-010564,Yasir Siddiqui,56793-0044057-3,36.0,1824384.0,Habib Bank,Savings
BANK-010565,Yasir Siddiqui,56793-0044057-3,75.0,1984968.0,Allied Bank,Savings
BANK-010566,Yasir Siddiqui,56793-0044057-3,27.0,187668.0,Bank Al Habib,Savings
BANK-010567,Naveed Khoso,32931-9448581-1,199.0,2769697.0,Bank Al Habib,Current
BANK-010568,Nadeem Tahir,38564-3205795-9,30.0,,Bank of Punjab,Current
BANK-010569,Nadeem Tahir,38564-3205795-9,164.0,8136541.0,MCB Bank,Current
BANK-010570,Maheen Sheikh,36210-9148871-6,105.0,19274169.0,JS Bank,Current
BANK-010571,Maheen Sheikh,36210-9148871-6,320.0,36260588.0,United Bank,Current
BANK-010572,Maheen Sheikh,36210-9148871-6,259.0,38360847.0,Bank of Punjab,Current
BANK-010573,Iqbal Bugti,49815-6643724-7,173.0,4025937.0,Bank Alfalah,Savings
BANK-010574,Iqbal Bugti,49815-6643724-7,99.0,71327240.0,MCB Bank,Savings
BANK-010575,Iqbal Bugti,49815-6643724-7,484.0,32181349.0,Standard Chartered,Savings
BANK-010576,Samina Awan,12122-3147683-4,10.0,16784.0,Summit Bank,Current
BANK-010577,Samina Awan,12122-3147683-4,4.0,176917.0,Allied Bank,Savings
BANK-010578,Samina Awan,12122-3147683-4,20.0,24343.0,Meezan Bank,Current
BANK-010579,Bano Bhatti,35578-8112581-2,437.0,77348488.0,United Bank,Savings
BANK-010580,Noor Gondal,31154-2562268-0,11.0,143923.0,MCB Bank,Business
BANK-010581,Bano Kayani,14738-7489926-6,20.0,149342.0,Allied Bank,Business
BANK-010582,Bano Kayani,14738-7489926-6,19.0,130794.0,Bank of Punjab,Current
BANK-010583,Khadija Raza,70285-2851124-6,20.0,39918.0,MCB Bank,Current
BANK-010584,Amir Laghari,45308-9560307-1,173.0,11069735.0,Bank of Punjab,Savings
BANK-010585,Amir Laghari,,179.0,9590530.0,MCB Bank,Current
BANK-010586,Amir Laghari,45308-9560307-1,39.0,5037514.0,Meezan Bank,Savings
BANK-010587,Ahmd Baloch,42648-0220745-3,24.0,162043.0,MCB Bank,Business
BANK-010588,Ahmed Baloch,42648-0220745-3,16.0,7296.0,Bank Alfalah,Savings
BANK-010589,Zubayer Mengal,36672-8148143-3,30.0,128137.0,Standard Chartered,Savings
BANK-010590,Zubayer Mengal,36672-8148143-3,6.0,108831.0,JS Bank,Business
BANK-010591,Zubayer Mengal,36672-8148143-3,7.0,135434.0,Askari Bank,Savings
BANK-010592,Ghulam Mengal,58445-6027084-5,27.0,721179.0,Allied Bank,Business
BANK-010593,Ghulam Mengal,58445-6027084-5,77.0,1185310.0,Bank Al Habib,Savings
BANK-010594,Ghulam Mengal,58445-6027084-5,37.0,707868.0,Allied Bank,Current
BANK-010595,Rabia Junejo,36269-1620974-6,493.0,,Meezan Bank,Savings
BANK-010596,Rabia Junejo,36269-1620974-6,116.0,17018671.0,Summit Bank,Savings
BANK-010597,Rabia Junejo,36269-1620974-6,451.0,17821613.0,Allied Bank,Current
BANK-010598,Rabia Junejo,36269-1620974-6,147.0,55612709.0,Bank of Punjab,Current
BANK-010599,Aneela Abbasi,38460-6835531-6,27.0,94511.0,Standard Chartered,Savings
BANK-010600,Asma Baig,33915-4623710-0,10.0,1860938.0,Askari Bank,Current
BANK-010601,Asma Baig,33915-4623710-0,26.0,1761152.0,Bank Alfalah,Current
BANK-010602,Riffat Gondal,45598-9672079-4,,59494.0,Bank Alfalah,Business
BANK-010603,Rubina Mirza,47531-9707622-0,6.0,113185.0,Faysal Bank,Savings
BANK-010604,Riffat Memon,19877-3114254-8,22.0,1880375.0,National Bank,Savings
BANK-010605,,19877-3114254-8,11.0,1929727.0,MCB Bank,Business
BANK-010606,Rubina Laghari,38718-1953840-2,8.0,165752.0,Allied Bank,Savings
BANK-010607,Zainab Mirza,35971-2318765-4,16.0,27079.0,Askari Bank,Current
BANK-010608,Waqas Tahir,35640-5588109-5,,56132.0,Bank Al Habib,Savings
BANK-010609,Waqas Tahir,35640-5588109-5,17.0,9824.0,Meezan Bank,Business
BANK-010610,Nadeea Mughal,13020-9703384-0,,37512577.0,Meezan Bank,Savings
BANK-010611,Nadia Mughal,,145.0,62138330.0,Askari Bank,Savings
BANK-010612,Usman Chaudhry,39379-0119089-3,116.0,4010362.0,Summit Bank,Current
BANK-010613,Uthman Chaudhry,39379-0119089-3,70.0,12834269.0,Meezan Bank,Savings
BANK-010614,Usman Chaudhry,39379-0119089-3,164.0,2092473.0,Soneri Bank,Current
BANK-010615,Rabia Chandio,35217-9063926-2,51.0,7674386.0,National Bank,Current
BANK-010616,Rabia Chandio,35217-9063926-2,177.0,994180.0,United Bank,Current
BANK-010617,Rabia Chandio,35217-9063926-2,200.0,10570367.0,Summit Bank,Savings
BANK-010618,Sadia Hashmi,53122-0390779-4,189.0,99681617.0,Soneri Bank,Savings
BANK-010619,Sadia Hashmi,53122-0390779-4,256.0,38860189.0,Bank of Punjab,Business
BANK-010620,Ahemad Khattak,30911-3001177-3,103.0,6018584.0,Standard Chartered,Savings
BANK-010621,Ahmad Khattak,30911-3001177-3,130.0,13001120.0,Soneri Bank,Savings
BANK-010622,Ahmd Khattak,30911-3001177-3,59.0,10162829.0,Standard Chartered,Savings
BANK-010623,Naila Baloch,49285-6288048-2,,6171084.0,MCB Bank,Business
BANK-010624,Nasreen Soomro,38308-4513437-0,103.0,9862350.0,Bank Alfalah,Current
BANK-010625,Nasreen Soomro,38308-4513437-0,54.0,4511661.0,Askari Bank,Current
BANK-010626,Nasreen Soomro,38308-4513437-0,123.0,13512484.0,Bank of Punjab,Current
BANK-010627,Sayeed Bugti,47868-7894997-5,40.0,7017171.0,JS Bank,Savings
BANK-010628,Saeid Bugti,47868-7894997-5,117.0,,MCB Bank,Savings
BANK-010629,Naveed Bhatti,34904-2133112-5,42.0,860400.0,Bank of Punjab,Savings
BANK-010630,Naveed Bhatti,34904-2133112-5,64.0,864492.0,JS Bank,Current
BANK-010631,Lubna Sheikh,40261-5953980-4,113.0,13446763.0,Allied Bank,Savings
BANK-010632,Lubna Sheikh,40261-5953980-4,157.0,13574319.0,Bank Alfalah,Business
BANK-010633,Lubna Sheikh,40261-5953980-4,156.0,826504.0,Bank Al Habib,Current
BANK-010634,Humaira Afridi,34872-4000773-0,72.0,1624660.0,National Bank,Business
BANK-010635,Humaira Afridi,34872-4000773-0,76.0,1602826.0,Bank of Punjab,Savings
BANK-010636,Zafar Shaikh,41162-7725539-5,28.0,,Standard Chartered,Savings
BANK-010637,Zafar Shaikh,41162-7725539-5,4.0,85984.0,Habib Bank,Savings
BANK-010638,Hina Afridi,35816-8958185-6,10.0,,Standard Chartered,Savings
BANK-010639,Hina Afridi,35816-8958185-6,9.0,,Bank of Punjab,Business
BANK-010640,Javed Mirza,64929-3447503-1,25.0,176439.0,Meezan Bank,Current
BANK-010641,Durr-e-Shahwar Sethi,30494-3168457-4,20.0,186099.0,Askari Bank,Current
BANK-010642,Durr-e-Shahwar Sethi,30494-3168457-4,19.0,80661.0,Summit Bank,Savings
BANK-010643,Durr-e-Shahwar Sethi,30494-3168457-4,2.0,67621.0,Standard Chartered,Business
BANK-010644,Shazia Hussain,36081-9199645-2,21.0,11993.0,Meezan Bank,Savings
BANK-010645,Salman Laghari,37945-5802762-3,156.0,10722053.0,Askari Bank,Business
BANK-010646,Salman Laghari,37945-5802762-3,110.0,6139523.0,Habib Bank,Current
BANK-010647,Salman Laghari,37945-5802762-3,58.0,8346253.0,Standard Chartered,Current
BANK-010648,Parveen Cheema,79328-7438073-6,18.0,732386.0,Askari Bank,Business
BANK-010649,Parveen Cheema,79328-7438073-6,55.0,748227.0,Soneri Bank,Savings
BANK-010650,Parveen Cheema,79328-7438073-6,58.0,1639770.0,Standard Chartered,Savings
BANK-010651,Asad Mengal,49834-4937533-5,62.0,1816223.0,Meezan Bank,Savings
BANK-010652,Asad Mengal,49834-4937533-5,18.0,1225185.0,JS Bank,Current
BANK-010653,Asma Jamali,19809-0130546-8,32.0,1383146.0,JS Bank,Savings
BANK-010654,Asma Jamali,19809-0130546-8,15.0,489476.0,MCB Bank,Current
BANK-010655,Farah Jatoi,67191-2724156-6,28.0,119306.0,Habib Bank,Current
BANK-010656,Farah Jatoi,67191-2724156-6,17.0,77155.0,MCB Bank,Savings
BANK-010657,Fateema Minhas,36674-4137717-2,3.0,83742.0,Meezan Bank,Savings
BANK-010658,Sunna Virk,47812-7435873-0,181.0,3305970.0,Bank Alfalah,Savings
BANK-010659,Zafar Hussain,38654-1448593-9,15.0,40549.0,Bank Al Habib,Savings
BANK-010660,,38654-1448593-9,30.0,16320.0,Bank Alfalah,Business
BANK-010661,,38654-1448593-9,9.0,,National Bank,Business
BANK-010662,Samina Shaikh,43823-4548363-0,334.0,3907982.0,Askari Bank,Current
BANK-010663,,43823-4548363-0,115.0,15961136.0,JS Bank,Business
BANK-010664,Samina Shaikh,43823-4548363-0,131.0,10383512.0,Habib Bank,Current
BANK-010665,Uzma Mirza,44330-4944816-2,57.0,397025.0,MCB Bank,Savings
BANK-010666,Uzma Mirza,44330-4944816-2,32.0,785667.0,Habib Bank,Current
BANK-010667,Madiha Qureshi,30787-3243671-2,4.0,78848.0,Bank of Punjab,Business
BANK-010668,Asma Khattak,35325-4057924-4,238.0,28215881.0,Standard Chartered,Business
BANK-010669,Asma Khattak,35325-4057924-4,242.0,17523364.0,MCB Bank,Current
BANK-010670,Komal Hashmi,39627-2226153-4,46.0,1221309.0,Standard Chartered,Savings
BANK-010671,Komal Hashmi,39627-2226153-4,58.0,1466803.0,Meezan Bank,Savings
BANK-010672,Waheed Baig,39710-4769521-1,66.0,725309.0,National Bank,Current
BANK-010673,Khaled Kayani,58097-2256354-3,13.0,33139.0,National Bank,Current
BANK-010674,Fateema Chandio,35503-2982966-2,29.0,110620.0,Summit Bank,Current
BANK-010675,Fathima Chandio,35503-2982966-2,9.0,147679.0,JS Bank,Current
BANK-010676,Daniyal Hussain,36783-9875790-3,126.0,10764777.0,United Bank,Business
BANK-010677,Daniyal Hussain,36783-9875790-3,152.0,13974092.0,Summit Bank,Current
BANK-010678,Bano Bhatti,11721-0053595-6,22.0,191035.0,JS Bank,Savings
BANK-010679,Bano Bhatti,11721-0053595-6,26.0,44914.0,Faysal Bank,Savings
BANK-010680,Allee Durrani,46535-0352807-5,,1505659.0,JS Bank,Business
BANK-010681,Meriam Awan,44189-0592706-0,17.0,1287780.0,Meezan Bank,Savings
BANK-010682,Maryam Awan,44189-0592706-0,,1567729.0,National Bank,Current
BANK-010683,Liaquat Awan,13895-8306946-1,65.0,40959170.0,Bank Al Habib,Current
BANK-010684,Liaquat Awan,13895-8306946-1,106.0,89479867.0,Bank Alfalah,Current
BANK-010685,Atif Bugti,34308-6954739-7,43.0,5449876.0,Askari Bank,Savings
BANK-010686,Atif Bugti,34308-6954739-7,40.0,1556237.0,Bank of Punjab,Savings
BANK-010687,Atif Bugti,34308-6954739-7,186.0,14439642.0,Meezan Bank,Current
BANK-010688,Muhamad Shaikh,58554-5733815-5,77.0,482055.0,Summit Bank,Savings
BANK-010689,Javed Gill,46372-8401269-3,151.0,8074599.0,Summit Bank,Business
BANK-010690,Javed Gill,46372-8401269-3,101.0,14504885.0,Habib Bank,Savings
BANK-010691,Zubaida Kayani,41259-1484065-4,,,Faysal Bank,Current
BANK-010692,Arif Soomro,35950-9048287-7,177.0,5163559.0,Allied Bank,Savings
BANK-010693,Shoaib Jatoi,69089-7791717-5,10.0,137737.0,Soneri Bank,Current
BANK-010694,Sohail Khattak,12909-4879976-5,79.0,189098.0,Askari Bank,Savings
BANK-010695,Zainab Baig,39676-5985659-0,12.0,1774541.0,Summit Bank,Business
BANK-010696,Nadia Warraich,33298-3893272-2,18.0,174721.0,JS Bank,Savings
BANK-010697,Aisha Ahmed,44421-0567125-0,29.0,184937.0,Standard Chartered,Current
BANK-010698,Waheed Bhatti,63553-1520352-1,75.0,749883.0,Summit Bank,Savings
BANK-010699,Waheed Bhatti,63553-1520352-1,73.0,346699.0,Bank Al Habib,Savings
BANK-010700,Waheed Bhatti,63553-1520352-1,60.0,492136.0,Faysal Bank,Savings
BANK-010701,Yasmin Baig,35510-7770755-8,29.0,73835.0,Summit Bank,Current
BANK-010702,Yasmin Baig,35510-7770755-8,21.0,181530.0,United Bank,Savings
BANK-010703,Khadeeja Sethi,32440-6601965-4,,310563.0,Bank of Punjab,Current
