record_id,traveler_name,cnic,passport_number,destination,airline,travel_class,departure_date,return_date
TRVL-005593,Noor Cheema,17400-1759869-6,TU8029994,UAE,PIA,Economy,2025-06-30,2025-07-27
TRVL-005594,Nighat Laghari,44861-5563963-8,VF5421291,Malaysia,Air Blue,Economy,2026-04-26,2026-05-14
TRVL-005595,Javed Gondal,,PX6431716,Thailand,PIA,Economy,2025-06-25,2025-07-18
TRVL-005596,Habib Rajput,50616-4364213-3,AT5574170,Turkey,Air Blue,Economy,2025-06-26,2025-07-20
TRVL-005597,Habib Rajput,,AT5574170,Malaysia,Malaysia Airlines,Business,2024-05-05,2024-05-26
TRVL-005598,Jaweria Malik,42174-1966791-4,TN6008775,UAE,Air Blue,Economy,2025-12-16,2025-12-26
TRVL-005599,,42174-1966791-4,TN6008775,Saudi Arabia,Serene Air,Economy,2024-02-18,2024-03-01
TRVL-005600,Mohd Shah,65060-7640129-1,CP1107752,Malaysia,Gulf Air,Business,2026-03-14,2026-03-27
TRVL-005601,Muhammad Shah,65060-7640129-1,CP1107752,Oman,Gulf Air,Business,2025-03-12,2025-04-04
TRVL-005602,Muhammad Shah,65060-7640129-1,CP1107752,UAE,Oman Air,Economy,2023-07-17,2023-08-16
TRVL-005603,Bushra Butt,45176-8396954-6,CS0075165,Turkey,Emirates,Economy,2024-06-25,2024-07-18
TRVL-005604,Bushra Butt,45176-8396954-6,CS0075165,Saudi Arabia,Emirates,Economy,2023-08-19,2023-09-16
TRVL-005605,Umair Junejo,35980-6534514-3,DN1772335,UK,Fly Jinnah,Business,2023-12-28,2023-12-31
TRVL-005606,Umair Junejo,35980-6534514-3,DN1772335,Malaysia,Gulf Air,Economy,2025-11-19,2025-11-25
TRVL-005607,Umair Junejo,35980-6534514-3,DN1772335,USA,Malaysia Airlines,Economy,2025-12-19,2025-12-27
TRVL-005608,Umair Junejo,35980-6534514-3,DN1772335,UAE,Saudi Airlines,Economy,2024-02-18,2024-03-02
TRVL-005609,Rubina Randhawa,,HS0764264,Turkey,Gulf Air,Economy,2024-01-08,2024-01-24
TRVL-005610,Rubina Randhawa,30663-6015755-0,HS0764264,UAE,Oman Air,Economy,2026-02-14,2026-03-08
TRVL-005611,Nadeem Niazi,49613-3831647-1,HI6705627,Qatar,Etihad,Economy,2025-08-17,2025-08-28
TRVL-005612,Nadeem Niazi,49613-3831647-1,HI6705627,Saudi Arabia,Turkish Airlines,Economy,2023-08-12,2023-09-04
TRVL-005613,Hussain Randhawa,32295-5065568-3,XD7467999,Saudi Arabia,PIA,Economy,2025-11-17,2025-11-28
TRVL-005614,Hussain Randhawa,32295-5065568-3,XD7467999,UAE,Gulf Air,Economy,2024-01-27,2024-02-18
TRVL-005615,Iqbal Khan,57846-0797314-3,,UK,British Airways,Economy,2023-09-07,2023-09-26
TRVL-005616,,57846-0797314-3,NW3100816,Oman,Etihad,Economy,2024-02-26,2024-03-03
TRVL-005617,Faisal Siddiqui,12375-3110644-3,CN0320822,UAE,Air Blue,First,2024-07-18,2024-07-22
TRVL-005618,Faisal Siddiqui,12375-3110644-3,CN0320822,Turkey,Fly Jinnah,Economy,2024-03-18,2024-04-13
TRVL-005619,Faisal Siddiqui,,CN0320822,Saudi Arabia,Thai Airways,First,2025-08-23,2025-08-30
TRVL-005620,Faisal Siddiqui,12375-3110644-3,CN0320822,UK,Thai Airways,Business,2025-03-03,2025-03-15
TRVL-005621,Faisal Siddiqui,12375-3110644-3,CN0320822,Thailand,Serene Air,First,2025-12-30,2026-01-06
TRVL-005622,Faisal Siddiqui,12375-3110644-3,CN0320822,UAE,Qatar Airways,Economy,2025-11-04,2025-11-18
TRVL-005623,Durr-e-Shahwar Ahmed,31956-8796331-8,BN4326255,China,Serene Air,Economy,2026-02-27,2026-03-23
TRVL-005624,Durr-e-Shahwar Ahmed,31956-8796331-8,BN4326255,UAE,Serene Air,Economy,2023-07-11,2023-08-01
TRVL-005625,Durr-e-Shahwar Ahmed,31956-8796331-8,BN4326255,UAE,PIA,Economy,2026-04-05,2026-04-10
TRVL-005626,Durr-e-Shahwar Ahmed,31956-8796331-8,BN4326255,Malaysia,Oman Air,Economy,2024-08-26,2024-09-13
TRVL-005627,Durr-e-Shahwar Ahmed,31956-8796331-8,BN4326255,UAE,Etihad,First,2023-10-24,2023-10-27
TRVL-005628,,31956-8796331-8,BN4326255,Turkey,Gulf Air,Business,2024-05-14,2024-05-29
TRVL-005629,Munsoor Aslam,37602-4293890-9,BN7552856,Turkey,Saudi Airlines,Business,2025-05-10,
TRVL-005630,Mansoor Aslam,37602-4293890-9,BN7552856,Oman,Qatar Airways,Economy,2026-01-10,2026-01-18
TRVL-005631,Iqbal Chaudhry,64063-3278319-1,NT4252170,UK,Thai Airways,Economy,2025-06-14,2025-06-24
TRVL-005632,Iqbal Chaudhry,64063-3278319-1,NT4252170,Saudi Arabia,Qatar Airways,Economy,2025-06-30,2025-07-27
TRVL-005633,Iqbal Chaudhry,64063-3278319-1,NT4252170,Malaysia,Qatar Airways,Economy,2024-03-03,2024-03-10
TRVL-005634,Iqbal Chaudhry,64063-3278319-1,NT4252170,Turkey,Saudi Airlines,Economy,2024-05-18,2024-05-24
TRVL-005635,Usman Chaudhry,44538-7159927-9,IJ7916401,Saudi Arabia,Serene Air,Economy,2025-03-12,2025-03-20
TRVL-005636,Farah Mughal,35282-2438373-4,ON6269329,Turkey,PIA,Economy,2026-01-01,2026-01-16
TRVL-005637,Pervaiz Randhawa,30476-7620206-9,WM3897645,Turkey,Serene Air,Economy,2024-01-20,
TRVL-005638,Pervaiz Randhawa,30476-7620206-9,WM3897645,UAE,,Business,2025-12-04,2025-12-14
TRVL-005639,Zubaida Bugti,37089-6516047-6,PD9781815,Saudi Arabia,Thai Airways,Economy,2024-03-21,2024-04-16
TRVL-005640,Durr-e-Shahwar Cheema,32964-3788896-4,IM6609186,Thailand,British Airways,Economy,2026-02-05,2026-03-06
TRVL-005641,Rabia Virk,33387-5218716-2,QN4597185,UAE,Serene Air,Economy,2026-04-02,2026-04-08
TRVL-005642,Rabia Virk,33387-5218716-2,QN4597185,UAE,Oman Air,Economy,2025-08-14,2025-09-09
TRVL-005643,Tahir Abbasi,40813-6813453-1,MV9815830,Oman,Serene Air,Economy,2024-07-27,2024-08-15
TRVL-005644,Tahir Abbasi,40813-6813453-1,MV9815830,Malaysia,Thai Airways,Economy,2024-02-28,2024-03-16
TRVL-005645,Durr-e-Shahwar Warraich,30509-4606446-8,XY2754617,Saudi Arabia,,Economy,2026-05-13,
TRVL-005646,Daniyal Abbasi,30865-8037244-9,AG9986625,Thailand,Fly Jinnah,Economy,2024-11-26,2024-12-06
TRVL-005647,Daniyal Abbasi,30865-8037244-9,AG9986625,Oman,Etihad,Economy,2025-05-17,2025-05-30
TRVL-005648,Daniyal Abbasi,30865-8037244-9,AG9986625,Turkey,Emirates,Economy,2025-12-25,2026-01-09
TRVL-005649,Amna Bhatti,32656-7626206-6,WN8070652,Saudi Arabia,Oman Air,First,2025-12-16,2026-01-09
TRVL-005650,Amna Bhatti,32656-7626206-6,WN8070652,Malaysia,Saudi Airlines,Economy,2023-09-27,2023-10-27
TRVL-005651,Amna Bhatti,,WN8070652,UAE,Malaysia Airlines,Economy,2024-06-04,2024-06-27
TRVL-005652,Amna Bhatti,32656-7626206-6,WN8070652,Saudi Arabia,Fly Jinnah,Economy,2025-01-20,2025-02-03
TRVL-005653,Samina Malik,40707-4995967-0,ZP2436588,UK,Turkish Airlines,Economy,2025-01-31,2025-02-06
TRVL-005654,Usman Bugti,30967-2142626-9,ZV8374519,Turkey,Serene Air,Economy,2024-01-04,2024-01-29
TRVL-005655,Usman Bugti,30967-2142626-9,ZV8374519,Turkey,Turkish Airlines,Economy,2023-11-28,2023-12-04
TRVL-005656,Adnan Shaikh,38261-0550091-5,YN7778556,Thailand,Fly Jinnah,Economy,2023-07-08,
TRVL-005657,Hossein Raza,35727-2216867-9,KH9423940,Saudi Arabia,Emirates,First,2024-04-22,2024-05-02
TRVL-005658,Husain Raza,35727-2216867-9,KH9423940,Saudi Arabia,Air Blue,Business,2025-09-02,2025-09-26
TRVL-005659,Hossein Raza,35727-2216867-9,KH9423940,UK,Air Blue,Economy,2025-08-04,2025-08-30
TRVL-005660,Hussan Raza,35727-2216867-9,KH9423940,Canada,Oman Air,Economy,2026-05-11,2026-06-07
TRVL-005661,Hussien Raza,35727-2216867-9,KH9423940,UK,Gulf Air,Economy,2025-03-26,2025-03-31
TRVL-005662,Husein Raza,35727-2216867-9,KH9423940,UAE,Gulf Air,First,2024-01-31,2024-03-01
TRVL-005663,Babar Mengal,,AU0780810,UAE,Saudi Airlines,Business,2026-01-08,2026-02-05
TRVL-005664,Babar Mengal,38861-5496150-5,AU0780810,Turkey,British Airways,First,2023-11-09,2023-11-13
TRVL-005665,Babar Mengal,38861-5496150-5,AU0780810,UAE,British Airways,Business,2024-03-14,2024-03-27
TRVL-005666,Babar Mengal,38861-5496150-5,AU0780810,Thailand,PIA,First,2025-06-21,2025-07-10
TRVL-005667,Babar Mengal,38861-5496150-5,,USA,Malaysia Airlines,Business,2026-01-22,2026-02-10
TRVL-005668,Babar Mengal,38861-5496150-5,AU0780810,Malaysia,Malaysia Airlines,Business,2025-12-30,2026-01-07
TRVL-005669,Khadija Randhawa,39683-8392357-8,DG5202235,Turkey,Fly Jinnah,First,2023-08-12,2023-09-04
TRVL-005670,Khadija Randhawa,39683-8392357-8,DG5202235,Turkey,Thai Airways,Business,2025-09-15,2025-10-03
TRVL-005671,Sunna Bhatti,44458-2052868-6,IY8137404,UK,Qatar Airways,Business,2025-08-02,
TRVL-005672,Sunna Bhatti,44458-2052868-6,IY8137404,Saudi Arabia,Fly Jinnah,Economy,2023-12-12,2023-12-20
TRVL-005673,Sana Bhatti,44458-2052868-6,IY8137404,Qatar,,Business,2023-11-04,2023-11-21
TRVL-005674,Sana Bhatti,44458-2052868-6,IY8137404,UK,Emirates,Business,2025-07-01,2025-07-20
TRVL-005675,Sana Bhatti,44458-2052868-6,IY8137404,Saudi Arabia,Emirates,First,2026-04-02,2026-04-14
TRVL-005676,Sunna Bhatti,44458-2052868-6,,Saudi Arabia,Turkish Airlines,Economy,2024-01-01,2024-01-31
TRVL-005677,Zainab Niazi,31414-6559701-2,KH9185739,Saudi Arabia,Saudi Airlines,Economy,2026-01-05,2026-01-12
TRVL-005678,Zainab Niazi,31414-6559701-2,KH9185739,USA,Emirates,Economy,2025-09-27,2025-10-16
TRVL-005679,Zaineb Niazi,31414-6559701-2,KH9185739,Saudi Arabia,British Airways,Economy,2023-06-14,2023-07-13
TRVL-005680,Meriam Kayani,78913-4801718-0,XO6603183,Malaysia,Serene Air,Business,2026-05-02,
TRVL-005681,Maryam Kayani,78913-4801718-0,XO6603183,Saudi Arabia,Thai Airways,Economy,2026-03-17,2026-04-10
TRVL-005682,Maryam Kayani,78913-4801718-0,XO6603183,Saudi Arabia,Etihad,Economy,2025-04-13,2025-05-06
TRVL-005683,Sajid Niazi,41569-1448709-7,RD1524487,UAE,Fly Jinnah,First,2025-08-31,2025-09-21
TRVL-005684,Nasreen Tahir,38111-4855428-4,ZV6402398,UK,Turkish Airlines,Economy,2025-03-27,2025-04-25
TRVL-005685,Kassim Abbasi,31584-6052593-5,KC8074628,Saudi Arabia,Serene Air,Economy,2025-01-08,2025-01-21
TRVL-005686,Kasim Abbasi,31584-6052593-5,KC8074628,Saudi Arabia,Malaysia Airlines,Economy,2023-08-19,2023-09-07
TRVL-005687,Qasim Abbasi,31584-6052593-5,KC8074628,Malaysia,British Airways,Business,2026-05-31,2026-06-23
TRVL-005688,Rafiq Rajput,43145-7415533-3,SQ7306281,UAE,Emirates,Economy,2025-09-13,2025-09-16
TRVL-005689,Madiha Ali,14494-1680410-0,NS7921815,Saudi Arabia,British Airways,Economy,2025-04-09,2025-04-19
TRVL-005690,Meriam Sethi,36772-6801916-4,BS3779918,UAE,Gulf Air,Economy,2024-06-03,2024-06-13
TRVL-005691,Maryam Sethi,36772-6801916-4,BS3779918,UAE,Air Blue,Economy,2025-06-30,2025-07-26
TRVL-005692,Ghulam Shaikh,41523-3671890-3,BL8243057,Malaysia,Thai Airways,Business,2025-01-25,2025-01-29
TRVL-005693,Amir Siddiqui,33559-9249176-1,DI2831754,UAE,Thai Airways,Economy,2024-12-08,
TRVL-005694,Zeeshan Baig,49864-2792214-1,KA5774127,UAE,Thai Airways,Business,2025-12-14,2025-12-28
TRVL-005695,Zeeshan Baig,49864-2792214-1,KA5774127,Malaysia,Air Blue,Economy,2026-05-30,2026-06-17
TRVL-005696,Zeeshan Baig,49864-2792214-1,KA5774127,UAE,Serene Air,Business,2025-11-23,2025-12-20
TRVL-005697,Zeeshan Baig,49864-2792214-1,KA5774127,Thailand,Thai Airways,Economy,2023-11-11,2023-12-01
TRVL-005698,Daniyal Shaikh,37706-4681099-9,QN4161371,Malaysia,PIA,Economy,2025-04-03,2025-04-24
TRVL-005699,Lubna Ali,35623-1623423-0,IJ5148965,Qatar,,Economy,2024-01-06,2024-01-23
TRVL-005700,Lubna Ali,35623-1623423-0,IJ5148965,UAE,Oman Air,Economy,2024-07-12,2024-07-24
TRVL-005701,Madiha Hussain,30625-8153452-8,KB6074853,Saudi Arabia,Oman Air,First,2025-06-23,2025-07-18
TRVL-005702,Madiha Hussain,30625-8153452-8,KB6074853,Malaysia,Fly Jinnah,Economy,2024-06-08,
TRVL-005703,Madiha Hussain,30625-8153452-8,KB6074853,UK,Gulf Air,First,2023-10-21,2023-10-28
TRVL-005704,Madiha Hussain,30625-8153452-8,KB6074853,Saudi Arabia,PIA,Economy,2024-08-26,2024-09-10
TRVL-005705,Madiha Hussain,30625-8153452-8,KB6074853,UAE,Thai Airways,Economy,2025-12-28,2026-01-21
TRVL-005706,Irfan Warraich,45564-6768804-5,MD4853925,UK,Qatar Airways,Economy,2025-10-04,2025-10-15
TRVL-005707,Nighat Hashmi,46888-3105158-8,PP9188898,UAE,Malaysia Airlines,Business,2025-03-08,2025-04-04
TRVL-005708,Rubina Minhas,72305-1434728-0,OW0596026,UAE,Fly Jinnah,Business,2024-07-17,2024-08-05
TRVL-005709,Atif Aslam,35290-9680468-1,HM0752735,Qatar,Fly Jinnah,Business,2024-04-01,2024-05-01
TRVL-005710,,35290-9680468-1,HM0752735,Turkey,Fly Jinnah,Business,2023-06-21,
TRVL-005711,Atif Aslam,35290-9680468-1,HM0752735,Thailand,Thai Airways,Economy,2023-06-24,2023-07-19
TRVL-005712,Atif Aslam,35290-9680468-1,HM0752735,Saudi Arabia,Qatar Airways,Economy,2025-11-26,2025-12-19
TRVL-005713,Noor Baig,45463-1877619-8,VK5223192,Saudi Arabia,Oman Air,Economy,2025-09-01,2025-10-01
TRVL-005714,Maheen Khattak,35115-1947038-2,JB5088584,Turkey,Air Blue,Economy,2023-12-13,2023-12-30
TRVL-005715,Maheen Khattak,35115-1947038-2,JB5088584,Thailand,Etihad,Business,2025-08-28,2025-09-07
TRVL-005716,Maheen Khattak,35115-1947038-2,JB5088584,UAE,Qatar Airways,Economy,2023-06-24,2023-07-22
TRVL-005717,Maheen Khattak,35115-1947038-2,JB5088584,China,Oman Air,First,2025-01-15,2025-01-29
TRVL-005718,Maheen Khattak,35115-1947038-2,JB5088584,Saudi Arabia,Emirates,Business,2026-03-25,2026-04-12
TRVL-005719,Riffat Shah,33631-9083342-4,ZI0344443,UAE,Qatar Airways,Economy,2024-04-27,2024-05-27
TRVL-005720,Riffat Shah,33631-9083342-4,ZI0344443,UAE,Etihad,Business,2026-05-16,2026-05-29
TRVL-005721,Riffat Shah,33631-9083342-4,ZI0344443,UAE,Gulf Air,Economy,2024-10-15,2024-11-04
TRVL-005722,Riffat Shah,33631-9083342-4,ZI0344443,Qatar,Emirates,Economy,2025-03-09,2025-04-04
TRVL-005723,Komal Hashmi,31566-5275393-2,JV6713758,Turkey,Saudi Airlines,Economy,2024-12-26,2025-01-08
TRVL-005724,Komal Hashmi,31566-5275393-2,JV6713758,Saudi Arabia,Etihad,Economy,2023-11-25,2023-12-08
TRVL-005725,Komal Hashmi,31566-5275393-2,JV6713758,Turkey,Oman Air,Economy,2024-02-08,2024-02-24
TRVL-005726,Nasreen Bhatti,15738-5276659-2,ON0004748,Malaysia,Thai Airways,Economy,2025-04-04,2025-04-30
TRVL-005727,Nasreen Bhatti,15738-5276659-2,ON0004748,UAE,PIA,Economy,2026-03-21,2026-04-12
TRVL-005728,Yasir Gill,48585-7327947-5,CK3600405,UAE,Saudi Airlines,Business,2025-12-08,2025-12-31
TRVL-005729,Irfan Khattak,34537-2493298-3,XQ1374334,UAE,British Airways,First,2024-07-11,2024-08-01
TRVL-005730,Irfan Khattak,34537-2493298-3,XQ1374334,Saudi Arabia,Serene Air,Economy,2024-07-22,2024-07-30
TRVL-005731,Irfan Khattak,34537-2493298-3,XQ1374334,UAE,Saudi Airlines,Economy,2025-09-22,
TRVL-005732,Irfan Khattak,34537-2493298-3,XQ1374334,UK,Thai Airways,First,2025-03-31,2025-04-07
TRVL-005733,Zainab Laghari,41064-5168166-4,MH2668199,Malaysia,Saudi Airlines,Economy,2025-11-06,2025-12-01
TRVL-005734,Zeynab Laghari,41064-5168166-4,MH2668199,UAE,Air Blue,Economy,2025-01-01,2025-01-11
TRVL-005735,Yasir Rajput,37440-5765024-3,HN2713429,Saudi Arabia,British Airways,Economy,2026-01-18,2026-01-27
TRVL-005736,Rubina Malik,34494-5536380-0,YQ1300439,China,Malaysia Airlines,Economy,2024-08-14,2024-08-22
TRVL-005737,Rubina Malik,34494-5536380-0,YQ1300439,Malaysia,Fly Jinnah,Economy,2026-05-05,2026-05-17
TRVL-005738,Zahid Mughal,32422-4748163-9,ZF5397598,UK,Malaysia Airlines,Economy,2025-02-19,
TRVL-005739,Bilal Jamali,30549-2421782-1,CP7145795,Oman,Emirates,Economy,2024-04-24,2024-05-01
TRVL-005740,Farah Soomro,36884-8659283-6,TZ0511049,USA,Malaysia Airlines,Business,2025-03-15,2025-04-09
TRVL-005741,Farah Soomro,36884-8659283-6,TZ0511049,Saudi Arabia,Etihad,First,2025-10-17,2025-10-28
TRVL-005742,Farah Soomro,36884-8659283-6,TZ0511049,Turkey,Saudi Airlines,First,2025-10-26,2025-11-14
TRVL-005743,Farah Soomro,36884-8659283-6,TZ0511049,Saudi Arabia,Turkish Airlines,Economy,2025-07-01,2025-07-21
TRVL-005744,Farah Soomro,36884-8659283-6,TZ0511049,Saudi Arabia,British Airways,Economy,2024-03-16,
TRVL-005745,Durr-e-Shahwar Khoso,30878-9144322-0,AB2839194,UK,Oman Air,Economy,2025-01-08,2025-01-19
TRVL-005746,Ghulam Siddiqui,35847-3487165-9,,Turkey,Saudi Airlines,Business,2025-10-28,2025-11-16
TRVL-005747,Ghulam Siddiqui,35847-3487165-9,TA3711375,Saudi Arabia,Serene Air,Economy,2025-10-22,2025-11-08
TRVL-005748,Aisha Khattak,17159-3312763-8,,UK,Qatar Airways,First,2025-07-03,2025-07-18
TRVL-005749,Aisha Khattak,17159-3312763-8,FA8999691,Malaysia,Malaysia Airlines,Economy,2024-07-11,2024-08-08
TRVL-005750,Aisha Minhas,30547-3403473-8,GE7433935,UAE,Malaysia Airlines,Business,2024-10-01,2024-10-28
TRVL-005751,Bilal Warraich,49865-9015871-1,HA3854740,UAE,PIA,Economy,2025-11-26,2025-12-15
TRVL-005752,Bilal Warraich,49865-9015871-1,,Saudi Arabia,Thai Airways,Economy,2024-11-28,2024-12-04
TRVL-005753,Talha Sheikh,58320-9654920-5,KR4067674,Malaysia,Emirates,Economy,2026-06-12,2026-07-07
TRVL-005754,Talha Sheikh,58320-9654920-5,,Turkey,Gulf Air,Economy,2025-02-20,2025-03-11
TRVL-005755,Rizwan Memon,38681-6739906-5,UN0839461,Malaysia,Malaysia Airlines,Business,2024-01-13,2024-01-17
TRVL-005756,Rizwan Memon,38681-6739906-5,UN0839461,UAE,Malaysia Airlines,First,2026-04-02,2026-04-09
TRVL-005757,Imron Chandio,31843-4098352-5,ON3905644,China,Qatar Airways,Economy,2023-12-14,2024-01-09
TRVL-005758,Atif Qureshi,36315-8632898-1,WS5693790,UK,British Airways,Business,2024-06-03,2024-06-09
TRVL-005759,Atif Qureshi,36315-8632898-1,WS5693790,Oman,Fly Jinnah,Economy,2025-05-06,2025-05-27
TRVL-005760,Iram Ahmed,33959-7459972-4,PE3019355,UK,Thai Airways,Business,2026-06-03,2026-07-03
TRVL-005761,,33959-7459972-4,PE3019355,Malaysia,Etihad,Economy,2024-02-19,2024-02-24
TRVL-005762,Qudsia Qureshi,,XC3892464,UK,,Economy,2023-11-15,2023-11-21
TRVL-005763,Meriam Virk,12740-1833683-8,MP1644956,UAE,Saudi Airlines,Business,2024-05-11,2024-05-22
TRVL-005764,Maryam Virk,12740-1833683-8,MP1644956,Thailand,Saudi Airlines,Economy,2025-08-10,2025-08-29
TRVL-005765,Mushtaq Tahir,46379-7170583-5,EF0944501,China,Malaysia Airlines,Economy,2025-02-24,
TRVL-005766,Mushtaq Tahir,46379-7170583-5,EF0944501,Thailand,Qatar Airways,Economy,2024-11-19,2024-12-12
TRVL-005767,,15232-4100413-9,LO0150415,Saudi Arabia,Serene Air,Business,2025-10-15,2025-10-25
TRVL-005768,Waheed Aslam,37454-1182768-3,QG2623266,Thailand,Serene Air,First,2026-01-21,2026-02-05
TRVL-005769,Waheed Aslam,37454-1182768-3,QG2623266,Malaysia,Etihad,Business,2026-05-30,2026-06-15
TRVL-005770,Naila Baig,31140-2776270-2,AB4452159,Canada,Oman Air,Business,2026-05-11,2026-05-24
TRVL-005771,Naila Baig,31140-2776270-2,AB4452159,Saudi Arabia,Emirates,Economy,2023-09-01,2023-09-10
TRVL-005772,Naila Baig,31140-2776270-2,AB4452159,Saudi Arabia,Saudi Airlines,Economy,2024-02-17,2024-03-08
TRVL-005773,Farah Siddiqui,10655-9831965-6,CE0457239,Turkey,Qatar Airways,Economy,2025-02-06,2025-03-08
TRVL-005774,Farah Siddiqui,10655-9831965-6,CE0457239,Malaysia,Air Blue,Economy,2026-02-24,
TRVL-005775,Farah Siddiqui,10655-9831965-6,CE0457239,Turkey,Air Blue,Business,2023-06-21,2023-06-25
TRVL-005776,Khadija Awan,14239-3210817-8,UU5419430,Malaysia,Turkish Airlines,Economy,2023-11-01,2023-11-17
TRVL-005777,Khadeejah Awan,14239-3210817-8,,Oman,Thai Airways,Economy,2024-01-24,2024-02-13
TRVL-005778,Khadija Awan,14239-3210817-8,UU5419430,Turkey,Serene Air,Business,2025-06-14,2025-07-14
TRVL-005779,Khadeejah Awan,14239-3210817-8,UU5419430,Saudi Arabia,Fly Jinnah,Economy,2025-12-31,2026-01-19
TRVL-005780,Maheen Memon,37384-1637588-8,JZ7711995,UAE,Saudi Airlines,Economy,2025-04-19,2025-05-07
TRVL-005781,Habib Afridi,34637-1202745-7,GI3495090,USA,Emirates,First,2023-10-27,2023-11-23
TRVL-005782,Habib Afridi,34637-1202745-7,GI3495090,UK,Fly Jinnah,Business,2023-09-20,2023-09-23
TRVL-005783,Owais Baig,31190-2664129-7,LU9541316,Canada,Turkish Airlines,Economy,2024-07-25,2024-08-23
TRVL-005784,Owais Baig,31190-2664129-7,LU9541316,UAE,Saudi Airlines,Economy,2024-05-22,2024-05-31
TRVL-005785,Lubna Tahir,35640-4535216-6,AK1164001,Saudi Arabia,Saudi Airlines,Economy,2025-01-09,2025-01-31
TRVL-005786,Parveen Sheikh,43823-2197377-4,AM5445665,UAE,Air Blue,First,2023-10-15,2023-10-23
TRVL-005787,Usmaan Sheikh,48502-5196350-1,,UAE,PIA,Business,2026-01-14,2026-01-25
TRVL-005788,Kassim Raza,39471-9163804-7,MK3448601,UK,Malaysia Airlines,Economy,2023-08-10,2023-08-30
TRVL-005789,Qasim Raza,39471-9163804-7,,UAE,Air Blue,Economy,2025-01-30,2025-02-06
TRVL-005790,Qasim Raza,39471-9163804-7,MK3448601,Saudi Arabia,Etihad,Business,2025-02-24,2025-03-22
TRVL-005791,Ghazala Khan,,NY0452609,Saudi Arabia,Fly Jinnah,Economy,2026-01-21,2026-02-17
TRVL-005792,Ghazala Khan,46850-7698335-6,NY0452609,UAE,Malaysia Airlines,Economy,2026-03-28,2026-04-18
TRVL-005793,Ghazala Khan,46850-7698335-6,,Saudi Arabia,Gulf Air,Business,2025-08-30,2025-09-25
TRVL-005794,Ghazala Yousafzai,31352-4484100-2,QJ1710272,UAE,Oman Air,Business,2024-08-31,2024-09-21
TRVL-005795,Ghazala Yousafzai,31352-4484100-2,QJ1710272,Malaysia,Emirates,Business,2025-12-27,2026-01-24
TRVL-005796,Ghazala Yousafzai,31352-4484100-2,QJ1710272,UAE,Fly Jinnah,Economy,2023-09-10,2023-09-27
TRVL-005797,Nasreen Niazi,36903-8590685-8,NM2008853,UK,Serene Air,First,2024-03-11,2024-04-05
TRVL-005798,Nasreen Niazi,36903-8590685-8,NM2008853,Saudi Arabia,Malaysia Airlines,Business,2026-03-03,2026-03-12
TRVL-005799,Asma Abbasi,64900-5834611-2,LF8928054,Thailand,Gulf Air,Economy,2025-07-19,2025-08-07
TRVL-005800,Asma Abbasi,64900-5834611-2,,UK,,Business,2025-04-24,2025-05-03
TRVL-005801,Asma Abbasi,64900-5834611-2,LF8928054,UK,Serene Air,First,2023-06-29,2023-07-06
TRVL-005802,Asma Abbasi,64900-5834611-2,LF8928054,Malaysia,Fly Jinnah,Economy,2024-04-21,2024-05-14
TRVL-005803,Amir Memon,48434-7129702-7,LP6482961,Saudi Arabia,Serene Air,Economy,2026-03-29,2026-04-07
TRVL-005804,Amir Memon,48434-7129702-7,LP6482961,UAE,Air Blue,Economy,2025-08-25,2025-09-09
TRVL-005805,Amir Memon,48434-7129702-7,LP6482961,Saudi Arabia,Thai Airways,Economy,2024-08-30,2024-09-15
TRVL-005806,Amir Memon,48434-7129702-7,LP6482961,Turkey,Oman Air,Business,2024-04-10,2024-05-07
TRVL-005807,Fateema Jatoi,43918-8325776-4,KO7580502,Saudi Arabia,Emirates,Economy,2023-08-04,2023-08-29
TRVL-005808,Fatima Jatoi,43918-8325776-4,KO7580502,Malaysia,Thai Airways,Economy,2025-12-30,2026-01-08
TRVL-005809,Fatima Jatoi,43918-8325776-4,KO7580502,Saudi Arabia,Qatar Airways,Economy,2025-08-14,2025-09-07
TRVL-005810,Fathima Jatoi,43918-8325776-4,KO7580502,UAE,British Airways,Business,2025-08-22,2025-09-18
TRVL-005811,Bushra Khoso,38012-4990901-2,UN9386832,UAE,Etihad,Economy,2026-06-02,2026-06-16
TRVL-005812,Javed Ali,,QN8628168,UK,,Business,2024-06-06,2024-07-03
TRVL-005813,Madiha Hussain,45808-4906815-6,IX2763309,China,Air Blue,Business,2026-01-23,2026-01-29
TRVL-005814,Wardah Laghari,65959-0492707-8,ES7118472,Turkey,Malaysia Airlines,Business,2024-03-02,2024-03-08
TRVL-005815,,41634-7092079-5,MH3586514,China,Emirates,Economy,2026-04-25,2026-05-23
TRVL-005816,Atif Abbasi,41634-7092079-5,MH3586514,UAE,Oman Air,Economy,2023-08-08,2023-08-30
TRVL-005817,Khadijah Abbasi,77621-4157965-2,PC8015133,UK,Gulf Air,Economy,2024-12-22,2025-01-17
TRVL-005818,Khadija Abbasi,77621-4157965-2,PC8015133,Thailand,Saudi Airlines,Economy,2024-06-18,2024-06-30
TRVL-005819,Fahad Gill,35937-1124582-9,AY0888523,UAE,PIA,Business,2026-03-26,2026-04-15
TRVL-005820,Atif Qureshi,37179-6472919-5,SE3961818,UAE,Turkish Airlines,Business,2023-06-13,2023-06-18
TRVL-005821,Fahad Mengal,33846-7336494-1,ZH8659639,Thailand,Emirates,Economy,2024-02-12,2024-03-12
