record_id,account_holder,cnic,utility_type,provider,monthly_amount,address,city
UTIL-013317,Rubina Cheema,16152-2400083-8,gas,SNGPL,17895.0,"416-Peshawar Area, Peshawar",Peshawar
UTIL-013318,Rizwan Gill,54650-8047951-9,electricity,QESCO,6917.0,"301-Loralai Area, Loralai",Loralai
UTIL-013319,Rizwan Gill,54650-8047951-9,gas,SSGC,3332.0,"301-Loralai Area, Loralai",Loralai
UTIL-013320,Riffat Awan,,electricity,GEPCO,984.0,"310-Sialkot Area, Sialkot",Sialkot
UTIL-013321,Riffat Awan,39075-3050033-6,gas,SNGPL,761.0,"310-Sialkot Area, Sialkot",Sialkot
UTIL-013322,Bilal Hashmi,35569-9901031-5,electricity,FESCO,93015.0,"33-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-013323,Bilal Hashmi,35569-9901031-5,gas,SNGPL,32294.0,"33-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-013324,Riffat Brohi,65539-8335920-4,electricity,IESCO,3277.0,"142-F-10, Islamabad",Islamabad
UTIL-013325,Riffat Brohi,65539-8335920-4,gas,SNGPL,312.0,"142-F-10, Islamabad",Islamabad
UTIL-013326,Riffat Laghari,10887-0952998-0,electricity,PESCO,2500.0,"214-Mansehra Area, Mansehra",Mansehra
UTIL-013327,Riffat Laghari,10887-0952998-0,gas,SNGPL,814.0,"214-Mansehra Area, Mansehra",Mansehra
UTIL-013328,Umair Warraich,31161-7437240-3,electricity,FESCO,51385.0,"253-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013329,Umair Warraich,31161-7437240-3,gas,SNGPL,31995.0,"253-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013330,Hussan Baloch,59627-3797961-3,electricity,QESCO,9540.0,"190-Quetta Area, Quetta",Quetta
UTIL-013331,Hussan Baloch,59627-3797961-3,gas,SSGC,6795.0,"190-Quetta Area, Quetta",Quetta
UTIL-013332,Iqbal Brohi,44078-0188727-1,electricity,K-Electric,77087.0,"264-Larkana Area, Larkana",Larkana
UTIL-013333,Iqbal Brohi,44078-0188727-1,gas,SSGC,44298.0,"264-Larkana Area, Larkana",Larkana
UTIL-013334,Basit Soomro,,electricity,K-Electric,13646.0,"197-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-013335,Basit Soomro,49561-2399986-1,gas,SSGC,6012.0,"197-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-013336,Shazia Kayani,33918-5418976-6,electricity,FESCO,4132.0,"213-Satellite Town, Rawalpindi",Rawalpindi
UTIL-013337,Shazia Kayani,33918-5418976-6,gas,SNGPL,274.0,"213-Satellite Town, Rawalpindi",Rawalpindi
UTIL-013338,Sadia Sethi,,electricity,GEPCO,534.0,"111-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013339,Sadia Sethi,32046-3751163-8,gas,SNGPL,933.0,"111-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013340,Fathima Memon,42696-3519343-8,electricity,SEPCO,2596.0,"172-Nawabshah Area, Nawabshah",Nawabshah
UTIL-013341,Umar Shaikh,38514-9128285-9,electricity,MEPCO,10347.0,"100-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-013342,Umar Shaikh,38514-9128285-9,gas,SNGPL,2738.0,"100-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-013343,Azhar Virk,48942-6232207-7,electricity,K-Electric,22330.0,"26-Malir Cantt, Karachi",Karachi
UTIL-013344,Sadia Laghari,,electricity,LESCO,1739.0,"383-Sialkot Area, Sialkot",Sialkot
UTIL-013345,Sadia Laghari,34467-6433365-2,gas,SNGPL,1829.0,"383-Sialkot Area, Sialkot",Sialkot
UTIL-013346,Parveen Minhas,30359-2238646-2,electricity,LESCO,2551.0,"483-Sialkot Area, Sialkot",Sialkot
UTIL-013347,Parveen Minhas,30359-2238646-2,gas,SNGPL,1003.0,,Sialkot
UTIL-013348,Zubair Aslam,41443-1575735-9,electricity,HESCO,32730.0,"33-Nawabshah Area, Nawabshah",Nawabshah
UTIL-013349,Zubair Aslam,41443-1575735-9,gas,SSGC,17151.0,"33-Nawabshah Area, Nawabshah",Nawabshah
UTIL-013350,Saima Hashmi,35730-6966249-0,electricity,FESCO,3613.0,"478-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-013351,Saima Hashmi,35730-6966249-0,gas,SNGPL,434.0,"478-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-013352,Naila Hussain,33262-4409679-2,electricity,FESCO,7740.0,"337-Sialkot Area, Sialkot",Sialkot
UTIL-013353,Farah Gondal,36445-5360362-6,electricity,GEPCO,3046.0,"229-Gujrat Area, Gujrat",Gujrat
UTIL-013354,,36445-5360362-6,gas,SNGPL,,"229-Gujrat Area, Gujrat",Gujrat
UTIL-013355,Babar Gill,17962-4466402-5,electricity,PESCO,35125.0,"1-Mansehra Area, Mansehra",Mansehra
UTIL-013356,Babar Gill,17962-4466402-5,gas,SNGPL,,"1-Mansehra Area, Mansehra",Mansehra
UTIL-013357,Madiha Yousafzai,31879-9794775-8,electricity,GEPCO,74452.0,"97-Multan Area, Multan",Multan
UTIL-013358,Madiha Yousafzai,31879-9794775-8,gas,SNGPL,33415.0,"97-Multan Area, Multan",Multan
UTIL-013359,Owais Khattak,13903-4277392-9,electricity,PESCO,1185.0,"96-Peshawar Area, Peshawar",Peshawar
UTIL-013360,Kamran Randhawa,38926-0570237-7,electricity,FESCO,2646.0,"153-DHA Phase 2, Rawalpindi",Rawalpindi
UTIL-013361,Kamran Randhawa,38926-0570237-7,gas,SNGPL,642.0,"153-DHA Phase 2, Rawalpindi",Rawalpindi
UTIL-013362,Noman Mughal,,electricity,MEPCO,14766.0,"55-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013363,Maheen Gill,38218-2428562-2,electricity,FESCO,11000.0,"86-Gujrat Area, Gujrat",Gujrat
UTIL-013364,,37864-2470004-3,electricity,FESCO,1162.0,"69-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013365,Habib Mughal,37864-2470004-3,gas,SNGPL,1037.0,,Gujranwala
UTIL-013366,Durr-e-Shahwar Jamali,,electricity,HESCO,16728.0,"198-Gulistan-e-Johar, Karachi",Karachi
UTIL-013367,Noman Iqbal,40583-2061067-7,electricity,K-Electric,26299.0,"88-Khairpur Area, Khairpur",Khairpur
UTIL-013368,Noman Iqbal,40583-2061067-7,gas,SSGC,,"88-Khairpur Area, Khairpur",Khairpur
UTIL-013369,,39664-4518349-8,electricity,MEPCO,14840.0,"438-Sialkot Area, Sialkot",Sialkot
UTIL-013370,Shazia Baig,39664-4518349-8,gas,SNGPL,3428.0,"438-Sialkot Area, Sialkot",Sialkot
UTIL-013371,Naila Shaikh,48733-3166489-0,electricity,K-Electric,17122.0,"463-Gulshan-e-Iqbal, Karachi",Karachi
UTIL-013372,Naila Shaikh,48733-3166489-0,gas,SSGC,16909.0,,Karachi
UTIL-013373,Humaira Khan,59314-1157085-8,electricity,QESCO,23327.0,"363-Chaman Area, Chaman",Chaman
UTIL-013374,,,gas,SSGC,9594.0,"363-Chaman Area, Chaman",Chaman
UTIL-013375,Uzma Afridi,38321-4155805-8,electricity,FESCO,771.0,"334-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013376,Uzma Afridi,38321-4155805-8,gas,SNGPL,1323.0,"334-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013377,Imran Awan,41008-2123328-1,electricity,SEPCO,4336.0,"279-Hyderabad Area, Hyderabad",Hyderabad
UTIL-013378,Imran Awan,41008-2123328-1,gas,SSGC,1470.0,"279-Hyderabad Area, Hyderabad",Hyderabad
UTIL-013379,M. Ahmed,31553-0911698-3,electricity,LESCO,5638.0,"483-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-013380,Bano Shaikh,36001-9608322-0,electricity,LESCO,33712.0,"233-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013381,Bano Shaikh,36001-9608322-0,gas,SNGPL,9582.0,"233-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013382,Tanveer Soomro,36433-1204294-7,electricity,LESCO,32418.0,"217-Sahiwal Area, Sahiwal",Sahiwal
UTIL-013383,Durr-e-Shahwar Iqbal,54203-8479328-0,electricity,QESCO,1218.0,"121-Sibi Area, Sibi",Sibi
UTIL-013384,Durr-e-Shahwar Iqbal,54203-8479328-0,gas,SSGC,2302.0,,Sibi
UTIL-013385,Tanzeela Chandio,36445-1452489-0,electricity,MEPCO,15225.0,"173-Sargodha Area, Sargodha",Sargodha
UTIL-013386,Tanzeela Chandio,36445-1452489-0,gas,SNGPL,4742.0,"173-Sargodha Area, Sargodha",Sargodha
UTIL-013387,Amna Hussain,34357-0947283-8,electricity,MEPCO,93963.0,"264-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-013388,Amna Hussain,34357-0947283-8,gas,SNGPL,36949.0,"264-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-013389,Aesha Qureshi,33923-5588232-8,electricity,GEPCO,32256.0,"370-Committee Chowk, Rawalpindi",Rawalpindi
UTIL-013390,Bilal Jamali,41174-2313383-5,electricity,HESCO,70015.0,"213-Sukkur Area, Sukkur",Sukkur
UTIL-013391,Bilal Jamali,41174-2313383-5,gas,SSGC,22073.0,"213-Sukkur Area, Sukkur",Sukkur
UTIL-013392,Khadijah Khattak,34257-4577425-8,electricity,MEPCO,3258.0,"188-Gujranwala Area, Gujranwala",
UTIL-013393,Amna Jatoi,36283-8896271-4,electricity,LESCO,54574.0,,Dera Ghazi Khan
UTIL-013394,Amna Jatoi,36283-8896271-4,gas,SNGPL,12710.0,"289-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-013395,Asad Khattak,36929-4888169-9,electricity,GEPCO,7113.0,"36-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-013396,Asad Khattak,36929-4888169-9,gas,SNGPL,6658.0,"36-Bahawalpur Area, Bahawalpur",Bahawalpur
UTIL-013397,Tanveer Hussain,41039-2792027-9,electricity,HESCO,21310.0,"56-Sukkur Area, Sukkur",Sukkur
UTIL-013398,Tanveer Hussain,41039-2792027-9,gas,SSGC,11531.0,"56-Sukkur Area, Sukkur",Sukkur
UTIL-013399,Irfan Mughal,37617-5124679-1,electricity,MEPCO,77139.0,"392-Sialkot Area, Sialkot",Sialkot
UTIL-013400,Irfan Mughal,37617-5124679-1,gas,SNGPL,38188.0,"392-Sialkot Area, Sialkot",Sialkot
UTIL-013401,Mohamed Raza,31363-0992288-3,electricity,MEPCO,,"97-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-013402,Hina Durrani,30007-1102769-2,electricity,FESCO,3827.0,"275-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013403,Hina Durrani,30007-1102769-2,gas,SNGPL,876.0,"275-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013404,Hina Yousafzai,34933-1730933-0,electricity,LESCO,1228.0,"353-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013405,Hina Yousafzai,34933-1730933-0,gas,SNGPL,2021.0,"353-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013406,Zubaida Chaudhry,33738-1612336-4,electricity,GEPCO,34412.0,"69-Sahiwal Area, Sahiwal",Sahiwal
UTIL-013407,Zubaida Chaudhry,33738-1612336-4,gas,SNGPL,22458.0,"69-Sahiwal Area, Sahiwal",Sahiwal
UTIL-013408,Bilal Khan,39043-7150999-1,electricity,LESCO,16177.0,"243-Sialkot Area, Sialkot",Sialkot
UTIL-013409,Bilal Khan,39043-7150999-1,gas,SNGPL,10756.0,"243-Sialkot Area, Sialkot",Sialkot
UTIL-013410,Hasan Jatoi,54010-7294035-3,electricity,QESCO,3991.0,"489-Khuzdar Area, Khuzdar",Khuzdar
UTIL-013411,Hasan Jatoi,54010-7294035-3,gas,SSGC,1691.0,"489-Khuzdar Area, Khuzdar",Khuzdar
UTIL-013412,Alee Randhawa,45466-6323602-7,electricity,K-Electric,12218.0,"314-North Nazimabad, Karachi",Karachi
UTIL-013413,Alee Randhawa,45466-6323602-7,gas,SSGC,2112.0,"314-North Nazimabad, Karachi",Karachi
UTIL-013414,Saeid Junejo,33915-3086916-7,electricity,LESCO,14141.0,"4-Sargodha Area, Sargodha",
UTIL-013415,,,electricity,PESCO,79956.0,"158-Peshawar Area, Peshawar",Peshawar
UTIL-013416,Umair Mirza,12099-2581416-3,gas,SNGPL,24094.0,"158-Peshawar Area, Peshawar",Peshawar
UTIL-013417,Wardah Bugti,38512-3684083-8,electricity,MEPCO,12677.0,"306-Sargodha Area, Sargodha",Sargodha
UTIL-013418,Zubayr Junejo,16595-3292488-5,electricity,PESCO,10729.0,"434-Mingora Area, Mingora",Mingora
UTIL-013419,Zubayr Junejo,16595-3292488-5,gas,SNGPL,6943.0,"434-Mingora Area, Mingora",Mingora
UTIL-013420,Rafiq Khattak,58319-2450519-1,electricity,QESCO,779.0,"47-Khuzdar Area, Khuzdar",Khuzdar
UTIL-013421,Rafiq Khattak,58319-2450519-1,gas,SSGC,732.0,"47-Khuzdar Area, Khuzdar",Khuzdar
UTIL-013422,Husein Junejo,35191-5890417-7,electricity,MEPCO,2810.0,"237-Wapda Town, Lahore",Lahore
UTIL-013423,Husein Junejo,35191-5890417-7,gas,SNGPL,1128.0,"237-Wapda Town, Lahore",Lahore
UTIL-013424,Waqas Yousafzai,40764-0177958-5,electricity,SEPCO,4421.0,"225-Khairpur Area, Khairpur",Khairpur
UTIL-013425,Aneela Gondal,38527-8164123-6,electricity,LESCO,861.0,,Lahore
UTIL-013426,Aneela Gondal,38527-8164123-6,gas,SNGPL,1975.0,"25-Johar Town, Lahore",Lahore
UTIL-013427,Pervaiz Tahir,19897-0776922-9,electricity,PESCO,27431.0,,Peshawar
UTIL-013428,Pervaiz Tahir,19897-0776922-9,gas,SNGPL,22496.0,,Peshawar
UTIL-013429,Rafiq Ali,18921-0755512-1,electricity,PESCO,12202.0,"94-Mingora Area, Mingora",
UTIL-013430,Sadia Bugti,45234-6680465-4,electricity,HESCO,38424.0,"486-Shikarpur Area, Shikarpur",Shikarpur
UTIL-013431,Sadia Bugti,45234-6680465-4,gas,SSGC,4756.0,"486-Shikarpur Area, Shikarpur",Shikarpur
UTIL-013432,Emran Baloch,19679-2969286-9,electricity,PESCO,2105.0,"441-Nowshera Area, Nowshera",Nowshera
UTIL-013433,Emran Baloch,19679-2969286-9,gas,SNGPL,909.0,"441-Nowshera Area, Nowshera",Nowshera
UTIL-013434,Parveen Mengal,31570-7210955-0,electricity,MEPCO,7065.0,"491-D Ground, Faisalabad",Faisalabad
UTIL-013435,Junaid Brohi,40037-2730417-7,electricity,HESCO,95762.0,"369-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-013436,Junaid Brohi,40037-2730417-7,gas,SSGC,39095.0,"369-Mirpur Khas Area, Mirpur Khas",
UTIL-013437,Nighat Ali,14071-7027439-2,electricity,PESCO,12120.0,"256-Nowshera Area, Nowshera",Nowshera
UTIL-013438,Qudsia Junejo,63842-9291441-4,electricity,IESCO,35660.0,"53-Bahria Town Phase 7, Islamabad",Islamabad
UTIL-013439,Qudsia Junejo,63842-9291441-4,gas,SNGPL,,"53-Bahria Town Phase 7, Islamabad",Islamabad
UTIL-013440,Rafiq Bugti,57439-2463058-3,electricity,QESCO,,"154-Khuzdar Area, Khuzdar",Khuzdar
UTIL-013441,Rafiq Bugti,57439-2463058-3,gas,SSGC,659.0,"154-Khuzdar Area, Khuzdar",Khuzdar
UTIL-013442,Maheen Durrani,44086-5586257-2,electricity,HESCO,11959.0,"439-Nawabshah Area, Nawabshah",Nawabshah
UTIL-013443,Komal Soomro,17248-4135415-4,electricity,PESCO,12120.0,"229-Swabi Area, Swabi",Swabi
UTIL-013444,Komal Soomro,17248-4135415-4,gas,SNGPL,3519.0,"229-Swabi Area, Swabi",Swabi
UTIL-013445,Mushtaq Laghari,41738-3800789-3,electricity,HESCO,25014.0,"441-Khairpur Area, Khairpur",Khairpur
UTIL-013446,Noman Khattak,58323-5830376-5,electricity,QESCO,2320.0,"11-Quetta Area, Quetta",Quetta
UTIL-013447,Noman Khattak,58323-5830376-5,gas,SSGC,2070.0,"11-Quetta Area, Quetta",Quetta
UTIL-013448,Sanaa Memon,17188-9208688-8,electricity,PESCO,46053.0,"244-Peshawar Area, Peshawar",Peshawar
UTIL-013449,Sanaa Memon,17188-9208688-8,gas,SNGPL,29983.0,"244-Peshawar Area, Peshawar",Peshawar
UTIL-013450,Amir Niazi,36574-0624049-7,electricity,FESCO,,"396-DHA Phase 5, Lahore",Lahore
UTIL-013451,Amir Niazi,36574-0624049-7,gas,SNGPL,4758.0,"396-DHA Phase 5, Lahore",Lahore
UTIL-013452,Zubayer Mirza,33401-5081669-7,electricity,MEPCO,4990.0,"306-Gulberg III, Lahore",Lahore
UTIL-013453,Ghulam Hashmi,44807-1180109-5,electricity,SEPCO,3749.0,"17-Malir Cantt, Karachi",Karachi
UTIL-013454,Fahad Tahir,45852-6216863-1,electricity,HESCO,9051.0,"69-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-013455,Khaled Durrani,,electricity,PESCO,4958.0,"88-Peshawar Area, Peshawar",Peshawar
UTIL-013456,Khaled Durrani,13624-2883851-9,gas,SNGPL,3754.0,"88-Peshawar Area, Peshawar",
UTIL-013457,Durr-e-Shahwar Khoso,43155-9818615-4,electricity,HESCO,9019.0,"118-Khairpur Area, Khairpur",Khairpur
UTIL-013458,Durr-e-Shahwar Khoso,43155-9818615-4,gas,SSGC,4490.0,"118-Khairpur Area, Khairpur",Khairpur
UTIL-013459,Yasmin Shah,40687-8872660-8,electricity,K-Electric,,"110-Nawabshah Area, Nawabshah",Nawabshah
UTIL-013460,Yasmin Shah,40687-8872660-8,gas,SSGC,6852.0,,Nawabshah
UTIL-013461,Liaquat Brohi,,electricity,LESCO,65702.0,"363-Jhelum Area, Jhelum",Jhelum
UTIL-013462,Sajid Mirza,18780-1686580-3,electricity,PESCO,14396.0,"227-Dera Ismail Khan Area, Dera Ismail Khan",Dera Ismail Khan
UTIL-013463,,18780-1686580-3,gas,SNGPL,2309.0,,Dera Ismail Khan
UTIL-013464,Umair Malik,44042-5544104-5,electricity,SEPCO,96452.0,,Sukkur
UTIL-013465,Umair Malik,,gas,SSGC,12073.0,"188-Sukkur Area, Sukkur",Sukkur
UTIL-013466,,37515-0221703-5,electricity,LESCO,38540.0,"197-Committee Chowk, Rawalpindi",Rawalpindi
UTIL-013467,Adnan Ali,37515-0221703-5,gas,SNGPL,4690.0,"197-Committee Chowk, Rawalpindi",Rawalpindi
UTIL-013468,Komal Yousafzai,31950-0838168-6,electricity,GEPCO,2869.0,"285-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013469,Komal Yousafzai,31950-0838168-6,gas,SNGPL,1919.0,"285-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013470,Iqbal Khoso,69656-6292470-5,electricity,IESCO,18227.0,"36-F-8, Islamabad",Islamabad
UTIL-013471,Iqbal Khoso,69656-6292470-5,gas,SNGPL,12817.0,"36-F-8, Islamabad",
UTIL-013472,Aysha Brohi,36451-7993705-0,electricity,LESCO,3951.0,"492-Dera Ghazi Khan Area, Dera Ghazi Khan",
UTIL-013473,Aysha Brohi,36451-7993705-0,gas,SNGPL,414.0,"492-Dera Ghazi Khan Area, Dera Ghazi Khan",Dera Ghazi Khan
UTIL-013474,Hassaan Jamali,14110-0078857-9,electricity,PESCO,23046.0,"286-Mansehra Area, Mansehra",Mansehra
UTIL-013475,Hassaan Jamali,,gas,SNGPL,13003.0,"286-Mansehra Area, Mansehra",Mansehra
UTIL-013476,Tanzeela Awan,39700-9125459-2,electricity,MEPCO,2201.0,"349-Garden Town, Lahore",Lahore
UTIL-013477,Tahira Siddiqui,33050-0323549-4,electricity,GEPCO,7647.0,"46-DHA Phase 2, Rawalpindi",Rawalpindi
UTIL-013478,Ayesha Hashmi,59395-6832470-6,electricity,QESCO,14348.0,"462-Khuzdar Area, Khuzdar",Khuzdar
UTIL-013479,Farzana Baloch,11034-2671572-2,electricity,PESCO,35398.0,"254-Mansehra Area, Mansehra",Mansehra
UTIL-013480,Farzana Baloch,11034-2671572-2,gas,SNGPL,7614.0,"254-Mansehra Area, Mansehra",Mansehra
UTIL-013481,Naveed Niazi,43923-2143432-7,electricity,HESCO,535.0,"316-Larkana Area, Larkana",Larkana
UTIL-013482,Naveed Niazi,43923-2143432-7,gas,SSGC,1854.0,,Larkana
UTIL-013483,Umar Tahir,62003-3184181-3,electricity,IESCO,568.0,"242-F-6, Islamabad",Islamabad
UTIL-013484,Umar Tahir,62003-3184181-3,gas,SNGPL,1415.0,"242-F-6, Islamabad",Islamabad
UTIL-013485,Hassaan Memon,11822-0812141-9,electricity,PESCO,61103.0,"426-Mingora Area, Mingora",Mingora
UTIL-013486,Zenab Hussain,45460-4491466-6,electricity,K-Electric,,"420-Larkana Area, Larkana",Larkana
UTIL-013487,Zenab Hussain,45460-4491466-6,gas,SSGC,6179.0,"420-Larkana Area, Larkana",Larkana
UTIL-013488,Iram Minhas,32775-8667708-0,electricity,GEPCO,97977.0,"199-Johar Town, Lahore",Lahore
UTIL-013489,,30696-6686877-4,electricity,LESCO,29158.0,"238-Township, Lahore",Lahore
UTIL-013490,Rubina Khattak,30696-6686877-4,gas,SNGPL,,"238-Township, Lahore",Lahore
UTIL-013491,Pervaiz Jamali,35762-8984210-9,electricity,LESCO,,"180-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013492,Pervaiz Jamali,35762-8984210-9,gas,SNGPL,1207.0,,Sheikhupura
UTIL-013493,Iram Aslam,41449-1641316-0,electricity,K-Electric,1967.0,"116-Sukkur Area, Sukkur",Sukkur
UTIL-013494,Iram Aslam,41449-1641316-0,gas,SSGC,976.0,,Sukkur
UTIL-013495,Ghulam Yousafzai,35098-0639513-5,electricity,LESCO,11283.0,"211-Iqbal Town, Lahore",Lahore
UTIL-013496,Ghulam Yousafzai,35098-0639513-5,gas,SNGPL,5791.0,"211-Iqbal Town, Lahore",Lahore
UTIL-013497,Said Cheema,,electricity,PESCO,582.0,"320-Peshawar Area, Peshawar",Peshawar
UTIL-013498,Said Cheema,14863-8891485-3,gas,SNGPL,1045.0,"320-Peshawar Area, Peshawar",Peshawar
UTIL-013499,Farzana Warraich,36889-6198203-6,electricity,GEPCO,7007.0,"168-Gujrat Area, Gujrat",Gujrat
UTIL-013500,Madiha Shaikh,36442-4903942-4,electricity,MEPCO,16418.0,"136-Multan Area, Multan",Multan
UTIL-013501,Atif Hashmi,39972-1747695-3,electricity,FESCO,2180.0,"283-Gujrat Area, Gujrat",Gujrat
UTIL-013502,Sadia Memon,36003-0941087-6,electricity,MEPCO,15134.0,"137-Jhelum Area, Jhelum",Jhelum
UTIL-013503,Sadia Memon,36003-0941087-6,gas,SNGPL,17934.0,"137-Jhelum Area, Jhelum",Jhelum
UTIL-013504,Tariq Hashmi,39643-1793299-9,electricity,MEPCO,638.0,"408-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013505,Tariq Hashmi,39643-1793299-9,gas,SNGPL,1701.0,"408-Sheikhupura Area, Sheikhupura",Sheikhupura
UTIL-013506,Kamran Baig,37831-8066435-5,electricity,GEPCO,4337.0,"287-Bahria Town, Lahore",Lahore
UTIL-013507,Kamran Baig,37831-8066435-5,gas,SNGPL,384.0,"287-Bahria Town, Lahore",Lahore
UTIL-013508,Amna Chandio,15819-8493254-8,electricity,PESCO,4474.0,"372-Peshawar Area, Peshawar",Peshawar
UTIL-013509,Amna Chandio,15819-8493254-8,gas,SNGPL,3019.0,"372-Peshawar Area, Peshawar",Peshawar
UTIL-013510,Humaira Gondal,44656-6382061-4,electricity,HESCO,,"132-Jacobabad Area, Jacobabad",Jacobabad
UTIL-013511,Humaira Gondal,44656-6382061-4,gas,SSGC,1162.0,"132-Jacobabad Area, Jacobabad",Jacobabad
UTIL-013512,Umar Baig,36051-7212189-9,electricity,GEPCO,42791.0,"192-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-013513,Umar Baig,36051-7212189-9,gas,SNGPL,8862.0,"192-Rahim Yar Khan Area, Rahim Yar Khan",Rahim Yar Khan
UTIL-013514,Azhar Jatoi,33825-5488786-3,electricity,MEPCO,10587.0,"176-Peoples Colony, Faisalabad",Faisalabad
UTIL-013515,Azhar Jatoi,33825-5488786-3,gas,SNGPL,1653.0,"176-Peoples Colony, Faisalabad",Faisalabad
UTIL-013516,,44491-7256752-6,electricity,SEPCO,2660.0,"13-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-013517,Aisha Brohi,44491-7256752-6,gas,SSGC,1819.0,"13-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-013518,Sayeed Shaikh,37460-0828339-5,electricity,MEPCO,,"56-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013519,Sayeed Shaikh,37460-0828339-5,gas,SNGPL,4630.0,"56-Gujranwala Area, Gujranwala",Gujranwala
UTIL-013520,Komal Siddiqui,31132-6513671-0,electricity,GEPCO,14041.0,"322-Sargodha Area, Sargodha",Sargodha
UTIL-013521,Komal Siddiqui,31132-6513671-0,gas,SNGPL,5251.0,"322-Sargodha Area, Sargodha",
UTIL-013522,Ayesha Durrani,38174-4189907-0,electricity,MEPCO,2960.0,,Lahore
UTIL-013523,Ayesha Durrani,38174-4189907-0,gas,SNGPL,1270.0,"339-DHA Phase 5, Lahore",Lahore
UTIL-013524,Ehsan Junejo,59801-7112973-1,electricity,QESCO,8795.0,"53-Hub Area, Hub",Hub
UTIL-013525,Ehsan Junejo,59801-7112973-1,gas,SSGC,1504.0,"53-Hub Area, Hub",Hub
UTIL-013526,Waqas Baloch,44319-1602843-1,electricity,K-Electric,1028.0,"239-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-013527,Waqas Baloch,44319-1602843-1,gas,SSGC,1323.0,"239-Mirpur Khas Area, Mirpur Khas",Mirpur Khas
UTIL-013528,Naveed Abbasi,49859-3372559-9,electricity,SEPCO,4374.0,"252-Shikarpur Area, Shikarpur",Shikarpur
UTIL-013529,Umar Tahir,14124-6526211-5,electricity,PESCO,2242.0,"67-Abbottabad Area, Abbottabad",Abbottabad
UTIL-013530,Saima Khan,31454-1829637-4,electricity,MEPCO,19877.0,"415-Satellite Town, Rawalpindi",Rawalpindi
UTIL-013531,Saima Khan,31454-1829637-4,gas,SNGPL,6627.0,"415-Satellite Town, Rawalpindi",Rawalpindi
UTIL-013532,Iqbal Junejo,34756-4664159-1,electricity,MEPCO,755.0,"273-Sargodha Area, Sargodha",Sargodha
UTIL-013533,Iqbal Junejo,34756-4664159-1,gas,SNGPL,598.0,"273-Sargodha Area, Sargodha",Sargodha
UTIL-013534,Saima Butt,33467-4530563-4,electricity,GEPCO,9990.0,"95-Multan Area, Multan",Multan
UTIL-013535,Saima Butt,33467-4530563-4,gas,SNGPL,2742.0,"95-Multan Area, Multan",Multan
UTIL-013536,Zubaida Aslam,32803-6131352-6,electricity,LESCO,25581.0,"498-Multan Area, Multan",Multan
UTIL-013537,Zubaida Aslam,32803-6131352-6,gas,SNGPL,13259.0,"498-Multan Area, Multan",Multan
UTIL-013538,Umair Khoso,30724-1298894-7,electricity,FESCO,61598.0,"385-Multan Area, Multan",Multan
UTIL-013539,Azhar Khattak,33733-1315950-7,electricity,GEPCO,40718.0,"93-Jhelum Area, Jhelum",Jhelum
